7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1685599740, +3.48, +27.918,  +0.00237, +1140.000, +64.000, +467.000
1685600340, +3.48, +28.099,  -0.06606, +1299.000, +120.000, +368.000
1685600940, +3.48, +28.296,  +0.03658, +1264.000, +112.000, +420.000
1685601540, +3.48, +28.312,  +0.02079, +1276.000, +115.000, +408.000
1685602140, +3.48, +28.353,  +0.00763, +1286.000, +120.000, +384.000
1685602740, +3.48, +28.460,  -0.02921, +1307.000, +120.000, +364.000
1685603340, +3.48, +28.525,  +0.05237, +1267.000, +112.000, +419.000
1685603940, +3.48, +28.632,  -0.03711, +1295.000, +120.000, +374.000
1685604540, +3.48, +28.566,  +0.02606, +1303.000, +120.000, +364.000
1685605140, +3.48, +28.492,  -0.02132, +1150.000, +64.000, +476.000
1685605740, +3.48, +28.345,  -0.02658, +1145.000, +64.000, +476.000
1685606340, +3.48, +28.197,  +0.02342, +1176.000, +72.000, +484.000
1685606940, +3.48, +27.984,  +0.03132, +1244.000, +96.000, +454.000
1685607540, +3.48, +27.910,  +0.02079, +1264.000, +112.000, +432.000
1685608140, +3.48, +27.885,  +0.03921, +1315.000, +123.000, +359.000
1685608740, +3.48, +27.910,  +0.01026, +1254.000, +104.000, +440.000
1685609340, +3.48, +27.918,  -0.05027, +1219.000, +88.000, +472.000
1685609940, +3.48, +27.894,  +0.00500, +1188.000, +76.000, +487.000
1685610540, +3.48, +27.844,  +0.00500, +1188.000, +78.000, +484.000
1685611140, +3.48, +27.836,  +0.04974, +1183.000, +73.000, +487.000
1685611740, +3.48, +27.729,  -0.00290, +1216.000, +86.000, +476.000
1685612340, +3.48, +27.696,  -0.01079, +1220.000, +88.000, +476.000
1685612940, +3.48, +27.713,  -0.03448, +1233.000, +96.000, +462.000
1685613540, +3.48, +27.704,  +0.03921, +1209.000, +86.000, +480.000
1685614140, +3.48, +27.770,  +0.02079, +1177.000, +72.000, +487.000
1685614740, +3.48, +27.828,  +0.02869, +1248.000, +99.000, +448.000
1685615340, +3.48, +27.820,  -0.02132, +1244.000, +97.000, +452.000
1685615940, +3.48, +27.795,  -0.06869, +1241.000, +96.000, +454.000
1685616540, +3.48, +27.729,  +0.04448, +1289.000, +120.000, +384.000
1685617140, +3.48, +27.787,  +0.01816, +1287.000, +120.000, +384.000
1685617740, +3.48, +27.861,  +0.02079, +1271.000, +112.000, +416.000
1685618340, +3.48, +27.803,  +0.01290, +1267.000, +112.000, +424.000
1685618940, +3.48, +27.762,  -0.07395, +1254.000, +103.000, +440.000
1685619540, +3.48, +27.729,  +0.02342, +1292.000, +120.000, +384.000
1685620140, +3.48, +27.737,  +0.02079, +1299.000, +120.000, +368.000
1685620740, +3.48, +27.754,  -0.05290, +1289.000, +120.000, +387.000
1685621340, +3.48, +27.770,  -0.07922, +1294.000, +120.000, +377.000
1685621940, +3.48, +27.787,  +0.05237, +1294.000, +120.000, +376.000
1685622540, +3.48, +27.820,  -0.05553, +1294.000, +120.000, +376.000
1685623140, +3.48, +27.861,  -0.04500, +1288.000, +120.000, +387.000
1685623740, +3.48, +27.959,  +0.02342, +1304.000, +120.000, +364.000
1685624340, +3.48, +28.017,  +0.01290, +1281.000, +120.000, +396.000
1685624940, +3.48, +28.042,  -0.07132, +1304.000, +120.000, +364.000
1685625540, +3.48, +28.058,  -0.05553, +1287.000, +103.000, +333.000
1685626140, +3.48, +28.074,  -0.03711, +1161.000, +68.000, +483.000
1685626740, +3.48, +28.074,  +0.04185, +1310.000, +120.000, +358.000
1685627340, +3.48, +28.033,  -0.01605, +1196.000, +78.000, +481.000
1685627940, +3.48, +28.017,  -0.00553, +1255.000, +104.000, +438.000
1685628540, +3.48, +28.000,  +0.02606, +1267.000, +112.000, +418.000
1685629140, +3.48, +28.009,  -0.00553, +1184.000, +72.000, +483.000
1685629740, +3.48, +28.017,  +0.01553, +1271.000, +112.000, +416.000
1685630340, +3.48, +28.025,  -0.01605, +1235.000, +96.000, +462.000
1685630940, +3.48, +28.058,  +0.02342, +1183.000, +76.000, +484.000
1685631540, +3.48, +28.099,  -0.04500, +1144.000, +60.000, +472.000
1685632140, +3.48, +28.156,  -0.03448, +1185.000, +76.000, +483.000
1685632740, +3.48, +28.181,  -0.03448, +1155.000, +64.000, +480.000
1685633340, +3.48, +28.197,  +0.00763, +1142.000, +60.000, +472.000
1685633940, +3.48, +28.312,  -0.03448, +1160.000, +68.000, +480.000
1685634540, +3.48, +28.476,  -0.01869, +1283.000, +120.000, +396.000
1685635140, +3.48, +28.648,  +0.01816, +1264.000, +108.000, +428.000
1685635740, +3.48, +28.738,  +0.01026, +1311.000, +112.000, +369.000
1685636340, +3.48, +28.738,  +0.00500, +1296.000, +120.000, +376.000
1685636940, +3.48, +28.574,  +0.05501, +1288.000, +103.000, +335.000
1685637540, +3.48, +28.525,  -0.05816, +1313.000, +120.000, +352.000
