7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1690297740, +3.41, +27.918,  -0.04237, +1136.000, +60.000, +476.000
1690298340, +3.41, +27.795,  -0.02395, +1276.000, +103.000, +335.000
1690298940, +3.41, +27.770,  +0.02342, +1308.000, +116.000, +371.000
1690299540, +3.40, +27.844,  -0.03185, +1212.000, +84.000, +482.000
1690300140, +3.38, +27.951,  +0.09448, +1160.000, +67.000, +488.000
1690300740, +3.39, +27.869,  -0.13712, +1136.000, +60.000, +476.000
1690301340, +3.39, +27.943,  +0.01553, +1300.000, +107.000, +349.000
1690301940, +3.39, +27.902,  -0.05816, +1112.000, +50.000, +352.000
1690302540, +3.39, +27.844,  +0.03658, +1164.000, +67.000, +487.000
1690303140, +3.38, +27.935,  +0.01553, +1160.000, +64.000, +487.000
1690303740, +3.39, +27.935,  -0.07395, +1265.000, +98.000, +343.000
1690304340, +3.39, +27.737,  -0.00290, +1212.000, +84.000, +483.000
1690304940, +3.40, +27.828,  -0.13712, +1101.000, +10.000, +325.000
1690305540, +3.40, +27.935,  -0.04500, +1139.000, +72.000, +312.000
1690306140, +3.40, +28.009,  +0.13396, +1310.000, +120.000, +375.000
1690306740, +3.39, +28.058,  -0.15291, +1172.000, +72.000, +488.000
1690307340, +3.39, +28.066,  +0.07343, +1263.000, +113.000, +419.000
1690307940, +3.40, +28.091,  +0.24713, +1292.000, +120.000, +384.000
1690308540, +3.39, +28.091,  +0.27345, +1144.000, +60.000, +480.000
1690309140, +3.40, +28.083,  +0.44452, +1140.000, +60.000, +480.000
1690309740, +3.40, +28.066,  +0.53400, +1088.000, +47.000, +334.000
1690310340, +3.40, +28.074,  +0.84718, +1176.000, +70.000, +492.000
1690310940, +3.40, +27.959,  +0.86298, +1191.000, +76.000, +488.000
1690311540, +3.40, +27.976,  +1.31039, +1057.000, +45.000, +359.000
1690312140, +3.41, +28.000,  +1.38408, +1220.000, +88.000, +480.000
1690312740, +3.41, +28.017,  +1.59199, +1308.000, +120.000, +372.000
1690313340, +3.41, +28.025,  +1.76306, +1295.000, +112.000, +355.000
1690313940, +3.40, +28.033,  +1.55778, +1286.000, +120.000, +396.000
1690314540, +3.40, +28.042,  +2.15520, +1319.000, +120.000, +352.000
1690315140, +3.40, +28.058,  +2.79737, +1264.000, +108.000, +430.000
1690315740, +3.40, +28.058,  +4.43173, +1272.000, +112.000, +416.000
1690316340, +3.40, +28.066,  +4.97652, +1096.000, +31.000, +351.000
1690316940, +3.40, +27.984,  +5.88450, +1116.000, +40.000, +351.000
1690317540, +3.40, +27.976,  +6.03451, +1308.000, +116.000, +376.000
1690318140, +3.39, +27.968,  +4.38699, +1063.000, -144.000, +736.000
1690318740, +3.40, +28.000,  +4.12907, +1137.000, +60.000, +480.000
1690319340, +3.40, +28.000,  +4.65017, +1299.000, +111.000, +333.000
1690319940, +3.41, +28.017,  +6.08189, +1222.000, +88.000, +476.000
1690320540, +3.40, +28.025,  +3.18425, +1308.000, +113.000, +374.000
1690321140, +3.41, +28.066,  +4.97126, +1171.000, +70.000, +488.000
1690321740, +3.40, +28.099,  +6.31612, +1278.000, +115.000, +400.000
1690322340, +3.40, +28.107,  +6.14242, +1088.000, +37.000, +341.000
1690322940, +3.40, +28.074,  +5.71080, +1289.000, +120.000, +390.000
1690323540, +3.40, +28.083,  +8.00838, +1279.000, +116.000, +412.000
1690324140, +3.39, +28.058,  +6.63983, +1176.000, +95.000, +356.000
1690324740, +3.39, +28.058,  +4.47647, +1108.000, +24.000, +337.000
1690325340, +3.39, +28.074,  +4.88704, +1271.000, +112.000, +419.000
1690325940, +3.40, +28.042,  +4.12907, +1164.000, +70.000, +488.000
1690326540, +3.39, +27.992,  +6.77932, +1299.000, +120.000, +376.000
1690327140, +3.40, +27.951,  +6.62931, +1096.000, +25.000, +302.000
1690327740, +3.40, +27.861,  +4.61070, +1148.000, +79.000, +305.000
1690328340, +3.39, +27.795,  +7.25831, +1145.000, +64.000, +483.000
1690328940, +3.39, +27.672,  +7.38201, +1295.000, +104.000, +335.000
1690329540, +3.39, +27.317,  +8.49527, +1183.000, +70.000, +488.000
1690330140, +3.40, +27.177,  +7.04250, +1296.000, +124.000, +384.000
1690330740, +3.40, +27.128,  +2.44733, +1316.000, +127.000, +359.000
1690331340, +3.38, +27.152,  +6.58456, +1124.000, +44.000, +309.000
1690331940, +3.38, +27.326,  +4.65280, +1068.000,  +4.000, +334.000
1690332540, +3.38, +27.400,  +3.95800, +1272.000, +116.000, +404.000
1690333140, +3.38, +27.457,  +3.20267, +1192.000, +78.000, +489.000
1690333740, +3.38, +27.499,  +5.64763, +1155.000, +64.000, +488.000
1690334340, +3.38, +27.466,  +3.50270, +1294.000, +108.000, +353.000
