7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1678117740, +3.50, +28.844,  -0.00553, +1267.000, +112.000, +392.000
1678118340, +3.50, +28.819,  +0.05501, +1292.000, +112.000, +348.000
1678118940, +3.50, +28.893,  +0.04448, +1272.000, +112.000, +384.000
1678119540, +3.50, +29.007,  +0.13396, +1276.000, +116.000, +372.000
1678120140, +3.50, +29.040,  -0.01079, +1271.000, +112.000, +384.000
1678120740, +3.50, +29.048,  +0.02869, +1271.000, +112.000, +384.000
1678121340, +3.50, +29.056,  -0.02921, +1254.000, +104.000, +416.000
1678121940, +3.51, +28.730,  +0.05237, +1276.000, +115.000, +376.000
1678122540, +3.50, +28.476,  +0.07606, +1156.000, +67.000, +462.000
1678123140, +3.51, +28.050,  +0.06816, +1180.000, +76.000, +463.000
1678123740, +3.51, +27.762,  +0.06027, +1254.000, +108.000, +416.000
1678124340, +3.51, +27.663,  +0.23134, +1244.000, +99.000, +428.000
1678124940, +3.51, +27.688,  +0.48662, +1241.000, +100.000, +432.000
1678125540, +3.50, +27.811,  +0.56295, +1235.000, +96.000, +438.000
1678126140, +3.50, +28.099,  +0.70507, +1223.000, +92.000, +448.000
1678126740, +3.51, +28.165,  +0.78402, +1177.000, +72.000, +466.000
1678127340, +3.50, +27.894,  +0.94193, +1238.000, +96.000, +432.000
1678127940, +3.50, +27.976,  +1.29723, +1227.000, +92.000, +444.000
1678128540, +3.50, +28.288,  +1.42882, +1159.000, +68.000, +462.000
1678129140, +3.50, +28.607,  +2.18415, +1300.000, +112.000, +348.000
1678129740, +3.51, +28.730,  +1.62357, +1196.000, +80.000, +460.000
1678130340, +3.51, +28.542,  +2.42365, +1300.000, +108.000, +344.000
1678130940, +3.50, +28.370,  +1.82359, +1144.000, +64.000, +455.000
1678131540, +3.50, +28.230,  +4.29224, +1164.000, +70.000, +462.000
1678132140, +3.50, +28.238,  +5.07127, +1176.000, +73.000, +464.000
1678132740, +3.51, +28.197,  +5.72133, +1180.000, +76.000, +464.000
1678133340, +3.50, +27.894,  +6.12400, +1238.000, +99.000, +436.000
1678133940, +3.51, +27.770,  +6.78458, +1254.000, +104.000, +416.000
1678134540, +3.51, +27.663,  +7.55571, +1235.000, +96.000, +435.000
1678135140, +3.51, +27.540,  +8.34789, +1240.000, +100.000, +432.000
1678135740, +3.50, +27.474,  +4.08959, +1231.000, +96.000, +444.000
1678136340, +3.50, +27.507,  +4.78966, +1292.000, +116.000, +352.000
1678136940, +3.50, +27.515,  +8.30052, +1286.000, +120.000, +356.000
1678137540, +3.50, +27.499,  +6.68721, +1308.000, +104.000, +335.000
1678138140, +3.50, +27.416,  +6.55298, +1304.000, +108.000, +352.000
1678138740, +3.50, +27.334, +12.89831, +1139.000, +64.000, +448.000
1678139340, +3.50, +27.301, +15.50119, +1144.000, +64.000, +456.000
1678139940, +3.50, +27.293, +15.57488, +1304.000, +108.000, +350.000
1678140540, +3.50, +27.293, +15.42224, +1291.000, +116.000, +354.000
1678141140, +3.50, +27.301, +17.55401, +1287.000, +120.000, +358.000
1678141740, +3.50, +27.342,  +5.14232, +1283.000, +120.000, +359.000
1678142340, +3.50, +27.317, +10.05857, +1248.000, +102.000, +424.000
1678142940, +3.50, +27.301, +16.44865, +1240.000, +99.000, +432.000
1678143540, +3.50, +27.326, +16.65130, +1230.000, +92.000, +444.000
1678144140, +3.50, +27.367, +17.62244, +1283.000, +120.000, +360.000
1678144740, +3.50, +27.367, +12.73251, +1286.000, +120.000, +352.000
1678145340, +3.50, +27.375, +17.97774, +1288.000, +120.000, +352.000
1678145940, +3.50, +27.424, +16.34601, +1267.000, +115.000, +387.000
1678146540, +3.50, +27.523, +12.68251, +1283.000, +118.000, +360.000
1678147140, +3.50, +27.474, +18.98573, +1284.000, +116.000, +360.000
1678147740, +3.50, +27.457, +21.44912, +1208.000, +86.000, +460.000
1678148340, +3.50, +27.474, +15.59594, +1283.000, +120.000, +364.000
1678148940, +3.50, +27.457, +16.58024, +1214.000, +88.000, +456.000
1678149540, +3.50, +27.433, +16.11177, +1255.000, +108.000, +412.000
1678150140, +3.50, +27.416,  +6.11873, +1289.000, +116.000, +355.000
1678150740, +3.50, +27.433, +10.97971, +1283.000, +120.000, +368.000
1678151340, +3.50, +27.424,  +7.58729, +1299.000, +112.000, +352.000
1678151940, +3.50, +27.342, +10.49019, +1286.000, +120.000, +354.000
1678152540, +3.50, +27.309,  +8.43474, +1305.000, +113.000, +294.000
1678153140, +3.50, +27.202,  +3.40269, +1304.000, +108.000, +351.000
1678153740, +3.50, +27.061,  +9.27166, +1144.000, +64.000, +456.000
1678154340, +3.50, +27.094,  +5.47920, +1302.000, +108.000, +352.000
1678154940, +3.50, +27.136,  +7.17936, +1311.000, +104.000, +335.000
1678155540, +3.50, +27.194,  +6.65299, +1144.000, +64.000, +456.000
1678156140, +3.50, +27.251,  +5.37919, +1303.000, +108.000, +351.000
1678156740, +3.50, +27.309,  +4.15802, +1244.000, +100.000, +428.000
1678157340, +3.50, +27.342,  +4.63175, +1286.000, +115.000, +360.000
