7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1678291740, +3.50, +28.083,  -0.00816, +1168.000, +71.000, +464.000
1678292340, +3.50, +27.959,  +0.08396, +1228.000, +96.000, +444.000
1678292940, +3.50, +27.894,  +0.06553, +1244.000, +99.000, +428.000
1678293540, +3.50, +28.091,  +0.01553, +1231.000, +96.000, +444.000
1678294140, +3.50, +28.214,  -0.01079, +1203.000, +83.000, +462.000
1678294740, +3.50, +28.255,  +0.02869, +1177.000, +72.000, +464.000
1678295340, +3.50, +28.263,  +0.12606, +1180.000, +72.000, +464.000
1678295940, +3.50, +28.271,  -0.01869, +1167.000, +71.000, +463.000
1678296540, +3.50, +28.255,  +0.06290, +1155.000, +70.000, +462.000
1678297140, +3.50, +28.279,  +0.01026, +1167.000, +71.000, +464.000
1678297740, +3.50, +28.558,  +0.04185, +1308.000, +111.000, +335.000
1678298340, +3.50, +28.762,  +0.11554, +1260.000, +112.000, +401.000
1678298940, +3.50, +28.852,  +0.19449, +1225.000, +96.000, +448.000
1678299540, +3.50, +28.893,  +0.36819, +1196.000, +80.000, +460.000
1678300140, +3.50, +28.909,  +0.53926, +1254.000, +108.000, +416.000
1678300740, +3.50, +28.926,  +0.42346, +1249.000, +104.000, +416.000
1678301340, +3.50, +28.934,  +0.53926, +1255.000, +108.000, +412.000
1678301940, +3.50, +28.934,  +0.75770, +1260.000, +108.000, +406.000
1678302540, +3.50, +28.909,  +0.74191, +1171.000, +70.000, +464.000
1678303140, +3.50, +28.909,  +1.07352, +1270.000, +114.000, +387.000
1678303740, +3.51, +28.901,  +1.28407, +1260.000, +112.000, +403.000
1678304340, +3.50, +28.909,  +1.70253, +1270.000, +115.000, +384.000
1678304940, +3.50, +28.909,  +2.40523, +1264.000, +112.000, +400.000
1678305540, +3.51, +28.909,  +2.76315, +1167.000, +70.000, +463.000
1678306140, +3.51, +28.926,  +2.21047, +1278.000, +118.000, +371.000
1678306740, +3.51, +28.917,  +2.89738, +1272.000, +115.000, +376.000
1678307340, +3.51, +28.917,  +3.97906, +1264.000, +112.000, +396.000
1678307940, +3.51, +28.909,  +3.28426, +1268.000, +112.000, +387.000
1678308540, +3.51, +28.909,  +1.65252, +1262.000, +108.000, +400.000
1678309140, +3.51, +28.909,  +0.97614, +1264.000, +112.000, +396.000
1678309740, +3.51, +28.607,  +1.36302, +1297.000, +112.000, +352.000
1678310340, +3.51, +28.173,  +0.78928, +1212.000, +88.000, +456.000
1678310940, +3.51, +27.918,  +1.00773, +1203.000, +80.000, +463.000
1678311540, +3.51, +27.721,  +0.86561, +1238.000, +99.000, +433.000
1678312140, +3.51, +27.639,  +0.81823, +1241.000, +100.000, +432.000
1678312740, +3.51, +27.630,  +1.06036, +1248.000, +103.000, +419.000
1678313340, +3.50, +27.663,  +1.09721, +1244.000, +102.000, +428.000
1678313940, +3.51, +27.729,  +0.93930, +1244.000, +100.000, +430.000
1678314540, +3.50, +27.828,  +1.42619, +1231.000, +96.000, +443.000
1678315140, +3.50, +27.927,  +1.13932, +1240.000, +96.000, +433.000
1678315740, +3.50, +28.017,  +0.92877, +1201.000, +80.000, +460.000
1678316340, +3.50, +28.050,  +0.93930, +1297.000, +112.000, +352.000
1678316940, +3.50, +28.074,  +1.28144, +1176.000, +72.000, +464.000
1678317540, +3.50, +27.894,  +1.59989, +1230.000, +92.000, +444.000
1678318140, +3.50, +27.737,  +2.04467, +1241.000, +100.000, +432.000
1678318740, +3.50, +27.663,  +2.47892, +1246.000, +102.000, +425.000
1678319340, +3.50, +27.639,  +2.55787, +1241.000, +99.000, +432.000
1678319940, +3.50, +27.622,  +1.25512, +1167.000, +70.000, +464.000
1678320540, +3.50, +27.433,  +2.19731, +1262.000, +112.000, +404.000
1678321140, +3.50, +27.474,  +2.82632, +1255.000, +104.000, +412.000
1678321740, +3.50, +27.597,  +3.45532, +1235.000, +96.000, +440.000
1678322340, +3.50, +27.647,  +3.55797, +1235.000, +96.000, +438.000
1678322940, +3.50, +27.556,  +3.89747, +1251.000, +104.000, +419.000
1678323540, +3.50, +27.317,  +4.11591, +1278.000, +116.000, +368.000
1678324140, +3.50, +27.268,  +4.32646, +1292.000, +118.000, +352.000
1678324740, +3.50, +27.334,  +4.18960, +1287.000, +116.000, +358.000
1678325340, +3.50, +27.408,  +4.04748, +1278.000, +116.000, +374.000
1678325940, +3.50, +27.433,  +4.58964, +1247.000, +103.000, +428.000
1678326540, +3.50, +27.424,  +4.81598, +1292.000, +116.000, +356.000
1678327140, +3.50, +27.457,  +4.54227, +1182.000, +76.000, +465.000
1678327740, +3.50, +27.474,  +4.21592, +1272.000, +116.000, +384.000
1678328340, +3.50, +27.408,  +4.09486, +1283.000, +120.000, +368.000
1678328940, +3.50, +27.383,  +3.88694, +1284.000, +118.000, +358.000
1678329540, +3.50, +27.391,  +3.35531, +1286.000, +120.000, +358.000
1678330140, +3.50, +27.383,  +2.96844, +1222.000, +88.000, +451.000
1678330740, +3.50, +27.375,  +2.96054, +1273.000, +115.000, +384.000
1678331340, +3.50, +27.433,  +2.70262, +1248.000, +102.000, +424.000
1678331940, +3.50, +27.523,  +2.58419, +1263.000, +112.000, +398.000
1678332540, +3.50, +27.556,  +2.18152, +1246.000, +104.000, +424.000
1678333140, +3.50, +27.540,  +2.15520, +1240.000, +99.000, +432.000
1678333740, +3.50, +27.507,  +1.67621, +1255.000, +108.000, +416.000
1678334340, +3.50, +27.490,  +1.18143, +1244.000, +102.000, +428.000
1678334940, +3.50, +27.556,  +1.07879, +1260.000, +108.000, +404.000
1678335540, +3.50, +27.639,  +0.98667, +1246.000, +102.000, +428.000
1678336140, +3.50, +27.680,  +0.85508, +1238.000, +96.000, +438.000
1678336740, +3.50, +27.704,  +0.69980, +1248.000, +102.000, +426.000
1678337340, +3.50, +27.713,  +0.56558, +1239.000, +99.000, +432.000
1678337940, +3.50, +27.721,  +0.39714, +1246.000, +96.000, +428.000
1678338540, +3.50, +27.721,  +0.20765, +1246.000, +100.000, +428.000
1678339140, +3.50, +27.713,  +0.18660, +1231.000, +96.000, +440.000
1678339740, +3.50, +27.704,  +0.04185, +1235.000, +96.000, +438.000
1678340340, +3.50, +27.704,  +0.11291, +1241.000, +100.000, +432.000
1678340940, +3.50, +27.672,  +0.02342, +1231.000, +96.000, +440.000
1678341540, +3.50, +27.630,  +0.01026, +1260.000, +112.000, +404.000
1678342140, +3.50, +27.663,  +0.03132, +1241.000, +100.000, +428.000
1678342740, +3.50, +27.737,  +0.00500, +1225.000, +96.000, +448.000
1678343340, +3.50, +27.721,  -0.00290, +1244.000, +102.000, +432.000
1678343940, +3.50, +27.721,  +0.04448, +1238.000, +96.000, +434.000
1678344540, +3.50, +27.968,  +0.03658, +1216.000, +88.000, +455.000
1678345140, +3.50, +28.542,  +0.01026, +1286.000, +120.000, +360.000
1678345740, +3.50, +28.795,  +0.05501, +1267.000, +112.000, +385.000
1678346340, +3.50, +28.615,  -0.05290, +1288.000, +116.000, +358.000
1678346940, +3.50, +28.329,  -0.00816, +1150.000, +65.000, +462.000
1678347540, +3.50, +28.501,  +0.05501, +1304.000, +111.000, +347.000
1678348140, +3.50, +28.705,  +0.04711, +1287.000, +115.000, +356.000
1678348740, +3.50, +28.795,  +0.08659, +1254.000, +108.000, +416.000
1678349340, +3.50, +28.754,  +0.09448, +1276.000, +116.000, +376.000
1678349940, +3.50, +28.533,  +0.03658, +1304.000, +104.000, +351.000
1678350540, +3.50, +28.189,  -0.01869, +1302.000, +108.000, +348.000
1678351140, +3.50, +27.918,  +0.05501, +1223.000, +88.000, +450.000
1678351740, +3.50, +27.787,  -0.02658, +1235.000, +96.000, +440.000
1678352340, +3.50, +27.746,  +0.03658, +1238.000, +97.000, +436.000
1678352940, +3.50, +27.713,  +0.00237, +1272.000, +116.000, +376.000
1678353540, +3.50, +27.696,  +0.00237, +1238.000, +96.000, +440.000
1678354140, +3.50, +27.688,  +0.01553, +1235.000, +97.000, +440.000
