7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1688731740, +3.48, +26.780,  -0.03448, +1196.000, +78.000, +492.000
1688732340, +3.48, +26.764,  -0.02132, +1182.000, +71.000, +492.000
1688732940, +3.48, +27.128,  +0.01026, +1145.000, +64.000, +486.000
1688733540, +3.48, +27.935,  -0.00026, +1264.000, +112.000, +432.000
1688734140, +3.48, +27.540,  +0.07869, +1296.000, +120.000, +376.000
1688734740, +3.48, +27.119,  -0.03185, +1159.000, +66.000, +492.000
1688735340, +3.48, +26.830,  +0.04711, +1240.000, +96.000, +463.000
1688735940, +3.48, +26.673,  +0.01290, +1275.000, +115.000, +412.000
1688736540, +3.48, +26.607,  -0.01079, +1296.000, +120.000, +376.000
1688737140, +3.48, +26.590,  +0.04974, +1299.000, +115.000, +376.000
1688737740, +3.48, +26.549,  +0.03132, +1278.000, +116.000, +408.000
1688738340, +3.48, +26.549,  +0.04185, +1305.000, +112.000, +372.000
1688738940, +3.48, +26.541,  +0.06027, +1304.000, +112.000, +376.000
1688739540, +3.48, +26.549,  +0.01290, +1295.000, +116.000, +376.000
1688740140, +3.48, +26.532,  -0.08711, +1267.000, +112.000, +424.000
1688740740, +3.48, +26.549,  +0.04185, +1139.000, +62.000, +473.000
1688741340, +3.48, +26.549,  -0.05553, +1300.000, +116.000, +384.000
1688741940, +3.48, +26.549,  -0.01079, +1305.000, +112.000, +381.000
1688742540, +3.48, +26.582,  -0.06343, +1292.000, +120.000, +385.000
1688743140, +3.47, +26.623,  -0.05816, +1278.000, +115.000, +406.000
1688743740, +3.48, +26.615,  +0.05237, +1139.000, +60.000, +480.000
1688744340, +3.48, +26.632,  +0.03395, +1304.000, +112.000, +371.000
1688744940, +3.48, +26.714,  -0.04764, +1300.000, +116.000, +374.000
1688745540, +3.47, +26.814,  +0.07606, +1313.000, +113.000, +364.000
1688746140, +3.47, +27.045,  +0.07869, +1292.000, +120.000, +384.000
1688746740, +3.47, +27.433,  +0.00237, +1216.000, +84.000, +480.000
1688747340, +3.47, +28.099,  -0.07659, +1305.000, +112.000, +376.000
1688747940, +3.47, +28.394,  +0.03132, +1300.000, +116.000, +372.000
1688748540, +3.47, +28.542,  -0.01342, +1192.000, +76.000, +488.000
1688749140, +3.47, +28.648,  -0.02132, +1144.000, +60.000, +480.000
1688749740, +3.47, +28.607,  -0.03974, +1187.000, +76.000, +488.000
1688750340, +3.48, +28.615,  +0.01026, +1264.000, +112.000, +424.000
1688750940, +3.48, +28.623,  -0.05290, +1256.000, +104.000, +440.000
1688751540, +3.48, +28.640,  +0.03658, +1251.000, +102.000, +448.000
1688752140, +3.48, +28.656,  +0.03395, +1200.000, +80.000, +488.000
1688752740, +3.48, +28.664,  +0.04711, +1159.000, +67.000, +487.000
1688753340, +3.48, +28.664,  +0.12870, +1206.000, +83.000, +486.000
1688753940, +3.48, +28.672,  +0.22607, +1190.000, +76.000, +492.000
1688754540, +3.48, +28.705,  +0.24450, +1228.000, +96.000, +470.000
1688755140, +3.48, +28.721,  +0.25502, +1187.000, +76.000, +488.000
1688755740, +3.48, +28.721,  +0.12606, +1159.000, +65.000, +487.000
1688756340, +3.48, +28.721,  +0.60506, +1164.000, +68.000, +488.000
1688756940, +3.48, +28.730,  +0.92614, +1196.000, +78.000, +487.000
1688757540, +3.48, +28.713,  +1.03931, +1227.000, +88.000, +472.000
1688758140, +3.48, +28.705,  +1.75780, +1228.000, +96.000, +472.000
1688758740, +3.48, +28.705,  +1.42092, +1196.000, +80.000, +489.000
1688759340, +3.48, +28.689,  +1.94992, +1203.000, +80.000, +487.000
1688759940, +3.48, +28.582,  +2.08941, +1209.000, +83.000, +484.000
1688760540, +3.48, +28.550,  +1.55251, +1244.000, +98.000, +455.000
1688761140, +3.48, +28.542,  +2.07362, +1227.000, +88.000, +472.000
1688761740, +3.48, +28.411,  +2.56050, +1265.000, +112.000, +428.000
1688762340, +3.48, +28.304,  +2.28416, +1256.000, +104.000, +440.000
1688762940, +3.48, +28.189,  +2.62367, +1272.000, +115.000, +408.000
1688763540, +3.48, +28.288,  +2.61577, +1276.000, +115.000, +408.000
1688764140, +3.48, +28.419,  +4.13697, +1264.000, +112.000, +432.000
1688764740, +3.48, +28.525,  +3.18688, +1183.000, +76.000, +492.000
1688765340, +3.48, +28.591,  +3.27636, +1176.000, +72.000, +492.000
1688765940, +3.48, +28.607,  +3.17898, +1256.000, +104.000, +440.000
1688766540, +3.48, +28.615,  +3.50007, +1200.000, +80.000, +488.000
1688767140, +3.48, +28.632,  +3.45269, +1196.000, +78.000, +489.000
1688767740, +3.48, +28.640,  +3.42901, +1185.000, +76.000, +492.000
1688768340, +3.48, +28.648,  +3.17898, +1200.000, +80.000, +487.000
1688768940, +3.48, +28.664,  +2.93422, +1196.000, +78.000, +488.000
1688769540, +3.48, +28.664,  +2.92106, +1200.000, +80.000, +488.000
1688770140, +3.48, +28.664,  +2.73947, +1174.000, +70.000, +492.000
1688770740, +3.48, +28.582,  +2.80526, +1256.000, +104.000, +444.000
1688771340, +3.48, +28.271,  +2.85000, +1255.000, +104.000, +440.000
1688771940, +3.48, +28.296,  +2.59998, +1211.000, +81.000, +486.000
1688772540, +3.48, +28.337,  +2.44733, +1264.000, +112.000, +432.000
1688773140, +3.48, +28.222,  +2.59472, +1267.000, +112.000, +422.000
1688773740, +3.48, +28.091,  +2.47628, +1283.000, +116.000, +400.000
1688774340, +3.48, +28.025,  +2.48155, +1292.000, +118.000, +387.000
1688774940, +3.48, +27.984,  +2.49734, +1310.000, +116.000, +368.000
1688775540, +3.48, +27.984,  +0.87350, +1299.000, +115.000, +380.000
1688776140, +3.48, +28.009,  +2.20521, +1278.000, +120.000, +400.000
1688776740, +3.48, +28.025,  +2.09467, +1300.000, +112.000, +376.000
1688777340, +3.48, +27.951,  +2.07098, +1300.000, +103.000, +359.000
1688777940, +3.48, +27.787,  +2.07888, +1139.000, +60.000, +476.000
1688778540, +3.48, +27.746,  +2.03151, +1302.000, +104.000, +353.000
1688779140, +3.48, +27.770,  +1.83149, +1308.000, +108.000, +372.000
1688779740, +3.48, +27.803,  +1.93150, +1137.000, +62.000, +480.000
1688780340, +3.48, +27.754,  +1.57094, +1311.000, +112.000, +363.000
1688780940, +3.48, +27.655,  +1.01036, +1137.000, +60.000, +480.000
1688781540, +3.48, +27.540,  +1.38934, +1292.000, +99.000, +355.000
1688782140, +3.48, +27.326,  +1.29723, +1243.000, +98.000, +462.000
1688782740, +3.48, +27.169,  +1.11300, +1142.000, +64.000, +480.000
1688783340, +3.48, +27.103,  +1.09721, +1271.000, +112.000, +416.000
1688783940, +3.48, +27.086,  +0.98667, +1272.000, +116.000, +416.000
1688784540, +3.48, +27.061,  +0.62874, +1232.000, +96.000, +472.000
1688785140, +3.48, +27.053,  +0.86824, +1211.000, +84.000, +486.000
1688785740, +3.48, +27.053,  +0.76560, +1241.000, +99.000, +460.000
1688786340, +3.48, +27.045,  +0.89719, +1262.000, +112.000, +432.000
1688786940, +3.48, +27.128,  +0.38925, +1246.000, +99.000, +454.000
1688787540, +3.48, +27.359,  +0.68138, +1240.000, +96.000, +464.000
1688788140, +3.48, +27.515,  +0.28924, +1196.000, +79.000, +488.000
1688788740, +3.48, +27.746,  +0.22607, +1310.000, +108.000, +360.000
