7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1685164740, +3.48, +28.664,  +0.02869, +1260.000, +112.000, +412.000
1685165340, +3.48, +28.852,  -0.02395, +1238.000, +96.000, +440.000
1685165940, +3.48, +28.983,  +0.00237, +1132.000, +58.000, +455.000
1685166540, +3.48, +29.072,  -0.01079, +1132.000, +56.000, +454.000
1685167140, +3.48, +29.040,  +0.03132, +1187.000, +76.000, +472.000
1685167740, +3.48, +28.991,  +0.01290, +1319.000, +131.000, +327.000
1685168340, +3.48, +28.999,  -0.02132, +1171.000, +72.000, +472.000
1685168940, +3.48, +29.007,  -0.02658, +1264.000, +112.000, +416.000
1685169540, +3.48, +28.983,  +0.01290, +1248.000, +102.000, +435.000
1685170140, +3.49, +28.860,  +0.04448, +1168.000, +70.000, +472.000
1685170740, +3.48, +28.917,  +0.01290, +1286.000, +120.000, +384.000
1685171340, +3.49, +29.048,  -0.02132, +1247.000, +103.000, +311.000
1685171940, +3.48, +29.146,  +0.00237, +1254.000, +98.000, +304.000
1685172540, +3.49, +29.178,  +0.02342, +1304.000, +130.000, +344.000
1685173140, +3.49, +29.178,  +0.04711, +1283.000, +120.000, +387.000
1685173740, +3.49, +29.162,  +0.06553, +1262.000, +108.000, +412.000
1685174340, +3.49, +28.926,  -0.01342, +1224.000, +88.000, +454.000
1685174940, +3.49, +28.909,  +0.01816, +1217.000, +88.000, +460.000
1685175540, +3.49, +29.015,  +0.07606, +1305.000, +128.000, +344.000
1685176140, +3.49, +29.097,  +0.09975, +1272.000, +116.000, +396.000
1685176740, +3.49, +29.056,  +0.06290, +1292.000, +128.000, +368.000
1685177340, +3.49, +28.917,  +0.00237, +1241.000, +99.000, +444.000
1685177940, +3.49, +28.901,  +0.03132, +1304.000, +128.000, +348.000
1685178540, +3.49, +28.893,  +0.02079, +1283.000, +120.000, +384.000
1685179140, +3.49, +28.917,  +0.04974, +1132.000, +60.000, +452.000
1685179740, +3.49, +28.705,  +0.02079, +1313.000, +134.000, +336.000
1685180340, +3.49, +28.452,  +0.01553, +1292.000, +128.000, +368.000
1685180940, +3.49, +28.304,  -0.00816, +1318.000, +133.000, +333.000
1685181540, +3.49, +28.197,  +0.03658, +1315.000, +91.000, +321.000
1685182140, +3.49, +28.124,  -0.01869, +1176.000, +76.000, +472.000
1685182740, +3.49, +28.083,  -0.05816, +1160.000, +70.000, +470.000
1685183340, +3.49, +28.074,  +0.00763, +1248.000, +102.000, +432.000
1685183940, +3.49, +27.984,  +0.02606, +1272.000, +115.000, +400.000
1685184540, +3.49, +27.795,  +0.03132, +1264.000, +108.000, +416.000
1685185140, +3.49, +27.844,  +0.00763, +1147.000, +64.000, +467.000
1685185740, +3.49, +27.877,  +0.02606, +1299.000, +128.000, +356.000
1685186340, +3.49, +27.927,  +0.03132, +1295.000, +128.000, +364.000
1685186940, +3.48, +27.984,  +0.01290, +1296.000, +131.000, +352.000
1685187540, +3.49, +27.992,  +0.06816, +1310.000, +130.000, +339.000
1685188140, +3.49, +28.025,  +0.04448, +1313.000, +128.000, +323.000
1685188740, +3.49, +27.992,  -0.02132, +1315.000, +134.000, +337.000
1685189340, +3.49, +27.968,  -0.00290, +1262.000, +108.000, +416.000
1685189940, +3.48, +28.000,  +0.00500, +1304.000, +131.000, +344.000
1685190540, +3.48, +28.058,  +0.08659, +1295.000, +119.000, +319.000
1685191140, +3.48, +28.132,  +0.06290, +1160.000, +68.000, +467.000
1685191740, +3.48, +28.189,  +0.00500, +1249.000, +100.000, +432.000
1685192340, +3.48, +28.214,  +0.03921, +1203.000, +83.000, +464.000
1685192940, +3.48, +28.115,  -0.03448, +1248.000, +100.000, +432.000
1685193540, +3.48, +28.099,  +0.01290, +1177.000, +72.000, +472.000
1685194140, +3.48, +28.115,  +0.02342, +1208.000, +83.000, +464.000
1685194740, +3.48, +28.083,  -0.06080, +1198.000, +80.000, +468.000
1685195340, +3.48, +28.099,  +0.02342, +1171.000, +71.000, +472.000
1685195940, +3.48, +28.115,  -0.01079, +1151.000, +64.000, +467.000
1685196540, +3.48, +28.025,  +0.00763, +1187.000, +76.000, +472.000
1685197140, +3.48, +27.910,  +0.03658, +1296.000, +128.000, +360.000
1685197740, +3.48, +27.959,  +0.00500, +1254.000, +95.000, +313.000
1685198340, +3.48, +28.050,  +0.02342, +1315.000, +132.000, +327.000
1685198940, +3.48, +28.107,  +0.02079, +1304.000, +128.000, +348.000
1685199540, +3.48, +28.074,  -0.01079, +1132.000, +60.000, +451.000
1685200140, +3.48, +28.156,  -0.03185, +1148.000, +64.000, +465.000
1685200740, +3.48, +28.263,  -0.01079, +1185.000, +73.000, +467.000
1685201340, +3.48, +28.206,  -0.01079, +1132.000, +60.000, +451.000
1685201940, +3.48, +28.091,  +0.04448, +1259.000, +99.000, +307.000
1685202540, +3.48, +28.214,  +0.01290, +1312.000, +129.000, +340.000
1685203140, +3.48, +28.754,  +0.00763, +1259.000, +108.000, +412.000
1685203740, +3.48, +28.983,  -0.04764, +1164.000, +65.000, +464.000
1685204340, +3.48, +28.517,  +0.01553, +1300.000, +128.000, +352.000
1685204940, +3.48, +28.247,  -0.01869, +1308.000, +129.000, +340.000
