7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1688296740, +3.48, +28.852,  +0.03921, +1299.000, +112.000, +384.000
1688297340, +3.48, +28.868,  +0.06290, +1287.000, +120.000, +393.000
1688297940, +3.48, +28.885,  -0.00553, +1288.000, +120.000, +391.000
1688298540, +3.48, +28.885,  -0.01079, +1296.000, +116.000, +386.000
1688299140, +3.48, +28.893,  +0.01026, +1302.000, +112.000, +384.000
1688299740, +3.48, +28.893,  -0.01342, +1291.000, +120.000, +388.000
1688300340, +3.48, +28.893,  -0.00816, +1295.000, +118.000, +387.000
1688300940, +3.48, +28.885,  +0.06027, +1302.000, +112.000, +376.000
1688301540, +3.48, +28.893,  +0.00237, +1287.000, +120.000, +392.000
1688302140, +3.48, +28.893,  -0.00290, +1287.000, +120.000, +392.000
1688302740, +3.48, +28.893,  +0.03658, +1276.000, +112.000, +412.000
1688303340, +3.48, +28.901,  +0.01026, +1272.000, +114.000, +412.000
1688303940, +3.48, +28.901,  +0.01026, +1276.000, +114.000, +408.000
1688304540, +3.48, +28.901,  +0.03132, +1291.000, +120.000, +392.000
1688305140, +3.48, +28.901,  -0.03185, +1284.000, +118.000, +398.000
1688305740, +3.48, +28.885,  +0.01290, +1273.000, +115.000, +416.000
1688306340, +3.48, +28.893,  +0.01026, +1276.000, +115.000, +408.000
1688306940, +3.48, +28.901,  +0.00763, +1294.000, +120.000, +384.000
1688307540, +3.48, +28.901,  -0.05816, +1279.000, +115.000, +408.000
1688308140, +3.48, +28.893,  -0.00026, +1275.000, +115.000, +414.000
1688308740, +3.48, +28.901,  -0.01342, +1283.000, +116.000, +406.000
1688309340, +3.48, +28.893,  -0.05290, +1287.000, +116.000, +398.000
1688309940, +3.48, +28.893,  -0.03974, +1292.000, +120.000, +390.000
1688310540, +3.48, +28.901,  -0.00816, +1284.000, +118.000, +401.000
1688311140, +3.48, +28.893,  +0.01816, +1270.000, +112.000, +424.000
1688311740, +3.48, +28.893,  +0.03921, +1292.000, +120.000, +387.000
1688312340, +3.48, +28.893,  -0.01869, +1294.000, +120.000, +384.000
1688312940, +3.48, +28.885,  -0.01605, +1286.000, +116.000, +396.000
1688313540, +3.48, +28.885,  +0.04711, +1292.000, +120.000, +390.000
1688314140, +3.48, +28.868,  +0.04974, +1296.000, +120.000, +384.000
1688314740, +3.48, +28.877,  -0.05553, +1295.000, +116.000, +384.000
1688315340, +3.48, +28.868,  +0.00500, +1295.000, +120.000, +384.000
1688315940, +3.48, +28.868,  -0.05027, +1278.000, +115.000, +412.000
1688316540, +3.48, +28.868,  -0.03974, +1276.000, +112.000, +414.000
1688317140, +3.48, +28.860,  -0.00026, +1272.000, +112.000, +420.000
1688317740, +3.48, +28.860,  -0.00553, +1279.000, +120.000, +404.000
1688318340, +3.48, +28.852,  -0.01869, +1230.000, +96.000, +476.000
1688318940, +3.48, +28.860,  -0.03711, +1278.000, +116.000, +412.000
1688319540, +3.48, +28.852,  -0.01079, +1231.000, +96.000, +472.000
1688320140, +3.48, +28.860,  +0.03921, +1283.000, +118.000, +408.000
1688320740, +3.48, +28.852,  +0.15765, +1264.000, +108.000, +432.000
1688321340, +3.48, +28.844,  +0.19186, +1288.000, +120.000, +392.000
1688321940, +3.48, +28.852,  +0.32345, +1270.000, +112.000, +424.000
1688322540, +3.48, +28.836,  +0.41030, +1278.000, +112.000, +412.000
1688323140, +3.48, +28.852,  +0.46294, +1292.000, +120.000, +390.000
1688323740, +3.48, +28.852,  +0.56821, +1278.000, +112.000, +412.000
1688324340, +3.48, +28.860,  +0.64190, +1272.000, +112.000, +420.000
1688324940, +3.48, +28.852,  +0.76560, +1185.000, +76.000, +494.000
1688325540, +3.48, +28.844,  +1.00509, +1299.000, +118.000, +384.000
1688326140, +3.48, +28.852,  +1.11037, +1265.000, +112.000, +432.000
1688326740, +3.48, +28.852,  +1.18143, +1284.000, +118.000, +400.000
1688327340, +3.48, +28.852,  +1.45250, +1292.000, +120.000, +390.000
1688327940, +3.48, +28.844,  +1.59462, +1296.000, +120.000, +384.000
1688328540, +3.48, +28.860,  +1.91834, +1299.000, +112.000, +384.000
1688329140, +3.48, +28.852,  +2.08677, +1305.000, +112.000, +376.000
1688329740, +3.48, +28.860,  +2.30785, +1311.000, +112.000, +377.000
1688330340, +3.48, +28.860,  +2.51313, +1315.000, +110.000, +358.000
1688330940, +3.48, +28.860,  +2.41312, +1308.000, +112.000, +376.000
1688331540, +3.48, +28.860,  +2.98686, +1302.000, +116.000, +378.000
1688332140, +3.48, +28.852,  +3.05529, +1296.000, +120.000, +384.000
1688332740, +3.48, +28.860,  +3.32110, +1292.000, +120.000, +390.000
1688333340, +3.48, +28.852,  +4.09223, +1288.000, +120.000, +392.000
1688333940, +3.48, +28.860,  +3.51586, +1308.000, +112.000, +380.000
1688334540, +3.48, +28.860,  +4.06854, +1297.000, +116.000, +384.000
1688335140, +3.48, +28.852,  +4.82651, +1292.000, +120.000, +390.000
