7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1680901740, +3.50, +29.056,  +7.17936, +1305.000, +116.000, +312.000
1680902340, +3.50, +29.129,  +7.58992, +1318.000, +143.000, +334.000
1680902940, +3.50, +29.162,  +7.93206, +1300.000, +120.000, +348.000
1680903540, +3.50, +29.178,  +8.22682, +1295.000, +120.000, +355.000
1680904140, +3.50, +29.186,  +4.81335, +1288.000, +120.000, +364.000
1680904740, +3.50, +28.950,  +4.84230, +1296.000, +110.000, +312.000
1680905340, +3.50, +28.550,  +7.82942, +1136.000, +63.000, +451.000
1680905940, +3.50, +28.599,  +8.49790, +1139.000, +57.000, +454.000
1680906540, +3.50, +28.860,  +8.63213, +1167.000, +67.000, +464.000
1680907140, +3.50, +28.975,  +7.61098, +1155.000, +64.000, +462.000
1680907740, +3.50, +28.509,  +7.63730, +1190.000, +76.000, +467.000
1680908340, +3.50, +28.329,  +5.88713, +1196.000, +76.000, +467.000
1680908940, +3.50, +28.312,  +2.35522, +1200.000, +78.000, +464.000
1680909540, +3.50, +28.345,  +6.14505, +1200.000, +80.000, +464.000
1680910140, +3.50, +28.312,  +6.31612, +1241.000, +96.000, +432.000
1680910740, +3.50, +28.189,  +7.57939, +1257.000, +104.000, +416.000
1680911340, +3.50, +27.927,  +1.62621, +1288.000, +120.000, +364.000
1680911940, +3.50, +27.894,  +7.39254, +1255.000, +104.000, +414.000
1680912540, +3.50, +27.902,  +3.36321, +1272.000, +112.000, +396.000
1680913140, +3.50, +27.861,  +6.86617, +1295.000, +128.000, +352.000
1680913740, +3.50, +27.918,  +6.64773, +1294.000, +128.000, +352.000
1680914340, +3.50, +27.959,  +6.46087, +1289.000, +120.000, +368.000
1680914940, +3.50, +28.099,  +7.19778, +1260.000, +108.000, +408.000
1680915540, +3.50, +28.165,  +2.42102, +1283.000, +120.000, +376.000
1680916140, +3.50, +28.197,  +1.89728, +1256.000, +103.000, +416.000
1680916740, +3.50, +28.230,  +5.47657, +1206.000, +80.000, +462.000
1680917340, +3.50, +28.304,  +4.75808, +1198.000, +78.000, +467.000
1680917940, +3.50, +28.312,  +5.39761, +1264.000, +112.000, +406.000
1680918540, +3.50, +28.288,  +2.17626, +1211.000, +83.000, +460.000
1680919140, +3.50, +28.279,  +1.86570, +1200.000, +80.000, +465.000
1680919740, +3.50, +28.271,  +3.76588, +1214.000, +84.000, +456.000
1680920340, +3.50, +28.607,  +1.32618, +1206.000, +80.000, +462.000
1680920940, +3.50, +29.015,  +1.41040, +1158.000, +66.000, +464.000
1680921540, +3.50, +29.121,  +1.62357, +1312.000, +116.000, +318.000
1680922140, +3.50, +28.787,  +3.26320, +1308.000, +120.000, +344.000
1680922740, +3.50, +28.942,  +2.39470, +1136.000, +60.000, +451.000
1680923340, +3.50, +28.632,  +1.08931, +1159.000, +64.000, +463.000
1680923940, +3.50, +28.501,  +1.21564, +1148.000, +64.000, +462.000
1680924540, +3.50, +28.599,  +1.79991, +1191.000, +76.000, +467.000
1680925140, +3.50, +28.705,  +1.60778, +1150.000, +64.000, +462.000
1680925740, +3.50, +28.868,  +1.20248, +1144.000, +60.000, +457.000
1680926340, +3.50, +28.942,  +0.47873, +1136.000, +57.000, +452.000
1680926940, +3.50, +28.795,  +0.37082, +1295.000, +103.000, +311.000
1680927540, +3.50, +28.582,  +0.35503, +1139.000, +56.000, +455.000
1680928140, +3.50, +28.476,  +0.31292, +1136.000, +63.000, +448.000
1680928740, +3.50, +28.419,  +0.41030, +1155.000, +64.000, +464.000
1680929340, +3.50, +28.533,  +0.34714, +1145.000, +62.000, +460.000
