7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1688818740, +3.48, +28.460,  -0.04237, +1279.000, +116.000, +406.000
1688819340, +3.48, +28.517,  -0.03448, +1287.000, +116.000, +392.000
1688819940, +3.48, +28.197,  -0.05027, +1311.000, +111.000, +353.000
1688820540, +3.48, +27.918,  +0.00763, +1304.000, +112.000, +376.000
1688821140, +3.48, +27.885,  -0.00026, +1304.000, +112.000, +376.000
1688821740, +3.48, +28.074,  -0.00290, +1287.000, +120.000, +396.000
1688822340, +3.48, +28.165,  -0.02132, +1304.000, +112.000, +376.000
1688822940, +3.48, +28.214,  -0.01342, +1284.000, +120.000, +392.000
1688823540, +3.48, +28.197,  -0.01079, +1296.000, +118.000, +384.000
1688824140, +3.48, +27.853,  -0.00553, +1144.000, +60.000, +481.000
1688824740, +3.48, +27.696,  -0.01605, +1287.000, +116.000, +392.000
1688825340, +3.48, +27.663,  -0.02395, +1140.000, +60.000, +480.000
1688825940, +3.48, +27.630,  +0.01816, +1180.000, +73.000, +492.000
1688826540, +3.48, +27.622,  +0.02606, +1168.000, +71.000, +488.000
1688827140, +3.48, +27.663,  -0.03185, +1145.000, +64.000, +483.000
1688827740, +3.48, +27.688,  -0.00290, +1147.000, +64.000, +483.000
1688828340, +3.48, +27.918,  -0.02921, +1304.000, +112.000, +378.000
1688828940, +3.48, +28.181,  -0.00290, +1304.000, +112.000, +380.000
1688829540, +3.48, +28.501,  -0.03974, +1267.000, +112.000, +420.000
1688830140, +3.48, +28.533,  -0.00026, +1260.000, +112.000, +432.000
1688830740, +3.48, +28.206,  -0.04500, +1302.000, +114.000, +376.000
1688831340, +3.48, +27.976,  -0.05027, +1299.000, +102.000, +355.000
1688831940, +3.48, +27.902,  -0.02658, +1144.000, +64.000, +481.000
1688832540, +3.48, +27.828,  -0.04500, +1216.000, +86.000, +480.000
1688833140, +3.48, +27.770,  -0.02658, +1208.000, +82.000, +487.000
1688833740, +3.48, +27.787,  +0.03658, +1299.000, +115.000, +376.000
1688834340, +3.48, +27.779,  -0.03974, +1137.000, +62.000, +476.000
1688834940, +3.48, +28.115,  -0.00553, +1294.000, +120.000, +380.000
1688835540, +3.48, +27.836,  -0.05027, +1139.000, +60.000, +480.000
1688836140, +3.48, +27.737,  -0.05290, +1164.000, +67.000, +488.000
1688836740, +3.48, +27.737,  +0.01290, +1304.000, +112.000, +372.000
1688837340, +3.48, +27.968,  -0.05027, +1248.000, +103.000, +451.000
1688837940, +3.48, +28.312,  +0.00237, +1260.000, +104.000, +438.000
1688838540, +3.47, +28.460,  +0.03395, +1260.000, +108.000, +438.000
