7530-470610
OS REV: 1.05 Sensor Cal: 1611734400
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1689079740, +3.48, +27.589,  -0.06606, +1155.000, +64.000, +486.000
1689080340, +3.48, +27.515,  -0.04237, +1304.000, +112.000, +371.000
1689080940, +3.48, +27.556,  -0.01869, +1295.000, +107.000, +349.000
1689081540, +3.48, +27.597,  -0.05027, +1230.000, +89.000, +472.000
1689082140, +3.48, +27.630,  -0.01342, +1267.000, +112.000, +420.000
1689082740, +3.48, +27.672,  +0.00237, +1302.000, +112.000, +376.000
1689083340, +3.48, +27.688,  +0.01290, +1137.000, +60.000, +472.000
1689083940, +3.48, +27.836,  -0.03711, +1302.000, +112.000, +376.000
1689084540, +3.47, +28.238,  +0.02342, +1142.000, +64.000, +480.000
1689085140, +3.48, +28.484,  -0.02658, +1272.000, +113.000, +408.000
1689085740, +3.48, +28.591,  -0.02658, +1180.000, +72.000, +492.000
1689086340, +3.48, +28.648,  +0.02606, +1171.000, +70.000, +488.000
1689086940, +3.48, +28.640,  -0.05816, +1167.000, +68.000, +488.000
1689087540, +3.48, +28.542,  +0.01026, +1211.000, +81.000, +483.000
1689088140, +3.47, +28.411,  -0.06080, +1240.000, +98.000, +456.000
1689088740, +3.48, +28.476,  +0.01026, +1248.000, +102.000, +448.000
1689089340, +3.48, +28.468,  -0.01605, +1272.000, +112.000, +408.000
1689089940, +3.48, +28.501,  -0.06343, +1264.000, +108.000, +425.000
1689090540, +3.48, +28.263,  -0.04237, +1249.000, +102.000, +448.000
1689091140, +3.48, +27.894,  -0.02658, +1304.000, +112.000, +374.000
1689091740, +3.48, +27.746,  +0.00237, +1144.000, +64.000, +482.000
1689092340, +3.48, +27.968,  -0.01079, +1296.000, +120.000, +376.000
1689092940, +3.48, +27.861,  -0.01605, +1311.000, +110.000, +364.000
1689093540, +3.48, +28.091,  +0.00763, +1308.000, +148.000, +369.000
1689094140, +3.47, +28.435,  +0.01026, +1244.000, +96.000, +454.000
1689094740, +3.48, +28.222,  -0.00290, +1308.000, +116.000, +371.000
1689095340, +3.48, +28.000,  -0.01605, +1305.000, +112.000, +376.000
1689095940, +3.48, +27.762,  -0.07659, +1156.000, +65.000, +486.000
1689096540, +3.48, +27.630,  +0.00500, +1207.000, +82.000, +483.000
1689097140, +3.48, +27.565,  +0.04185, +1216.000, +84.000, +480.000
1689097740, +3.48, +27.565,  +0.07343, +1231.000, +92.000, +470.000
1689098340, +3.48, +27.556,  +0.22344, +1217.000, +88.000, +480.000
1689098940, +3.48, +27.556,  +0.34977, +1216.000, +88.000, +480.000
1689099540, +3.48, +27.663,  +0.43136, +1196.000, +80.000, +487.000
1689100140, +3.48, +27.770,  +0.69717, +1171.000, +70.000, +488.000
1689100740, +3.48, +27.811,  +0.76033, +1304.000, +112.000, +380.000
1689101340, +3.48, +27.844,  +1.00773, +1308.000, +112.000, +368.000
1689101940, +3.48, +27.844,  +1.20248, +1136.000, +62.000, +472.000
1689102540, +3.48, +27.836,  +1.44987, +1136.000, +62.000, +476.000
1689103140, +3.48, +27.828,  +1.52620, +1278.000, +103.000, +347.000
1689103740, +3.48, +27.836,  +1.11037, +1304.000, +112.000, +376.000
1689104340, +3.48, +27.820,  +1.07352, +1151.000, +64.000, +481.000
1689104940, +3.48, +27.935,  +2.15783, +1279.000, +99.000, +351.000
1689105540, +3.48, +27.943,  +2.33680, +1289.000, +120.000, +384.000
1689106140, +3.48, +27.976,  +2.61051, +1286.000, +120.000, +388.000
1689106740, +3.47, +28.148,  +2.84474, +1280.000, +120.000, +398.000
1689107340, +3.47, +28.378,  +2.14467, +1244.000, +100.000, +448.000
1689107940, +3.48, +28.165,  +2.26311, +1286.000, +116.000, +392.000
1689108540, +3.48, +27.976,  +2.55524, +1136.000, +60.000, +473.000
1689109140, +3.48, +27.910,  +3.57639, +1265.000, +103.000, +350.000
1689109740, +3.48, +27.984,  +3.55533, +1152.000, +64.000, +484.000
1689110340, +3.47, +28.345,  +3.55007, +1284.000, +116.000, +396.000
1689110940, +3.48, +28.542,  +3.57376, +1286.000, +120.000, +392.000
1689111540, +3.48, +28.623,  +3.85273, +1251.000, +102.000, +448.000
1689112140, +3.48, +28.672,  +4.68439, +1233.000, +96.000, +464.000
