utc_timestamp,sensor_position,value
2023-01-18T17:59:28.000Z,3,28.98
2023-01-18T17:49:28.000Z,1,29.06
2023-01-18T17:49:28.000Z,2,29.02
2023-01-18T17:49:28.000Z,3,29
2023-01-18T17:39:28.000Z,1,29.04
2023-01-18T17:39:28.000Z,2,29
2023-01-18T17:39:28.000Z,3,28.96
2023-01-18T17:29:28.000Z,1,29.06
2023-01-18T17:29:28.000Z,2,29
2023-01-18T17:29:28.000Z,3,28.98
2023-01-18T17:19:28.000Z,1,29.06
2023-01-18T17:19:28.000Z,2,28.98
2023-01-18T17:19:28.000Z,3,28.96
2023-01-18T17:09:28.000Z,1,29.06
2023-01-18T17:09:28.000Z,2,28.96
2023-01-18T17:09:28.000Z,3,28.92
2023-01-18T16:59:28.000Z,1,29.1
2023-01-18T16:59:28.000Z,2,28.98
2023-01-18T16:59:28.000Z,3,28.94
2023-01-18T16:49:28.000Z,1,29.12
2023-01-18T16:49:28.000Z,2,29
2023-01-18T16:49:28.000Z,3,28.96
2023-01-18T16:39:28.000Z,1,29.16
2023-01-18T16:39:28.000Z,2,29.02
2023-01-18T16:39:28.000Z,3,28.92
2023-01-18T16:29:28.000Z,1,29.18
2023-01-18T16:29:28.000Z,2,29.12
2023-01-18T16:29:28.000Z,3,28.98
2023-01-18T16:19:28.000Z,1,29.16
2023-01-18T16:19:28.000Z,2,29.08
2023-01-18T16:19:28.000Z,3,28.9
2023-01-18T16:09:28.000Z,1,29.16
2023-01-18T16:09:28.000Z,2,29.1
2023-01-18T16:09:28.000Z,3,28.82
2023-01-18T15:59:28.000Z,1,29.16
2023-01-18T15:59:28.000Z,2,29.1
2023-01-18T15:59:28.000Z,3,28.86
2023-01-18T15:49:28.000Z,1,29.18
2023-01-18T15:49:28.000Z,2,29.1
2023-01-18T15:49:28.000Z,3,28.76
2023-01-18T15:39:28.000Z,1,29.16
2023-01-18T15:39:28.000Z,2,29.1
2023-01-18T15:39:28.000Z,3,28.78
2023-01-18T15:29:28.000Z,1,29.18
2023-01-18T15:29:28.000Z,2,29.1
2023-01-18T15:29:28.000Z,3,28.8
2023-01-18T15:19:28.000Z,1,29.14
2023-01-18T15:19:28.000Z,2,29.02
2023-01-18T15:19:28.000Z,3,28.7
2023-01-18T15:09:28.000Z,1,29.1
2023-01-18T15:09:28.000Z,2,28.96
2023-01-18T15:09:28.000Z,3,28.66
2023-01-18T14:59:28.000Z,1,29.16
2023-01-18T14:59:28.000Z,2,29.02
2023-01-18T14:59:28.000Z,3,28.78
2023-01-18T14:49:28.000Z,1,29.18
2023-01-18T14:49:28.000Z,2,29.08
2023-01-18T14:49:28.000Z,3,28.72
2023-01-18T14:39:28.000Z,1,29.16
2023-01-18T14:39:28.000Z,2,29.1
2023-01-18T14:39:28.000Z,3,28.54
2023-01-18T14:29:28.000Z,1,29.18
2023-01-18T14:29:28.000Z,2,29.06
2023-01-18T14:29:28.000Z,3,28.5
2023-01-18T14:19:28.000Z,1,29.18
2023-01-18T14:19:28.000Z,2,29.16
2023-01-18T14:19:28.000Z,3,28.4
2023-01-18T14:09:28.000Z,1,29.22
2023-01-18T14:09:28.000Z,2,29.2
2023-01-18T14:09:28.000Z,3,28.14
2023-01-18T13:59:28.000Z,1,29.24
2023-01-18T13:59:28.000Z,2,29.24
2023-01-18T13:59:28.000Z,3,27.96
2023-01-18T13:49:28.000Z,1,29.26
2023-01-18T13:49:28.000Z,2,29.24
2023-01-18T13:49:28.000Z,3,27.82
2023-01-18T13:39:28.000Z,1,29.24
2023-01-18T13:39:28.000Z,2,29.24
2023-01-18T13:39:28.000Z,3,27.84
2023-01-18T13:29:28.000Z,1,29.24
2023-01-18T13:29:28.000Z,2,29.24
2023-01-18T13:29:28.000Z,3,27.9
2023-01-18T13:19:28.000Z,1,29.24
2023-01-18T13:19:28.000Z,2,29.22
2023-01-18T13:19:28.000Z,3,28.04
2023-01-18T13:09:28.000Z,1,29.22
2023-01-18T13:09:28.000Z,2,29.14
2023-01-18T13:09:28.000Z,3,28
2023-01-18T12:59:28.000Z,1,29.24
2023-01-18T12:59:28.000Z,2,29.22
2023-01-18T12:59:28.000Z,3,27.98
2023-01-18T12:49:28.000Z,1,29.28
2023-01-18T12:49:28.000Z,2,29.26
2023-01-18T12:49:28.000Z,3,27.98
2023-01-18T12:39:28.000Z,1,29.32
2023-01-18T12:39:28.000Z,2,29.28
2023-01-18T12:39:28.000Z,3,28.04
2023-01-18T12:29:28.000Z,1,29.3
2023-01-18T12:29:28.000Z,2,29.24
2023-01-18T12:29:28.000Z,3,27.98
2023-01-18T12:19:28.000Z,1,29.28
2023-01-18T12:19:28.000Z,2,29.18
2023-01-18T12:19:28.000Z,3,27.94
2023-01-18T12:09:28.000Z,1,29.22
2023-01-18T12:09:28.000Z,2,29.04
2023-01-18T12:09:28.000Z,3,27.94
2023-01-18T11:59:28.000Z,1,29.26
2023-01-18T11:59:28.000Z,2,29.16
2023-01-18T11:59:28.000Z,3,27.96
2023-01-18T11:49:28.000Z,1,29.24
2023-01-18T11:49:28.000Z,2,29.12
2023-01-18T11:49:28.000Z,3,28
2023-01-18T11:39:28.000Z,1,29.22
2023-01-18T11:39:28.000Z,2,29.12
2023-01-18T11:39:28.000Z,3,28
2023-01-18T11:29:28.000Z,1,29.22
2023-01-18T11:29:28.000Z,2,29.12
2023-01-18T11:29:28.000Z,3,28
2023-01-18T11:19:28.000Z,1,29.18
2023-01-18T11:19:28.000Z,2,29.14
2023-01-18T11:19:28.000Z,3,28.24
2023-01-18T11:09:28.000Z,1,29.32
2023-01-18T11:09:28.000Z,2,29.18
2023-01-18T11:09:28.000Z,3,28.1
2023-01-18T10:59:28.000Z,1,29.32
2023-01-18T10:59:28.000Z,2,29.18
2023-01-18T10:59:28.000Z,3,28
2023-01-18T10:49:28.000Z,1,29.36
2023-01-18T10:49:28.000Z,2,29.18
2023-01-18T10:49:28.000Z,3,28.04
2023-01-18T10:39:28.000Z,1,29.36
2023-01-18T10:39:28.000Z,2,29.2
2023-01-18T10:39:28.000Z,3,28
2023-01-18T10:29:28.000Z,1,29.38
2023-01-18T10:29:28.000Z,2,29.24
2023-01-18T10:29:28.000Z,3,27.94
2023-01-18T10:19:28.000Z,1,29.42
2023-01-18T10:19:28.000Z,2,29.3
2023-01-18T10:19:28.000Z,3,28.04
2023-01-18T10:09:28.000Z,1,29.44
2023-01-18T10:09:28.000Z,2,29.38
2023-01-18T10:09:28.000Z,3,28.02
2023-01-18T09:59:28.000Z,1,29.44
2023-01-18T09:59:28.000Z,2,29.38
2023-01-18T09:59:28.000Z,3,28.1
2023-01-18T09:49:28.000Z,1,29.44
2023-01-18T09:49:28.000Z,2,29.34
2023-01-18T09:49:28.000Z,3,28.08
2023-01-18T09:39:28.000Z,1,29.44
2023-01-18T09:39:28.000Z,2,29.18
2023-01-18T09:39:28.000Z,3,28.04
2023-01-18T09:29:28.000Z,1,29.46
2023-01-18T09:29:28.000Z,2,29.28
2023-01-18T09:29:28.000Z,3,27.92
2023-01-18T09:19:28.000Z,1,29.46
2023-01-18T09:19:28.000Z,2,29.38
2023-01-18T09:19:28.000Z,3,27.8
2023-01-18T09:09:28.000Z,1,29.48
2023-01-18T09:09:28.000Z,2,29.38
2023-01-18T09:09:28.000Z,3,27.74
2023-01-18T08:59:28.000Z,1,29.48
2023-01-18T08:59:28.000Z,2,29.34
2023-01-18T08:59:28.000Z,3,27.74
2023-01-18T08:49:28.000Z,1,29.46
2023-01-18T08:49:28.000Z,2,29.38
2023-01-18T08:49:28.000Z,3,27.78
2023-01-18T08:39:28.000Z,1,29.48
2023-01-18T08:39:28.000Z,2,29.42
2023-01-18T08:39:28.000Z,3,27.8
2023-01-18T08:29:28.000Z,1,29.5
2023-01-18T08:29:28.000Z,2,29.44
2023-01-18T08:29:28.000Z,3,27.9
2023-01-18T08:19:28.000Z,1,29.5
2023-01-18T08:19:28.000Z,2,29.42
2023-01-18T08:19:28.000Z,3,27.94
2023-01-18T08:09:28.000Z,1,29.52
2023-01-18T08:09:28.000Z,2,29.4
2023-01-18T08:09:28.000Z,3,27.84
2023-01-18T07:59:28.000Z,1,29.5
2023-01-18T07:59:28.000Z,2,29.4
2023-01-18T07:59:28.000Z,3,28.02
2023-01-18T07:49:28.000Z,1,29.5
2023-01-18T07:49:28.000Z,2,29.44
2023-01-18T07:49:28.000Z,3,28.7
2023-01-18T07:39:28.000Z,1,29.52
2023-01-18T07:39:28.000Z,2,29.46
2023-01-18T07:39:28.000Z,3,28.7
2023-01-18T07:29:28.000Z,1,29.54
2023-01-18T07:29:28.000Z,2,29.48
2023-01-18T07:29:28.000Z,3,28.74
2023-01-18T07:19:28.000Z,1,29.56
2023-01-18T07:19:28.000Z,2,29.48
2023-01-18T07:19:28.000Z,3,28.76
2023-01-18T07:09:28.000Z,1,29.58
2023-01-18T07:09:28.000Z,2,29.52
2023-01-18T07:09:28.000Z,3,28.76
2023-01-18T06:59:28.000Z,1,29.6
2023-01-18T06:59:28.000Z,2,29.56
2023-01-18T06:59:28.000Z,3,28.8
2023-01-18T06:49:28.000Z,1,29.62
2023-01-18T06:49:28.000Z,2,29.56
2023-01-18T06:49:28.000Z,3,28.82
2023-01-18T06:39:28.000Z,1,29.62
2023-01-18T06:39:28.000Z,2,29.52
2023-01-18T06:39:28.000Z,3,28.86
2023-01-18T06:29:28.000Z,1,29.62
2023-01-18T06:29:28.000Z,2,29.5
2023-01-18T06:29:28.000Z,3,28.92
2023-01-18T06:19:28.000Z,1,29.62
2023-01-18T06:19:28.000Z,2,29.52
2023-01-18T06:19:28.000Z,3,28.96
2023-01-18T06:09:28.000Z,1,29.62
2023-01-18T06:09:28.000Z,2,29.54
2023-01-18T06:09:28.000Z,3,28.96
2023-01-18T05:59:28.000Z,1,29.62
2023-01-18T05:59:28.000Z,2,29.52
2023-01-18T05:59:28.000Z,3,28.94
2023-01-18T05:49:28.000Z,1,29.6
2023-01-18T05:49:28.000Z,2,29.46
2023-01-18T05:49:28.000Z,3,28.88
2023-01-18T05:39:28.000Z,1,29.58
2023-01-18T05:39:28.000Z,2,29.48
2023-01-18T05:39:28.000Z,3,28.86
2023-01-18T05:29:28.000Z,1,29.56
2023-01-18T05:29:28.000Z,2,29.44
2023-01-18T05:29:28.000Z,3,28.84
2023-01-18T05:19:28.000Z,1,29.54
2023-01-18T05:19:28.000Z,2,29.44
2023-01-18T05:19:28.000Z,3,28.82
2023-01-18T05:09:28.000Z,1,29.5
2023-01-18T05:09:28.000Z,2,29.44
2023-01-18T05:09:28.000Z,3,28.84
2023-01-18T04:59:28.000Z,1,29.52
2023-01-18T04:59:28.000Z,2,29.46
2023-01-18T04:59:28.000Z,3,28.86
2023-01-18T04:49:28.000Z,1,29.52
2023-01-18T04:49:28.000Z,2,29.48
2023-01-18T04:49:28.000Z,3,28.88
2023-01-18T04:39:28.000Z,1,29.5
2023-01-18T04:39:28.000Z,2,29.5
2023-01-18T04:39:28.000Z,3,28.9
2023-01-18T04:29:28.000Z,1,29.52
2023-01-18T04:29:28.000Z,2,29.52
2023-01-18T04:29:28.000Z,3,28.9
2023-01-18T04:19:28.000Z,1,29.56
2023-01-18T04:19:28.000Z,2,29.54
2023-01-18T04:19:28.000Z,3,28.92
2023-01-18T04:09:28.000Z,1,29.58
2023-01-18T04:09:28.000Z,2,29.5
2023-01-18T04:09:28.000Z,3,28.9
2023-01-18T03:59:28.000Z,1,29.56
2023-01-18T03:59:28.000Z,2,29.46
2023-01-18T03:59:28.000Z,3,28.88
2023-01-18T03:49:28.000Z,1,29.5
2023-01-18T03:49:28.000Z,2,29.3
2023-01-18T03:49:28.000Z,3,28.88
2023-01-18T03:39:28.000Z,1,29.52
2023-01-18T03:39:28.000Z,2,29.1
2023-01-18T03:39:28.000Z,3,28.88
2023-01-18T03:29:28.000Z,1,29.38
2023-01-18T03:29:28.000Z,2,29.08
2023-01-18T03:29:28.000Z,3,28.86
2023-01-18T03:19:28.000Z,1,29.32
2023-01-18T03:19:28.000Z,2,28.94
2023-01-18T03:19:28.000Z,3,28.86
2023-01-18T03:09:28.000Z,1,29.36
2023-01-18T03:09:28.000Z,2,28.94
2023-01-18T03:09:28.000Z,3,28.86
2023-01-18T02:59:28.000Z,1,29.32
2023-01-18T02:59:28.000Z,2,29
2023-01-18T02:59:28.000Z,3,28.86
2023-01-18T02:49:28.000Z,1,29.2
2023-01-18T02:49:28.000Z,2,28.98
2023-01-18T02:49:28.000Z,3,28.86
2023-01-18T02:39:28.000Z,1,29.28
2023-01-18T02:39:28.000Z,2,28.92
2023-01-18T02:39:28.000Z,3,28.84
2023-01-18T02:29:28.000Z,1,29.3
2023-01-18T02:29:28.000Z,2,28.96
2023-01-18T02:29:28.000Z,3,28.86
2023-01-18T02:19:28.000Z,1,29.12
2023-01-18T02:19:28.000Z,2,28.9
2023-01-18T02:19:28.000Z,3,28.84
2023-01-18T02:09:28.000Z,1,28.96
2023-01-18T02:09:28.000Z,2,28.88
2023-01-18T02:09:28.000Z,3,28.84
2023-01-18T01:59:28.000Z,1,28.98
2023-01-18T01:59:28.000Z,2,28.88
2023-01-18T01:59:28.000Z,3,28.82
2023-01-18T01:49:28.000Z,1,28.92
2023-01-18T01:49:28.000Z,2,28.88
2023-01-18T01:49:28.000Z,3,28.82
2023-01-18T01:39:28.000Z,1,29.02
2023-01-18T01:39:28.000Z,2,28.88
2023-01-18T01:39:28.000Z,3,28.84
2023-01-18T01:29:28.000Z,1,29.1
2023-01-18T01:29:28.000Z,2,28.88
2023-01-18T01:29:28.000Z,3,28.84
2023-01-18T01:19:28.000Z,1,29.02
2023-01-18T01:19:28.000Z,2,28.88
2023-01-18T01:19:28.000Z,3,28.84
2023-01-18T01:09:28.000Z,1,28.88
2023-01-18T01:09:28.000Z,2,28.82
2023-01-18T01:09:28.000Z,3,28.84
2023-01-18T00:59:28.000Z,1,28.86
2023-01-18T00:59:28.000Z,2,28.82
2023-01-18T00:59:28.000Z,3,28.84
2023-01-18T00:49:28.000Z,1,28.9
2023-01-18T00:49:28.000Z,2,28.82
2023-01-18T00:49:28.000Z,3,28.82
2023-01-18T00:39:28.000Z,1,28.98
2023-01-18T00:39:28.000Z,2,28.86
2023-01-18T00:39:28.000Z,3,28.8
2023-01-18T00:29:28.000Z,1,28.96
2023-01-18T00:29:28.000Z,2,28.88
2023-01-18T00:29:28.000Z,3,28.78
2023-01-18T00:19:28.000Z,1,28.94
2023-01-18T00:19:28.000Z,2,28.88
2023-01-18T00:19:28.000Z,3,28.76
2023-01-18T00:09:28.000Z,1,28.98
2023-01-18T00:09:28.000Z,2,28.88
2023-01-18T00:09:28.000Z,3,28.78
2023-01-17T23:59:28.000Z,1,29.04
2023-01-17T23:59:28.000Z,2,28.88
2023-01-17T23:59:28.000Z,3,28.8
2023-01-17T23:49:28.000Z,1,29.1
2023-01-17T23:49:28.000Z,2,28.92
2023-01-17T23:49:28.000Z,3,28.78
2023-01-17T23:39:28.000Z,1,29.16
2023-01-17T23:39:28.000Z,2,28.9
2023-01-17T23:39:28.000Z,3,28.76
2023-01-17T23:29:28.000Z,1,29.12
2023-01-17T23:29:28.000Z,2,28.88
2023-01-17T23:29:28.000Z,3,28.64
2023-01-17T23:19:28.000Z,1,29.1
2023-01-17T23:19:28.000Z,2,28.86
2023-01-17T23:19:28.000Z,3,28.74
2023-01-17T23:09:28.000Z,1,28.96
2023-01-17T23:09:28.000Z,2,28.84
2023-01-17T23:09:28.000Z,3,28.7
2023-01-17T22:59:28.000Z,1,28.9
2023-01-17T22:59:28.000Z,2,28.82
2023-01-17T22:59:28.000Z,3,28.62
2023-01-17T22:49:28.000Z,1,28.9
2023-01-17T22:49:28.000Z,2,28.82
2023-01-17T22:49:28.000Z,3,28.48
2023-01-17T22:39:28.000Z,1,28.92
2023-01-17T22:39:28.000Z,2,28.84
2023-01-17T22:39:28.000Z,3,28.62
2023-01-17T22:29:28.000Z,1,28.9
2023-01-17T22:29:28.000Z,2,28.84
2023-01-17T22:29:28.000Z,3,28.62
2023-01-17T22:19:28.000Z,1,28.9
2023-01-17T22:19:28.000Z,2,28.84
2023-01-17T22:19:28.000Z,3,28.3
2023-01-17T22:09:28.000Z,1,28.88
2023-01-17T22:09:28.000Z,2,28.82
2023-01-17T22:09:28.000Z,3,28.42
2023-01-17T21:59:28.000Z,1,28.9
2023-01-17T21:59:28.000Z,2,28.86
2023-01-17T21:59:28.000Z,3,28.76
2023-01-17T21:49:28.000Z,1,28.9
2023-01-17T21:49:28.000Z,2,28.88
2023-01-17T21:49:28.000Z,3,28.74
2023-01-17T21:39:28.000Z,1,28.9
2023-01-17T21:39:28.000Z,2,28.88
2023-01-17T21:39:28.000Z,3,28.74
2023-01-17T21:29:28.000Z,1,28.9
2023-01-17T21:29:28.000Z,2,28.9
2023-01-17T21:29:28.000Z,3,28.74
2023-01-17T21:19:28.000Z,1,28.9
2023-01-17T21:19:28.000Z,2,28.9
2023-01-17T21:19:28.000Z,3,28.76
2023-01-17T21:09:28.000Z,1,28.9
2023-01-17T21:09:28.000Z,2,28.9
2023-01-17T21:09:28.000Z,3,28.76
2023-01-17T20:59:28.000Z,1,28.88
2023-01-17T20:59:28.000Z,2,28.9
2023-01-17T20:59:28.000Z,3,28.78
2023-01-17T20:49:28.000Z,1,28.88
2023-01-17T20:49:28.000Z,2,28.9
2023-01-17T20:49:28.000Z,3,28.78
2023-01-17T20:39:28.000Z,1,28.86
2023-01-17T20:39:28.000Z,2,28.9
2023-01-17T20:39:28.000Z,3,28.78
2023-01-17T20:29:28.000Z,1,28.88
2023-01-17T20:29:28.000Z,2,28.9
2023-01-17T20:29:28.000Z,3,28.8
2023-01-17T20:19:28.000Z,1,28.88
2023-01-17T20:19:28.000Z,2,28.9
2023-01-17T20:19:28.000Z,3,28.84
2023-01-17T20:09:28.000Z,1,28.88
2023-01-17T20:09:28.000Z,2,28.9
2023-01-17T20:09:28.000Z,3,28.88
2023-01-17T19:59:28.000Z,1,28.88
2023-01-17T19:59:28.000Z,2,28.9
2023-01-17T19:59:28.000Z,3,28.9
2023-01-17T19:49:28.000Z,1,28.88
2023-01-17T19:49:28.000Z,2,28.9
2023-01-17T19:49:28.000Z,3,28.88
2023-01-17T19:39:28.000Z,1,28.88
2023-01-17T19:39:28.000Z,2,28.9
2023-01-17T19:39:28.000Z,3,28.88
2023-01-17T19:29:28.000Z,1,28.86
2023-01-17T19:29:28.000Z,2,28.9
2023-01-17T19:29:28.000Z,3,28.86
2023-01-17T19:19:28.000Z,1,28.88
2023-01-17T19:19:28.000Z,2,28.92
2023-01-17T19:19:28.000Z,3,28.86
2023-01-17T19:09:28.000Z,1,28.88
2023-01-17T19:09:28.000Z,2,28.9
2023-01-17T19:09:28.000Z,3,28.92
2023-01-17T18:59:28.000Z,1,28.88
2023-01-17T18:59:28.000Z,2,28.9
2023-01-17T18:59:28.000Z,3,28.92
2023-01-17T18:49:28.000Z,1,28.86
2023-01-17T18:49:28.000Z,2,28.88
2023-01-17T18:49:28.000Z,3,28.88
2023-01-17T18:39:28.000Z,1,28.88
2023-01-17T18:39:28.000Z,2,28.88
2023-01-17T18:39:28.000Z,3,28.86
2023-01-17T18:29:28.000Z,1,28.88
2023-01-17T18:29:28.000Z,2,28.88
2023-01-17T18:29:28.000Z,3,28.86
2023-01-17T18:19:28.000Z,1,28.86
2023-01-17T18:19:28.000Z,2,28.88
2023-01-17T18:19:28.000Z,3,28.86
2023-01-17T18:09:28.000Z,1,28.86
2023-01-17T18:09:28.000Z,2,28.88
2023-01-17T18:09:28.000Z,3,28.84
2023-01-17T17:59:28.000Z,1,28.86
2023-01-17T17:59:28.000Z,2,28.88
2023-01-17T17:59:28.000Z,3,28.84
2023-01-17T17:49:28.000Z,1,28.86
2023-01-17T17:49:28.000Z,2,28.88
2023-01-17T17:49:28.000Z,3,28.82
2023-01-17T17:39:28.000Z,1,28.86
2023-01-17T17:39:28.000Z,2,28.88
2023-01-17T17:39:28.000Z,3,28.84
2023-01-17T17:29:28.000Z,1,28.86
2023-01-17T17:29:28.000Z,2,28.88
2023-01-17T17:29:28.000Z,3,28.82
2023-01-17T17:19:28.000Z,1,28.86
2023-01-17T17:19:28.000Z,2,28.88
2023-01-17T17:19:28.000Z,3,28.86
2023-01-17T17:09:28.000Z,1,28.88
2023-01-17T17:09:28.000Z,2,28.88
2023-01-17T17:09:28.000Z,3,28.86
2023-01-17T16:59:28.000Z,1,28.88
2023-01-17T16:59:28.000Z,2,28.88
2023-01-17T16:59:28.000Z,3,28.88
2023-01-17T16:49:28.000Z,1,28.86
2023-01-17T16:49:28.000Z,2,28.88
2023-01-17T16:49:28.000Z,3,28.88
2023-01-17T16:39:28.000Z,1,28.88
2023-01-17T16:39:28.000Z,2,28.88
2023-01-17T16:39:28.000Z,3,28.9
2023-01-17T16:29:28.000Z,1,28.88
2023-01-17T16:29:28.000Z,2,28.88
2023-01-17T16:29:28.000Z,3,28.92
2023-01-17T16:19:28.000Z,1,28.88
2023-01-17T16:19:28.000Z,2,28.9
2023-01-17T16:19:28.000Z,3,28.92
2023-01-17T16:09:28.000Z,1,28.88
2023-01-17T16:09:28.000Z,2,28.9
2023-01-17T16:09:28.000Z,3,28.9
2023-01-17T15:59:28.000Z,1,28.88
2023-01-17T15:59:28.000Z,2,28.9
2023-01-17T15:59:28.000Z,3,28.92
2023-01-17T15:49:28.000Z,1,28.88
2023-01-17T15:49:28.000Z,2,28.9
2023-01-17T15:49:28.000Z,3,28.92
2023-01-17T15:39:28.000Z,1,28.88
2023-01-17T15:39:28.000Z,2,28.9
2023-01-17T15:39:28.000Z,3,28.92
2023-01-17T15:29:28.000Z,1,28.88
2023-01-17T15:29:28.000Z,2,28.9
2023-01-17T15:29:28.000Z,3,28.94
2023-01-17T15:19:28.000Z,1,28.88
2023-01-17T15:19:28.000Z,2,28.9
2023-01-17T15:19:28.000Z,3,28.94
2023-01-17T15:09:28.000Z,1,28.9
2023-01-17T15:09:28.000Z,2,28.92
2023-01-17T15:09:28.000Z,3,28.94
2023-01-17T14:59:28.000Z,1,28.9
2023-01-17T14:59:28.000Z,2,28.92
2023-01-17T14:59:28.000Z,3,28.92
2023-01-17T14:49:28.000Z,1,28.9
2023-01-17T14:49:28.000Z,2,28.92
2023-01-17T14:49:28.000Z,3,28.92
2023-01-17T14:39:28.000Z,1,28.9
2023-01-17T14:39:28.000Z,2,28.9
2023-01-17T14:39:28.000Z,3,28.92
2023-01-17T14:29:28.000Z,1,28.9
2023-01-17T14:29:28.000Z,2,28.92
2023-01-17T14:29:28.000Z,3,28.92
2023-01-17T14:19:28.000Z,1,28.92
2023-01-17T14:19:28.000Z,2,28.94
2023-01-17T14:19:28.000Z,3,28.9
2023-01-17T14:09:28.000Z,1,28.94
2023-01-17T14:09:28.000Z,2,28.94
2023-01-17T14:09:28.000Z,3,28.82
2023-01-17T13:59:28.000Z,1,28.94
2023-01-17T13:59:28.000Z,2,28.94
2023-01-17T13:59:28.000Z,3,28.9
2023-01-17T13:49:28.000Z,1,28.94
2023-01-17T13:49:28.000Z,2,28.94
2023-01-17T13:49:28.000Z,3,28.9
2023-01-17T13:39:28.000Z,1,28.94
2023-01-17T13:39:28.000Z,2,28.92
2023-01-17T13:39:28.000Z,3,28.88
2023-01-17T13:29:28.000Z,1,28.94
2023-01-17T13:29:28.000Z,2,28.94
2023-01-17T13:29:28.000Z,3,28.9
2023-01-17T13:19:28.000Z,1,28.94
2023-01-17T13:19:28.000Z,2,28.94
2023-01-17T13:19:28.000Z,3,28.9
2023-01-17T13:09:28.000Z,1,28.94
2023-01-17T13:09:28.000Z,2,28.94
2023-01-17T13:09:28.000Z,3,28.84
2023-01-17T12:59:28.000Z,1,28.94
2023-01-17T12:59:28.000Z,2,28.94
2023-01-17T12:59:28.000Z,3,28.92
2023-01-17T12:49:28.000Z,1,28.94
2023-01-17T12:49:28.000Z,2,28.94
2023-01-17T12:49:28.000Z,3,28.92
2023-01-17T12:39:28.000Z,1,28.94
2023-01-17T12:39:28.000Z,2,28.96
2023-01-17T12:39:28.000Z,3,28.9
2023-01-17T12:29:28.000Z,1,28.96
2023-01-17T12:29:28.000Z,2,28.96
2023-01-17T12:29:28.000Z,3,28.94
2023-01-17T12:19:28.000Z,1,28.96
2023-01-17T12:19:28.000Z,2,28.96
2023-01-17T12:19:28.000Z,3,28.92
2023-01-17T12:09:28.000Z,1,28.96
2023-01-17T12:09:28.000Z,2,28.96
2023-01-17T12:09:28.000Z,3,28.94
2023-01-17T11:59:28.000Z,1,28.96
2023-01-17T11:59:28.000Z,2,28.96
2023-01-17T11:59:28.000Z,3,28.92
2023-01-17T11:49:28.000Z,1,28.96
2023-01-17T11:49:28.000Z,2,28.96
2023-01-17T11:49:28.000Z,3,28.94
2023-01-17T11:39:28.000Z,1,28.96
2023-01-17T11:39:28.000Z,2,28.96
2023-01-17T11:39:28.000Z,3,28.92
2023-01-17T11:29:28.000Z,1,28.96
2023-01-17T11:29:28.000Z,2,28.96
2023-01-17T11:29:28.000Z,3,28.92
2023-01-17T11:19:28.000Z,1,28.98
2023-01-17T11:19:28.000Z,2,28.98
2023-01-17T11:19:28.000Z,3,28.92
2023-01-17T11:09:28.000Z,1,28.98
2023-01-17T11:09:28.000Z,2,28.98
2023-01-17T11:09:28.000Z,3,28.92
2023-01-17T10:59:28.000Z,1,28.98
2023-01-17T10:59:28.000Z,2,29
2023-01-17T10:59:28.000Z,3,28.94
2023-01-17T10:49:28.000Z,1,29
2023-01-17T10:49:28.000Z,2,29
2023-01-17T10:49:28.000Z,3,28.94
2023-01-17T10:39:28.000Z,1,29
2023-01-17T10:39:28.000Z,2,28.98
2023-01-17T10:39:28.000Z,3,28.94
2023-01-17T10:29:28.000Z,1,29
2023-01-17T10:29:28.000Z,2,28.98
2023-01-17T10:29:28.000Z,3,28.96
2023-01-17T10:19:28.000Z,1,29.02
2023-01-17T10:19:28.000Z,2,29
2023-01-17T10:19:28.000Z,3,28.96
2023-01-17T10:09:28.000Z,1,29.02
2023-01-17T10:09:28.000Z,2,29
2023-01-17T10:09:28.000Z,3,28.96
2023-01-17T09:59:28.000Z,1,29.02
2023-01-17T09:59:28.000Z,2,29.04
2023-01-17T09:59:28.000Z,3,28.96
2023-01-17T09:49:28.000Z,1,29.04
2023-01-17T09:49:28.000Z,2,29.04
2023-01-17T09:49:28.000Z,3,28.98
2023-01-17T09:39:28.000Z,1,29.04
2023-01-17T09:39:28.000Z,2,29
2023-01-17T09:39:28.000Z,3,28.98
2023-01-17T09:29:28.000Z,1,29.04
2023-01-17T09:29:28.000Z,2,29.04
2023-01-17T09:29:28.000Z,3,28.98
2023-01-17T09:19:28.000Z,1,29.06
2023-01-17T09:19:28.000Z,2,29.06
2023-01-17T09:19:28.000Z,3,29
2023-01-17T09:09:28.000Z,1,29.06
2023-01-17T09:09:28.000Z,2,29.06
2023-01-17T09:09:28.000Z,3,29.02
2023-01-17T08:59:28.000Z,1,29.06
2023-01-17T08:59:28.000Z,2,29.04
2023-01-17T08:59:28.000Z,3,29.04
2023-01-17T08:49:28.000Z,1,29.06
2023-01-17T08:49:28.000Z,2,29.04
2023-01-17T08:49:28.000Z,3,29.04
2023-01-17T08:39:28.000Z,1,29.06
2023-01-17T08:39:28.000Z,2,29.04
2023-01-17T08:39:28.000Z,3,29.02
2023-01-17T08:29:28.000Z,1,29.04
2023-01-17T08:29:28.000Z,2,29.02
2023-01-17T08:29:28.000Z,3,29.04
2023-01-17T08:19:28.000Z,1,29.06
2023-01-17T08:19:28.000Z,2,29.02
2023-01-17T08:19:28.000Z,3,29.06
2023-01-17T08:09:28.000Z,1,29.06
2023-01-17T08:09:28.000Z,2,29.06
