utc_timestamp,sensor_position,value
2023-02-01T06:39:28.000Z,1,29.12
2023-02-01T06:39:28.000Z,2,29.14
2023-02-01T06:39:28.000Z,3,29.18
2023-02-01T06:29:28.000Z,1,29.12
2023-02-01T06:29:28.000Z,2,29.14
2023-02-01T06:29:28.000Z,3,29.18
2023-02-01T06:19:28.000Z,1,29.12
2023-02-01T06:19:28.000Z,2,29.16
2023-02-01T06:19:28.000Z,3,29.2
2023-02-01T06:09:28.000Z,1,29.12
2023-02-01T06:09:28.000Z,2,29.14
2023-02-01T06:09:28.000Z,3,29.2
2023-02-01T05:59:28.000Z,1,29.14
2023-02-01T05:59:28.000Z,2,29.14
2023-02-01T05:59:28.000Z,3,29.2
2023-02-01T05:49:28.000Z,1,29.14
2023-02-01T05:49:28.000Z,2,29.16
2023-02-01T05:49:28.000Z,3,29.2
2023-02-01T05:39:28.000Z,1,29.14
2023-02-01T05:39:28.000Z,2,29.16
2023-02-01T05:39:28.000Z,3,29.2
2023-02-01T05:29:28.000Z,1,29.14
2023-02-01T05:29:28.000Z,2,29.16
2023-02-01T05:29:28.000Z,3,29.18
2023-02-01T05:19:28.000Z,1,29.14
2023-02-01T05:19:28.000Z,2,29.16
2023-02-01T05:19:28.000Z,3,29.18
2023-02-01T05:09:28.000Z,1,29.14
2023-02-01T05:09:28.000Z,2,29.16
2023-02-01T05:09:28.000Z,3,29.18
2023-02-01T04:59:28.000Z,1,29.14
2023-02-01T04:59:28.000Z,2,29.16
2023-02-01T04:59:28.000Z,3,29.16
2023-02-01T04:49:28.000Z,1,29.14
2023-02-01T04:49:28.000Z,2,29.16
2023-02-01T04:49:28.000Z,3,29.16
2023-02-01T04:39:28.000Z,1,29.14
2023-02-01T04:39:28.000Z,2,29.16
2023-02-01T04:39:28.000Z,3,29.16
2023-02-01T04:29:28.000Z,1,29.12
2023-02-01T04:29:28.000Z,2,29.14
2023-02-01T04:29:28.000Z,3,29.16
2023-02-01T04:19:28.000Z,1,29.12
2023-02-01T04:19:28.000Z,2,29.14
2023-02-01T04:19:28.000Z,3,29.16
2023-02-01T04:09:28.000Z,1,29.12
2023-02-01T04:09:28.000Z,2,29.14
2023-02-01T04:09:28.000Z,3,29.16
2023-02-01T03:59:28.000Z,1,29.14
2023-02-01T03:59:28.000Z,2,29.14
2023-02-01T03:59:28.000Z,3,29.18
2023-02-01T03:49:28.000Z,1,29.16
2023-02-01T03:49:28.000Z,2,29.16
2023-02-01T03:49:28.000Z,3,29.18
2023-02-01T03:39:28.000Z,1,29.16
2023-02-01T03:39:28.000Z,2,29.16
2023-02-01T03:39:28.000Z,3,29.18
2023-02-01T03:29:28.000Z,1,29.16
2023-02-01T03:29:28.000Z,2,29.16
2023-02-01T03:29:28.000Z,3,29.16
2023-02-01T03:19:28.000Z,1,29.16
2023-02-01T03:19:28.000Z,2,29.14
2023-02-01T03:19:28.000Z,3,29.18
2023-02-01T03:09:28.000Z,1,29.14
2023-02-01T03:09:28.000Z,2,29.14
2023-02-01T03:09:28.000Z,3,29.18
2023-02-01T02:59:28.000Z,1,29.14
2023-02-01T02:59:28.000Z,2,29.14
2023-02-01T02:59:28.000Z,3,29.18
2023-02-01T02:49:28.000Z,1,29.14
2023-02-01T02:49:28.000Z,2,29.16
2023-02-01T02:49:28.000Z,3,29.18
2023-02-01T02:39:28.000Z,1,29.16
2023-02-01T02:39:28.000Z,2,29.16
2023-02-01T02:39:28.000Z,3,29.18
2023-02-01T02:29:28.000Z,1,29.16
2023-02-01T02:29:28.000Z,2,29.14
2023-02-01T02:29:28.000Z,3,29.18
2023-02-01T02:19:28.000Z,1,29.16
2023-02-01T02:19:28.000Z,2,29.16
2023-02-01T02:19:28.000Z,3,29.14
2023-02-01T02:09:28.000Z,1,29.16
2023-02-01T02:09:28.000Z,2,29.14
2023-02-01T02:09:28.000Z,3,29.14
2023-02-01T01:59:28.000Z,1,29.14
2023-02-01T01:59:28.000Z,2,29.12
2023-02-01T01:59:28.000Z,3,29.12
2023-02-01T01:49:28.000Z,1,29.14
2023-02-01T01:49:28.000Z,2,29.12
2023-02-01T01:49:28.000Z,3,29.12
2023-02-01T01:39:28.000Z,1,29.14
2023-02-01T01:39:28.000Z,2,29.12
2023-02-01T01:39:28.000Z,3,29.14
2023-02-01T01:29:28.000Z,1,29.14
2023-02-01T01:29:28.000Z,2,29.14
2023-02-01T01:29:28.000Z,3,29.16
2023-02-01T01:19:28.000Z,1,29.14
2023-02-01T01:19:28.000Z,2,29.14
2023-02-01T01:19:28.000Z,3,29.16
2023-02-01T01:09:28.000Z,1,29.14
2023-02-01T01:09:28.000Z,2,29.1
2023-02-01T01:09:28.000Z,3,29.18
2023-02-01T00:59:28.000Z,1,29.12
2023-02-01T00:59:28.000Z,2,29.14
2023-02-01T00:59:28.000Z,3,29.16
2023-02-01T00:49:28.000Z,1,29.14
2023-02-01T00:49:28.000Z,2,29.14
2023-02-01T00:49:28.000Z,3,29.16
2023-02-01T00:39:28.000Z,1,29.16
2023-02-01T00:39:28.000Z,2,29.14
2023-02-01T00:39:28.000Z,3,29.16
2023-02-01T00:29:28.000Z,1,29.16
2023-02-01T00:29:28.000Z,2,29.16
2023-02-01T00:29:28.000Z,3,29.16
2023-02-01T00:19:28.000Z,1,29.16
2023-02-01T00:19:28.000Z,2,29.14
2023-02-01T00:19:28.000Z,3,29.16
2023-02-01T00:09:28.000Z,1,29.16
2023-02-01T00:09:28.000Z,2,29.16
2023-02-01T00:09:28.000Z,3,29.12
2023-01-31T23:59:28.000Z,1,29.14
2023-01-31T23:59:28.000Z,2,29.16
2023-01-31T23:59:28.000Z,3,29.1
2023-01-31T23:49:28.000Z,1,29.14
2023-01-31T23:49:28.000Z,2,29.16
2023-01-31T23:49:28.000Z,3,29.06
2023-01-31T23:39:28.000Z,1,29.12
2023-01-31T23:39:28.000Z,2,29.14
2023-01-31T23:39:28.000Z,3,29
2023-01-31T23:29:28.000Z,1,29.12
2023-01-31T23:29:28.000Z,2,29.14
2023-01-31T23:29:28.000Z,3,28.96
2023-01-31T23:19:28.000Z,1,29.12
2023-01-31T23:19:28.000Z,2,29.14
2023-01-31T23:19:28.000Z,3,28.96
2023-01-31T23:09:28.000Z,1,29.1
2023-01-31T23:09:28.000Z,2,29.12
2023-01-31T23:09:28.000Z,3,28.96
2023-01-31T22:59:28.000Z,1,29.1
2023-01-31T22:59:28.000Z,2,29.12
2023-01-31T22:59:28.000Z,3,28.96
2023-01-31T22:49:28.000Z,1,29.1
2023-01-31T22:49:28.000Z,2,29.12
2023-01-31T22:49:28.000Z,3,28.94
2023-01-31T22:39:28.000Z,1,29.1
2023-01-31T22:39:28.000Z,2,29.12
2023-01-31T22:39:28.000Z,3,28.98
2023-01-31T22:29:28.000Z,1,29.1
2023-01-31T22:29:28.000Z,2,29.14
2023-01-31T22:29:28.000Z,3,29
2023-01-31T22:19:28.000Z,1,29.1
2023-01-31T22:19:28.000Z,2,29.14
2023-01-31T22:19:28.000Z,3,29
2023-01-31T22:09:28.000Z,1,29.1
2023-01-31T22:09:28.000Z,2,29.14
2023-01-31T22:09:28.000Z,3,29.02
2023-01-31T21:59:28.000Z,1,29.08
2023-01-31T21:59:28.000Z,2,29.14
2023-01-31T21:59:28.000Z,3,29
2023-01-31T21:49:28.000Z,1,29.06
2023-01-31T21:49:28.000Z,2,29.16
2023-01-31T21:49:28.000Z,3,28.9
2023-01-31T21:39:28.000Z,1,29.1
2023-01-31T21:39:28.000Z,2,29.16
2023-01-31T21:39:28.000Z,3,28.9
2023-01-31T21:29:28.000Z,1,29.1
2023-01-31T21:29:28.000Z,2,29.16
2023-01-31T21:29:28.000Z,3,28.94
2023-01-31T21:19:28.000Z,1,29.1
2023-01-31T21:19:28.000Z,2,29.14
2023-01-31T21:19:28.000Z,3,29
2023-01-31T21:09:28.000Z,1,29.06
2023-01-31T21:09:28.000Z,2,29.14
2023-01-31T21:09:28.000Z,3,28.98
2023-01-31T20:59:28.000Z,1,29.06
2023-01-31T20:59:28.000Z,2,29.12
2023-01-31T20:59:28.000Z,3,28.98
2023-01-31T20:49:28.000Z,1,29.06
2023-01-31T20:49:28.000Z,2,29.12
2023-01-31T20:49:28.000Z,3,28.94
2023-01-31T20:39:28.000Z,1,29.06
2023-01-31T20:39:28.000Z,2,29.12
2023-01-31T20:39:28.000Z,3,28.92
2023-01-31T20:29:28.000Z,1,29.06
2023-01-31T20:29:28.000Z,2,29.1
2023-01-31T20:29:28.000Z,3,28.92
2023-01-31T20:19:28.000Z,1,29.06
2023-01-31T20:19:28.000Z,2,29.12
2023-01-31T20:19:28.000Z,3,28.86
2023-01-31T20:09:28.000Z,1,29.04
2023-01-31T20:09:28.000Z,2,29.12
2023-01-31T20:09:28.000Z,3,28.96
2023-01-31T19:59:28.000Z,1,29
2023-01-31T19:59:28.000Z,2,29.1
2023-01-31T19:59:28.000Z,3,29.02
2023-01-31T19:49:28.000Z,1,29.06
2023-01-31T19:49:28.000Z,2,29.14
2023-01-31T19:49:28.000Z,3,29
2023-01-31T19:39:28.000Z,1,29.02
2023-01-31T19:39:28.000Z,2,29.1
2023-01-31T19:39:28.000Z,3,28.98
2023-01-31T19:29:28.000Z,1,29.04
2023-01-31T19:29:28.000Z,2,29.12
2023-01-31T19:29:28.000Z,3,28.96
2023-01-31T19:19:28.000Z,1,29.06
2023-01-31T19:19:28.000Z,2,29.12
2023-01-31T19:19:28.000Z,3,28.96
2023-01-31T19:09:28.000Z,1,29.04
2023-01-31T19:09:28.000Z,2,29.06
2023-01-31T19:09:28.000Z,3,29.02
2023-01-31T18:59:28.000Z,1,29.02
2023-01-31T18:59:28.000Z,2,29.08
2023-01-31T18:59:28.000Z,3,28.98
2023-01-31T18:49:28.000Z,1,29.08
2023-01-31T18:49:28.000Z,2,29.14
2023-01-31T18:49:28.000Z,3,28.86
2023-01-31T18:39:28.000Z,1,29.08
2023-01-31T18:39:28.000Z,2,29.14
2023-01-31T18:39:28.000Z,3,28.88
2023-01-31T18:29:28.000Z,1,29.1
2023-01-31T18:29:28.000Z,2,29.16
2023-01-31T18:29:28.000Z,3,28.84
2023-01-31T18:19:28.000Z,1,29.14
2023-01-31T18:19:28.000Z,2,29.16
2023-01-31T18:19:28.000Z,3,28.78
2023-01-31T18:09:28.000Z,1,29.1
2023-01-31T18:09:28.000Z,2,29.18
2023-01-31T18:09:28.000Z,3,28.88
2023-01-31T17:59:28.000Z,1,29.12
2023-01-31T17:59:28.000Z,2,29.16
2023-01-31T17:59:28.000Z,3,29
2023-01-31T17:49:28.000Z,1,29.12
2023-01-31T17:49:28.000Z,2,29.16
2023-01-31T17:49:28.000Z,3,28.98
2023-01-31T17:39:28.000Z,1,29.04
2023-01-31T17:39:28.000Z,2,29.14
2023-01-31T17:39:28.000Z,3,29
2023-01-31T17:29:28.000Z,1,29.04
2023-01-31T17:29:28.000Z,2,29.14
2023-01-31T17:29:28.000Z,3,29.02
2023-01-31T17:19:28.000Z,1,29.12
2023-01-31T17:19:28.000Z,2,29.16
2023-01-31T17:19:28.000Z,3,29.02
2023-01-31T17:09:28.000Z,1,29.12
2023-01-31T17:09:28.000Z,2,29.16
2023-01-31T17:09:28.000Z,3,29.02
2023-01-31T16:59:28.000Z,1,29.14
2023-01-31T16:59:28.000Z,2,29.16
2023-01-31T16:59:28.000Z,3,29
2023-01-31T16:49:28.000Z,1,29.14
2023-01-31T16:49:28.000Z,2,29.18
2023-01-31T16:49:28.000Z,3,29
2023-01-31T16:39:28.000Z,1,29.12
2023-01-31T16:39:28.000Z,2,29.16
2023-01-31T16:39:28.000Z,3,29
2023-01-31T16:29:28.000Z,1,29.12
2023-01-31T16:29:28.000Z,2,29.16
2023-01-31T16:29:28.000Z,3,28.98
2023-01-31T16:19:28.000Z,1,29.12
2023-01-31T16:19:28.000Z,2,29.16
2023-01-31T16:19:28.000Z,3,28.98
2023-01-31T16:09:28.000Z,1,29.12
2023-01-31T16:09:28.000Z,2,29.18
2023-01-31T16:09:28.000Z,3,29.02
2023-01-31T15:59:28.000Z,1,29.12
2023-01-31T15:59:28.000Z,2,29.18
2023-01-31T15:59:28.000Z,3,29
2023-01-31T15:49:28.000Z,1,29.16
2023-01-31T15:49:28.000Z,2,29.18
2023-01-31T15:49:28.000Z,3,28.98
2023-01-31T15:39:28.000Z,1,29.16
2023-01-31T15:39:28.000Z,2,29.18
2023-01-31T15:39:28.000Z,3,29
2023-01-31T15:29:28.000Z,1,29.14
2023-01-31T15:29:28.000Z,2,29.18
2023-01-31T15:29:28.000Z,3,29.04
2023-01-31T15:19:28.000Z,1,29.14
2023-01-31T15:19:28.000Z,2,29.18
2023-01-31T15:19:28.000Z,3,28.96
2023-01-31T15:09:28.000Z,1,29.18
2023-01-31T15:09:28.000Z,2,29.18
2023-01-31T15:09:28.000Z,3,28.88
2023-01-31T14:59:28.000Z,1,29.18
2023-01-31T14:59:28.000Z,2,29.18
2023-01-31T14:59:28.000Z,3,28.88
2023-01-31T14:49:28.000Z,1,29.18
2023-01-31T14:49:28.000Z,2,29.18
2023-01-31T14:49:28.000Z,3,28.94
2023-01-31T14:39:28.000Z,1,29.18
2023-01-31T14:39:28.000Z,2,29.18
2023-01-31T14:39:28.000Z,3,28.96
2023-01-31T14:29:28.000Z,1,29.18
2023-01-31T14:29:28.000Z,2,29.18
2023-01-31T14:29:28.000Z,3,28.94
2023-01-31T14:19:28.000Z,1,29.18
2023-01-31T14:19:28.000Z,2,29.18
2023-01-31T14:19:28.000Z,3,28.9
2023-01-31T14:09:28.000Z,1,29.18
2023-01-31T14:09:28.000Z,2,29.18
2023-01-31T14:09:28.000Z,3,28.86
2023-01-31T13:59:28.000Z,1,29.18
2023-01-31T13:59:28.000Z,2,29.2
2023-01-31T13:59:28.000Z,3,28.8
2023-01-31T13:49:28.000Z,1,29.18
2023-01-31T13:49:28.000Z,2,29.2
2023-01-31T13:49:28.000Z,3,28.64
2023-01-31T13:39:28.000Z,1,29.18
2023-01-31T13:39:28.000Z,2,29.18
2023-01-31T13:39:28.000Z,3,28.48
2023-01-31T13:29:28.000Z,1,29.18
2023-01-31T13:29:28.000Z,2,29.18
2023-01-31T13:29:28.000Z,3,28.72
2023-01-31T13:19:28.000Z,1,29.18
2023-01-31T13:19:28.000Z,2,29.18
2023-01-31T13:19:28.000Z,3,28.7
2023-01-31T13:09:28.000Z,1,29.18
2023-01-31T13:09:28.000Z,2,29.2
2023-01-31T13:09:28.000Z,3,28.7
2023-01-31T12:59:28.000Z,1,29.18
2023-01-31T12:59:28.000Z,2,29.2
2023-01-31T12:59:28.000Z,3,28.72
2023-01-31T12:49:28.000Z,1,29.18
2023-01-31T12:49:28.000Z,2,29.2
2023-01-31T12:49:28.000Z,3,28.66
2023-01-31T12:39:28.000Z,1,29.2
2023-01-31T12:39:28.000Z,2,29.2
2023-01-31T12:39:28.000Z,3,28.62
2023-01-31T12:29:28.000Z,1,29.18
2023-01-31T12:29:28.000Z,2,29.2
2023-01-31T12:29:28.000Z,3,28.64
2023-01-31T12:19:28.000Z,1,29.18
2023-01-31T12:19:28.000Z,2,29.2
2023-01-31T12:19:28.000Z,3,28.6
2023-01-31T12:09:28.000Z,1,29.16
2023-01-31T12:09:28.000Z,2,29.18
2023-01-31T12:09:28.000Z,3,28.72
2023-01-31T11:59:28.000Z,1,29.16
2023-01-31T11:59:28.000Z,2,29.16
2023-01-31T11:59:28.000Z,3,28.86
2023-01-31T11:49:28.000Z,1,29.16
2023-01-31T11:49:28.000Z,2,29.18
2023-01-31T11:49:28.000Z,3,29.22
2023-01-31T11:39:28.000Z,1,29.18
2023-01-31T11:39:28.000Z,2,29.2
2023-01-31T11:39:28.000Z,3,29.2
2023-01-31T11:29:28.000Z,1,29.18
2023-01-31T11:29:28.000Z,2,29.2
2023-01-31T11:29:28.000Z,3,29.16
2023-01-31T11:19:28.000Z,1,29.18
2023-01-31T11:19:28.000Z,2,29.2
2023-01-31T11:19:28.000Z,3,29.24
2023-01-31T11:09:28.000Z,1,29.2
2023-01-31T11:09:28.000Z,2,29.2
2023-01-31T11:09:28.000Z,3,29.24
2023-01-31T10:59:28.000Z,1,29.2
2023-01-31T10:59:28.000Z,2,29.2
2023-01-31T10:59:28.000Z,3,29.24
2023-01-31T10:49:28.000Z,1,29.18
2023-01-31T10:49:28.000Z,2,29.2
2023-01-31T10:49:28.000Z,3,29.24
2023-01-31T10:39:28.000Z,1,29.16
2023-01-31T10:39:28.000Z,2,29.2
2023-01-31T10:39:28.000Z,3,29.24
2023-01-31T10:29:28.000Z,1,29.2
2023-01-31T10:29:28.000Z,2,29.2
2023-01-31T10:29:28.000Z,3,29.2
2023-01-31T10:19:28.000Z,1,29.2
2023-01-31T10:19:28.000Z,2,29.2
2023-01-31T10:19:28.000Z,3,29.18
2023-01-31T10:09:28.000Z,1,29.18
2023-01-31T10:09:28.000Z,2,29.2
2023-01-31T10:09:28.000Z,3,29.12
2023-01-31T09:59:28.000Z,1,29.18
2023-01-31T09:59:28.000Z,2,29.18
2023-01-31T09:59:28.000Z,3,29.04
2023-01-31T09:49:28.000Z,1,29.2
2023-01-31T09:49:28.000Z,2,29.2
2023-01-31T09:49:28.000Z,3,28.9
2023-01-31T09:39:28.000Z,1,29.2
2023-01-31T09:39:28.000Z,2,29.2
2023-01-31T09:39:28.000Z,3,28.72
2023-01-31T09:29:28.000Z,1,29.2
2023-01-31T09:29:28.000Z,2,29.2
2023-01-31T09:29:28.000Z,3,28.38
2023-01-31T09:19:28.000Z,1,29.2
2023-01-31T09:19:28.000Z,2,29.2
2023-01-31T09:19:28.000Z,3,28.62
2023-01-31T09:09:28.000Z,1,29.18
2023-01-31T09:09:28.000Z,2,29.2
2023-01-31T09:09:28.000Z,3,28.64
2023-01-31T08:59:28.000Z,1,29.2
2023-01-31T08:59:28.000Z,2,29.2
2023-01-31T08:59:28.000Z,3,28.62
2023-01-31T08:49:28.000Z,1,29.2
2023-01-31T08:49:28.000Z,2,29.2
2023-01-31T08:49:28.000Z,3,28.76
2023-01-31T08:39:28.000Z,1,29.22
2023-01-31T08:39:28.000Z,2,29.22
2023-01-31T08:39:28.000Z,3,28.64
2023-01-31T08:29:28.000Z,1,29.2
2023-01-31T08:29:28.000Z,2,29.22
2023-01-31T08:29:28.000Z,3,28.92
2023-01-31T08:19:28.000Z,1,29.22
2023-01-31T08:19:28.000Z,2,29.22
2023-01-31T08:19:28.000Z,3,29.2
2023-01-31T08:09:28.000Z,1,29.22
2023-01-31T08:09:28.000Z,2,29.22
2023-01-31T08:09:28.000Z,3,29.2
2023-01-31T07:59:28.000Z,1,29.24
2023-01-31T07:59:28.000Z,2,29.22
2023-01-31T07:59:28.000Z,3,29.18
2023-01-31T07:49:28.000Z,1,29.24
2023-01-31T07:49:28.000Z,2,29.22
2023-01-31T07:49:28.000Z,3,29.18
2023-01-31T07:39:28.000Z,1,29.24
2023-01-31T07:39:28.000Z,2,29.24
2023-01-31T07:39:28.000Z,3,29.2
2023-01-31T07:29:28.000Z,1,29.24
2023-01-31T07:29:28.000Z,2,29.24
2023-01-31T07:29:28.000Z,3,29.2
2023-01-31T07:19:28.000Z,1,29.24
2023-01-31T07:19:28.000Z,2,29.24
2023-01-31T07:19:28.000Z,3,29.2
2023-01-31T07:09:28.000Z,1,29.26
2023-01-31T07:09:28.000Z,2,29.22
2023-01-31T07:09:28.000Z,3,29.2
2023-01-31T06:59:28.000Z,1,29.26
2023-01-31T06:59:28.000Z,2,29.22
2023-01-31T06:59:28.000Z,3,29.2
2023-01-31T06:49:28.000Z,1,29.26
2023-01-31T06:49:28.000Z,2,29.22
2023-01-31T06:49:28.000Z,3,29.2
2023-01-31T06:39:28.000Z,1,29.24
2023-01-31T06:39:28.000Z,2,29.22
2023-01-31T06:39:28.000Z,3,29.22
2023-01-31T06:29:28.000Z,1,29.24
2023-01-31T06:29:28.000Z,2,29.22
2023-01-31T06:29:28.000Z,3,29.2
2023-01-31T06:19:28.000Z,1,29.24
2023-01-31T06:19:28.000Z,2,29.2
2023-01-31T06:19:28.000Z,3,29.18
2023-01-31T06:09:28.000Z,1,29.24
2023-01-31T06:09:28.000Z,2,29.18
2023-01-31T06:09:28.000Z,3,29.18
2023-01-31T05:59:28.000Z,1,29.24
2023-01-31T05:59:28.000Z,2,29.2
2023-01-31T05:59:28.000Z,3,29.18
2023-01-31T05:49:28.000Z,1,29.24
2023-01-31T05:49:28.000Z,2,29.2
2023-01-31T05:49:28.000Z,3,29.18
2023-01-31T05:39:28.000Z,1,29.22
2023-01-31T05:39:28.000Z,2,29.18
2023-01-31T05:39:28.000Z,3,29.18
2023-01-31T05:29:28.000Z,1,29.22
2023-01-31T05:29:28.000Z,2,29.18
2023-01-31T05:29:28.000Z,3,29.18
2023-01-31T05:19:28.000Z,1,29.22
2023-01-31T05:19:28.000Z,2,29.18
2023-01-31T05:19:28.000Z,3,29.18
2023-01-31T05:09:28.000Z,1,29.2
2023-01-31T05:09:28.000Z,2,29.16
2023-01-31T05:09:28.000Z,3,29.18
2023-01-31T04:59:28.000Z,1,29.2
2023-01-31T04:59:28.000Z,2,29.18
2023-01-31T04:59:28.000Z,3,29.18
2023-01-31T04:49:28.000Z,1,29.18
2023-01-31T04:49:28.000Z,2,29.18
2023-01-31T04:49:28.000Z,3,29.18
2023-01-31T04:39:28.000Z,1,29.2
2023-01-31T04:39:28.000Z,2,29.18
2023-01-31T04:39:28.000Z,3,29.18
2023-01-31T04:29:28.000Z,1,29.2
2023-01-31T04:29:28.000Z,2,29.18
2023-01-31T04:29:28.000Z,3,29.16
2023-01-31T04:19:28.000Z,1,29.2
2023-01-31T04:19:28.000Z,2,29.18
2023-01-31T04:19:28.000Z,3,29.18
2023-01-31T04:09:28.000Z,1,29.24
2023-01-31T04:09:28.000Z,2,29.2
