RecNum	DateTime	Fagatele_20
134	01/15/23 09:15:00 PM	29.065
135	01/15/23 09:30:00 PM	29.065
136	01/15/23 09:45:00 PM	29.065
137	01/15/23 10:00:00 PM	29.115
138	01/15/23 10:15:00 PM	29.215
139	01/15/23 10:30:00 PM	29.140
140	01/15/23 10:45:00 PM	29.315
141	01/15/23 11:00:00 PM	29.340
142	01/15/23 11:15:00 PM	29.464
143	01/15/23 11:30:00 PM	29.215
144	01/15/23 11:45:00 PM	29.414
145	01/16/23 12:00:00 AM	29.414
146	01/16/23 12:15:00 AM	29.215
147	01/16/23 12:30:00 AM	29.190
148	01/16/23 12:45:00 AM	29.165
149	01/16/23 01:00:00 AM	29.140
150	01/16/23 01:15:00 AM	29.215
151	01/16/23 01:30:00 AM	29.290
152	01/16/23 01:45:00 AM	29.365
153	01/16/23 02:00:00 AM	29.389
154	01/16/23 02:15:00 AM	29.414
155	01/16/23 02:30:00 AM	29.439
156	01/16/23 02:45:00 AM	29.464
157	01/16/23 03:00:00 AM	29.439
158	01/16/23 03:15:00 AM	29.490
159	01/16/23 03:30:00 AM	29.515
160	01/16/23 03:45:00 AM	29.515
161	01/16/23 04:00:00 AM	29.515
162	01/16/23 04:15:00 AM	29.515
163	01/16/23 04:30:00 AM	29.490
164	01/16/23 04:45:00 AM	29.515
165	01/16/23 05:00:00 AM	29.540
166	01/16/23 05:15:00 AM	29.540
167	01/16/23 05:30:00 AM	29.540
168	01/16/23 05:45:00 AM	29.540
169	01/16/23 06:00:00 AM	29.540
170	01/16/23 06:15:00 AM	29.540
171	01/16/23 06:30:00 AM	29.540
172	01/16/23 06:45:00 AM	29.515
173	01/16/23 07:00:00 AM	29.515
174	01/16/23 07:15:00 AM	29.490
175	01/16/23 07:30:00 AM	29.464
176	01/16/23 07:45:00 AM	29.464
177	01/16/23 08:00:00 AM	29.464
178	01/16/23 08:15:00 AM	29.365
179	01/16/23 08:30:00 AM	29.414
180	01/16/23 08:45:00 AM	29.439
181	01/16/23 09:00:00 AM	29.490
182	01/16/23 09:15:00 AM	29.515
183	01/16/23 09:30:00 AM	29.515
184	01/16/23 09:45:00 AM	29.515
185	01/16/23 10:00:00 AM	29.490
186	01/16/23 10:15:00 AM	29.490
187	01/16/23 10:30:00 AM	29.464
188	01/16/23 10:45:00 AM	29.464
189	01/16/23 11:00:00 AM	29.464
190	01/16/23 11:15:00 AM	29.490
191	01/16/23 11:30:00 AM	29.515
192	01/16/23 11:45:00 AM	29.515
193	01/16/23 12:00:00 PM	29.515
194	01/16/23 12:15:00 PM	29.540
195	01/16/23 12:30:00 PM	29.540
196	01/16/23 12:45:00 PM	29.565
197	01/16/23 01:00:00 PM	29.615
198	01/16/23 01:15:00 PM	29.565
199	01/16/23 01:30:00 PM	29.565
200	01/16/23 01:45:00 PM	29.565
201	01/16/23 02:00:00 PM	29.565
202	01/16/23 02:15:00 PM	29.565
203	01/16/23 02:30:00 PM	29.565
204	01/16/23 02:45:00 PM	29.515
205	01/16/23 03:00:00 PM	29.490
206	01/16/23 03:15:00 PM	29.515
207	01/16/23 03:30:00 PM	29.414
208	01/16/23 03:45:00 PM	29.439
209	01/16/23 04:00:00 PM	29.464
210	01/16/23 04:15:00 PM	29.464
211	01/16/23 04:30:00 PM	29.464
212	01/16/23 04:45:00 PM	29.464
213	01/16/23 05:00:00 PM	29.439
214	01/16/23 05:15:00 PM	29.414
215	01/16/23 05:30:00 PM	29.414
216	01/16/23 05:45:00 PM	29.414
217	01/16/23 06:00:00 PM	29.414
218	01/16/23 06:15:00 PM	29.414
219	01/16/23 06:30:00 PM	29.414
220	01/16/23 06:45:00 PM	29.365
221	01/16/23 07:00:00 PM	29.340
222	01/16/23 07:15:00 PM	29.340
223	01/16/23 07:30:00 PM	29.340
224	01/16/23 07:45:00 PM	29.290
225	01/16/23 08:00:00 PM	29.315
226	01/16/23 08:15:00 PM	29.315
227	01/16/23 08:30:00 PM	29.315
228	01/16/23 08:45:00 PM	29.290
229	01/16/23 09:00:00 PM	29.265
230	01/16/23 09:15:00 PM	29.265
231	01/16/23 09:30:00 PM	29.265
232	01/16/23 09:45:00 PM	29.265
233	01/16/23 10:00:00 PM	29.265
234	01/16/23 10:15:00 PM	29.265
235	01/16/23 10:30:00 PM	29.240
236	01/16/23 10:45:00 PM	29.240
237	01/16/23 11:00:00 PM	29.240
238	01/16/23 11:15:00 PM	29.240
239	01/16/23 11:30:00 PM	29.240
240	01/16/23 11:45:00 PM	29.240
241	01/17/23 12:00:00 AM	29.215
242	01/17/23 12:15:00 AM	29.215
243	01/17/23 12:30:00 AM	29.215
244	01/17/23 12:45:00 AM	29.215
245	01/17/23 01:00:00 AM	29.215
246	01/17/23 01:15:00 AM	29.215
247	01/17/23 01:30:00 AM	29.190
248	01/17/23 01:45:00 AM	29.190
249	01/17/23 02:00:00 AM	29.190
250	01/17/23 02:15:00 AM	29.190
251	01/17/23 02:30:00 AM	29.190
252	01/17/23 02:45:00 AM	29.190
253	01/17/23 03:00:00 AM	29.165
254	01/17/23 03:15:00 AM	29.165
255	01/17/23 03:30:00 AM	29.165
256	01/17/23 03:45:00 AM	29.165
257	01/17/23 04:00:00 AM	29.165
258	01/17/23 04:15:00 AM	29.165
259	01/17/23 04:30:00 AM	29.165
260	01/17/23 04:45:00 AM	29.165
261	01/17/23 05:00:00 AM	29.165
262	01/17/23 05:15:00 AM	29.165
263	01/17/23 05:30:00 AM	29.165
264	01/17/23 05:45:00 AM	29.165
265	01/17/23 06:00:00 AM	29.165
266	01/17/23 06:15:00 AM	29.165
267	01/17/23 06:30:00 AM	29.115
268	01/17/23 06:45:00 AM	29.115
269	01/17/23 07:00:00 AM	29.115
270	01/17/23 07:15:00 AM	29.140
271	01/17/23 07:30:00 AM	29.140
272	01/17/23 07:45:00 AM	29.140
273	01/17/23 08:00:00 AM	29.140
274	01/17/23 08:15:00 AM	29.140
275	01/17/23 08:30:00 AM	29.165
276	01/17/23 08:45:00 AM	29.165
277	01/17/23 09:00:00 AM	29.140
278	01/17/23 09:15:00 AM	29.115
279	01/17/23 09:30:00 AM	29.115
280	01/17/23 09:45:00 AM	29.115
281	01/17/23 10:00:00 AM	29.115
282	01/17/23 10:15:00 AM	29.115
283	01/17/23 10:30:00 AM	29.090
284	01/17/23 10:45:00 AM	29.115
285	01/17/23 11:00:00 AM	29.115
286	01/17/23 11:15:00 AM	29.115
287	01/17/23 11:30:00 AM	29.115
288	01/17/23 11:45:00 AM	29.040
289	01/17/23 12:00:00 PM	29.040
290	01/17/23 12:15:00 PM	29.040
291	01/17/23 12:30:00 PM	29.015
292	01/17/23 12:45:00 PM	29.065
293	01/17/23 01:00:00 PM	29.015
294	01/17/23 01:15:00 PM	29.040
295	01/17/23 01:30:00 PM	29.040
296	01/17/23 01:45:00 PM	29.065
297	01/17/23 02:00:00 PM	29.065
298	01/17/23 02:15:00 PM	29.065
299	01/17/23 02:30:00 PM	29.090
300	01/17/23 02:45:00 PM	29.115
301	01/17/23 03:00:00 PM	29.090
302	01/17/23 03:15:00 PM	29.090
303	01/17/23 03:30:00 PM	29.115
304	01/17/23 03:45:00 PM	29.115
305	01/17/23 04:00:00 PM	29.115
306	01/17/23 04:15:00 PM	29.140
307	01/17/23 04:30:00 PM	29.140
308	01/17/23 04:45:00 PM	29.115
309	01/17/23 05:00:00 PM	29.090
310	01/17/23 05:15:00 PM	29.140
311	01/17/23 05:30:00 PM	29.165
312	01/17/23 05:45:00 PM	29.190
313	01/17/23 06:00:00 PM	29.165
314	01/17/23 06:15:00 PM	29.115
315	01/17/23 06:30:00 PM	29.115
316	01/17/23 06:45:00 PM	29.140
317	01/17/23 07:00:00 PM	29.115
318	01/17/23 07:15:00 PM	29.140
319	01/17/23 07:30:00 PM	29.165
320	01/17/23 07:45:00 PM	29.190
321	01/17/23 08:00:00 PM	29.190
322	01/17/23 08:15:00 PM	29.190
323	01/17/23 08:30:00 PM	29.190
324	01/17/23 08:45:00 PM	29.115
325	01/17/23 09:00:00 PM	29.040
326	01/17/23 09:15:00 PM	28.941
327	01/17/23 09:30:00 PM	28.916
328	01/17/23 09:45:00 PM	28.916
329	01/17/23 10:00:00 PM	28.866
330	01/17/23 10:15:00 PM	28.444
331	01/17/23 10:30:00 PM	28.345
332	01/17/23 10:45:00 PM	28.320
333	01/17/23 11:00:00 PM	28.717
334	01/17/23 11:15:00 PM	28.568
335	01/17/23 11:30:00 PM	28.568
336	01/17/23 11:45:00 PM	28.468
337	01/18/23 12:00:00 AM	28.419
338	01/18/23 12:15:00 AM	28.320
339	01/18/23 12:30:00 AM	28.568
340	01/18/23 12:45:00 AM	28.543
341	01/18/23 01:00:00 AM	28.717
342	01/18/23 01:15:00 AM	28.742
343	01/18/23 01:30:00 AM	28.444
344	01/18/23 01:45:00 AM	28.543
345	01/18/23 02:00:00 AM	28.493
346	01/18/23 02:15:00 AM	28.543
347	01/18/23 02:30:00 AM	28.692
348	01/18/23 02:45:00 AM	28.593
349	01/18/23 03:00:00 AM	28.568
350	01/18/23 03:15:00 AM	28.593
351	01/18/23 03:30:00 AM	28.667
352	01/18/23 03:45:00 AM	28.841
353	01/18/23 04:00:00 AM	29.140
354	01/18/23 04:15:00 AM	29.065
355	01/18/23 04:30:00 AM	29.065
356	01/18/23 04:45:00 AM	29.140
357	01/18/23 05:00:00 AM	29.215
358	01/18/23 05:15:00 AM	29.265
359	01/18/23 05:30:00 AM	29.290
360	01/18/23 05:45:00 AM	29.165
361	01/18/23 06:00:00 AM	29.190
362	01/18/23 06:15:00 AM	29.190
363	01/18/23 06:30:00 AM	29.190
364	01/18/23 06:45:00 AM	29.190
365	01/18/23 07:00:00 AM	29.215
366	01/18/23 07:15:00 AM	29.165
367	01/18/23 07:30:00 AM	29.165
368	01/18/23 07:45:00 AM	29.165
369	01/18/23 08:00:00 AM	29.165
370	01/18/23 08:15:00 AM	29.190
371	01/18/23 08:30:00 AM	29.215
372	01/18/23 08:45:00 AM	29.240
373	01/18/23 09:00:00 AM	29.240
374	01/18/23 09:15:00 AM	29.265
375	01/18/23 09:30:00 AM	29.290
376	01/18/23 09:45:00 AM	29.290
377	01/18/23 10:00:00 AM	29.290
378	01/18/23 10:15:00 AM	29.290
379	01/18/23 10:30:00 AM	29.315
380	01/18/23 10:45:00 AM	29.340
381	01/18/23 11:00:00 AM	29.340
382	01/18/23 11:15:00 AM	29.340
383	01/18/23 11:30:00 AM	29.340
384	01/18/23 11:45:00 AM	29.315
385	01/18/23 12:00:00 PM	29.315
386	01/18/23 12:15:00 PM	29.340
387	01/18/23 12:30:00 PM	29.340
388	01/18/23 12:45:00 PM	29.340
389	01/18/23 01:00:00 PM	29.340
390	01/18/23 01:15:00 PM	29.340
391	01/18/23 01:30:00 PM	29.340
392	01/18/23 01:45:00 PM	29.340
393	01/18/23 02:00:00 PM	29.340
394	01/18/23 02:15:00 PM	29.340
395	01/18/23 02:30:00 PM	29.340
396	01/18/23 02:45:00 PM	29.340
397	01/18/23 03:00:00 PM	29.340
398	01/18/23 03:15:00 PM	29.340
399	01/18/23 03:30:00 PM	29.340
400	01/18/23 03:45:00 PM	29.340
401	01/18/23 04:00:00 PM	29.389
402	01/18/23 04:15:00 PM	29.414
403	01/18/23 04:30:00 PM	29.414
404	01/18/23 04:45:00 PM	29.414
405	01/18/23 05:00:00 PM	29.439
406	01/18/23 05:15:00 PM	29.439
407	01/18/23 05:30:00 PM	29.389
408	01/18/23 05:45:00 PM	29.365
409	01/18/23 06:00:00 PM	29.365
410	01/18/23 06:15:00 PM	29.340
411	01/18/23 06:30:00 PM	29.340
412	01/18/23 06:45:00 PM	29.340
413	01/18/23 07:00:00 PM	29.340
414	01/18/23 07:15:00 PM	29.365
415	01/18/23 07:30:00 PM	29.340
416	01/18/23 07:45:00 PM	29.340
417	01/18/23 08:00:00 PM	29.340
418	01/18/23 08:15:00 PM	29.340
419	01/18/23 08:30:00 PM	29.340
420	01/18/23 08:45:00 PM	29.290
421	01/18/23 09:00:00 PM	29.340
422	01/18/23 09:15:00 PM	29.340
423	01/18/23 09:30:00 PM	29.340
424	01/18/23 09:45:00 PM	29.365
425	01/18/23 10:00:00 PM	29.365
426	01/18/23 10:15:00 PM	29.365
427	01/18/23 10:30:00 PM	29.365
428	01/18/23 10:45:00 PM	29.389
429	01/18/23 11:00:00 PM	29.365
430	01/18/23 11:15:00 PM	29.365
431	01/18/23 11:30:00 PM	29.365
432	01/18/23 11:45:00 PM	29.389
433	01/19/23 12:00:00 AM	29.389
434	01/19/23 12:15:00 AM	29.389
435	01/19/23 12:30:00 AM	29.389
436	01/19/23 12:45:00 AM	29.389
437	01/19/23 01:00:00 AM	29.389
438	01/19/23 01:15:00 AM	29.389
439	01/19/23 01:30:00 AM	29.389
440	01/19/23 01:45:00 AM	29.389
441	01/19/23 02:00:00 AM	29.414
442	01/19/23 02:15:00 AM	29.389
443	01/19/23 02:30:00 AM	29.414
444	01/19/23 02:45:00 AM	29.389
445	01/19/23 03:00:00 AM	29.215
446	01/19/23 03:15:00 AM	29.215
447	01/19/23 03:30:00 AM	29.265
448	01/19/23 03:45:00 AM	29.240
449	01/19/23 04:00:00 AM	29.265
450	01/19/23 04:15:00 AM	29.140
451	01/19/23 04:30:00 AM	29.140
452	01/19/23 04:45:00 AM	29.140
453	01/19/23 05:00:00 AM	29.140
454	01/19/23 05:15:00 AM	29.140
455	01/19/23 05:30:00 AM	29.140
456	01/19/23 05:45:00 AM	29.115
457	01/19/23 06:00:00 AM	29.115
458	01/19/23 06:15:00 AM	29.040
459	01/19/23 06:30:00 AM	29.115
460	01/19/23 06:45:00 AM	29.115
461	01/19/23 07:00:00 AM	29.090
462	01/19/23 07:15:00 AM	29.065
463	01/19/23 07:30:00 AM	29.040
464	01/19/23 07:45:00 AM	29.090
465	01/19/23 08:00:00 AM	29.065
466	01/19/23 08:15:00 AM	29.090
467	01/19/23 08:30:00 AM	29.115
468	01/19/23 08:45:00 AM	29.065
469	01/19/23 09:00:00 AM	29.090
470	01/19/23 09:15:00 AM	29.140
471	01/19/23 09:30:00 AM	29.165
472	01/19/23 09:45:00 AM	29.190
473	01/19/23 10:00:00 AM	29.190
474	01/19/23 10:15:00 AM	29.240
475	01/19/23 10:30:00 AM	29.240
476	01/19/23 10:45:00 AM	29.265
477	01/19/23 11:00:00 AM	29.265
478	01/19/23 11:15:00 AM	29.240
479	01/19/23 11:30:00 AM	29.190
480	01/19/23 11:45:00 AM	29.090
481	01/19/23 12:00:00 PM	29.015
482	01/19/23 12:15:00 PM	29.015
483	01/19/23 12:30:00 PM	28.941
484	01/19/23 12:45:00 PM	28.916
485	01/19/23 01:00:00 PM	28.965
486	01/19/23 01:15:00 PM	28.941
487	01/19/23 01:30:00 PM	28.891
488	01/19/23 01:45:00 PM	28.816
489	01/19/23 02:00:00 PM	28.816
490	01/19/23 02:15:00 PM	28.841
491	01/19/23 02:30:00 PM	28.841
492	01/19/23 02:45:00 PM	28.841
493	01/19/23 03:00:00 PM	28.841
494	01/19/23 03:15:00 PM	28.841
495	01/19/23 03:30:00 PM	28.891
496	01/19/23 03:45:00 PM	29.090
497	01/19/23 04:00:00 PM	29.315
498	01/19/23 04:15:00 PM	29.365
499	01/19/23 04:30:00 PM	29.340
500	01/19/23 04:45:00 PM	29.265
501	01/19/23 05:00:00 PM	29.315
502	01/19/23 05:15:00 PM	29.315
503	01/19/23 05:30:00 PM	29.290
504	01/19/23 05:45:00 PM	29.265
505	01/19/23 06:00:00 PM	29.265
506	01/19/23 06:15:00 PM	29.265
507	01/19/23 06:30:00 PM	29.240
508	01/19/23 06:45:00 PM	29.240
509	01/19/23 07:00:00 PM	29.265
510	01/19/23 07:15:00 PM	29.315
511	01/19/23 07:30:00 PM	29.340
512	01/19/23 07:45:00 PM	29.365
513	01/19/23 08:00:00 PM	29.389
514	01/19/23 08:15:00 PM	29.414
515	01/19/23 08:30:00 PM	29.389
516	01/19/23 08:45:00 PM	29.389
517	01/19/23 09:00:00 PM	29.414
518	01/19/23 09:15:00 PM	29.414
519	01/19/23 09:30:00 PM	29.439
520	01/19/23 09:45:00 PM	29.439
521	01/19/23 10:00:00 PM	29.414
522	01/19/23 10:15:00 PM	29.414
523	01/19/23 10:30:00 PM	29.414
524	01/19/23 10:45:00 PM	29.389
525	01/19/23 11:00:00 PM	29.389
526	01/19/23 11:15:00 PM	29.389
527	01/19/23 11:30:00 PM	29.065
528	01/19/23 11:45:00 PM	28.791
529	01/20/23 12:00:00 AM	28.891
530	01/20/23 12:15:00 AM	28.965
531	01/20/23 12:30:00 AM	29.065
532	01/20/23 12:45:00 AM	29.140
533	01/20/23 01:00:00 AM	28.791
534	01/20/23 01:15:00 AM	28.766
535	01/20/23 01:30:00 AM	28.841
536	01/20/23 01:45:00 AM	28.841
537	01/20/23 02:00:00 AM	28.816
538	01/20/23 02:15:00 AM	28.766
539	01/20/23 02:30:00 AM	28.444
540	01/20/23 02:45:00 AM	28.568
541	01/20/23 03:00:00 AM	28.617
542	01/20/23 03:15:00 AM	28.717
543	01/20/23 03:30:00 AM	28.717
544	01/20/23 03:45:00 AM	28.518
545	01/20/23 04:00:00 AM	28.667
546	01/20/23 04:15:00 AM	28.692
547	01/20/23 04:30:00 AM	28.617
548	01/20/23 04:45:00 AM	28.617
549	01/20/23 05:00:00 AM	28.642
550	01/20/23 05:15:00 AM	28.642
551	01/20/23 05:30:00 AM	28.617
552	01/20/23 05:45:00 AM	28.617
553	01/20/23 06:00:00 AM	28.617
554	01/20/23 06:15:00 AM	28.717
555	01/20/23 06:30:00 AM	28.791
556	01/20/23 06:45:00 AM	28.990
557	01/20/23 07:00:00 AM	29.040
558	01/20/23 07:15:00 AM	28.990
559	01/20/23 07:30:00 AM	28.916
560	01/20/23 07:45:00 AM	28.891
561	01/20/23 08:00:00 AM	28.891
562	01/20/23 08:15:00 AM	28.941
563	01/20/23 08:30:00 AM	28.990
564	01/20/23 08:45:00 AM	29.015
565	01/20/23 09:00:00 AM	29.065
566	01/20/23 09:15:00 AM	29.090
567	01/20/23 09:30:00 AM	29.090
568	01/20/23 09:45:00 AM	29.065
569	01/20/23 10:00:00 AM	29.040
570	01/20/23 10:15:00 AM	28.990
571	01/20/23 10:30:00 AM	28.990
572	01/20/23 10:45:00 AM	29.015
573	01/20/23 11:00:00 AM	28.990
574	01/20/23 11:15:00 AM	28.990
575	01/20/23 11:30:00 AM	28.965
576	01/20/23 11:45:00 AM	28.941
577	01/20/23 12:00:00 PM	28.891
578	01/20/23 12:15:00 PM	28.891
579	01/20/23 12:30:00 PM	28.916
580	01/20/23 12:45:00 PM	28.941
581	01/20/23 01:00:00 PM	28.941
582	01/20/23 01:15:00 PM	28.941
583	01/20/23 01:30:00 PM	28.965
584	01/20/23 01:45:00 PM	28.965
585	01/20/23 02:00:00 PM	28.965
586	01/20/23 02:15:00 PM	28.990
587	01/20/23 02:30:00 PM	28.990
588	01/20/23 02:45:00 PM	29.015
589	01/20/23 03:00:00 PM	29.015
590	01/20/23 03:15:00 PM	29.040
591	01/20/23 03:30:00 PM	29.015
592	01/20/23 03:45:00 PM	29.040
593	01/20/23 04:00:00 PM	29.065
594	01/20/23 04:15:00 PM	29.065
595	01/20/23 04:30:00 PM	29.065
596	01/20/23 04:45:00 PM	29.090
597	01/20/23 05:00:00 PM	29.090
598	01/20/23 05:15:00 PM	29.090
599	01/20/23 05:30:00 PM	29.115
600	01/20/23 05:45:00 PM	29.140
601	01/20/23 06:00:00 PM	29.165
602	01/20/23 06:15:00 PM	29.140
603	01/20/23 06:30:00 PM	29.140
604	01/20/23 06:45:00 PM	29.115
605	01/20/23 07:00:00 PM	29.090
606	01/20/23 07:15:00 PM	29.115
607	01/20/23 07:30:00 PM	29.115
608	01/20/23 07:45:00 PM	29.115
609	01/20/23 08:00:00 PM	29.115
610	01/20/23 08:15:00 PM	29.115
611	01/20/23 08:30:00 PM	29.115
612	01/20/23 08:45:00 PM	29.090
613	01/20/23 09:00:00 PM	29.065
614	01/20/23 09:15:00 PM	29.090
615	01/20/23 09:30:00 PM	29.115
616	01/20/23 09:45:00 PM	29.115
617	01/20/23 10:00:00 PM	29.115
618	01/20/23 10:15:00 PM	29.115
619	01/20/23 10:30:00 PM	29.065
620	01/20/23 10:45:00 PM	29.065
621	01/20/23 11:00:00 PM	29.090
622	01/20/23 11:15:00 PM	29.115
623	01/20/23 11:30:00 PM	29.140
624	01/20/23 11:45:00 PM	29.165
625	01/21/23 12:00:00 AM	29.165
626	01/21/23 12:15:00 AM	29.140
627	01/21/23 12:30:00 AM	29.140
628	01/21/23 12:45:00 AM	29.140
629	01/21/23 01:00:00 AM	29.140
630	01/21/23 01:15:00 AM	29.165
631	01/21/23 01:30:00 AM	29.165
632	01/21/23 01:45:00 AM	29.165
633	01/21/23 02:00:00 AM	29.165
634	01/21/23 02:15:00 AM	29.165
635	01/21/23 02:30:00 AM	29.165
636	01/21/23 02:45:00 AM	29.165
637	01/21/23 03:00:00 AM	29.165
638	01/21/23 03:15:00 AM	29.165
639	01/21/23 03:30:00 AM	29.165
640	01/21/23 03:45:00 AM	29.165
641	01/21/23 04:00:00 AM	29.165
642	01/21/23 04:15:00 AM	29.165
643	01/21/23 04:30:00 AM	29.165
644	01/21/23 04:45:00 AM	29.165
645	01/21/23 05:00:00 AM	29.165
646	01/21/23 05:15:00 AM	29.165
647	01/21/23 05:30:00 AM	29.165
648	01/21/23 05:45:00 AM	29.140
649	01/21/23 06:00:00 AM	29.115
650	01/21/23 06:15:00 AM	28.941
651	01/21/23 06:30:00 AM	28.816
652	01/21/23 06:45:00 AM	28.692
653	01/21/23 07:00:00 AM	28.816
654	01/21/23 07:15:00 AM	28.916
655	01/21/23 07:30:00 AM	29.040
656	01/21/23 07:45:00 AM	29.090
657	01/21/23 08:00:00 AM	29.115
658	01/21/23 08:15:00 AM	29.115
659	01/21/23 08:30:00 AM	29.140
660	01/21/23 08:45:00 AM	29.165
661	01/21/23 09:00:00 AM	29.140
662	01/21/23 09:15:00 AM	29.165
663	01/21/23 09:30:00 AM	29.190
664	01/21/23 09:45:00 AM	29.190
