Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4
2/1/19	21:35:24	2.11	4.3948	4.4786	4.2674	4.3607
2/1/19	21:35:26	4.09	4.3942	4.4804	4.2688	4.3632
2/1/19	21:35:28	5.34	4.3931	4.4793	4.2674	4.3653
2/1/19	21:35:29	6.81	4.3931	4.4764	4.2677	4.3663
2/1/19	21:35:31	8.34	4.391	4.4743	4.2658	4.3671
2/1/19	21:35:32	10.08	4.3925	4.473	4.2646	4.3673
2/1/19	21:35:35	12.42	4.3922	4.475	4.2628	4.3705
2/1/19	21:35:36	14.05	4.3931	4.4736	4.2628	4.3736
2/1/19	21:35:38	15.45	4.3914	4.473	4.263	4.3744
2/1/19	21:35:39	17.14	4.3855	4.472	4.2637	4.3753
2/1/19	21:35:41	18.59	4.3833	4.473	4.2628	4.3751
2/1/19	21:35:42	19.92	4.3794	4.474	4.264	4.3765
2/1/19	21:35:44	21.61	4.3819	4.475	4.2648	4.3768
2/1/19	21:35:45	23.19	4.3818	4.4726	4.2669	4.3764
2/1/19	21:35:47	24.98	4.3805	4.4702	4.2671	4.3775
2/1/19	21:35:49	27.17	4.3836	4.4664	4.2682	4.3778
2/1/19	21:35:51	28.67	4.3839	4.4669	4.2701	4.3809
2/1/19	21:35:53	30.94	4.3894	4.4664	4.2705	4.3823
2/1/19	21:35:54	32.17	4.3843	4.4685	4.2711	4.3836
2/1/19	21:35:56	33.52	4.3858	4.4694	4.2703	4.3834
2/1/19	21:35:57	35.03	4.3828	4.4706	4.2714	4.3834
2/1/19	21:35:59	36.98	4.3848	4.4698	4.2686	4.3825
2/1/19	21:36:01	38.48	4.3818	4.4692	4.2686	4.3845
2/1/19	21:36:02	40.05	4.3822	4.4688	4.2669	4.3855
2/1/19	21:36:04	41.47	4.379	4.4688	4.2688	4.3875
2/1/19	21:36:05	42.55	4.38	4.4685	4.2674	4.3864
2/1/19	21:36:06	44.08	4.3776	4.4674	4.2679	4.3863
2/1/19	21:36:08	45.56	4.3785	4.4678	4.2673	4.3858
2/1/19	21:36:09	46.97	4.3749	4.4672	4.2686	4.3867
2/1/19	21:36:11	48.37	4.3749	4.4674	4.2697	4.3891
2/1/19	21:36:12	49.81	4.3745	4.4658	4.2692	4.3896
2/1/19	21:36:13	51.19	4.3742	4.4648	4.2701	4.39
2/1/19	21:36:15	52.39	4.3751	4.463	4.2703	4.3887
2/1/19	21:36:16	53.62	4.3746	4.4616	4.2715	4.3897
2/1/19	21:36:17	54.95	4.3732	4.4623	4.2705	4.388
2/1/19	21:36:19	56.47	4.3725	4.4633	4.2701	4.3872
2/1/19	21:36:20	57.8	4.3745	4.4634	4.2697	4.3864
2/1/19	21:36:22	59.34	4.3764	4.4614	4.2696	4.3883
2/1/19	21:36:23	60.55	4.3723	4.4609	4.2697	4.3889
2/1/19	21:36:24	61.72	4.3706	4.4593	4.2692	4.3884
2/1/19	21:36:25	63.11	4.3705	4.4589	4.2688	4.3896
2/1/19	21:36:27	64.48	4.3713	4.4589	4.2667	4.3922
2/1/19	21:36:28	65.8	4.3691	4.4594	4.2686	4.3949
2/1/19	21:36:30	67.37	4.3669	4.459	4.2693	4.3951
2/1/19	21:36:31	68.55	4.3681	4.4596	4.2715	4.3945
2/1/19	21:36:32	69.72	4.3691	4.46	4.2723	4.3945
2/1/19	21:36:33	71.22	4.3702	4.4609	4.2726	4.393
2/1/19	21:36:35	72.39	4.3685	4.459	4.2692	4.3926
2/1/19	21:36:36	73.77	4.3659	4.458	4.2675	4.3908
2/1/19	21:36:37	75.28	4.3665	4.4558	4.2667	4.3905
2/1/19	21:36:39	76.64	4.3651	4.4559	4.2703	4.3874
2/1/19	21:36:40	78.06	4.3637	4.4563	4.2696	4.3858
2/1/19	21:36:42	79.34	4.3608	4.4587	4.2703	4.3852
2/1/19	21:36:43	80.55	4.3621	4.457	4.2686	4.3879
2/1/19	21:36:44	82	4.3639	4.4555	4.2699	4.3903
2/1/19	21:36:45	83.28	4.3637	4.4526	4.2686	4.39
2/1/19	21:36:47	84.84	4.3612	4.4524	4.2699	4.3908
2/1/19	21:36:48	86.09	4.3608	4.4532	4.2696	4.3914
2/1/19	21:36:49	87.33	4.3598	4.4542	4.2718	4.3941
2/1/19	21:36:51	88.42	4.3638	4.4544	4.2713	4.3912
2/1/19	21:36:52	89.77	4.3634	4.4529	4.272	4.3922
2/1/19	21:36:53	91.33	4.3641	4.4495	4.2708	4.3912
2/1/19	21:36:55	92.86	4.3612	4.4463	4.2708	4.3938
2/1/19	21:36:56	94.27	4.358	4.4447	4.2705	4.3926
2/1/19	21:36:58	95.95	4.3571	4.4471	4.2713	4.3933
2/1/19	21:36:59	97.28	4.3558	4.4496	4.2719	4.3917
2/1/19	21:37:01	98.89	4.3584	4.4497	4.2719	4.39
2/1/19	21:37:02	100.17	4.3572	4.449	4.2726	4.3889
2/1/19	21:37:03	101.28	4.355	4.4497	4.2733	4.3893
2/1/19	21:37:05	102.75	4.3537	4.4494	4.2724	4.3884
2/1/19	21:37:06	104.06	4.3531	4.4486	4.2713	4.3875
2/1/19	21:37:08	105.45	4.3554	4.4471	4.2724	4.3855
2/1/19	21:37:09	106.72	4.353	4.4466	4.2743	4.3859
2/1/19	21:37:10	107.87	4.3533	4.446	4.2737	4.3858
2/1/19	21:37:11	109.08	4.3485	4.4466	4.2702	4.3887
2/1/19	21:37:13	110.92	4.3463	4.4457	4.2701	4.3909
2/1/19	21:37:15	112.34	4.3439	4.4443	4.2708	4.3896
2/1/19	21:37:16	113.72	4.3462	4.4411	4.2732	4.3872
2/1/19	21:37:17	115.02	4.3482	4.4412	4.2728	4.3842
2/1/19	21:37:18	116.19	4.349	4.4401	4.2742	4.3842
2/1/19	21:37:20	117.78	4.3495	4.44	4.2737	4.3829
2/1/19	21:37:21	119.23	4.3499	4.4398	4.2739	4.3837
2/1/19	21:37:23	120.34	4.351	4.4415	4.2738	4.3829
2/1/19	21:37:24	121.59	4.3487	4.4405	4.2722	4.3829
2/1/19	21:37:25	123.14	4.3476	4.4378	4.2719	4.3824
2/1/19	21:37:27	124.59	4.3439	4.436	4.2712	4.3829
2/1/19	21:37:28	125.91	4.3407	4.4366	4.2723	4.3852
2/1/19	21:37:30	127.34	4.3374	4.4386	4.2724	4.3833
