Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4
1/29/2019	22:25:06	2.05	3.7426	4.3549	3.8743	4.2929
1/29/2019	22:25:07	3.78	3.7414	4.3559	3.8711	4.2924
1/29/2019	22:25:09	5.11	3.7395	4.354	3.8687	4.2897
1/29/2019	22:25:10	6.47	3.7394	4.3531	3.8673	4.2905
1/29/2019	22:25:11	7.78	3.7392	4.3513	3.8656	4.288
1/29/2019	22:25:13	9.23	3.7389	4.3525	3.8628	4.2872
1/29/2019	22:25:14	10.44	3.7387	4.3528	3.8597	4.2871
1/29/2019	22:25:15	11.7	3.7366	4.3515	3.8607	4.2884
1/29/2019	22:25:17	13	3.7361	4.3498	3.8588	4.2907
1/29/2019	22:25:18	14.53	3.7318	4.3488	3.8587	4.2914
1/29/2019	22:25:20	15.98	3.729	4.3473	3.8537	4.2935
1/29/2019	22:25:21	17.47	3.725	4.3467	3.8521	4.2925
1/29/2019	22:25:23	18.8	3.7242	4.3456	3.8485	4.2912
1/29/2019	22:25:24	19.91	3.7234	4.3463	3.848	4.2891
1/29/2019	22:25:25	21.12	3.723	4.3465	3.8455	4.288
1/29/2019	22:25:26	22.41	3.723	4.3465	3.8451	4.2861
1/29/2019	22:25:27	23.62	3.7242	4.3459	3.8439	4.2856
1/29/2019	22:25:29	24.86	3.7253	4.3446	3.8441	4.2859
1/29/2019	22:25:30	26.03	3.7236	4.3473	3.8423	4.2853
1/29/2019	22:25:31	27.22	3.72	4.3488	3.8408	4.285
1/29/2019	22:25:32	28.42	3.7158	4.3505	3.84	4.2856
1/29/2019	22:25:34	29.8	3.7132	4.3479	3.8394	4.2854
1/29/2019	22:25:35	31.25	3.7103	4.3469	3.8386	4.2866
1/29/2019	22:25:37	32.81	3.7085	4.3462	3.8361	4.2861
1/29/2019	22:25:38	34.28	3.7074	4.348	3.8332	4.2881
1/29/2019	22:25:39	35.66	3.7078	4.348	3.8307	4.2866
1/29/2019	22:25:41	37.11	3.7064	4.3469	3.8307	4.2862
1/29/2019	22:25:42	38.7	3.7042	4.3436	3.8301	4.2833
1/29/2019	22:25:44	39.89	3.7007	4.3435	3.8301	4.281
1/29/2019	22:25:45	41.08	3.6978	4.3429	3.8277	4.2803
1/29/2019	22:25:46	42.2	3.6956	4.3442	3.8258	4.2786
1/29/2019	22:25:47	43.66	3.694	4.3424	3.8212	4.2802
1/29/2019	22:25:49	44.83	3.6931	4.3424	3.8192	4.2792
1/29/2019	22:25:50	46.02	3.6904	4.3423	3.8182	4.2816
1/29/2019	22:25:51	47.36	3.6877	4.3438	3.8174	4.2805
1/29/2019	22:25:52	48.72	3.6841	4.3446	3.814	4.2822
1/29/2019	22:25:54	49.95	3.681	4.3454	3.8127	4.2819
1/29/2019	22:25:55	51.34	3.6784	4.3458	3.8111	4.284
1/29/2019	22:25:57	52.84	3.6756	4.3469	3.8122	4.2813
1/29/2019	22:25:58	54.25	3.6749	4.3466	3.8101	4.281
1/29/2019	22:25:59	55.47	3.6748	4.3459	3.8095	4.2793
1/29/2019	22:26:01	56.84	3.6751	4.3443	3.807	4.2796
1/29/2019	22:26:02	58.08	3.6746	4.3443	3.8058	4.2783
1/29/2019	22:26:03	59.5	3.673	4.344	3.8048	4.2781
1/29/2019	22:26:05	60.8	3.6729	4.345	3.8063	4.2761
1/29/2019	22:26:06	62.16	3.6726	4.344	3.8052	4.2745
1/29/2019	22:26:07	63.69	3.6717	4.3447	3.8044	4.2725
1/29/2019	22:26:09	65.19	3.6692	4.3435	3.8027	4.2724
1/29/2019	22:26:10	66.44	3.6677	4.3425	3.8036	4.2728
1/29/2019	22:26:12	67.84	3.6677	4.3408	3.8017	4.2706
1/29/2019	22:26:13	69.03	3.6666	4.34	3.7999	4.2708
1/29/2019	22:26:14	70.41	3.6642	4.3392	3.7981	4.2718
1/29/2019	22:26:15	71.72	3.6608	4.3402	3.7972	4.2748
1/29/2019	22:26:17	72.91	3.66	4.341	3.7943	4.2744
1/29/2019	22:26:18	74.2	3.6602	4.3425	3.7913	4.272
1/29/2019	22:26:19	75.45	3.659	4.3435	3.7892	4.2706
1/29/2019	22:26:21	76.91	3.658	4.3415	3.7891	4.27
1/29/2019	22:26:22	78.31	3.6569	4.3412	3.7896	4.2706
1/29/2019	22:26:23	79.5	3.6552	4.3406	3.7871	4.2669
1/29/2019	22:26:25	80.87	3.654	4.3416	3.785	4.2663
1/29/2019	22:26:26	82.11	3.6506	4.3421	3.7819	4.2655
1/29/2019	22:26:27	83.25	3.6507	4.3421	3.7828	4.2689
