7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1679247840, +3.52, +28.991,    +2.2, +1088.0,  +270.0,  -128.0
1679248440, +3.52, +29.015,    +4.1, +1068.0,  +252.0,   -56.0
1679249040, +3.52, +29.113,    +5.7, +1070.0,  +256.0,   -61.0
1679249640, +3.52, +29.105,    +6.3, +1072.0,  +256.0,   -64.0
1679250240, +3.52, +29.129,    +6.5, +1072.0,  +256.0,   -60.0
1679250840, +3.52, +29.121,    +7.9, +1072.0,  +252.0,   -64.0
1679251440, +3.52, +29.219,    +9.6, +1072.0,  +252.0,   -61.0
1679252040, +3.52, +29.243,   +13.1, +1063.0,  +243.0,   -36.0
1679252640, +3.52, +29.284,   +16.7, +1072.0,  +256.0,   -64.0
1679253240, +3.52, +29.308,   +21.4, +1008.0,  +207.0,   +64.0
1679253840, +3.52, +29.300,   +24.8, +1072.0,  +256.0,   -64.0
1679254440, +3.52, +29.308,   +27.5, +1075.0,  +256.0,   -68.0
1679255040, +3.52, +29.308,   +29.1, +1068.0,  +252.0,   -52.0
1679255640, +3.52, +29.308,   +29.5, +1049.0,  +231.0,    +4.0
1679256240, +3.52, +29.300,   +31.4, +1032.0,  +220.0,   +39.0
1679256840, +3.52, +29.308,   +34.1, +1072.0,  +252.0,   -64.0
1679257440, +3.52, +29.300,   +35.9,  +992.0,  +200.0,   +64.0
1679258040, +3.52, +29.308,   +14.4, +1055.0,  +240.0,   -20.0
1679258640, +3.52, +29.292,   +28.5, +1059.0,  +240.0,   -20.0
1679259240, +3.52, +29.308,   +43.8,  +999.0,  +204.0,   +64.0
1679259840, +3.52, +29.300,   +51.4, +1064.0,  +248.0,   -50.0
1679260440, +3.52, +29.308,   +56.6, +1048.0,  +232.0,    +6.0
1679261040, +3.52, +29.300,   +59.0, +1059.0,  +246.0,   -29.0
1679261640, +3.52, +29.292,   +51.8, +1000.0,  +206.0,   +62.0
1679262240, +3.52, +29.308,   +80.6, +1049.0,  +232.0,    +3.0
1679262840, +3.52, +29.300,   +59.1, +1036.0,  +224.0,   +30.0
1679263440, +3.52, +29.292,   +52.3, +1068.0,  +249.0,   -50.0
1679264040, +3.52, +29.227,   +43.8, +1072.0,  +256.0,   -64.0
1679264640, +3.52, +29.211,   +34.2, +1068.0,  +256.0,   -58.0
1679265240, +3.52, +29.203,   +28.1, +1068.0,  +248.0,   -52.0
1679265840, +3.52, +29.194,   +24.4, +1072.0,  +252.0,   -64.0
1679266440, +3.52, +29.227,   +15.5, +1063.0,  +246.0,   -45.0
1679267040, +3.52, +29.251,   +17.3, +1059.0,  +240.0,   -29.0
1679267640, +3.52, +29.268,   +18.7, +1075.0,  +264.0,   -92.0
1679268240, +3.52, +29.276,   +13.0, +1064.0,  +248.0,   -45.0
1679268840, +3.52, +29.292,    +8.9, +1060.0,  +240.0,   -28.0
1679269440, +3.52, +29.300,   +17.5, +1065.0,  +248.0,   -48.0
1679270040, +3.52, +29.308,   +17.9, +1041.0,  +228.0,   +24.0
1679270640, +3.52, +29.308,   +16.7, +1070.0,  +248.0,   -52.0
1679271240, +3.52, +29.308,   +15.1, +1054.0,  +236.0,    -8.0
1679271840, +3.52, +29.317,   +20.3, +1072.0,  +252.0,   -64.0
1679272440, +3.52, +29.308,   +25.8,  +993.0,  +200.0,   +64.0
1679273040, +3.52, +29.300,   +29.1, +1006.0,  +208.0,   +64.0
1679273640, +3.52, +29.308,   +34.2, +1070.0,  +252.0,   -58.0
1679274240, +3.52, +29.170,   +31.0, +1080.0,  +264.0,   -84.0
1679274840, +3.52, +29.056,   +35.5, +1052.0,  +232.0,    +0.0
1679275440, +3.52, +29.015,   +24.1, +1072.0,  +256.0,   -64.0
1679276040, +3.52, +29.040,   +16.2, +1059.0,  +248.0,   -32.0
1679276640, +3.52, +29.162,   +36.2, +1063.0,  +248.0,   -36.0
1679277240, +3.52, +29.170,   +35.6, +1072.0,  +252.0,   -64.0
1679277840, +3.52, +28.999,   +14.9, +1072.0,  +256.0,   -64.0
1679278440, +3.52, +29.121,    +7.5, +1049.0,  +232.0,    +8.0
1679279040, +3.52, +29.097,    +9.8, +1072.0,  +256.0,   -64.0
1679279640, +3.52, +28.991,   +12.9, +1072.0,  +259.0,   -77.0
1679280240, +3.52, +28.950,   +14.6, +1088.0,  +270.0,  -128.0
1679280840, +3.52, +28.950,   +11.5, +1086.0,  +270.0,  -125.0
1679281440, +3.52, +29.113,   +10.2, +1072.0,  +256.0,   -64.0
1679282040, +3.52, +29.194,   +10.2, +1072.0,  +252.0,   -64.0
1679282640, +3.52, +29.251,    +9.9, +1068.0,  +256.0,   -60.0
1679283240, +3.52, +29.276,    +9.2, +1052.0,  +240.0,    -8.0
1679283840, +3.52, +29.284,    +8.0,  +992.0,  +200.0,   +64.0
1679284440, +3.52, +29.292,    +6.4, +1007.0,  +208.0,   +60.0
1679285040, +3.52, +29.292,    +5.2, +1064.0,  +248.0,   -50.0
1679285640, +3.52, +29.292,    +4.3, +1065.0,  +248.0,   -48.0
1679286240, +3.52, +29.292,    +3.8, +1056.0,  +240.0,   -16.0
1679286840, +3.52, +29.308,    +4.5,  +988.0,  +201.0,   +64.0
1679287440, +3.52, +29.317,    +4.6, +1027.0,  +216.0,   +44.0
1679288040, +3.52, +29.308,    +4.4, +1036.0,  +224.0,   +32.0
1679288640, +3.52, +29.300,    +3.6,  +992.0,  +204.0,   +64.0
1679289240, +3.52, +29.300,    +2.3, +1001.0,  +207.0,   +62.0
1679289840, +3.52, +29.300,    +1.1, +1014.0,  +211.0,   +54.0
1679290440, +3.52, +29.292,    -0.1, +1008.0,  +208.0,   +62.0
1679291040, +3.52, +29.268,    -0.4, +1075.0,  +260.0,   -80.0
1679291640, +3.52, +29.268,    -0.4, +1004.0,  +208.0,   +62.0
1679292240, +3.52, +29.276,    -0.5, +1052.0,  +236.0,    +0.0
1679292840, +3.52, +29.284,    -0.3, +1049.0,  +232.0,    +4.0
1679293440, +3.52, +29.284,    -0.4, +1072.0,  +252.0,   -61.0
1679294040, +3.52, +29.300,    -0.4, +1059.0,  +243.0,   -26.0
1679294640, +3.52, +29.292,    -0.5, +1068.0,  +252.0,   -52.0
1679295240, +3.52, +29.292,    -0.4, +1027.0,  +220.0,   +40.0
1679295840, +3.52, +29.292,    -0.3,  +998.0,  +204.0,   +62.0
1679296440, +3.52, +29.300,    -0.4, +1072.0,  +256.0,   -64.0
1679297040, +3.52, +29.284,    -0.4, +1040.0,  +224.0,   +20.0
1679297640, +3.52, +29.276,    -0.3, +1070.0,  +252.0,   -56.0
1679298240, +3.52, +29.276,    -0.3, +1076.0,  +259.0,   -80.0
1679298840, +3.52, +29.284,    -0.5, +1036.0,  +224.0,   +32.0
1679299440, +3.52, +29.284,    -0.4,  +990.0,  +200.0,   +65.0
1679300040, +3.52, +29.292,    -0.5, +1068.0,  +248.0,   -56.0
1679300640, +3.52, +29.292,    -0.4,  +988.0,  +200.0,   +64.0
1679301240, +3.52, +29.284,    -0.5, +1064.0,  +248.0,   -40.0
1679301840, +3.52, +29.292,    -0.3, +1068.0,  +252.0,   -52.0
1679302440, +3.52, +29.284,    -0.4, +1039.0,  +227.0,   +22.0
1679303040, +3.52, +29.300,    -0.4, +1068.0,  +248.0,   -56.0
1679303640, +3.52, +29.292,    -0.4,  +993.0,  +204.0,   +64.0
1679304240, +3.52, +29.300,    -0.3, +1025.0,  +216.0,   +48.0
1679304840, +3.52, +29.292,    -0.3,  +992.0,  +200.0,   +67.0
1679305440, +3.52, +29.292,    -0.3, +1068.0,  +252.0,   -56.0
1679306040, +3.52, +29.300,    -0.4, +1070.0,  +248.0,   -58.0
1679306640, +3.52, +29.292,    -0.4, +1063.0,  +248.0,   -44.0
1679307240, +3.52, +29.292,    -0.4, +1064.0,  +248.0,   -48.0
1679307840, +3.52, +29.292,    -0.3, +1064.0,  +248.0,   -48.0
1679308440, +3.52, +29.300,    -0.4, +1060.0,  +246.0,   -32.0
1679309040, +3.52, +29.292,    -0.4, +1070.0,  +256.0,   -64.0
1679309640, +3.52, +29.300,    -0.4,  +993.0,  +200.0,   +64.0
1679310240, +3.52, +29.276,    -0.4, +1056.0,  +240.0,   -18.0
1679310840, +3.52, +29.129,    -0.4, +1068.0,  +252.0,   -60.0
1679311440, +3.52, +29.105,    -0.4, +1059.0,  +240.0,   -25.0
1679312040, +3.52, +29.113,    -0.4, +1072.0,  +257.0,   -72.0
1679312640, +3.52, +29.105,    -0.3, +1075.0,  +259.0,   -80.0
1679313240, +3.52, +29.137,    -0.4, +1072.0,  +256.0,   -64.0
1679313840, +3.52, +29.211,    -0.3, +1072.0,  +252.0,   -58.0
1679314440, +3.52, +29.251,    -0.5, +1080.0,  +264.0,   -96.0
1679315040, +3.52, +29.203,    -0.4, +1068.0,  +252.0,   -48.0
1679315640, +3.52, +29.154,    -0.3, +1068.0,  +248.0,   -48.0
1679316240, +3.52, +29.129,    -0.3, +1080.0,  +262.0,   -90.0
1679316840, +3.52, +29.113,    -0.4, +1072.0,  +256.0,   -64.0
1679317440, +3.52, +29.129,    -0.3, +1067.0,  +252.0,   -52.0
1679318040, +3.52, +29.121,    -0.5, +1079.0,  +262.0,   -90.0
1679318640, +3.52, +29.121,    -0.4, +1070.0,  +252.0,   -60.0
1679319240, +3.52, +29.121,    -0.4, +1070.0,  +256.0,   -64.0
1679319840, +3.52, +29.137,    -0.3, +1048.0,  +232.0,    +6.0
1679320440, +3.52, +29.146,    -0.3, +1059.0,  +240.0,   -28.0
