7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1676637840, +3.52, +28.697,    -0.3, +1073.0,  +288.0,  -104.0
1676638440, +3.52, +28.681,    -0.4, +1072.0,  +288.0,  -104.0
1676639040, +3.52, +28.762,    -0.4, +1070.0,  +288.0,   -96.0
1676639640, +3.52, +28.901,    -0.3, +1070.0,  +286.0,   -88.0
1676640240, +3.52, +28.934,    -0.3, +1072.0,  +289.0,  -100.0
1676640840, +3.52, +28.860,    -0.3, +1068.0,  +288.0,   -96.0
1676641440, +3.52, +28.975,    -0.4, +1048.0,  +264.0,   -16.0
1676642040, +3.52, +28.811,    -0.4, +1072.0,  +288.0,   -96.0
1676642640, +3.52, +28.803,    -0.4, +1075.0,  +292.0,  -114.0
1676643240, +3.52, +28.893,    -0.3, +1063.0,  +280.0,   -72.0
1676643840, +3.52, +28.730,    -0.3, +1064.0,  +280.0,   -80.0
1676644440, +3.52, +28.877,    -0.4, +1072.0,  +288.0,   -96.0
1676645040, +3.52, +28.983,    -0.4, +1062.0,  +280.0,   -61.0
1676645640, +3.52, +28.966,    -0.4, +1055.0,  +272.0,   -48.0
1676646240, +3.52, +28.803,    -0.2, +1062.0,  +272.0,   -58.0
1676646840, +3.52, +28.966,    -0.5, +1064.0,  +280.0,   -78.0
1676647440, +3.52, +29.048,    -0.4, +1048.0,  +264.0,   -26.0
1676648040, +3.52, +29.097,    -0.3, +1062.0,  +281.0,   -72.0
1676648640, +3.52, +29.113,    -0.4, +1063.0,  +280.0,   -72.0
1676649240, +3.52, +29.121,    -0.4, +1064.0,  +280.0,   -77.0
1676649840, +3.52, +29.137,    -0.4, +1062.0,  +280.0,   -64.0
1676650440, +3.52, +29.154,    -0.4, +1072.0,  +284.0,   -88.0
1676651040, +3.52, +29.121,    -0.3, +1064.0,  +280.0,   -72.0
1676651640, +3.52, +28.975,    -0.3, +1072.0,  +288.0,  -104.0
