7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1689600840, +3.49, +28.083,    -0.4, +1038.0,  +216.0,   +30.0
1689601440, +3.49, +28.050,    -0.5, +1036.0,  +216.0,   +35.0
1689602040, +3.49, +28.050,    -0.5, +1035.0,  +216.0,   +40.0
1689602640, +3.49, +28.083,    -0.4, +1039.0,  +216.0,   +24.0
1689603240, +3.49, +28.091,    -0.3, +1038.0,  +216.0,   +32.0
1689603840, +3.49, +28.074,    -0.4, +1036.0,  +216.0,   +32.0
1689604440, +3.50, +28.017,    -0.4, +1036.0,  +214.0,   +35.0
1689605040, +3.50, +28.033,    -0.5, +1033.0,  +216.0,   +36.0
1689605640, +3.50, +28.042,    -0.4, +1036.0,  +216.0,   +32.0
1689606240, +3.50, +28.050,    -0.4, +1039.0,  +216.0,   +30.0
1689606840, +3.50, +28.058,    -0.4, +1035.0,  +216.0,   +35.0
1689607440, +3.49, +28.066,    -0.4, +1038.0,  +216.0,   +32.0
1689608040, +3.49, +28.058,    -0.5, +1039.0,  +216.0,   +28.0
1689608640, +3.50, +28.058,    -0.5, +1036.0,  +216.0,   +32.0
1689609240, +3.50, +28.050,    -0.4, +1038.0,  +216.0,   +36.0
1689609840, +3.49, +28.058,    -0.4, +1039.0,  +216.0,   +28.0
1689610440, +3.49, +28.058,    -0.4, +1039.0,  +216.0,   +28.0
1689611040, +3.50, +28.058,    -0.4, +1039.0,  +216.0,   +33.0
1689611640, +3.50, +28.058,    -0.3, +1039.0,  +214.0,   +32.0
1689612240, +3.50, +28.066,    -0.4, +1039.0,  +216.0,   +30.0
1689612840, +3.49, +28.066,    -0.3, +1036.0,  +216.0,   +32.0
1689613440, +3.50, +28.066,    -0.3, +1038.0,  +216.0,   +32.0
1689614040, +3.50, +28.074,    -0.3, +1038.0,  +216.0,   +32.0
1689614640, +3.50, +28.074,    -0.4, +1040.0,  +216.0,   +24.0
1689615240, +3.50, +28.074,    -0.4, +1036.0,  +216.0,   +30.0
1689615840, +3.49, +28.066,    -0.2, +1036.0,  +214.0,   +35.0
1689616440, +3.50, +28.083,    -0.0, +1038.0,  +216.0,   +28.0
1689617040, +3.50, +28.074,    +0.2, +1039.0,  +216.0,   +24.0
1689617640, +3.50, +28.074,    +0.9, +1039.0,  +216.0,   +32.0
1689618240, +3.50, +28.083,    +1.6, +1038.0,  +216.0,   +32.0
1689618840, +3.50, +28.074,    +1.9, +1036.0,  +216.0,   +32.0
