7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1697307780, +3.49, +28.222,   +12.6, +1116.0,  +224.0,  -104.0
1697308380, +3.49, +28.230,   +15.3, +1113.0,  +224.0,   -90.0
1697308980, +3.49, +28.230,   +16.8, +1113.0,  +227.0,   -96.0
1697309580, +3.49, +28.247,   +18.2, +1046.0,  +176.0,   +80.0
1697310180, +3.49, +28.247,   +24.1, +1036.0,  +172.0,   +96.0
1697310780, +3.49, +28.238,   +25.7, +1116.0,  +195.0,   -80.0
1697311380, +3.49, +28.255,   +24.4, +1006.0,  +163.0,   +96.0
1697311980, +3.49, +28.255,   +28.4, +1120.0,  +216.0,  -104.0
1697312580, +3.49, +28.263,   +28.8, +1118.0,  +224.0,  -100.0
1697313180, +3.49, +28.255,   +33.4, +1039.0,  +172.0,   +92.0
1697313780, +3.49, +28.263,   +39.5, +1024.0,  +167.0,   +96.0
1697314380, +3.49, +28.255,   +16.1, +1116.0,  +198.0,   -80.0
1697314980, +3.49, +28.247,   +28.7, +1116.0,  +224.0,  -104.0
1697315580, +3.49, +28.238,   +57.9, +1118.0,  +220.0,  -100.0
1697316180, +3.49, +28.238,   +52.4, +1120.0,  +216.0,   -98.0
1697316780, +3.49, +28.238,   +59.2, +1024.0,  +168.0,   +96.0
1697317380, +3.49, +28.247,   +65.5, +1027.0,  +168.0,   +96.0
1697317980, +3.49, +28.255,   +66.9, +1112.0,  +228.0,   -88.0
1697318580, +3.49, +28.238,   +71.7, +1059.0,  +184.0,   +64.0
1697319180, +3.49, +28.255,   +43.4, +1052.0,  +179.0,   +76.0
1697319780, +3.49, +28.255,   +34.0, +1014.0,  +163.0,  +102.0
1697320380, +3.49, +28.247,  +138.9, +1113.0,  +184.0,   -58.0
1697320980, +3.49, +28.255,  +142.3, +1057.0,  +184.0,   +64.0
1697321580, +3.49, +28.271,   +66.6, +1120.0,  +224.0,  -104.0
1697322180, +3.49, +28.279,  +110.7, +1079.0,  +195.0,   +24.0
