7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1675941840, +3.52, +28.950,    -0.4, +1072.0,  +294.0,  -100.0
1675942440, +3.52, +28.950,    -0.5, +1086.0,  +297.0,  -144.0
1675943040, +3.52, +28.966,    -0.4, +1080.0,  +300.0,  -125.0
1675943640, +3.52, +28.958,    -0.4, +1087.0,  +296.0,  -152.0
1675944240, +3.52, +28.966,    -0.4, +1080.0,  +256.0,   -97.0
1675944840, +3.52, +28.975,    -0.3, +1087.0,  +288.0,  -148.0
1675945440, +3.52, +28.966,    -0.5, +1075.0,  +296.0,  -110.0
1675946040, +3.52, +28.958,    -0.4, +1084.0,  +264.0,  -116.0
1675946640, +3.52, +28.958,    -0.4, +1087.0,  +291.0,  -148.0
1675947240, +3.52, +28.689,    -0.4,  +984.0,  +227.0,   +62.0
1675947840, +3.52, +28.427,    -0.3,  +984.0,  +225.0,   +60.0
1675948440, +3.52, +28.394,    -0.5,  +985.0,  +227.0,   +60.0
1675949040, +3.52, +28.517,    -0.5,  +984.0,  +227.0,   +62.0
1675949640, +3.52, +28.402,    -0.3,  +984.0,  +227.0,   +60.0
1675950240, +3.52, +28.370,    -0.4,  +993.0,  +232.0,   +60.0
1675950840, +3.52, +28.247,    -0.3, +1020.0,  +248.0,   +44.0
1675951440, +3.52, +28.083,    -0.5, +1032.0,  +256.0,   +24.0
1675952040, +3.52, +27.910,    -0.5, +1056.0,  +280.0,   -44.0
1675952640, +3.52, +27.943,    -0.5, +1008.0,  +240.0,   +52.0
1675953240, +3.52, +27.894,    -0.4, +1054.0,  +271.0,   -26.0
1675953840, +3.52, +27.910,    -0.3, +1060.0,  +280.0,   -50.0
1675954440, +3.52, +28.009,    -0.4, +1000.0,  +236.0,   +60.0
1675955040, +3.52, +28.132,    -0.2, +1031.0,  +254.0,   +24.0
1675955640, +3.52, +28.189,    -0.4, +1011.0,  +240.0,   +51.0
1675956240, +3.52, +28.181,    -0.3, +1020.0,  +246.0,   +40.0
