7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1684119840, +3.51, +28.901,   +13.5, +1054.0,  +259.0,   -36.0
1684120440, +3.51, +29.023,   +20.2, +1056.0,  +260.0,   -36.0
1684121040, +3.51, +28.909,   +17.6, +1054.0,  +257.0,   -32.0
1684121640, +3.51, +29.007,   +14.3, +1054.0,  +256.0,   -32.0
1684122240, +3.51, +29.072,    +7.3, +1056.0,  +256.0,   -32.0
1684122840, +3.51, +28.934,    +6.1, +1055.0,  +256.0,   -36.0
1684123440, +3.51, +28.909,    +7.8, +1055.0,  +256.0,   -36.0
1684124040, +3.51, +28.877,    +6.1, +1055.0,  +259.0,   -36.0
1684124640, +3.51, +28.819,    +3.9, +1055.0,  +257.0,   -32.0
1684125240, +3.51, +28.852,    +2.4, +1055.0,  +259.0,   -36.0
1684125840, +3.51, +28.852,    +1.4, +1055.0,  +259.0,   -32.0
1684126440, +3.51, +28.681,    +0.5,  +979.0,  +211.0,   +64.0
1684127040, +3.51, +28.484,    -0.1,  +982.0,  +209.0,   +64.0
1684127640, +3.51, +28.247,    -0.4,  +982.0,  +209.0,   +70.0
1684128240, +3.51, +28.042,    -0.4,  +979.0,  +211.0,   +65.0
1684128840, +3.51, +28.091,    -0.4,  +979.0,  +208.0,   +67.0
1684129440, +3.51, +28.091,    -0.3,  +979.0,  +209.0,   +67.0
1684130040, +3.51, +28.124,    -0.4,  +979.0,  +211.0,   +67.0
1684130640, +3.51, +28.206,    -0.3,  +979.0,  +209.0,   +64.0
1684131240, +3.51, +28.353,    -0.4,  +980.0,  +211.0,   +65.0
1684131840, +3.50, +28.435,    -0.5,  +979.0,  +211.0,   +67.0
1684132440, +3.51, +28.460,    -0.4,  +980.0,  +211.0,   +67.0
1684133040, +3.51, +28.460,    -0.4,  +982.0,  +208.0,   +67.0
1684133640, +3.50, +28.460,    -0.4,  +979.0,  +209.0,   +67.0
1684134240, +3.50, +28.492,    -0.3,  +979.0,  +209.0,   +67.0
1684134840, +3.51, +28.501,    -0.3,  +982.0,  +208.0,   +64.0
1684135440, +3.51, +28.566,    -0.4,  +983.0,  +211.0,   +64.0
1684136040, +3.51, +28.664,    -0.4,  +977.0,  +211.0,   +70.0
1684136640, +3.51, +28.721,    -0.4, +1054.0,  +256.0,   -32.0
1684137240, +3.51, +28.762,    -0.4,  +979.0,  +208.0,   +67.0
1684137840, +3.51, +28.811,    -0.4, +1057.0,  +259.0,   -40.0
1684138440, +3.51, +28.836,    -0.3,  +979.0,  +209.0,   +67.0
1684139040, +3.51, +28.926,    -0.4, +1055.0,  +259.0,   -40.0
1684139640, +3.51, +28.975,    -0.4,  +980.0,  +211.0,   +70.0
1684140240, +3.51, +29.015,    -0.4, +1056.0,  +259.0,   -40.0
1684140840, +3.51, +29.015,    -0.5, +1054.0,  +256.0,   -26.0
1684141440, +3.51, +29.056,    -0.4, +1056.0,  +256.0,   -36.0
1684142040, +3.51, +29.040,    -0.4, +1055.0,  +259.0,   -32.0
1684142640, +3.51, +29.015,    -0.5, +1054.0,  +256.0,   -32.0
1684143240, +3.51, +28.991,    -0.3, +1054.0,  +256.0,   -32.0
1684143840, +3.51, +29.015,    -0.5, +1055.0,  +256.0,   -32.0
