7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1683684840, +3.51, +28.983,   +16.2, +1056.0,  +259.0,   -40.0
1683685440, +3.51, +28.991,   +19.8, +1055.0,  +260.0,   -40.0
1683686040, +3.51, +28.966,   +13.6, +1055.0,  +262.0,   -40.0
1683686640, +3.51, +28.999,   +15.8, +1056.0,  +259.0,   -32.0
1683687240, +3.51, +29.032,   +16.4,  +979.0,  +211.0,   +64.0
1683687840, +3.51, +29.064,   +16.6, +1054.0,  +259.0,   -32.0
1683688440, +3.51, +29.072,   +18.2, +1055.0,  +259.0,   -40.0
1683689040, +3.51, +29.064,   +20.1, +1057.0,  +259.0,   -40.0
1683689640, +3.51, +29.064,   +20.4, +1055.0,  +262.0,   -40.0
1683690240, +3.51, +29.080,   +15.2, +1054.0,  +259.0,   -36.0
1683690840, +3.51, +29.080,   +12.0, +1056.0,  +259.0,   -36.0
1683691440, +3.51, +29.072,    +9.4, +1056.0,  +256.0,   -40.0
1683692040, +3.51, +29.089,    +7.2, +1056.0,  +262.0,   -40.0
1683692640, +3.51, +29.089,    +5.1, +1055.0,  +262.0,   -40.0
1683693240, +3.51, +29.097,    +3.0, +1056.0,  +259.0,   -32.0
1683693840, +3.51, +29.105,    +2.1, +1056.0,  +260.0,   -36.0
1683694440, +3.51, +29.113,    +1.2,  +979.0,  +214.0,   +65.0
1683695040, +3.51, +29.121,    +0.1,  +979.0,  +211.0,   +68.0
1683695640, +3.51, +29.129,    -0.3, +1055.0,  +263.0,   -40.0
1683696240, +3.51, +29.146,    -0.3, +1056.0,  +259.0,   -36.0
1683696840, +3.51, +29.162,    -0.4, +1055.0,  +260.0,   -40.0
1683697440, +3.51, +29.170,    -0.3, +1052.0,  +256.0,   -29.0
1683698040, +3.51, +29.170,    -0.3, +1055.0,  +262.0,   -40.0
1683698640, +3.51, +29.170,    -0.4, +1055.0,  +260.0,   -32.0
1683699240, +3.51, +29.170,    -0.4, +1055.0,  +262.0,   -40.0
1683699840, +3.51, +29.178,    -0.3, +1055.0,  +260.0,   -36.0
1683700440, +3.51, +29.186,    -0.4, +1054.0,  +259.0,   -32.0
1683701040, +3.51, +29.186,    -0.4, +1056.0,  +260.0,   -36.0
1683701640, +3.51, +29.186,    -0.4, +1055.0,  +262.0,   -32.0
1683702240, +3.51, +29.186,    -0.4, +1055.0,  +257.0,   -32.0
1683702840, +3.51, +29.178,    -0.5, +1052.0,  +257.0,   -28.0
1683703440, +3.51, +29.178,    -0.4, +1055.0,  +260.0,   -32.0
1683704040, +3.51, +29.178,    -0.3, +1054.0,  +259.0,   -32.0
1683704640, +3.51, +29.186,    -0.4, +1056.0,  +260.0,   -36.0
1683705240, +3.51, +29.178,    -0.4, +1055.0,  +259.0,   -32.0
1683705840, +3.51, +29.178,    -0.4, +1055.0,  +257.0,   -32.0
1683706440, +3.51, +29.186,    -0.4, +1055.0,  +263.0,   -32.0
1683707040, +3.51, +29.186,    -0.4, +1054.0,  +256.0,   -28.0
1683707640, +3.51, +29.170,    -0.5, +1054.0,  +256.0,   -32.0
1683708240, +3.51, +29.178,    -0.3, +1056.0,  +260.0,   -36.0
1683708840, +3.51, +29.178,    -0.4, +1055.0,  +259.0,   -36.0
1683709440, +3.51, +29.178,    -0.5, +1055.0,  +259.0,   -36.0
1683710040, +3.51, +29.170,    -0.2, +1054.0,  +260.0,   -32.0
1683710640, +3.51, +29.154,    -0.3, +1054.0,  +256.0,   -32.0
1683711240, +3.51, +29.170,    -0.4, +1055.0,  +263.0,   -36.0
1683711840, +3.51, +29.170,    -0.5,  +979.0,  +211.0,   +70.0
1683712440, +3.51, +29.170,    -0.4, +1054.0,  +257.0,   -40.0
1683713040, +3.51, +29.170,    -0.4,  +982.0,  +214.0,   +65.0
