7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1700691960, +3.47, +28.492,   +82.2, +1072.0,  +192.0,   +48.0
1700692560, +3.47, +28.484,   +97.5, +1079.0,  +184.0,   +48.0
1700693160, +3.47, +28.501,   +96.4, +1072.0,  +192.0,   +44.0
1700693760, +3.47, +28.492,  +119.2, +1072.0,  +192.0,   +44.0
1700694360, +3.47, +28.443,  +138.7, +1057.0,  +184.0,   +72.0
1700694960, +3.47, +28.411,  +130.5, +1124.0,  +220.0,  -100.0
1700695560, +3.47, +28.370,  +130.6, +1063.0,  +179.0,   +70.0
1700696160, +3.47, +28.394,  +125.9, +1054.0,  +176.0,   +83.0
1700696760, +3.47, +28.468,  +154.3, +1120.0,  +224.0,   -96.0
1700697360, +3.47, +28.411,  +127.0, +1094.0,  +204.0,    +0.0
1700697960, +3.47, +28.378,   +83.2, +1116.0,  +224.0,   -96.0
1700698560, +3.47, +28.378,   +97.8, +1038.0,  +167.0,  +103.0
1700699160, +3.47, +28.411,   +97.3, +1032.0,  +167.0,  +102.0
1700699760, +3.48, +28.542,  +130.9, +1128.0,  +216.0,  -106.0
1700700360, +3.48, +28.632,   +87.0, +1054.0,  +174.0,   +84.0
1700700960, +3.48, +28.623,  +122.7, +1116.0,  +227.0,   -88.0
1700701560, +3.48, +28.632,   +75.2, +1038.0,  +168.0,  +102.0
1700702160, +3.48, +28.640,   +63.1, +1032.0,  +168.0,  +102.0
1700702760, +3.48, +28.648,   +59.7, +1120.0,  +224.0,   -98.0
1700703360, +3.48, +28.648,   +55.4, +1056.0,  +177.0,   +78.0
1700703960, +3.48, +28.648,   +40.7, +1024.0,  +161.0,  +105.0
1700704560, +3.48, +28.648,   +48.3, +1123.0,  +192.0,   -64.0
1700705160, +3.48, +28.681,   +47.3, +1014.0,  +158.0,  +108.0
1700705760, +3.48, +28.697,   +44.5, +1008.0,  +158.0,  +108.0
1700706360, +3.48, +28.697,   +68.6, +1112.0,  +224.0,   -72.0
1700706960, +3.48, +28.705,   +28.9, +1063.0,  +180.0,   +70.0
1700707560, +3.48, +28.689,   +19.6, +1105.0,  +216.0,   -50.0
1700708160, +3.48, +28.681,   +11.9, +1027.0,  +161.0,  +108.0
1700708760, +3.48, +28.672,   +14.2, +1112.0,  +224.0,   -68.0
1700709360, +3.48, +28.672,   +19.5, +1039.0,  +169.0,   +96.0
1700709960, +3.48, +28.632,   +18.2, +1068.0,  +180.0,   +56.0
1700710560, +3.48, +28.615,   +19.2, +1120.0,  +194.0,   -64.0
1700711160, +3.48, +28.640,   +26.3, +1041.0,  +172.0,   +96.0
1700711760, +3.48, +28.648,   +13.7, +1062.0,  +180.0,   +72.0
1700712360, +3.48, +28.664,   +14.2, +1099.0,  +212.0,   -24.0
1700712960, +3.48, +28.672,    +9.4, +1126.0,  +232.0,  -114.0
1700713560, +3.48, +28.697,   +10.6, +1121.0,  +216.0,  -100.0
1700714160, +3.48, +28.713,    +4.7, +1124.0,  +220.0,  -100.0
1700714760, +3.48, +28.730,    +4.0, +1070.0,  +192.0,   +56.0
1700715360, +3.48, +28.746,    +2.7, +1118.0,  +200.0,   -76.0
1700715960, +3.48, +28.746,    +2.1, +1036.0,  +168.0,  +104.0
1700716560, +3.48, +28.730,    +1.3, +1065.0,  +192.0,   +56.0
1700717160, +3.48, +28.730,    +0.4, +1123.0,  +231.0,  -108.0
1700717760, +3.48, +28.730,    -0.1, +1113.0,  +224.0,   -76.0
1700718360, +3.48, +28.730,    -0.3, +1068.0,  +184.0,   +64.0
1700718960, +3.48, +28.730,    -0.4, +1036.0,  +168.0,  +103.0
1700719560, +3.48, +28.713,    -0.4, +1024.0,  +163.0,  +108.0
1700720160, +3.48, +28.656,    -0.3, +1016.0,  +160.0,  +110.0
1700720760, +3.48, +28.615,    -0.4, +1052.0,  +176.0,   +88.0
1700721360, +3.48, +28.574,    -0.3, +1096.0,  +212.0,   -29.0
1700721960, +3.48, +28.558,    -0.4, +1070.0,  +192.0,   +60.0
1700722560, +3.48, +28.492,    -0.3, +1116.0,  +184.0,   -40.0
1700723160, +3.48, +28.435,    -0.4, +1113.0,  +224.0,   -80.0
1700723760, +3.48, +28.452,    -0.4, +1116.0,  +224.0,   -80.0
1700724360, +3.48, +28.501,    -0.3, +1070.0,  +184.0,   +60.0
1700724960, +3.48, +28.542,    -0.4, +1055.0,  +176.0,   +80.0
1700725560, +3.48, +28.566,    -0.4, +1016.0,  +161.0,  +112.0
1700726160, +3.48, +28.599,    -0.3, +1120.0,  +208.0,   -80.0
1700726760, +3.48, +28.599,    -0.3, +1120.0,  +208.0,   -80.0
1700727360, +3.48, +28.599,    -0.4, +1120.0,  +216.0,   -88.0
1700727960, +3.48, +28.582,    -0.4, +1120.0,  +216.0,   -88.0
1700728560, +3.48, +28.591,    -0.4, +1120.0,  +208.0,   -80.0
1700729160, +3.48, +28.591,    -0.4, +1120.0,  +195.0,   -64.0
1700729760, +3.48, +28.582,    -0.4, +1120.0,  +224.0,   -90.0
