7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1690557840, +3.49, +28.033,    -0.4, +1036.0,  +216.0,   +44.0
1690558440, +3.50, +28.042,    -0.4, +1032.0,  +214.0,   +44.0
1690559040, +3.50, +28.033,    -0.3, +1036.0,  +214.0,   +44.0
1690559640, +3.49, +28.033,    -0.3, +1038.0,  +216.0,   +39.0
1690560240, +3.49, +28.033,    -0.4, +1036.0,  +211.0,   +48.0
1690560840, +3.49, +28.025,    -0.4, +1036.0,  +216.0,   +44.0
1690561440, +3.49, +28.025,    -0.3, +1036.0,  +212.0,   +44.0
1690562040, +3.49, +28.033,    -0.4, +1032.0,  +212.0,   +48.0
1690562640, +3.49, +28.033,    -0.4, +1039.0,  +216.0,   +32.0
1690563240, +3.49, +28.033,    -0.5, +1032.0,  +214.0,   +48.0
1690563840, +3.49, +28.042,    -0.4, +1036.0,  +214.0,   +40.0
1690564440, +3.50, +28.033,    -0.4, +1036.0,  +214.0,   +44.0
1690565040, +3.50, +28.042,    -0.3, +1036.0,  +212.0,   +44.0
1690565640, +3.49, +28.033,    -0.4, +1036.0,  +214.0,   +44.0
1690566240, +3.50, +28.033,    -0.3, +1036.0,  +214.0,   +46.0
1690566840, +3.49, +28.033,    -0.2, +1036.0,  +212.0,   +40.0
1690567440, +3.50, +28.025,    -0.1, +1036.0,  +216.0,   +39.0
1690568040, +3.50, +28.025,    -0.0, +1036.0,  +216.0,   +40.0
1690568640, +3.50, +28.025,    +0.6, +1036.0,  +216.0,   +38.0
1690569240, +3.50, +28.042,    +0.7, +1036.0,  +212.0,   +40.0
1690569840, +3.50, +28.025,    +0.5, +1036.0,  +216.0,   +44.0
1690570440, +3.50, +28.025,    +2.6, +1035.0,  +214.0,   +44.0
1690571040, +3.50, +28.033,    +6.4, +1035.0,  +214.0,   +44.0
1690571640, +3.50, +28.017,    +8.8, +1036.0,  +212.0,   +40.0
1690572240, +3.50, +28.017,    +7.7, +1033.0,  +216.0,   +48.0
1690572840, +3.50, +28.033,    +8.0, +1038.0,  +216.0,   +39.0
1690573440, +3.50, +28.033,    +7.8, +1036.0,  +216.0,   +40.0
1690574040, +3.50, +28.025,    +8.9, +1036.0,  +216.0,   +44.0
1690574640, +3.50, +28.025,    +9.5, +1036.0,  +216.0,   +40.0
1690575240, +3.50, +28.025,    +8.7, +1036.0,  +216.0,   +44.0
1690575840, +3.49, +28.033,    +8.2, +1038.0,  +216.0,   +40.0
1690576440, +3.50, +28.017,   +20.3, +1033.0,  +214.0,   +40.0
1690577040, +3.50, +28.033,   +17.2, +1036.0,  +216.0,   +39.0
1690577640, +3.49, +28.033,   +14.0, +1039.0,  +216.0,   +40.0
1690578240, +3.50, +28.017,   +17.9, +1039.0,  +216.0,   +38.0
1690578840, +3.50, +28.042,   +15.3, +1036.0,  +214.0,   +44.0
1690579440, +3.50, +28.042,   +12.4, +1036.0,  +214.0,   +40.0
1690580040, +3.50, +28.033,   +11.6, +1036.0,  +216.0,   +40.0
1690580640, +3.50, +28.050,   +15.4, +1036.0,  +216.0,   +40.0
1690581240, +3.50, +28.042,   +18.8, +1032.0,  +211.0,   +46.0
1690581840, +3.50, +28.025,   +23.0, +1039.0,  +216.0,   +38.0
1690582440, +3.50, +28.025,   +21.1, +1032.0,  +212.0,   +44.0
1690583040, +3.50, +28.017,   +24.7, +1039.0,  +216.0,   +35.0
1690583640, +3.50, +28.017,   +26.5, +1036.0,  +211.0,   +44.0
1690584240, +3.50, +28.025,   +14.7, +1036.0,  +216.0,   +44.0
1690584840, +3.50, +28.017,   +18.6, +1040.0,  +216.0,   +32.0
1690585440, +3.50, +28.017,   +27.8, +1036.0,  +216.0,   +40.0
1690586040, +3.50, +28.033,   +27.3, +1033.0,  +216.0,   +40.0
1690586640, +3.50, +28.025,   +27.5, +1038.0,  +214.0,   +44.0
1690587240, +3.50, +28.025,   +26.5, +1039.0,  +216.0,   +32.0
1690587840, +3.50, +28.025,   +21.4, +1036.0,  +216.0,   +40.0
1690588440, +3.50, +28.025,   +19.6, +1036.0,  +216.0,   +40.0
1690589040, +3.50, +28.017,    +9.8, +1038.0,  +214.0,   +38.0
1690589640, +3.50, +28.025,    +6.8, +1038.0,  +216.0,   +38.0
1690590240, +3.50, +28.025,   +10.4, +1036.0,  +216.0,   +36.0
1690590840, +3.50, +28.017,   +12.6, +1035.0,  +214.0,   +40.0
1690591440, +3.50, +28.025,    +8.2, +1036.0,  +216.0,   +40.0
1690592040, +3.50, +28.025,   +22.4, +1036.0,  +216.0,   +40.0
1690592640, +3.50, +28.025,   +24.7, +1033.0,  +212.0,   +44.0
1690593240, +3.50, +28.025,   +10.9, +1038.0,  +212.0,   +40.0
1690593840, +3.50, +28.025,   +20.5, +1038.0,  +214.0,   +40.0
1690594440, +3.50, +28.025,   +22.4, +1036.0,  +212.0,   +44.0
1690595040, +3.50, +28.025,   +13.5, +1035.0,  +214.0,   +44.0
1690595640, +3.50, +28.042,    +3.6, +1038.0,  +216.0,   +40.0
1690596240, +3.50, +28.033,   +12.1, +1036.0,  +216.0,   +40.0
1690596840, +3.50, +28.025,   +13.9, +1038.0,  +216.0,   +40.0
1690597440, +3.50, +28.033,    +8.6, +1036.0,  +216.0,   +41.0
1690598040, +3.50, +28.042,   +10.9, +1033.0,  +212.0,   +44.0
1690598640, +3.50, +28.033,    +7.5, +1032.0,  +214.0,   +44.0
1690599240, +3.50, +28.033,    +6.2, +1036.0,  +216.0,   +40.0
1690599840, +3.50, +28.033,    +7.6, +1036.0,  +211.0,   +44.0
1690600440, +3.50, +28.025,    +5.7, +1036.0,  +214.0,   +40.0
1690601040, +3.50, +28.033,    +7.4, +1038.0,  +214.0,   +40.0
1690601640, +3.50, +28.050,    +1.9, +1036.0,  +214.0,   +46.0
1690602240, +3.50, +28.058,    +4.0, +1033.0,  +216.0,   +40.0
1690602840, +3.50, +28.050,    +3.2, +1036.0,  +214.0,   +48.0
1690603440, +3.50, +28.058,    +1.8, +1038.0,  +212.0,   +40.0
1690604040, +3.50, +28.066,    +0.9, +1033.0,  +211.0,   +44.0
1690604640, +3.50, +28.058,    +1.8, +1036.0,  +216.0,   +44.0
1690605240, +3.50, +28.066,    +1.4, +1033.0,  +216.0,   +48.0
1690605840, +3.50, +28.066,    +0.2, +1038.0,  +216.0,   +40.0
1690606440, +3.50, +28.066,    +0.4, +1032.0,  +214.0,   +46.0
1690607040, +3.50, +28.066,    +0.1, +1036.0,  +216.0,   +40.0
1690607640, +3.50, +28.066,    -0.4, +1032.0,  +214.0,   +46.0
1690608240, +3.50, +28.066,    -0.5, +1036.0,  +214.0,   +44.0
1690608840, +3.50, +28.058,    -0.4, +1031.0,  +209.0,   +51.0
1690609440, +3.50, +28.066,    -0.4, +1036.0,  +216.0,   +44.0
1690610040, +3.50, +28.066,    -0.4, +1036.0,  +216.0,   +39.0
1690610640, +3.50, +28.058,    -0.4, +1032.0,  +216.0,   +44.0
1690611240, +3.50, +28.058,    -0.3, +1036.0,  +216.0,   +48.0
1690611840, +3.50, +28.066,    -0.4, +1031.0,  +208.0,   +56.0
1690612440, +3.50, +28.066,    -0.4, +1032.0,  +212.0,   +48.0
1690613040, +3.50, +28.066,    -0.3, +1038.0,  +216.0,   +46.0
1690613640, +3.50, +28.066,    -0.4, +1031.0,  +212.0,   +48.0
1690614240, +3.50, +28.074,    -0.3, +1036.0,  +216.0,   +40.0
1690614840, +3.50, +28.066,    -0.3, +1036.0,  +216.0,   +40.0
1690615440, +3.50, +28.066,    -0.4, +1032.0,  +216.0,   +46.0
1690616040, +3.50, +28.066,    -0.4, +1036.0,  +216.0,   +44.0
1690616640, +3.50, +28.074,    -0.5, +1035.0,  +214.0,   +44.0
1690617240, +3.50, +28.066,    -0.4, +1036.0,  +216.0,   +44.0
1690617840, +3.50, +28.074,    -0.3, +1036.0,  +216.0,   +40.0
1690618440, +3.50, +28.074,    -0.5, +1032.0,  +212.0,   +48.0
1690619040, +3.50, +28.066,    -0.4, +1038.0,  +216.0,   +38.0
1690619640, +3.50, +28.066,    -0.5, +1036.0,  +214.0,   +48.0
1690620240, +3.50, +28.066,    -0.4, +1036.0,  +216.0,   +40.0
1690620840, +3.50, +28.066,    -0.4, +1033.0,  +212.0,   +44.0
1690621440, +3.50, +28.058,    -0.4, +1035.0,  +212.0,   +40.0
1690622040, +3.49, +28.050,    -0.3, +1036.0,  +212.0,   +40.0
1690622640, +3.50, +28.050,    -0.4, +1036.0,  +216.0,   +39.0
1690623240, +3.50, +28.042,    -0.5, +1033.0,  +211.0,   +48.0
1690623840, +3.50, +28.050,    -0.3, +1036.0,  +214.0,   +48.0
1690624440, +3.50, +28.042,    -0.4, +1038.0,  +216.0,   +35.0
1690625040, +3.50, +28.050,    -0.4, +1036.0,  +212.0,   +46.0
1690625640, +3.50, +28.042,    -0.4, +1033.0,  +216.0,   +46.0
1690626240, +3.50, +28.033,    -0.5, +1033.0,  +214.0,   +44.0
1690626840, +3.50, +28.050,    -0.4, +1036.0,  +216.0,   +44.0
