7530-458116
OS REV: 1.08 Sensor Cal: 1657263600 Averages: 30
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (mg), Ay (mg), Az (mg)
1691862840, +3.49, +28.411,    +0.5, +1024.0,  +206.0,   +60.0
1691863440, +3.49, +28.411,    +0.8, +1025.0,  +207.0,   +56.0
1691864040, +3.49, +28.402,    +2.5, +1027.0,  +208.0,   +48.0
1691864640, +3.49, +28.411,    +6.3, +1024.0,  +207.0,   +56.0
1691865240, +3.49, +28.411,    +6.5, +1020.0,  +204.0,   +60.0
1691865840, +3.49, +28.402,    +7.6, +1024.0,  +206.0,   +56.0
1691866440, +3.49, +28.411,    +7.4, +1024.0,  +207.0,   +56.0
1691867040, +3.49, +28.402,    +9.3, +1030.0,  +208.0,   +54.0
1691867640, +3.50, +28.394,    +7.1, +1024.0,  +204.0,   +56.0
1691868240, +3.49, +28.411,    +9.6, +1025.0,  +206.0,   +56.0
1691868840, +3.49, +28.411,   +11.6, +1024.0,  +206.0,   +60.0
1691869440, +3.49, +28.411,   +12.8, +1020.0,  +204.0,   +62.0
1691870040, +3.49, +28.411,   +13.5, +1020.0,  +204.0,   +62.0
1691870640, +3.49, +28.402,   +17.5, +1027.0,  +208.0,   +52.0
1691871240, +3.49, +28.411,   +18.2, +1025.0,  +206.0,   +56.0
1691871840, +3.49, +28.402,   +21.3, +1025.0,  +206.0,   +56.0
1691872440, +3.49, +28.419,   +23.7, +1024.0,  +206.0,   +60.0
1691873040, +3.49, +28.419,   +11.5, +1020.0,  +206.0,   +60.0
1691873640, +3.50, +28.411,   +28.9, +1027.0,  +204.0,   +52.0
1691874240, +3.49, +28.419,   +31.2, +1027.0,  +204.0,   +56.0
1691874840, +3.49, +28.419,   +30.5, +1024.0,  +204.0,   +60.0
1691875440, +3.49, +28.419,   +22.6, +1024.0,  +206.0,   +57.0
1691876040, +3.49, +28.419,   +43.4, +1024.0,  +206.0,   +60.0
1691876640, +3.49, +28.411,   +45.4, +1024.0,  +204.0,   +57.0
1691877240, +3.49, +28.419,   +44.2, +1017.0,  +201.0,   +64.0
1691877840, +3.49, +28.419,   +59.8, +1024.0,  +206.0,   +60.0
1691878440, +3.49, +28.419,   +70.3, +1016.0,  +200.0,   +67.0
1691879040, +3.50, +28.419,   +93.8, +1016.0,  +200.0,   +64.0
1691879640, +3.49, +28.427,   +97.5, +1025.0,  +206.0,   +60.0
1691880240, +3.49, +28.443,   +89.2, +1017.0,  +200.0,   +64.0
1691880840, +3.49, +28.460,  +107.5, +1017.0,  +204.0,   +64.0
1691881440, +3.50, +28.468,  +116.2, +1022.0,  +206.0,   +56.0
1691882040, +3.50, +28.468,  +108.4, +1024.0,  +206.0,   +60.0
1691882640, +3.49, +28.468,  +110.6, +1024.0,  +206.0,   +56.0
1691883240, +3.49, +28.476,   +96.5, +1027.0,  +206.0,   +56.0
1691883840, +3.49, +28.468,  +129.1, +1020.0,  +200.0,   +60.0
1691884440, +3.49, +28.460,  +127.3, +1024.0,  +204.0,   +56.0
1691885040, +3.49, +28.468,  +126.3, +1020.0,  +201.0,   +64.0
1691885640, +3.49, +28.468,  +132.9, +1025.0,  +206.0,   +54.0
1691886240, +3.50, +28.452,  +127.9, +1020.0,  +204.0,   +62.0
1691886840, +3.49, +28.435,  +125.2, +1020.0,  +204.0,   +60.0
1691887440, +3.49, +28.452,  +124.9, +1020.0,  +204.0,   +64.0
1691888040, +3.49, +28.468,  +117.8, +1024.0,  +204.0,   +60.0
1691888640, +3.49, +28.460,  +108.9, +1024.0,  +207.0,   +56.0
1691889240, +3.49, +28.443,   +75.9, +1020.0,  +201.0,   +62.0
1691889840, +3.49, +28.452,  +103.6, +1020.0,  +200.0,   +60.0
1691890440, +3.49, +28.468,   +91.3, +1022.0,  +201.0,   +64.0
1691891040, +3.49, +28.452,  +108.9, +1016.0,  +200.0,   +64.0
1691891640, +3.50, +28.452,   +75.8, +1020.0,  +200.0,   +64.0
1691892240, +3.49, +28.452,   +89.1, +1027.0,  +208.0,   +56.0
1691892840, +3.50, +28.304,   +72.3, +1027.0,  +208.0,   +52.0
1691893440, +3.50, +28.279,   +85.1, +1027.0,  +208.0,   +51.0
1691894040, +3.50, +28.329,   +32.1, +1027.0,  +208.0,   +52.0
1691894640, +3.50, +28.329,   +14.8, +1022.0,  +206.0,   +56.0
1691895240, +3.50, +28.378,   +17.4, +1024.0,  +204.0,   +60.0
1691895840, +3.50, +28.411,   +21.7, +1020.0,  +207.0,   +60.0
1691896440, +3.49, +28.443,   +40.5, +1027.0,  +206.0,   +56.0
1691897040, +3.50, +28.443,   +23.0, +1024.0,  +206.0,   +56.0
1691897640, +3.50, +28.468,   +14.3, +1024.0,  +204.0,   +56.0
1691898240, +3.50, +28.484,   +13.2, +1024.0,  +206.0,   +60.0
1691898840, +3.50, +28.460,   +13.7, +1016.0,  +200.0,   +64.0
1691899440, +3.49, +28.452,   +15.0, +1025.0,  +208.0,   +56.0
1691900040, +3.49, +28.468,   +17.0, +1024.0,  +206.0,   +56.0
1691900640, +3.49, +28.468,   +10.7, +1019.0,  +200.0,   +64.0
1691901240, +3.49, +28.484,    +9.0, +1024.0,  +206.0,   +60.0
1691901840, +3.49, +28.484,    +3.7, +1017.0,  +200.0,   +65.0
