Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4																						 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)
1/27/2019	22:40:32	2012.27	3.7365	3.734	3.9259	3.9411																						
1/27/2019	22:40:33	2013.61	3.7377	3.7339	3.9267	3.9407																						
1/27/2019	22:40:34	2015	3.7382	3.7348	3.9271	3.9403																						
1/27/2019	22:40:36	2016.34	3.7385	3.7355	3.9288	3.939																						
1/27/2019	22:40:37	2017.8	3.7374	3.7346	3.9286	3.9395																						
1/27/2019	22:40:38	2019.02	3.7367	3.7333	3.9303	3.9402																						
1/27/2019	22:40:40	2020.19	3.7379	3.7321	3.93	3.9416																						
1/27/2019	22:40:41	2021.56	3.7401	3.7336	3.9285	3.9404																						
1/27/2019	22:40:42	2022.91	3.7397	3.7337	3.9288	3.9412																						
1/27/2019	22:40:44	2024.23	3.7389	3.7345	3.9276	3.9407																						
1/27/2019	22:40:45	2025.5	3.7377	3.7348	3.9257	3.9411																						
1/27/2019	22:40:46	2026.81	3.7387	3.7356	3.9245	3.9402																						
1/27/2019	22:40:47	2028.09	3.7381	3.7361	3.9242	3.9386																						
1/27/2019	22:40:49	2029.44	3.7389	3.7362	3.9246	3.9397																						
1/27/2019	22:40:50	2030.83	3.7385	3.736	3.9253	3.9422																						
1/27/2019	22:40:52	2032.2	3.7394	3.7358	3.9237	3.9437																						
1/27/2019	22:40:53	2033.44	3.7377	3.7355	3.9237	3.9429																						
1/27/2019	22:40:54	2034.62	3.7382	3.7366	3.9233	3.942																						
1/27/2019	22:40:55	2035.98	3.7384	3.7363	3.9248	3.9429																						
1/27/2019	22:40:57	2037.45	3.7413	3.7364	3.9271	3.9429																						
1/27/2019	22:40:58	2038.7	3.7393	3.736	3.928	3.9414																						
1/27/2019	22:40:59	2040	3.7397	3.7369	3.9288	3.9402																						
1/27/2019	22:41:01	2041.53	3.739	3.7362	3.9282	3.9397																						
1/27/2019	22:41:02	2042.81	3.7413	3.7363	3.9294	3.94																						
1/27/2019	22:41:03	2044.08	3.7406	3.7358	3.9284	3.9394																						
1/27/2019	22:41:05	2045.41	3.7417	3.7368	3.9287	3.941																						
1/27/2019	22:41:07	2047.25	3.7424	3.7352	3.9257	3.9415																						
1/27/2019	22:41:08	2048.61	3.7422	3.7343	3.9252	3.9421																						
1/27/2019	22:41:09	2050.03	3.74	3.7331	3.9261	3.942																						
1/27/2019	22:41:11	2051.8	3.739	3.7347	3.9251	3.9424																						
1/27/2019	22:41:12	2052.97	3.7408	3.7347	3.9259	3.942																						
1/27/2019	22:41:14	2054.34	3.7417	3.7354	3.9236	3.9423																						
1/27/2019	22:41:15	2055.8	3.7414	3.7346	3.9267	3.9426																						
1/27/2019	22:41:17	2057.27	3.7409	3.7349	3.9282	3.9435																						
1/27/2019	22:41:18	2058.64	3.741	3.7346	3.9302	3.9448																						
1/27/2019	22:41:19	2060.03	3.7417	3.7357	3.9296	3.9448																						
1/27/2019	22:41:21	2061.44	3.7432	3.7352	3.9286	3.9448																						
1/27/2019	22:41:22	2062.77	3.7425	3.7346	3.9272	3.9443																						
1/27/2019	22:41:23	2064.03	3.7416	3.7337	3.9255	3.9456																						
1/27/2019	22:41:25	2065.31	3.7404	3.7351	3.9236	3.9464																						
1/27/2019	22:41:26	2066.58	3.7401	3.7355	3.9248	3.9486																						
1/27/2019	22:41:27	2067.81	3.7397	3.7359	3.9267	3.9489																						
1/27/2019	22:41:28	2069.09	3.739	3.7355	3.927	3.9505																						
1/27/2019	22:41:30	2070.44	3.7386	3.7353	3.9255	3.948																						
1/27/2019	22:41:31	2072.11	3.7401	3.734	3.9247	3.9471																						
1/27/2019	22:41:33	2073.53	3.7397	3.7345	3.9255	3.9428																						
1/27/2019	22:41:34	2074.84	3.7413	3.7351	3.9238	3.9423																						
1/27/2019	22:41:35	2076.05	3.7414	3.7355	3.9225	3.9429																						
1/27/2019	22:41:37	2077.34	3.7413	3.7349	3.9235	3.9439																						
1/27/2019	22:41:38	2078.7	3.7401	3.7344	3.9257	3.9446																						
1/27/2019	22:41:40	2080.17	3.7396	3.7347	3.9276	3.9444																						
1/27/2019	22:41:41	2081.67	3.7398	3.7344	3.9275	3.9478																						
1/27/2019	22:41:42	2083	3.7422	3.7367	3.9284	3.9499																						
1/27/2019	22:41:44	2084.23	3.7417	3.7361	3.9284	3.95																						
1/27/2019	22:41:45	2085.47	3.7439	3.7367	3.928	3.9486																						
1/27/2019	22:41:46	2086.64	3.744	3.7352	3.9271	3.95																						
1/27/2019	22:41:47	2087.84	3.7467	3.736	3.9275	3.9491																						
1/27/2019	22:41:49	2089.19	3.7451	3.7369	3.9263	3.9491																						
1/27/2019	22:41:50	2090.48	3.7424	3.7371	3.9265	3.9481																						
1/27/2019	22:41:51	2091.72	3.7398	3.7373	3.9255	3.9502																						
1/27/2019	22:41:52	2092.94	3.7396	3.7362	3.9256	3.9508																						
1/27/2019	22:41:54	2094.14	3.7406	3.7369	3.9256	3.9508																						
1/27/2019	22:41:55	2095.45	3.7417	3.7372	3.9264	3.9498																						
1/27/2019	22:41:57	2097.28	3.7404	3.7387	3.9257	3.9494																						
1/27/2019	22:41:58	2098.7	3.7406	3.7391	3.9255	3.9486																						
1/27/2019	22:41:59	2100.05	3.7396	3.7394	3.9253	3.9475																						
1/27/2019	22:42:01	2101.22	3.741	3.7391	3.9263	3.9487																						
1/27/2019	22:42:02	2102.42	3.7424	3.7386	3.9272	3.9477																						
1/27/2019	22:42:03	2103.67	3.7432	3.7402	3.9269	3.9486																						
1/27/2019	22:42:04	2104.95	3.7443	3.7407	3.9286	3.9465																						
1/27/2019	22:42:06	2106.23	3.7429	3.7411	3.9276	3.9466																						
1/27/2019	22:42:07	2107.44	3.741	3.7403	3.9253	3.9464																						
1/27/2019	22:42:08	2108.84	3.7397	3.7396	3.9248	3.9476																						
1/27/2019	22:42:10	2110.34	3.7396	3.7391	3.9245	3.9476																						
1/27/2019	22:42:11	2111.73	3.7406	3.7384	3.9272	3.9476																						
1/27/2019	22:42:12	2112.95	3.7418	3.7381	3.9276	3.9478																						
1/27/2019	22:42:14	2114.17	3.7417	3.7391	3.9299	3.9493																						
1/27/2019	22:42:15	2115.5	3.7418	3.7388	3.9291	3.9495																						
1/27/2019	22:42:16	2116.87	3.7409	3.7381	3.9276	3.9482																						
1/27/2019	22:42:18	2118.27	3.741	3.7364	3.9263	3.9478																						
1/27/2019	22:42:19	2119.81	3.7423	3.736	3.9261	3.9467																						
1/27/2019	22:42:21	2121.22	3.7428	3.7369	3.9267	3.948																						
1/27/2019	22:42:22	2122.56	3.7428	3.7379	3.9247	3.9461																						
1/27/2019	22:42:23	2123.81	3.7405	3.7378	3.9239	3.9459																						
1/27/2019	22:42:24	2125.02	3.7404	3.738	3.9226	3.9443																						
1/27/2019	22:42:26	2126.31	3.7401	3.737	3.9245	3.9445																						
1/27/2019	22:42:27	2127.86	3.7409	3.7368	3.9268	3.946																						
1/27/2019	22:42:29	2129.23	3.7413	3.7362	3.9278	3.9465																						
1/27/2019	22:42:30	2130.56	3.7428	3.7361	3.9263	3.9502																						
1/27/2019	22:42:31	2131.86	3.7427	3.7365	3.9267	3.951																						
1/27/2019	22:42:33	2133.42	3.7416	3.7367	3.9268	3.9513																						
1/27/2019	22:42:34	2134.87	3.7388	3.7378	3.9286	3.949																						
1/27/2019	22:42:36	2136.2	3.7413	3.7381	3.9272	3.9474																						
1/27/2019	22:42:37	2137.58	3.7412	3.7377	3.9283	3.9469																						
1/27/2019	22:42:38	2138.91	3.744	3.7372	3.9263	3.9478																						
1/27/2019	22:42:40	2140.14	3.7411	3.7372	3.9258	3.9492																						
1/27/2019	22:42:41	2141.42	3.742	3.7371	3.9247	3.9516																						
1/27/2019	22:42:42	2142.91	3.7403	3.7364	3.9259	3.9534																						
1/27/2019	22:42:44	2144.34	3.7416	3.7367	3.9264	3.9559																						
1/27/2019	22:42:45	2145.56	3.7415	3.7369	3.926	3.9581																						
1/27/2019	22:42:46	2146.97	3.7432	3.7384	3.9256	3.956																						
1/27/2019	22:42:48	2148.42	3.7417	3.7384	3.9252	3.9541																						
1/27/2019	22:42:49	2149.72	3.7416	3.7386	3.9233	3.9515																						
1/27/2019	22:42:50	2150.95	3.7392	3.7394	3.9229	3.9512																						
1/27/2019	22:42:52	2152.22	3.7398	3.7396	3.9217	3.952																						
1/27/2019	22:42:53	2153.66	3.7409	3.7399	3.9231	3.9534																						
1/27/2019	22:42:54	2155.09	3.7409	3.738	3.9247	3.9559																						
1/27/2019	22:42:56	2156.75	3.7416	3.7388	3.9261	3.9566																						
1/27/2019	22:42:57	2158.08	3.7414	3.7379	3.9282	3.9551																						
1/27/2019	22:42:59	2159.25	3.7427	3.7394	3.9262	3.9546																						
1/27/2019	22:43:00	2160.48	3.7406	3.7382	3.9256	3.9521																						
1/27/2019	22:43:01	2161.66	3.7402	3.739	3.9228	3.953																						
1/27/2019	22:43:02	2162.94	3.7394	3.7377	3.9237	3.9522																						
1/27/2019	22:43:04	2164.14	3.7417	3.7382	3.9246	3.9525																						
1/27/2019	22:43:05	2165.41	3.7417	3.7382	3.9255	3.9519																						
1/27/2019	22:43:06	2166.66	3.7425	3.7378	3.9264	3.9495																						
1/27/2019	22:43:08	2168.25	3.7408	3.7377	3.9252	3.9502																						
1/27/2019	22:43:09	2169.59	3.7417	3.7372	3.9272	3.9512																						
1/27/2019	22:43:10	2171.09	3.7417	3.7382	3.9264	3.9537																						
1/27/2019	22:43:12	2172.5	3.7423	3.7382	3.9278	3.9547																						
1/27/2019	22:43:13	2173.81	3.7417	3.7387	3.9275	3.9543																						
1/27/2019	22:43:14	2175.08	3.742	3.7392	3.9278	3.9521																						
1/27/2019	22:43:16	2176.37	3.7421	3.7388	3.9276	3.9498																						
1/27/2019	22:43:17	2177.61	3.7431	3.7394	3.9255	3.9486																						
1/27/2019	22:43:18	2178.84	3.7429	3.7388	3.9248	3.9489																						
1/27/2019	22:43:19	2180.11	3.7435	3.7394	3.9259	3.9507																						
1/27/2019	22:43:21	2181.37	3.7413	3.7382	3.9264	3.9519																						
1/27/2019	22:43:22	2182.67	3.7425	3.7386	3.9276	3.9517																						
1/27/2019	22:43:23	2183.86	3.7439	3.7373	3.927	3.9503																						
1/27/2019	22:43:24	2185.09	3.7443	3.7376	3.9289	3.9478																						
1/27/2019	22:43:26	2186.5	3.7435	3.737	3.9294	3.9489																						
1/27/2019	22:43:27	2187.84	3.7413	3.7387	3.9298	3.9507																						
1/27/2019	22:43:29	2189.19	3.7413	3.739	3.9276	3.9511																						
1/27/2019	22:43:30	2190.59	3.7417	3.74	3.9259	3.9504																						
1/27/2019	22:43:31	2191.86	3.7431	3.7387	3.9226	3.9495																						
1/27/2019	22:43:32	2193.08	3.7436	3.7381	3.9251	3.9503																						
1/27/2019	22:43:34	2194.37	3.7432	3.7368	3.9256	3.9511																						
1/27/2019	22:43:35	2195.81	3.7444	3.7371	3.9266	3.9481																						
1/27/2019	22:43:37	2197.22	3.7441	3.7367	3.9248	3.9481																						
1/27/2019	22:43:38	2198.55	3.7451	3.7371	3.9247	3.9486																						
1/27/2019	22:43:39	2199.91	3.7444	3.7377	3.9233	3.9508																						
1/27/2019	22:43:40	2201.06	3.7451	3.7384	3.9233	3.9529																						
1/27/2019	22:43:42	2202.27	3.7445	3.738	3.9236	3.9529																						
1/27/2019	22:43:43	2203.56	3.7452	3.7368	3.927	3.9543																						
1/27/2019	22:43:44	2204.78	3.7455	3.7362	3.9271	3.9523																						
1/27/2019	22:43:45	2205.97	3.7457	3.7346	3.9285	3.9503																						
1/27/2019	22:43:47	2207.27	3.7449	3.7346	3.9283	3.9508																						
1/27/2019	22:43:48	2208.56	3.7436	3.7347	3.9291	3.951																						
1/27/2019	22:43:49	2209.75	3.744	3.7372	3.9295	3.953																						
1/27/2019	22:43:50	2210.98	3.7433	3.7387	3.9294	3.951																						
1/27/2019	22:43:52	2212.33	3.7449	3.7392	3.9289	3.9519																						
1/27/2019	22:43:53	2213.75	3.7443	3.7378	3.9266	3.9515																						
1/27/2019	22:43:54	2214.97	3.7453	3.7359	3.9263	3.9512																						
1/27/2019	22:43:56	2216.17	3.7449	3.7358	3.9272	3.9529																						
1/27/2019	22:43:57	2217.66	3.7439	3.7363	3.9291	3.9537																						
1/27/2019	22:43:59	2219.52	3.7424	3.7382	3.9289	3.9548																						
1/27/2019	22:44:00	2220.7	3.741	3.7372	3.9282	3.9528																						
1/27/2019	22:44:01	2221.95	3.7422	3.7375	3.9272	3.9522																						
1/27/2019	22:44:03	2223.58	3.7425	3.7365	3.9289	3.9535																						
1/27/2019	22:44:04	2224.97	3.7441	3.7376	3.9297	3.9563																						
1/27/2019	22:44:06	2226.42	3.7432	3.7376	3.93	3.9582																						
1/27/2019	22:44:07	2227.72	3.7436	3.7375	3.9285	3.9594																						
1/27/2019	22:44:09	2229.16	3.744	3.7373	3.9266	3.9568																						
1/27/2019	22:44:10	2230.53	3.744	3.7364	3.9255	3.955																						
1/27/2019	22:44:11	2231.87	3.7435	3.7373	3.9263	3.9533																						
1/27/2019	22:44:13	2233.25	3.7432	3.7378	3.926	3.9533																						
1/27/2019	22:44:14	2234.44	3.7439	3.737	3.9254	3.9539																						
1/27/2019	22:44:15	2235.73	3.7444	3.7363	3.9248	3.9545																						
1/27/2019	22:44:17	2237.31	3.7443	3.7346	3.9247	3.9555																						
1/27/2019	22:44:18	2238.69	3.7451	3.7369	3.9256	3.9559																						
1/27/2019	22:44:19	2239.98	3.7448	3.7363	3.9246	3.9543																						
1/27/2019	22:44:21	2241.23	3.7437	3.7379	3.9281	3.9539																						
1/27/2019	22:44:22	2242.72	3.7426	3.7384	3.9313	3.9542																						
1/27/2019	22:44:23	2244	3.7435	3.7384	3.9321	3.9557																						
1/27/2019	22:44:25	2245.36	3.7433	3.7384	3.9294	3.9567																						
1/27/2019	22:44:26	2246.58	3.744	3.7366	3.9277	3.9568																						
1/27/2019	22:44:27	2247.92	3.7439	3.7368	3.9262	3.9564																						
1/27/2019	22:44:29	2249.27	3.7464	3.7367	3.9258	3.9574																						
1/27/2019	22:44:30	2250.52	3.746	3.7387	3.926	3.9583																						
1/27/2019	22:44:31	2251.81	3.7468	3.739	3.9291	3.96																						
1/27/2019	22:44:33	2253.14	3.744	3.7387	3.9295	3.9598																						
1/27/2019	22:44:34	2254.87	3.7445	3.7372	3.9264	3.9587																						
1/27/2019	22:44:36	2256.12	3.7441	3.7376	3.9249	3.9578																						
1/27/2019	22:44:37	2257.58	3.7463	3.7373	3.9248	3.9583																						
1/27/2019	22:44:38	2258.92	3.7464	3.7384	3.9245	3.9592																						
1/27/2019	22:44:40	2260.37	3.7453	3.7382	3.9233	3.9608																						
1/27/2019	22:44:41	2261.8	3.7457	3.7392	3.9247	3.9596																						
1/27/2019	22:44:43	2263.27	3.7457	3.7378	3.927	3.959																						
1/27/2019	22:44:44	2264.59	3.7474	3.7378	3.9278	3.9585																						
1/27/2019	22:44:45	2265.8	3.7453	3.7376	3.9256	3.9587																						
1/27/2019	22:44:46	2267.08	3.7445	3.7378	3.9251	3.959																						
1/27/2019	22:44:48	2268.34	3.7452	3.7369	3.9254	3.9577																						
1/27/2019	22:44:49	2269.59	3.7469	3.7375	3.926	3.9568																						
1/27/2019	22:44:50	2270.84	3.7483	3.738	3.9247	3.9559																						
1/27/2019	22:44:52	2272.16	3.7484	3.739	3.9263	3.9564																						
1/27/2019	22:44:53	2273.39	3.7472	3.7381	3.9246	3.9574																						
1/27/2019	22:44:54	2274.7	3.7468	3.7375	3.9244	3.9573																						
1/27/2019	22:44:55	2275.97	3.7464	3.7364	3.9233	3.9577																						
1/27/2019	22:44:57	2277.25	3.7465	3.7363	3.9266	3.9581																						
1/27/2019	22:44:58	2278.56	3.7464	3.7362	3.9281	3.959																						
1/27/2019	22:44:59	2279.8	3.7452	3.7369	3.9278	3.9579																						
1/27/2019	22:45:01	2281.19	3.7451	3.7368	3.9272	3.9559																						
1/27/2019	22:45:02	2282.62	3.7442	3.7371	3.9266	3.9555																						
1/27/2019	22:45:03	2283.91	3.7461	3.7373	3.9266	3.9569																						
1/27/2019	22:45:05	2285.16	3.7468	3.7389	3.9268	3.9589																						
1/27/2019	22:45:06	2286.41	3.7483	3.7395	3.927	3.9609																						
1/27/2019	22:45:07	2287.78	3.7457	3.7398	3.927	3.9609																						
1/27/2019	22:45:09	2289.33	3.7465	3.7394	3.9271	3.9611																						
1/27/2019	22:45:10	2290.72	3.7467	3.739	3.9287	3.9586																						
1/27/2019	22:45:11	2291.92	3.7475	3.7392	3.9281	3.9586																						
1/27/2019	22:45:13	2293.17	3.7461	3.7393	3.9281	3.9577																						
1/27/2019	22:45:14	2294.59	3.7459	3.7395	3.9289	3.9573																						
1/27/2019	22:45:15	2296.02	3.7464	3.7401	3.9282	3.957																						
1/27/2019	22:45:17	2297.3	3.7476	3.7388	3.9287	3.9583																						
1/27/2019	22:45:18	2298.61	3.7479	3.7383	3.927	3.9599																						
1/27/2019	22:45:19	2299.92	3.7472	3.7367	3.9287	3.9599																						
1/27/2019	22:45:21	2301.28	3.7463	3.7372	3.9267	3.9611																						
1/27/2019	22:45:22	2302.75	3.7455	3.7376	3.9247	3.9607																						
1/27/2019	22:45:23	2304.11	3.7472	3.7388	3.9239	3.9635																						
1/27/2019	22:45:25	2305.36	3.7476	3.739	3.9237	3.9615																						
1/27/2019	22:45:26	2306.59	3.7477	3.7393	3.9266	3.9628																						
1/27/2019	22:45:27	2307.97	3.7467	3.7389	3.9271	3.962																						
1/27/2019	22:45:29	2309.31	3.7472	3.7394	3.9256	3.9629																						
1/27/2019	22:45:30	2310.75	3.7469	3.7408	3.9237	3.9631																						
1/27/2019	22:45:31	2312.08	3.7482	3.7401	3.9221	3.9621																						
1/27/2019	22:45:33	2313.56	3.7483	3.74	3.9262	3.9624																						
1/27/2019	22:45:34	2314.97	3.75	3.7386	3.9262	3.9624																						
1/27/2019	22:45:36	2316.16	3.7496	3.7386	3.9271	3.9621																						
1/27/2019	22:45:37	2317.39	3.7479	3.7382	3.9266	3.9625																						
1/27/2019	22:45:38	2318.66	3.7469	3.7373	3.9289	3.9629																						
1/27/2019	22:45:39	2319.94	3.7468	3.7371	3.9279	3.9638																						
1/27/2019	22:45:41	2321.45	3.748	3.7373	3.9275	3.9641																						
1/27/2019	22:45:42	2323	3.7486	3.7375	3.9259	3.9631																						
1/27/2019	22:45:44	2324.31	3.7457	3.738	3.9271	3.9635																						
1/27/2019	22:45:45	2325.56	3.7457	3.738	3.9268	3.9618																						
1/27/2019	22:45:46	2326.87	3.7467	3.739	3.9279	3.9622																						
1/27/2019	22:45:48	2328.12	3.7483	3.7395	3.9274	3.9599																						
1/27/2019	22:45:49	2329.44	3.7494	3.7388	3.9272	3.9598																						
1/27/2019	22:45:50	2330.92	3.7486	3.7396	3.9258	3.9595																						
1/27/2019	22:45:52	2332.22	3.7486	3.7384	3.9267	3.9595																						
1/27/2019	22:45:53	2333.5	3.7472	3.7394	3.9263	3.9609																						
1/27/2019	22:45:54	2335.11	3.7479	3.7388	3.9272	3.9612																						
1/27/2019	22:45:56	2336.45	3.7486	3.7397	3.9272	3.9621																						
1/27/2019	22:45:57	2337.77	3.7498	3.7387	3.9274	3.962																						
1/27/2019	22:45:58	2338.97	3.7479	3.7384	3.9283	3.9621																						
1/27/2019	22:46:00	2340.3	3.7483	3.7384	3.929	3.9629																						
1/27/2019	22:46:01	2341.66	3.748	3.7398	3.9294	3.9629																						
1/27/2019	22:46:02	2343.06	3.75	3.7406	3.9286	3.9633																						
1/27/2019	22:46:04	2344.31	3.7503	3.7403	3.9266	3.965																						
1/27/2019	22:46:05	2345.56	3.75	3.7389	3.9258	3.9647																						
1/27/2019	22:46:06	2346.86	3.7484	3.7382	3.9278	3.9651																						
1/27/2019	22:46:08	2348.3	3.7492	3.7378	3.9302	3.9631																						
1/27/2019	22:46:09	2349.56	3.749	3.7377	3.9316	3.9664																						
1/27/2019	22:46:10	2350.89	3.7491	3.7377	3.9301	3.9672																						
1/27/2019	22:46:12	2352.16	3.7477	3.7382	3.931	3.9698																						
1/27/2019	22:46:13	2353.47	3.7472	3.7388	3.9305	3.9694																						
1/27/2019	22:46:14	2354.83	3.7471	3.7376	3.9305	3.9696																						
1/27/2019	22:46:15	2356.05	3.7464	3.7369	3.9282	3.9693																						
1/27/2019	22:46:17	2357.34	3.7472	3.7372	3.9293	3.9678																						
1/27/2019	22:46:18	2358.64	3.7472	3.7382	3.9286	3.9689																						
1/27/2019	22:46:19	2360.03	3.7481	3.738	3.9301	3.9706																						
1/27/2019	22:46:21	2361.56	3.75	3.737	3.9281	3.9717																						
1/27/2019	22:46:22	2363.11	3.7503	3.7371	3.9283	3.9715																						
1/27/2019	22:46:24	2364.44	3.7506	3.7381	3.926	3.9708																						
1/27/2019	22:46:25	2365.81	3.7488	3.7377	3.9262	3.9716																						
1/27/2019	22:46:27	2367.28	3.7487	3.7373	3.9258	3.9721																						
1/27/2019	22:46:28	2368.67	3.7481	3.7367	3.9266	3.9711																						
1/27/2019	22:46:29	2369.98	3.7476	3.7388	3.9264	3.9704																						
1/27/2019	22:46:31	2371.2	3.7484	3.7389	3.9258	3.9694																						
1/27/2019	22:46:32	2372.48	3.7491	3.7389	3.927	3.9687																						
1/27/2019	22:46:33	2373.83	3.7501	3.7382	3.927	3.9694																						
1/27/2019	22:46:35	2375.22	3.7507	3.7385	3.9249	3.9693																						
1/27/2019	22:46:36	2376.53	3.7499	3.7386	3.9256	3.9691																						
1/27/2019	22:46:37	2377.89	3.75	3.7376	3.9262	3.9681																						
1/27/2019	22:46:39	2379.44	3.7492	3.7367	3.9301	3.9672																						
1/27/2019	22:46:40	2380.81	3.75	3.737	3.9264	3.9655																						
1/27/2019	22:46:42	2382.28	3.7489	3.7368	3.9285	3.9646																						
1/27/2019	22:46:43	2383.61	3.7503	3.7377	3.9272	3.9638																						
1/27/2019	22:46:44	2384.83	3.7523	3.7375	3.9301	3.9655																						
1/27/2019	22:46:46	2386.2	3.7539	3.7375	3.9281	3.9665																						
1/27/2019	22:46:47	2387.41	3.7532	3.7373	3.9291	3.9663																						
1/27/2019	22:46:48	2388.69	3.7508	3.7379	3.9259	3.967																						
1/27/2019	22:46:49	2389.97	3.7495	3.7385	3.926	3.9661																						
1/27/2019	22:46:51	2391.31	3.7474	3.7378	3.9252	3.9666																						
1/27/2019	22:46:52	2392.5	3.7481	3.7382	3.9294	3.9647																						
1/27/2019	22:46:53	2393.81	3.7485	3.7376	3.9302	3.964																						
1/27/2019	22:46:55	2395.19	3.7513	3.7381	3.9318	3.9635																						
1/27/2019	22:46:56	2396.69	3.7507	3.7374	3.9317	3.9647																						
1/27/2019	22:46:57	2397.95	3.7526	3.7379	3.9321	3.9659																						
1/27/2019	22:46:59	2399.12	3.7528	3.7378	3.9289	3.9681																						
1/27/2019	22:47:00	2400.47	3.753	3.7378	3.9286	3.9668																						
1/27/2019	22:47:01	2401.97	3.7519	3.7377	3.9266	3.969																						
1/27/2019	22:47:03	2403.27	3.75	3.7386	3.9279	3.9696																						
1/27/2019	22:47:04	2404.91	3.7504	3.738	3.927	3.9721																						
1/27/2019	22:47:06	2406.19	3.7508	3.7382	3.9271	3.9714																						
1/27/2019	22:47:07	2407.34	3.752	3.7369	3.9267	3.9711																						
1/27/2019	22:47:08	2408.7	3.7526	3.7374	3.9259	3.9709																						
1/27/2019	22:47:09	2409.87	3.7543	3.7377	3.9255	3.9682																						
1/27/2019	22:47:10	2411.11	3.7534	3.7393	3.9248	3.9658																						
1/27/2019	22:47:12	2412.42	3.7542	3.7391	3.9259	3.9637																						
1/27/2019	22:47:13	2413.84	3.7513	3.7403	3.9263	3.9651																						
1/27/2019	22:47:15	2415.33	3.752	3.7385	3.9284	3.9657																						
1/27/2019	22:47:16	2416.66	3.75	3.7381	3.9276	3.9679																						
1/27/2019	22:47:17	2417.98	3.7512	3.737	3.9271	3.9682																						
1/27/2019	22:47:19	2419.42	3.7504	3.7383	3.927	3.9698																						
1/27/2019	22:47:20	2420.97	3.7527	3.7386	3.9271	3.9695																						
1/27/2019	22:47:22	2422.2	3.7525	3.7383	3.929	3.9705																						
1/27/2019	22:47:23	2423.41	3.7539	3.7382	3.9298	3.9703																						
1/27/2019	22:47:24	2424.73	3.7531	3.7389	3.9284	3.9704																						
1/27/2019	22:47:25	2425.94	3.7531	3.7394	3.928	3.9705																						
1/27/2019	22:47:26	2427.08	3.7536	3.7393	3.9271	3.9704																						
1/27/2019	22:47:28	2428.5	3.7551	3.7387	3.9291	3.9695																						
1/27/2019	22:47:29	2429.81	3.7543	3.7385	3.9291	3.9705																						
1/27/2019	22:47:31	2431.16	3.7536	3.7379	3.9284	3.9721																						
1/27/2019	22:47:32	2432.61	3.7512	3.7388	3.9279	3.974																						
1/27/2019	22:47:33	2433.95	3.752	3.7394	3.9272	3.9744																						
1/27/2019	22:47:35	2435.31	3.7513	3.7402	3.9266	3.9756																						
1/27/2019	22:47:36	2436.67	3.7533	3.7405	3.9263	3.9765																						
1/27/2019	22:47:37	2437.92	3.7537	3.7407	3.9267	3.977																						
1/27/2019	22:47:39	2439.17	3.7545	3.74	3.9283	3.9753																						
1/27/2019	22:47:40	2440.44	3.7535	3.7389	3.9265	3.976																						
1/27/2019	22:47:41	2441.81	3.754	3.7391	3.9261	3.9776																						
1/27/2019	22:47:43	2443.37	3.7544	3.7393	3.9252	3.9791																						
1/27/2019	22:47:44	2444.56	3.7562	3.7393	3.9297	3.978																						
1/27/2019	22:47:45	2446	3.7556	3.7389	3.931	3.976																						
1/27/2019	22:47:47	2447.19	3.7564	3.7405	3.9323	3.9756																						
1/27/2019	22:47:48	2448.48	3.7556	3.7408	3.9295	3.9755																						
1/27/2019	22:47:49	2449.77	3.7544	3.7423	3.9287	3.9743																						
1/27/2019	22:47:51	2451.22	3.7544	3.7415	3.9283	3.9727																						
1/27/2019	22:47:52	2452.41	3.7529	3.7415	3.93	3.9706																						
1/27/2019	22:47:53	2453.66	3.7547	3.74	3.9306	3.9713																						
1/27/2019	22:47:54	2454.91	3.754	3.7399	3.9283	3.9706																						
1/27/2019	22:47:56	2456.2	3.7554	3.7405	3.9283	3.9696																						
1/27/2019	22:47:57	2457.58	3.7547	3.742	3.9291	3.9668																						
1/27/2019	22:47:58	2458.92	3.7548	3.7432	3.9317	3.9688																						
1/27/2019	22:48:00	2460.17	3.7533	3.744	3.9299	3.9708																						
1/27/2019	22:48:01	2461.42	3.7532	3.7436	3.9291	3.9704																						
1/27/2019	22:48:02	2462.72	3.7544	3.7445	3.928	3.9704																						
1/27/2019	22:48:03	2464.02	3.7552	3.7444	3.9292	3.9706																						
1/27/2019	22:48:05	2465.3	3.7562	3.7446	3.9283	3.9731																						
1/27/2019	22:48:06	2466.56	3.7559	3.7445	3.9296	3.9723																						
1/27/2019	22:48:07	2467.94	3.7559	3.7449	3.9285	3.9713																						
1/27/2019	22:48:09	2469.48	3.7544	3.744	3.9307	3.9718																						
1/27/2019	22:48:10	2470.89	3.7525	3.7434	3.9306	3.9723																						
1/27/2019	22:48:11	2472.09	3.7535	3.7448	3.9307	3.9742																						
1/27/2019	22:48:13	2473.31	3.7548	3.7464	3.9279	3.9739																						
1/27/2019	22:48:14	2474.56	3.7561	3.7465	3.9279	3.9743																						
1/27/2019	22:48:15	2475.91	3.7569	3.7447	3.9285	3.9748																						
1/27/2019	22:48:17	2477.47	3.7564	3.7442	3.9314	3.9754																						
1/27/2019	22:48:18	2478.69	3.7552	3.7442	3.9314	3.9773																						
1/27/2019	22:48:19	2480	3.7537	3.7445	3.931	3.9762																						
