Date	Time (HH:MM:SS)	Time (s)	Ch1	Ch2	Ch3	Ch4																						 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)
1/27/2019	22:06:59	0	4.0627	4.0649	4.1412	4.1619																						
1/27/2019	22:07:02	2.89	4.0611	4.0649	4.1405	4.159																						
1/27/2019	22:07:03	4.03	4.062	4.0668	4.1375	4.1573																						
1/27/2019	22:07:05	5.33	4.0607	4.0667	4.1364	4.1573																						
1/27/2019	22:07:06	6.69	4.0591	4.0647	4.1359	4.1577																						
1/27/2019	22:07:07	8	4.0579	4.0627	4.1371	4.1595																						
1/27/2019	22:07:09	9.72	4.0577	4.0614	4.1369	4.1586																						
1/27/2019	22:07:10	10.97	4.059	4.0633	4.1368	4.1593																						
1/27/2019	22:07:12	12.25	4.0571	4.0649	4.1362	4.1583																						
1/27/2019	22:07:13	13.48	4.0575	4.0658	4.1364	4.1586																						
1/27/2019	22:07:14	14.75	4.0561	4.0638	4.1367	4.1564																						
1/27/2019	22:07:15	16.02	4.0578	4.0617	4.1344	4.1554																						
1/27/2019	22:07:17	17.45	4.0546	4.0597	4.133	4.155																						
1/27/2019	22:07:18	18.84	4.0549	4.0605	4.1294	4.1561																						
1/27/2019	22:07:20	20.17	4.0545	4.0593	4.1311	4.1564																						
1/27/2019	22:07:21	21.36	4.0574	4.0589	4.1312	4.1559																						
1/27/2019	22:07:22	22.62	4.0555	4.0589	4.1337	4.1575																						
1/27/2019	22:07:23	23.91	4.0554	4.0608	4.1334	4.1572																						
1/27/2019	22:07:25	25.17	4.053	4.0614	4.1321	4.1568																						
1/27/2019	22:07:26	26.61	4.0545	4.0609	4.1316	4.1545																						
1/27/2019	22:07:27	28.05	4.0545	4.0609	4.1308	4.1539																						
1/27/2019	22:07:29	29.34	4.0549	4.0597	4.1317	4.1537																						
1/27/2019	22:07:30	30.86	4.0527	4.0589	4.1306	4.1538																						
1/27/2019	22:07:32	32.34	4.0526	4.0582	4.1307	4.1533																						
1/27/2019	22:07:33	33.56	4.05	4.0597	4.1304	4.1531																						
1/27/2019	22:07:34	34.84	4.0485	4.061	4.1303	4.1515																						
1/27/2019	22:07:36	36.64	4.0471	4.0614	4.1293	4.1523																						
1/27/2019	22:07:37	37.91	4.0494	4.0615	4.1277	4.1516																						
1/27/2019	22:07:39	39.12	4.0507	4.0595	4.1256	4.1516																						
1/27/2019	22:07:40	40.36	4.0507	4.0599	4.1263	4.1493																						
1/27/2019	22:07:41	41.67	4.0494	4.0592	4.1254	4.1483																						
1/27/2019	22:07:42	42.98	4.0485	4.0606	4.1249	4.1478																						
1/27/2019	22:07:44	44.36	4.048	4.0596	4.1224	4.1493																						
1/27/2019	22:07:45	45.98	4.0469	4.0583	4.1237	4.15																						
1/27/2019	22:07:47	47.31	4.0469	4.0579	4.124	4.149																						
1/27/2019	22:07:48	48.59	4.0456	4.0579	4.124	4.1479																						
1/27/2019	22:07:49	49.83	4.0448	4.0587	4.1239	4.1435																						
1/27/2019	22:07:50	51.08	4.044	4.0592	4.1249	4.143																						
1/27/2019	22:07:52	52.47	4.0435	4.0572	4.1253	4.1407																						
1/27/2019	22:07:53	53.94	4.0446	4.0574	4.1239	4.1422																						
1/27/2019	22:07:55	55.19	4.0426	4.0536	4.1233	4.142																						
1/27/2019	22:07:56	56.39	4.0427	4.0532	4.1223	4.1407																						
1/27/2019	22:07:57	57.7	4.0401	4.0512	4.1229	4.142																						
1/27/2019	22:07:58	59	4.0404	4.0521	4.1216	4.1431																						
1/27/2019	22:08:00	60.28	4.0394	4.0528	4.1202	4.1452																						
1/27/2019	22:08:01	61.78	4.039	4.0531	4.1192	4.1431																						
1/27/2019	22:08:03	63.37	4.039	4.0531	4.1176	4.143																						
1/27/2019	22:08:04	64.69	4.0371	4.0513	4.1169	4.1429																						
1/27/2019	22:08:05	66.02	4.0369	4.0502	4.1166	4.1427																						
1/27/2019	22:08:07	67.44	4.0352	4.0483	4.1181	4.1419																						
1/27/2019	22:08:08	68.84	4.0355	4.0488	4.1185	4.1412																						
1/27/2019	22:08:10	70.27	4.0351	4.0471	4.1152	4.1406																						
1/27/2019	22:08:11	72.05	4.0362	4.0476	4.1134	4.1401																						
1/27/2019	22:08:13	73.5	4.0365	4.0476	4.113	4.1393																						
1/27/2019	22:08:14	75.06	4.036	4.0471	4.1148	4.1392																						
1/27/2019	22:08:16	76.58	4.0342	4.0457	4.1155	4.1382																						
1/27/2019	22:08:17	77.75	4.0329	4.0435	4.1148	4.1371																						
1/27/2019	22:08:18	79	4.0341	4.0445	4.1145	4.1377																						
1/27/2019	22:08:20	80.22	4.0344	4.0445	4.1147	4.1373																						
1/27/2019	22:08:21	81.77	4.0341	4.0444	4.116	4.1358																						
1/27/2019	22:08:23	83.14	4.0326	4.0442	4.1153	4.1359																						
1/27/2019	22:08:24	84.41	4.0323	4.0432	4.1154	4.1355																						
1/27/2019	22:08:25	85.95	4.0303	4.0432	4.114	4.1355																						
1/27/2019	22:08:27	87.3	4.0299	4.041	4.1138	4.1336																						
1/27/2019	22:08:28	88.48	4.0284	4.0411	4.1113	4.1339																						
1/27/2019	22:08:30	90.27	4.0299	4.0407	4.1111	4.1347																						
1/27/2019	22:08:31	91.58	4.0296	4.0415	4.1114	4.1333																						
1/27/2019	22:08:32	92.84	4.0305	4.0416	4.1119	4.1318																						
1/27/2019	22:08:33	94.03	4.0306	4.0403	4.1124	4.1305																						
1/27/2019	22:08:35	95.53	4.0312	4.0391	4.1104	4.1307																						
1/27/2019	22:08:36	96.78	4.0293	4.038	4.1113	4.1314																						
1/27/2019	22:08:38	98.19	4.0274	4.0395	4.1104	4.1317																						
1/27/2019	22:08:39	99.83	4.0263	4.0393	4.1127	4.1326																						
1/27/2019	22:08:41	101.37	4.0271	4.0391	4.1126	4.132																						
1/27/2019	22:08:42	102.89	4.0284	4.0379	4.1109	4.1325																						
1/27/2019	22:08:44	104.16	4.0279	4.0377	4.1086	4.1313																						
1/27/2019	22:08:45	105.94	4.0261	4.036	4.1075	4.1291																						
1/27/2019	22:08:47	107.47	4.025	4.0339	4.1083	4.1275																						
1/27/2019	22:08:48	108.86	4.0241	4.0333	4.1079	4.1268																						
1/27/2019	22:08:50	110.39	4.0249	4.0331	4.1065	4.1268																						
1/27/2019	22:08:51	111.78	4.0249	4.0338	4.1037	4.1255																						
1/27/2019	22:08:52	113.08	4.0227	4.0339	4.102	4.1261																						
1/27/2019	22:08:54	114.84	4.0222	4.0336	4.0997	4.1254																						
1/27/2019	22:08:56	116.22	4.0208	4.0322	4.0991	4.1264																						
1/27/2019	22:08:57	117.39	4.0221	4.0321	4.1003	4.1241																						
1/27/2019	22:08:58	118.77	4.0211	4.0332	4.1014	4.125																						
1/27/2019	22:09:00	120.39	4.0194	4.0338	4.1027	4.1231																						
1/27/2019	22:09:01	121.83	4.0183	4.0332	4.103	4.1242																						
1/27/2019	22:09:03	123.56	4.0181	4.0324	4.1018	4.1245																						
1/27/2019	22:09:04	125.03	4.0186	4.0313	4.1014	4.1264																						
1/27/2019	22:09:06	126.33	4.0172	4.0306	4.1015	4.1264																						
1/27/2019	22:09:07	127.78	4.0172	4.0286	4.102	4.1248																						
1/27/2019	22:09:09	129.53	4.0163	4.0284	4.1013	4.123																						
1/27/2019	22:09:11	131.62	4.0172	4.0274	4.0997	4.1227																						
1/27/2019	22:09:12	132.87	4.0165	4.028	4.1016	4.1215																						
1/27/2019	22:09:14	134.14	4.0163	4.0277	4.1033	4.1207																						
1/27/2019	22:09:15	135.37	4.0159	4.0279	4.1034	4.1205																						
1/27/2019	22:09:16	136.64	4.0165	4.027	4.1018	4.1218																						
1/27/2019	22:09:17	137.87	4.0158	4.0282	4.1013	4.1248																						
1/27/2019	22:09:19	139.19	4.0136	4.0268	4.1003	4.123																						
1/27/2019	22:09:20	140.45	4.0097	4.0273	4.0997	4.1227																						
1/27/2019	22:09:21	141.89	4.009	4.0254	4.0992	4.1204																						
1/27/2019	22:09:23	143.56	4.011	4.0262	4.0975	4.1207																						
1/27/2019	22:09:24	144.75	4.0116	4.025	4.0959	4.12																						
1/27/2019	22:09:25	145.94	4.0117	4.0269	4.0951	4.1184																						
1/27/2019	22:09:27	147.12	4.0107	4.0264	4.0949	4.1159																						
1/27/2019	22:09:28	148.8	4.0113	4.027	4.0939	4.115																						
1/27/2019	22:09:30	150.34	4.01	4.0237	4.0949	4.1142																						
1/27/2019	22:09:31	151.89	4.0074	4.0236	4.0959	4.1174																						
1/27/2019	22:09:33	153.16	4.0061	4.0232	4.0979	4.1166																						
1/27/2019	22:09:34	154.42	4.0067	4.0236	4.0959	4.1153																						
1/27/2019	22:09:35	155.66	4.0083	4.0232	4.0951	4.1123																						
1/27/2019	22:09:36	156.84	4.0074	4.0232	4.0944	4.111																						
1/27/2019	22:09:37	157.95	4.0069	4.0223	4.0951	4.1116																						
1/27/2019	22:09:39	159.23	4.0053	4.0216	4.0959	4.1102																						
1/27/2019	22:09:40	160.72	4.003	4.0206	4.0961	4.1094																						
1/27/2019	22:09:41	162.09	4.0044	4.0211	4.0962	4.1108																						
1/27/2019	22:09:43	163.31	4.0043	4.0213	4.0941	4.112																						
1/27/2019	22:09:44	164.47	4.0062	4.0218	4.0958	4.113																						
1/27/2019	22:09:45	165.73	4.0026	4.0223	4.0944	4.1113																						
1/27/2019	22:09:46	166.94	4.0001	4.0224	4.0965	4.11																						
1/27/2019	22:09:48	168.55	3.9998	4.0205	4.0938	4.1111																						
1/27/2019	22:09:49	169.91	4.0003	4.0195	4.0925	4.1125																						
1/27/2019	22:09:51	171.28	4.003	4.0184	4.0903	4.1132																						
1/27/2019	22:09:52	172.44	4.0021	4.0187	4.0921	4.1127																						
1/27/2019	22:09:53	173.62	4.0016	4.017	4.0928	4.1115																						
1/27/2019	22:09:54	174.81	4.0011	4.0176	4.095	4.1119																						
1/27/2019	22:09:56	176.12	4.0003	4.0159	4.0924	4.1113																						
1/27/2019	22:09:57	177.5	3.9987	4.0158	4.091	4.1111																						
1/27/2019	22:09:58	178.78	3.998	4.0146	4.0882	4.1108																						
1/27/2019	22:10:00	180.16	3.9967	4.0146	4.089	4.1096																						
1/27/2019	22:10:01	181.45	3.9986	4.0141	4.0899	4.109																						
1/27/2019	22:10:02	182.81	3.9973	4.0131	4.0905	4.1093																						
1/27/2019	22:10:04	184.2	3.997	4.0126	4.0893	4.1104																						
1/27/2019	22:10:05	185.53	3.9951	4.0137	4.0888	4.1105																						
1/27/2019	22:10:06	186.84	3.9924	4.0133	4.089	4.109																						
1/27/2019	22:10:07	188.02	3.993	4.0161	4.0879	4.1085																						
1/27/2019	22:10:09	189.27	3.9924	4.0151	4.0882	4.1077																						
1/27/2019	22:10:10	190.86	3.9945	4.0156	4.0882	4.1071																						
1/27/2019	22:10:11	192.05	3.9918	4.0122	4.0885	4.105																						
1/27/2019	22:10:13	193.3	3.9905	4.0112	4.0875	4.1038																						
1/27/2019	22:10:14	194.64	3.9897	4.0103	4.0867	4.1028																						
1/27/2019	22:10:15	195.91	3.9917	4.0094	4.0869	4.104																						
1/27/2019	22:10:17	197.36	3.9915	4.0078	4.0868	4.1035																						
1/27/2019	22:10:18	198.73	3.9898	4.0074	4.0868	4.1023																						
1/27/2019	22:10:20	200.12	3.9883	4.0069	4.0872	4.1023																						
1/27/2019	22:10:21	201.36	3.9893	4.0074	4.0886	4.1021																						
1/27/2019	22:10:22	202.75	3.9896	4.005	4.0879	4.1049																						
1/27/2019	22:10:23	204.02	3.9891	4.0033	4.0871	4.1038																						
1/27/2019	22:10:25	205.17	3.9873	4.0012	4.0864	4.1038																						
1/27/2019	22:10:26	206.34	3.986	3.9994	4.0867	4.1019																						
1/27/2019	22:10:27	207.66	3.9857	3.9996	4.0868	4.1011																						
1/27/2019	22:10:28	209.02	3.9854	3.9995	4.0846	4.1013																						
1/27/2019	22:10:30	210.27	3.9847	4.0001	4.0843	4.1012																						
1/27/2019	22:10:31	211.42	3.9827	3.9996	4.0827	4.1024																						
1/27/2019	22:10:32	212.69	3.9817	4.0011	4.0843	4.103																						
1/27/2019	22:10:33	214.08	3.981	3.9998	4.0844	4.1047																						
1/27/2019	22:10:35	215.42	3.981	3.9982	4.0853	4.1038																						
1/27/2019	22:10:36	216.83	3.9811	3.9959	4.0841	4.1032																						
1/27/2019	22:10:38	218.17	3.9793	3.9964	4.0826	4.1017																						
1/27/2019	22:10:39	219.41	3.9791	3.9986	4.0827	4.1001																						
1/27/2019	22:10:40	220.8	3.9786	3.9972	4.0833	4.1001																						
1/27/2019	22:10:42	222.31	3.98	3.9958	4.0836	4.0997																						
1/27/2019	22:10:43	223.69	3.9791	3.9942	4.0819	4.1014																						
1/27/2019	22:10:44	224.95	3.9781	3.9939	4.0825	4.0988																						
1/27/2019	22:10:46	226.25	3.977	3.9959	4.0833	4.0984																						
1/27/2019	22:10:47	227.45	3.9761	3.9947	4.0825	4.0981																						
1/27/2019	22:10:48	228.86	3.9765	3.9948	4.0806	4.0991																						
1/27/2019	22:10:50	230.3	3.9767	3.9926	4.0787	4.0974																						
1/27/2019	22:10:51	231.58	3.978	3.9921	4.0787	4.0973																						
1/27/2019	22:10:52	232.8	3.9764	3.9921	4.0788	4.0966																						
1/27/2019	22:10:54	234.5	3.9746	3.9895	4.0798	4.0962																						
1/27/2019	22:10:55	235.8	3.9743	3.9884	4.0805	4.0957																						
1/27/2019	22:10:56	237.03	3.9743	3.9844	4.0815	4.0958																						
1/27/2019	22:10:58	238.41	3.9771	3.9849	4.0808	4.0965																						
1/27/2019	22:10:59	239.78	3.9764	3.9826	4.0811	4.0952																						
1/27/2019	22:11:01	241.2	3.9757	3.9837	4.0792	4.0938																						
1/27/2019	22:11:02	242.5	3.9724	3.9816	4.0785	4.0915																						
1/27/2019	22:11:03	243.91	3.9703	3.981	4.0791	4.0926																						
1/27/2019	22:11:05	245.12	3.9692	3.9795	4.0797	4.0918																						
1/27/2019	22:11:06	246.33	3.9713	3.9789	4.0811	4.0922																						
1/27/2019	22:11:07	247.73	3.9727	3.98	4.0798	4.0926																						
1/27/2019	22:11:08	248.89	3.9736	3.9794	4.0787	4.0937																						
1/27/2019	22:11:10	250.23	3.9714	3.9794	4.0766	4.0957																						
1/27/2019	22:11:11	251.67	3.9707	3.9782	4.0768	4.0922																						
1/27/2019	22:11:12	252.86	3.9716	3.9769	4.0777	4.0952																						
1/27/2019	22:11:14	254.14	3.9709	3.9757	4.0777	4.0916																						
1/27/2019	22:11:15	255.45	3.97	3.9757	4.0764	4.0924																						
1/27/2019	22:11:16	256.66	3.9689	3.977	4.0769	4.0888																						
1/27/2019	22:11:17	257.87	3.9693	3.9768	4.0763	4.0916																						
1/27/2019	22:11:18	259.05	3.9707	3.9742	4.0762	4.0932																						
1/27/2019	22:11:20	260.25	3.9705	3.9729	4.0745	4.0946																						
1/27/2019	22:11:21	261.55	3.9698	3.9746	4.0746	4.0935																						
1/27/2019	22:11:22	263	3.9686	3.9754	4.0748	4.0907																						
1/27/2019	22:11:24	264.36	3.9678	3.9766	4.0729	4.09																						
1/27/2019	22:11:25	265.52	3.967	3.9761	4.0732	4.0891																						
1/27/2019	22:11:26	266.69	3.9665	3.975	4.0727	4.0889																						
1/27/2019	22:11:27	268	3.9665	3.9726	4.0731	4.0885																						
1/27/2019	22:11:29	269.41	3.966	3.9731	4.0732	4.0892																						
1/27/2019	22:11:30	270.78	3.9649	3.975	4.0725	4.09																						
1/27/2019	22:11:31	271.94	3.9636	3.975	4.0732	4.0889																						
1/27/2019	22:11:33	273.22	3.9648	3.9734	4.0728	4.0885																						
1/27/2019	22:11:34	274.42	3.9646	3.9727	4.0743	4.0892																						
1/27/2019	22:11:35	275.61	3.9635	3.9715	4.0753	4.0911																						
1/27/2019	22:11:36	276.78	3.9634	3.9718	4.0746	4.0923																						
1/27/2019	22:11:37	277.98	3.9616	3.9722	4.0729	4.0907																						
1/27/2019	22:11:39	279.25	3.9621	3.975	4.072	4.0908																						
1/27/2019	22:11:40	280.42	3.9594	3.976	4.0724	4.0901																						
1/27/2019	22:11:41	281.67	3.9601	3.9728	4.0721	4.0897																						
1/27/2019	22:11:43	283.36	3.9597	3.9717	4.0723	4.0877																						
1/27/2019	22:11:44	284.59	3.9598	3.9695	4.0714	4.0869																						
1/27/2019	22:11:45	285.75	3.9608	3.9692	4.0701	4.0892																						
1/27/2019	22:11:46	286.98	3.9597	3.9657	4.0682	4.0879																						
1/27/2019	22:11:48	288.14	3.9612	3.9645	4.0686	4.0854																						
1/27/2019	22:11:49	289.42	3.9591	3.9636	4.0704	4.0826																						
1/27/2019	22:11:50	290.66	3.9607	3.9632	4.0727	4.0827																						
1/27/2019	22:11:52	292.25	3.9588	3.9617	4.0724	4.085																						
1/27/2019	22:11:53	293.59	3.9588	3.9625	4.072	4.0848																						
1/27/2019	22:11:54	295.03	3.9568	3.9621	4.0707	4.0823																						
1/27/2019	22:11:56	296.3	3.9556	3.9637	4.0699	4.0799																						
1/27/2019	22:11:57	297.67	3.9565	3.965	4.0701	4.0794																						
1/27/2019	22:11:58	298.95	3.9565	3.9666	4.068	4.0829																						
1/27/2019	22:12:00	300.12	3.9563	3.9645	4.0686	4.0854																						
1/27/2019	22:12:01	301.8	3.9558	3.9621	4.0678	4.089																						
1/27/2019	22:12:02	303.08	3.9558	3.9609	4.0697	4.0867																						
1/27/2019	22:12:04	304.23	3.9557	3.9614	4.0697	4.0853																						
1/27/2019	22:12:05	305.41	3.9546	3.9631	4.0699	4.0822																						
1/27/2019	22:12:06	306.61	3.9543	3.9622	4.0696	4.0846																						
1/27/2019	22:12:07	307.8	3.9543	3.9603	4.0689	4.083																						
1/27/2019	22:12:08	309	3.9526	3.9605	4.0683	4.0831																						
1/27/2019	22:12:10	310.17	3.9524	3.9616	4.0675	4.0792																						
1/27/2019	22:12:11	311.33	3.9517	3.963	4.0675	4.0783																						
1/27/2019	22:12:12	312.92	3.951	3.9613	4.0674	4.0786																						
1/27/2019	22:12:14	314.25	3.9497	3.9607	4.0675	4.0788																						
1/27/2019	22:12:15	315.58	3.9499	3.9611	4.0671	4.0804																						
1/27/2019	22:12:16	317	3.9507	3.961	4.0657	4.0798																						
1/27/2019	22:12:18	318.17	3.9502	3.9615	4.0644	4.0802																						
1/27/2019	22:12:19	319.41	3.9499	3.9592	4.0636	4.0806																						
1/27/2019	22:12:20	320.64	3.9499	3.958	4.0644	4.0795																						
1/27/2019	22:12:21	321.77	3.9496	3.9577	4.0653	4.0806																						
1/27/2019	22:12:22	323.03	3.9498	3.9577	4.0647	4.08																						
1/27/2019	22:12:24	324.17	3.9496	3.9572	4.0643	4.0792																						
1/27/2019	22:12:25	325.34	3.9493	3.9566	4.0633	4.0786																						
1/27/2019	22:12:26	326.73	3.9483	3.9581	4.0646	4.0776																						
1/27/2019	22:12:27	327.98	3.9469	3.9588	4.0629	4.0783																						
1/27/2019	22:12:29	329.2	3.9486	3.9581	4.0633	4.0775																						
1/27/2019	22:12:30	330.44	3.9484	3.9559	4.0639	4.0765																						
1/27/2019	22:12:31	331.72	3.9486	3.954	4.0664	4.0784																						
1/27/2019	22:12:32	333.08	3.9462	3.954	4.0653	4.0796																						
1/27/2019	22:12:34	334.67	3.9454	3.956	4.064	4.0815																						
1/27/2019	22:12:35	335.98	3.9458	3.9563	4.062	4.0802																						
1/27/2019	22:12:37	337.3	3.944	3.9559	4.0612	4.08																						
1/27/2019	22:12:38	338.45	3.9435	3.954	4.0592	4.0783																						
1/27/2019	22:12:39	339.61	3.9414	3.9542	4.0599	4.0748																						
1/27/2019	22:12:40	340.78	3.9425	3.9529	4.0606	4.0725																						
1/27/2019	22:12:41	342.02	3.9427	3.9518	4.0601	4.0712																						
1/27/2019	22:12:43	343.25	3.9423	3.9517	4.0587	4.0713																						
1/27/2019	22:12:44	344.48	3.9421	3.952	4.0597	4.0712																						
1/27/2019	22:12:45	345.62	3.9396	3.9524	4.0618	4.0724																						
1/27/2019	22:12:47	347.14	3.9401	3.9526	4.0609	4.0733																						
1/27/2019	22:12:48	348.86	3.9386	3.9516	4.0601	4.0735																						
1/27/2019	22:12:50	350.19	3.9404	3.9507	4.0598	4.0719																						
1/27/2019	22:12:51	351.37	3.9366	3.9494	4.0605	4.071																						
1/27/2019	22:12:52	352.73	3.9373	3.9506	4.06	4.0706																						
1/27/2019	22:12:53	353.94	3.9389	3.9499	4.0581	4.07																						
1/27/2019	22:12:55	355.25	3.9423	3.9496	4.0587	4.0696																						
1/27/2019	22:12:56	356.61	3.9428	3.9483	4.0562	4.0692																						
1/27/2019	22:12:58	358.27	3.9394	3.9495	4.0551	4.0692																						
1/27/2019	22:12:59	359.36	3.9382	3.9485	4.0545	4.0694																						
1/27/2019	22:13:00	360.58	3.9382	3.9478	4.0566	4.0678																						
1/27/2019	22:13:01	362.09	3.9375	3.9456	4.0587	4.0702																						
1/27/2019	22:13:03	363.27	3.9359	3.9458	4.0567	4.0697																						
1/27/2019	22:13:04	364.44	3.9337	3.9453	4.0566	4.07																						
1/27/2019	22:13:05	365.66	3.9358	3.9452	4.0546	4.0664																						
1/27/2019	22:13:07	367.42	3.9364	3.9431	4.0569	4.067																						
1/27/2019	22:13:08	368.98	3.9371	3.9432	4.0548	4.0684																						
1/27/2019	22:13:10	370.17	3.9359	3.9426	4.0549	4.0698																						
1/27/2019	22:13:11	371.5	3.9357	3.9426	4.054	4.0697																						
1/27/2019	22:13:12	373.05	3.9348	3.9417	4.056	4.0684																						
1/27/2019	22:13:14	374.37	3.9348	3.9401	4.0533	4.0705																						
1/27/2019	22:13:15	375.66	3.9359	3.9389	4.0516	4.0688																						
1/27/2019	22:13:16	377.11	3.9348	3.938	4.0507	4.0686																						
1/27/2019	22:13:18	378.81	3.9333	3.9391	4.0541	4.0676																						
1/27/2019	22:13:20	380.22	3.9321	3.9389	4.0538	4.0664																						
1/27/2019	22:13:21	381.66	3.9324	3.9375	4.0521	4.0653																						
1/27/2019	22:13:22	383.08	3.933	3.9362	4.0502	4.0621																						
1/27/2019	22:13:24	384.28	3.9323	3.9372	4.0513	4.0633																						
1/27/2019	22:13:25	385.61	3.932	3.9377	4.0523	4.0618																						
1/27/2019	22:13:27	387.12	3.9333	3.9379	4.0527	4.0632																						
1/27/2019	22:13:28	388.52	3.9341	3.9374	4.0517	4.0646																						
1/27/2019	22:13:29	389.95	3.934	3.9376	4.051	4.0681																						
1/27/2019	22:13:31	391.3	3.9306	3.9366	4.0524	4.0662																						
1/27/2019	22:13:32	392.8	3.9303	3.9355	4.051	4.0656																						
1/27/2019	22:13:33	394.05	3.9302	3.9353	4.0499	4.0625																						
1/27/2019	22:13:35	395.33	3.9326	3.9354	4.0477	4.0614																						
1/27/2019	22:13:36	396.56	3.9315	3.936	4.0487	4.0589																						
1/27/2019	22:13:37	397.75	3.9303	3.9344	4.0491	4.0585																						
1/27/2019	22:13:38	399.06	3.9296	3.9341	4.0481	4.0595																						
1/27/2019	22:13:40	400.72	3.9299	3.9333	4.0481	4.0613																						
1/27/2019	22:13:42	402.27	3.9315	3.9337	4.0477	4.0626																						
1/27/2019	22:13:43	403.62	3.9296	3.9331	4.0504	4.0629																						
1/27/2019	22:13:44	405.05	3.9284	3.9326	4.0499	4.0624																						
1/27/2019	22:13:46	406.22	3.9279	3.9314	4.049	4.0626																						
1/27/2019	22:13:47	407.41	3.9287	3.932	4.0484	4.0616																						
1/27/2019	22:13:48	408.59	3.9291	3.9324	4.048	4.062																						
1/27/2019	22:13:49	409.73	3.9277	3.9327	4.0473	4.0633																						
1/27/2019	22:13:50	410.87	3.9274	3.9317	4.0466	4.0663																						
1/27/2019	22:13:52	412.12	3.9285	3.9303	4.0448	4.065																						
1/27/2019	22:13:53	413.34	3.9282	3.9309	4.0446	4.0628																						
1/27/2019	22:13:54	414.59	3.9267	3.9314	4.043	4.0598																						
1/27/2019	22:13:55	415.89	3.926	3.9312	4.0438	4.0594																						
1/27/2019	22:13:57	417.16	3.926	3.9295	4.0428	4.0594																						
1/27/2019	22:13:58	418.72	3.9281	3.9291	4.0423	4.0605																						
1/27/2019	22:13:59	419.84	3.9284	3.9296	4.0423	4.063																						
1/27/2019	22:14:00	421.08	3.9288	3.9293	4.0427	4.0616																						
1/27/2019	22:14:02	422.28	3.9275	3.9285	4.0444	4.0612																						
1/27/2019	22:14:03	423.44	3.9258	3.927	4.0453	4.0578																						
1/27/2019	22:14:04	424.69	3.9253	3.9264	4.0455	4.0583																						
1/27/2019	22:14:06	426.39	3.9257	3.9256	4.0438	4.0592																						
1/27/2019	22:14:07	428.03	3.926	3.9265	4.041	4.0596																						
1/27/2019	22:14:09	429.92	3.9242	3.9273	4.0413	4.0609																						
1/27/2019	22:14:11	431.36	3.9235	3.927	4.0413	4.0606																						
1/27/2019	22:14:12	432.75	3.9229	3.926	4.0435	4.0608																						
1/27/2019	22:14:14	434.27	3.9249	3.9248	4.0423	4.0585																						
1/27/2019	22:14:15	435.62	3.9253	3.9247	4.0394	4.0564																						
1/27/2019	22:14:16	437.03	3.925	3.9237	4.0377	4.0556																						
1/27/2019	22:14:18	438.27	3.9245	3.9238	4.038	4.0547																						
1/27/2019	22:14:19	439.53	3.9236	3.923	4.0395	4.0534																						
1/27/2019	22:14:20	440.91	3.9232	3.9231	4.0382	4.0526																						
1/27/2019	22:14:22	442.36	3.9212	3.9219	4.0387	4.0513																						
1/27/2019	22:14:23	443.73	3.9195	3.9208	4.0376	4.0525																						
1/27/2019	22:14:25	445.25	3.9179	3.9212	4.0385	4.053																						
1/27/2019	22:14:26	446.98	3.9186	3.921	4.0367	4.0548																						
1/27/2019	22:14:28	448.39	3.918	3.9221	4.0369	4.0546																						
1/27/2019	22:14:29	449.89	3.9165	3.9215	4.0362	4.0548																						
1/27/2019	22:14:31	451.27	3.916	3.9235	4.0367	4.0551																						
1/27/2019	22:14:32	452.7	3.9163	3.9235	4.0383	4.0545																						
1/27/2019	22:14:34	454.2	3.9194	3.9235	4.0383	4.0553																						
1/27/2019	22:14:35	455.73	3.9151	3.9217	4.0373	4.0536																						
1/27/2019	22:14:37	457.12	3.913	3.9197	4.0358	4.0532																						
1/27/2019	22:14:38	458.48	3.9113	3.9174	4.0329	4.0508																						
1/27/2019	22:14:39	459.87	3.9135	3.9156	4.0326	4.051																						
1/27/2019	22:14:41	461.27	3.9158	3.9158	4.031	4.0507																						
1/27/2019	22:14:42	462.5	3.9134	3.9157	4.032	4.0509																						
1/27/2019	22:14:43	464.05	3.9145	3.9154	4.0323	4.05																						
1/27/2019	22:14:45	465.34	3.9125	3.9139	4.0335	4.0493																						
1/27/2019	22:14:46	466.84	3.9148	3.913	4.0335	4.0496																						
1/27/2019	22:14:48	468.37	3.9138	3.9116	4.0337	4.0501																						
1/27/2019	22:14:49	469.91	3.9155	3.9116	4.0322	4.0496																						
1/27/2019	22:14:51	471.58	3.9114	3.9119	4.0331	4.0468																						
1/27/2019	22:14:53	473.39	3.9112	3.9129	4.0323	4.0459																						
1/27/2019	22:14:54	474.97	3.9089	3.9121	4.0322	4.0428																						
1/27/2019	22:14:56	476.33	3.9099	3.9108	4.0299	4.0432																						
1/27/2019	22:14:57	477.81	3.9081	3.9093	4.0301	4.0416																						
1/27/2019	22:14:59	479.77	3.9082	3.9089	4.0283	4.0423																						
1/27/2019	22:15:00	481.05	3.9098	3.9091	4.0291	4.042																						
1/27/2019	22:15:02	482.55	3.9088	3.9095	4.0275	4.0432																						
1/27/2019	22:15:03	483.92	3.9085	3.9097	4.0287	4.044																						
1/27/2019	22:15:05	485.17	3.9064	3.9095	4.0277	4.0417																						
1/27/2019	22:15:06	486.37	3.9081	3.9095	4.027	4.0404																						
