timestamp(ticks/UTC),solar(V),batt(V),bus(V),solar(I),batt(I),bus(I),batt_temp(C),chg_stat,chg_fault
24703t,0.19,3.99,3.93,0.000,-0.520,0.523,0.0,0,0
53433t,0.90,4.01,3.97,0.000,-0.331,0.334,0.0,0,0
