epoch,sensor,link,log type,data,SST
1739690991.67,3,DATA,SOFT2,2600,2776
1739690991.72,2,DATA,SOFT2,2660,2798
1739691049.59,1,DATA,SOFT2,559,2765
1739691049.68,3,DATA,SOFT2,614,2776
1739691049.77,2,DATA,SOFT2,624,2797
1739691050.09,1,DATA,SOFT2,1059,2765
1739691050.18,3,DATA,SOFT2,1114,2776
1739691050.27,2,DATA,SOFT2,1124,2797
1739691050.59,1,DATA,SOFT2,1559,2765
1739691050.68,3,DATA,SOFT2,1614,2776
1739691050.77,2,DATA,SOFT2,1624,2797
1739691051.09,1,DATA,SOFT2,2059,2766
1739691051.18,3,DATA,SOFT2,2114,2776
1739691051.27,2,DATA,SOFT2,2124,2797
1739691051.59,1,DATA,SOFT2,2559,2766
1739691051.68,3,DATA,SOFT2,2614,2776
1739691051.77,2,DATA,SOFT2,2624,2798
1739691109.59,1,DATA,SOFT2,567,2766
1739691109.66,3,DATA,SOFT2,601,2776
1739691109.69,2,DATA,SOFT2,636,2797
1739691110.09,1,DATA,SOFT2,1067,2766
1739691110.16,3,DATA,SOFT2,1101,2776
1739691110.19,2,DATA,SOFT2,1136,2797
1739691110.59,1,DATA,SOFT2,1567,2766
1739691110.66,3,DATA,SOFT2,1601,2776
1739691110.69,2,DATA,SOFT2,1636,2797
1739691111.09,1,DATA,SOFT2,2067,2766
1739691111.16,3,DATA,SOFT2,2101,2776
1739691111.19,2,DATA,SOFT2,2136,2797
1739691111.59,1,DATA,SOFT2,2567,2766
1739691111.66,3,DATA,SOFT2,2601,2776
1739691111.69,2,DATA,SOFT2,2636,2797
1739691169.61,2,DATA,SOFT2,547,2797
1739691169.65,3,DATA,SOFT2,578,2776
1739691169.68,1,DATA,SOFT2,651,2766
1739691170.11,2,DATA,SOFT2,1047,2797
1739691170.15,3,DATA,SOFT2,1078,2776
1739691170.18,1,DATA,SOFT2,1151,2766
1739691170.61,2,DATA,SOFT2,1547,2796
1739691170.65,3,DATA,SOFT2,1578,2776
1739691170.68,1,DATA,SOFT2,1651,2765
1739691171.11,2,DATA,SOFT2,2047,2797
1739691171.15,3,DATA,SOFT2,2078,2776
1739691171.18,1,DATA,SOFT2,2151,2765
1739691171.61,2,DATA,SOFT2,2547,2797
1739691171.65,3,DATA,SOFT2,2578,2776
1739691171.68,1,DATA,SOFT2,2651,2765
1739691229.56,1,DATA,SOFT2,530,2765
1739691229.59,3,DATA,SOFT2,518,2776
1739691229.68,2,DATA,SOFT2,545,2796
1739691230.06,1,DATA,SOFT2,1030,2765
1739691230.09,3,DATA,SOFT2,1018,2776
1739691230.17,2,DATA,SOFT2,1045,2797
1739691230.56,1,DATA,SOFT2,1530,2765
1739691230.59,3,DATA,SOFT2,1518,2776
1739691230.67,2,DATA,SOFT2,1545,2796
1739691231.05,1,DATA,SOFT2,2030,2766
1739691231.09,3,DATA,SOFT2,2018,2776
1739691231.17,2,DATA,SOFT2,2045,2797
1739691231.55,1,DATA,SOFT2,2530,2765
1739691231.59,3,DATA,SOFT2,2518,2776
1739691231.67,2,DATA,SOFT2,2545,2797
1739691289.61,1,DATA,SOFT2,585,2766
1739691289.65,2,DATA,SOFT2,563,2796
1739691289.70,3,DATA,SOFT2,631,2776
1739691290.11,1,DATA,SOFT2,1085,2765
1739691290.15,2,DATA,SOFT2,1063,2796
1739691290.22,3,DATA,SOFT2,1131,2777
1739691290.61,1,DATA,SOFT2,1585,2766
1739691290.65,2,DATA,SOFT2,1563,2796
1739691290.70,3,DATA,SOFT2,1631,2777
1739691291.11,1,DATA,SOFT2,2085,2765
1739691291.15,2,DATA,SOFT2,2063,2796
1739691291.20,3,DATA,SOFT2,2131,2777
1739691291.61,1,DATA,SOFT2,2585,2765
1739691291.65,2,DATA,SOFT2,2563,2796
1739691291.70,3,DATA,SOFT2,2631,2776
1739691349.60,1,DATA,SOFT2,573,2765
1739691349.64,2,DATA,SOFT2,550,2795
1739691349.72,3,DATA,SOFT2,582,2777
1739691350.11,1,DATA,SOFT2,1073,2766
1739691350.14,2,DATA,SOFT2,1050,2795
1739691350.22,3,DATA,SOFT2,1082,2777
1739691350.60,1,DATA,SOFT2,1573,2766
1739691350.64,2,DATA,SOFT2,1550,2796
1739691350.72,3,DATA,SOFT2,1582,2777
1739691351.11,1,DATA,SOFT2,2073,2766
1739691351.14,2,DATA,SOFT2,2050,2796
1739691351.22,3,DATA,SOFT2,2082,2777
1739691351.61,1,DATA,SOFT2,2573,2766
1739691351.64,2,DATA,SOFT2,2550,2796
1739691351.72,3,DATA,SOFT2,2582,2777
1739691409.57,1,DATA,SOFT2,546,2766
1739691409.62,3,DATA,SOFT2,553,2778
1739691409.66,2,DATA,SOFT2,597,2795
1739691410.07,1,DATA,SOFT2,1046,2766
1739691410.16,2,DATA,SOFT2,1097,2795
1739691410.19,3,DATA,SOFT2,1053,2778
1739691410.57,1,DATA,SOFT2,1546,2766
1739691410.62,3,DATA,SOFT2,1553,2778
1739691410.66,2,DATA,SOFT2,1597,2795
1739691411.07,1,DATA,SOFT2,2046,2766
1739691411.12,3,DATA,SOFT2,2053,2778
1739691411.16,2,DATA,SOFT2,2097,2796
1739691411.57,1,DATA,SOFT2,2546,2766
1739691411.62,3,DATA,SOFT2,2553,2778
1739691411.66,2,DATA,SOFT2,2597,2796
1739691469.60,1,DATA,SOFT2,575,2766
1739691469.67,2,DATA,SOFT2,606,2795
1739691469.70,3,DATA,SOFT2,628,2778
1739691470.10,1,DATA,SOFT2,1075,2766
1739691470.17,2,DATA,SOFT2,1106,2795
1739691470.20,3,DATA,SOFT2,1128,2778
1739691470.60,1,DATA,SOFT2,1575,2766
1739691470.67,2,DATA,SOFT2,1606,2795
1739691470.70,3,DATA,SOFT2,1628,2778
1739691471.10,1,DATA,SOFT2,2075,2766
1739691471.17,2,DATA,SOFT2,2106,2795
1739691471.20,3,DATA,SOFT2,2128,2778
1739691471.60,1,DATA,SOFT2,2575,2766
1739691471.67,2,DATA,SOFT2,2606,2795
1739691471.70,3,DATA,SOFT2,2628,2778
1739691529.63,1,DATA,SOFT2,606,2766
1739691529.67,2,DATA,SOFT2,597,2794
1739691529.69,3,DATA,SOFT2,619,2779
1739691530.13,1,DATA,SOFT2,1106,2765
1739691530.17,2,DATA,SOFT2,1097,2795
1739691530.19,3,DATA,SOFT2,1119,2779
1739691530.63,1,DATA,SOFT2,1606,2766
1739691530.67,2,DATA,SOFT2,1597,2794
1739691530.69,3,DATA,SOFT2,1619,2778
1739691531.13,1,DATA,SOFT2,2106,2765
1739691531.17,2,DATA,SOFT2,2097,2795
1739691531.19,3,DATA,SOFT2,2119,2779
1739691531.63,1,DATA,SOFT2,2606,2766
1739691531.67,2,DATA,SOFT2,2597,2795
1739691531.69,3,DATA,SOFT2,2619,2778
1739691589.61,1,DATA,SOFT2,584,2764
1739691589.65,3,DATA,SOFT2,566,2779
1739691589.73,2,DATA,SOFT2,591,2794
1739691590.11,1,DATA,SOFT2,1084,2765
1739691590.15,3,DATA,SOFT2,1066,2779
1739691590.23,2,DATA,SOFT2,1091,2794
1739691590.61,1,DATA,SOFT2,1584,2764
1739691590.65,3,DATA,SOFT2,1566,2779
1739691590.73,2,DATA,SOFT2,1591,2794
1739691591.11,1,DATA,SOFT2,2084,2765
1739691591.15,3,DATA,SOFT2,2066,2779
1739691591.23,2,DATA,SOFT2,2091,2794
1739691591.61,1,DATA,SOFT2,2584,2764
1739691591.65,3,DATA,SOFT2,2566,2779
1739691591.73,2,DATA,SOFT2,2591,2794
1739691649.61,2,DATA,SOFT2,546,2793
1739691649.63,1,DATA,SOFT2,586,2765
1739691649.74,3,DATA,SOFT2,564,2778
1739691650.11,2,DATA,SOFT2,1046,2794
1739691650.13,1,DATA,SOFT2,1086,2765
1739691650.24,3,DATA,SOFT2,1064,2778
1739691650.61,2,DATA,SOFT2,1546,2794
1739691650.63,1,DATA,SOFT2,1586,2764
1739691650.74,3,DATA,SOFT2,1564,2778
1739691651.11,2,DATA,SOFT2,2046,2793
1739691651.13,1,DATA,SOFT2,2086,2765
1739691651.24,3,DATA,SOFT2,2064,2778
1739691651.61,2,DATA,SOFT2,2546,2793
1739691651.63,1,DATA,SOFT2,2586,2765
1739691651.74,3,DATA,SOFT2,2564,2778
1739691709.67,2,DATA,SOFT2,606,2793
1739691709.69,1,DATA,SOFT2,656,2765
1739691709.71,3,DATA,SOFT2,642,2777
1739691710.17,2,DATA,SOFT2,1106,2793
1739691710.19,1,DATA,SOFT2,1156,2764
1739691710.21,3,DATA,SOFT2,1142,2776
1739691710.67,2,DATA,SOFT2,1606,2793
1739691710.69,1,DATA,SOFT2,1656,2764
1739691710.71,3,DATA,SOFT2,1642,2777
1739691711.17,2,DATA,SOFT2,2106,2793
1739691711.19,1,DATA,SOFT2,2156,2764
1739691711.21,3,DATA,SOFT2,2142,2777
1739691711.67,2,DATA,SOFT2,2606,2793
1739691711.69,1,DATA,SOFT2,2656,2764
1739691711.71,3,DATA,SOFT2,2642,2777
1739691769.66,1,DATA,SOFT2,627,2765
1739691769.69,2,DATA,SOFT2,608,2793
1739691769.77,3,DATA,SOFT2,601,2777
1739691770.16,1,DATA,SOFT2,1127,2764
1739691770.19,2,DATA,SOFT2,1108,2793
1739691770.27,3,DATA,SOFT2,1101,2777
1739691770.66,1,DATA,SOFT2,1627,2765
1739691770.69,2,DATA,SOFT2,1608,2793
1739691770.77,3,DATA,SOFT2,1601,2776
1739691771.16,1,DATA,SOFT2,2127,2764
1739691771.19,2,DATA,SOFT2,2108,2793
1739691771.27,3,DATA,SOFT2,2101,2776
1739691771.66,1,DATA,SOFT2,2627,2764
1739691771.69,2,DATA,SOFT2,2608,2793
1739691771.77,3,DATA,SOFT2,2601,2776
1739691829.55,1,DATA,SOFT2,523,2764
1739691829.66,2,DATA,SOFT2,601,2793
1739691829.70,3,DATA,SOFT2,613,2776
1739691830.05,1,DATA,SOFT2,1023,2764
1739691830.16,2,DATA,SOFT2,1101,2793
1739691830.20,3,DATA,SOFT2,1113,2777
1739691830.55,1,DATA,SOFT2,1523,2764
1739691830.66,2,DATA,SOFT2,1601,2793
1739691830.70,3,DATA,SOFT2,1613,2777
1739691831.05,1,DATA,SOFT2,2023,2764
1739691831.16,2,DATA,SOFT2,2101,2793
1739691831.25,3,DATA,SOFT2,2113,2777
1739691831.55,1,DATA,SOFT2,2523,2764
1739691831.66,2,DATA,SOFT2,2601,2793
1739691831.70,3,DATA,SOFT2,2613,2777
1739691889.60,1,DATA,SOFT2,571,2763
1739691889.64,3,DATA,SOFT2,565,2777
1739691889.72,2,DATA,SOFT2,659,2793
1739691890.10,1,DATA,SOFT2,1071,2764
1739691890.14,3,DATA,SOFT2,1065,2777
1739691890.22,2,DATA,SOFT2,1159,2793
1739691890.60,1,DATA,SOFT2,1571,2764
1739691890.64,3,DATA,SOFT2,1565,2777
1739691890.72,2,DATA,SOFT2,1659,2793
1739691891.10,1,DATA,SOFT2,2071,2764
1739691891.14,3,DATA,SOFT2,2065,2777
1739691891.22,2,DATA,SOFT2,2159,2793
1739691891.60,1,DATA,SOFT2,2571,2763
1739691891.64,3,DATA,SOFT2,2565,2777
1739691891.72,2,DATA,SOFT2,2659,2793
1739691949.55,1,DATA,SOFT2,526,2763
1739691949.59,3,DATA,SOFT2,526,2778
1739691949.68,2,DATA,SOFT2,550,2792
1739691950.05,1,DATA,SOFT2,1026,2763
1739691950.09,3,DATA,SOFT2,1026,2778
1739691950.18,2,DATA,SOFT2,1050,2793
1739691950.55,1,DATA,SOFT2,1526,2763
1739691950.59,3,DATA,SOFT2,1526,2778
1739691950.68,2,DATA,SOFT2,1550,2793
1739691951.05,1,DATA,SOFT2,2026,2763
1739691951.09,3,DATA,SOFT2,2026,2777
1739691951.18,2,DATA,SOFT2,2050,2793
1739691951.55,1,DATA,SOFT2,2526,2763
1739691951.59,3,DATA,SOFT2,2526,2778
1739691951.68,2,DATA,SOFT2,2550,2793
1739692009.62,1,DATA,SOFT2,595,2763
1739692009.66,2,DATA,SOFT2,590,2792
1739692009.68,3,DATA,SOFT2,600,2777
1739692010.12,1,DATA,SOFT2,1095,2763
1739692010.16,2,DATA,SOFT2,1090,2793
1739692010.18,3,DATA,SOFT2,1100,2777
1739692010.62,1,DATA,SOFT2,1595,2763
1739692010.66,2,DATA,SOFT2,1590,2793
1739692010.68,3,DATA,SOFT2,1600,2777
1739692011.12,1,DATA,SOFT2,2095,2763
1739692011.15,2,DATA,SOFT2,2090,2792
1739692011.18,3,DATA,SOFT2,2100,2776
1739692011.62,1,DATA,SOFT2,2595,2763
1739692011.65,2,DATA,SOFT2,2590,2793
1739692011.68,3,DATA,SOFT2,2600,2776
1739692069.58,1,DATA,SOFT2,549,2763
1739692069.63,3,DATA,SOFT2,562,2777
1739692069.69,2,DATA,SOFT2,626,2792
1739692070.08,1,DATA,SOFT2,1049,2763
1739692070.13,3,DATA,SOFT2,1062,2776
1739692070.19,2,DATA,SOFT2,1126,2792
1739692070.58,1,DATA,SOFT2,1549,2762
1739692070.63,3,DATA,SOFT2,1562,2777
1739692070.69,2,DATA,SOFT2,1626,2792
1739692071.08,1,DATA,SOFT2,2049,2763
1739692071.13,3,DATA,SOFT2,2062,2777
1739692071.19,2,DATA,SOFT2,2126,2792
1739692071.58,1,DATA,SOFT2,2549,2762
1739692071.63,3,DATA,SOFT2,2562,2777
1739692071.69,2,DATA,SOFT2,2626,2792
1739692129.58,1,DATA,SOFT2,551,2762
1739692129.69,3,DATA,SOFT2,624,2775
1739692129.78,2,DATA,SOFT2,637,2792
1739692130.08,1,DATA,SOFT2,1051,2762
1739692130.19,3,DATA,SOFT2,1124,2775
1739692130.28,2,DATA,SOFT2,1137,2792
1739692130.58,1,DATA,SOFT2,1551,2762
1739692130.69,3,DATA,SOFT2,1624,2775
1739692130.78,2,DATA,SOFT2,1637,2792
1739692131.08,1,DATA,SOFT2,2051,2762
1739692131.19,3,DATA,SOFT2,2124,2775
1739692131.27,2,DATA,SOFT2,2137,2792
1739692131.58,1,DATA,SOFT2,2551,2762
1739692131.69,3,DATA,SOFT2,2624,2776
1739692131.77,2,DATA,SOFT2,2637,2792
1739692189.59,2,DATA,SOFT2,532,2791
1739692189.64,3,DATA,SOFT2,573,2774
1739692189.66,1,DATA,SOFT2,631,2762
1739692190.09,2,DATA,SOFT2,1032,2792
1739692190.14,3,DATA,SOFT2,1073,2774
1739692190.16,1,DATA,SOFT2,1131,2761
1739692190.59,2,DATA,SOFT2,1532,2792
1739692190.64,3,DATA,SOFT2,1573,2774
1739692190.66,1,DATA,SOFT2,1631,2762
1739692191.09,2,DATA,SOFT2,2032,2792
1739692191.14,3,DATA,SOFT2,2073,2774
1739692191.16,1,DATA,SOFT2,2131,2762
1739692191.59,2,DATA,SOFT2,2532,2791
1739692191.64,3,DATA,SOFT2,2573,2774
1739692191.66,1,DATA,SOFT2,2631,2762
1739692249.61,2,DATA,SOFT2,553,2791
1739692249.65,1,DATA,SOFT2,621,2762
1739692249.83,3,DATA,SOFT2,663,2774
1739692250.11,2,DATA,SOFT2,1053,2791
1739692250.15,1,DATA,SOFT2,1121,2761
1739692250.33,3,DATA,SOFT2,1163,2774
1739692250.61,2,DATA,SOFT2,1553,2791
1739692250.65,1,DATA,SOFT2,1621,2762
1739692250.76,3,DATA,SOFT2,1663,2774
1739692251.11,2,DATA,SOFT2,2053,2791
1739692251.15,1,DATA,SOFT2,2121,2762
1739692251.25,3,DATA,SOFT2,2163,2774
1739692251.61,2,DATA,SOFT2,2553,2791
1739692251.65,1,DATA,SOFT2,2621,2762
1739692251.81,3,DATA,SOFT2,2663,2774
1739692309.60,1,DATA,SOFT2,566,2761
1739692309.63,2,DATA,SOFT2,537,2790
1739692309.71,3,DATA,SOFT2,639,2774
1739692310.10,1,DATA,SOFT2,1066,2761
1739692310.13,2,DATA,SOFT2,1037,2790
1739692310.21,3,DATA,SOFT2,1139,2775
1739692310.60,1,DATA,SOFT2,1566,2761
1739692310.63,2,DATA,SOFT2,1537,2790
1739692310.71,3,DATA,SOFT2,1639,2774
1739692311.10,1,DATA,SOFT2,2066,2761
1739692311.13,2,DATA,SOFT2,2037,2790
1739692311.21,3,DATA,SOFT2,2139,2775
1739692311.60,1,DATA,SOFT2,2566,2761
1739692311.63,2,DATA,SOFT2,2537,2790
1739692311.71,3,DATA,SOFT2,2639,2775
1739692369.59,1,DATA,SOFT2,560,2761
1739692369.67,3,DATA,SOFT2,603,2775
1739692369.76,2,DATA,SOFT2,623,2789
1739692370.09,1,DATA,SOFT2,1060,2761
1739692370.17,3,DATA,SOFT2,1103,2774
1739692370.26,2,DATA,SOFT2,1123,2789
1739692370.59,1,DATA,SOFT2,1560,2760
1739692370.67,3,DATA,SOFT2,1603,2775
1739692370.76,2,DATA,SOFT2,1623,2790
1739692371.09,1,DATA,SOFT2,2060,2760
1739692371.17,3,DATA,SOFT2,2103,2775
1739692371.25,2,DATA,SOFT2,2123,2789
1739692371.59,1,DATA,SOFT2,2560,2761
1739692371.67,3,DATA,SOFT2,2603,2775
1739692371.75,2,DATA,SOFT2,2623,2790
1739692429.63,1,DATA,SOFT2,600,2760
1739692429.66,2,DATA,SOFT2,581,2789
1739692429.75,3,DATA,SOFT2,575,2776
1739692430.13,1,DATA,SOFT2,1100,2761
1739692430.16,2,DATA,SOFT2,1081,2789
1739692430.25,3,DATA,SOFT2,1075,2775
1739692430.63,1,DATA,SOFT2,1600,2760
1739692430.66,2,DATA,SOFT2,1581,2789
1739692430.75,3,DATA,SOFT2,1575,2775
1739692431.13,1,DATA,SOFT2,2100,2760
1739692431.16,2,DATA,SOFT2,2081,2789
1739692431.25,3,DATA,SOFT2,2075,2775
1739692431.63,1,DATA,SOFT2,2600,2760
1739692431.66,2,DATA,SOFT2,2581,2789
1739692431.75,3,DATA,SOFT2,2575,2775
1739692489.57,1,DATA,SOFT2,543,2760
1739692489.68,2,DATA,SOFT2,616,2788
1739692489.73,3,DATA,SOFT2,658,2775
1739692490.07,1,DATA,SOFT2,1043,2760
1739692490.18,2,DATA,SOFT2,1116,2788
1739692490.23,3,DATA,SOFT2,1158,2775
1739692490.57,1,DATA,SOFT2,1543,2760
1739692490.68,2,DATA,SOFT2,1616,2788
1739692490.73,3,DATA,SOFT2,1658,2775
1739692491.07,1,DATA,SOFT2,2043,2760
1739692491.18,2,DATA,SOFT2,2116,2789
1739692491.22,3,DATA,SOFT2,2158,2775
1739692491.57,1,DATA,SOFT2,2543,2760
1739692491.68,2,DATA,SOFT2,2616,2788
1739692491.72,3,DATA,SOFT2,2658,2775
1739692549.57,1,DATA,SOFT2,541,2760
1739692549.68,2,DATA,SOFT2,620,2787
1739692549.73,3,DATA,SOFT2,659,2775
1739692550.07,1,DATA,SOFT2,1041,2760
1739692550.18,2,DATA,SOFT2,1120,2788
1739692550.23,3,DATA,SOFT2,1159,2776
1739692550.57,1,DATA,SOFT2,1541,2760
1739692550.68,2,DATA,SOFT2,1620,2787
1739692550.73,3,DATA,SOFT2,1659,2775
1739692551.07,1,DATA,SOFT2,2041,2760
1739692551.18,2,DATA,SOFT2,2120,2788
1739692551.23,3,DATA,SOFT2,2159,2776
1739692551.57,1,DATA,SOFT2,2541,2760
1739692551.68,2,DATA,SOFT2,2620,2787
1739692551.73,3,DATA,SOFT2,2659,2776
1739692609.64,3,DATA,SOFT2,571,2776
1739692609.66,1,DATA,SOFT2,614,2760
1739692609.68,2,DATA,SOFT2,618,2787
1739692610.14,3,DATA,SOFT2,1071,2776
1739692610.16,1,DATA,SOFT2,1114,2760
1739692610.18,2,DATA,SOFT2,1118,2787
1739692610.64,3,DATA,SOFT2,1571,2775
1739692610.66,1,DATA,SOFT2,1614,2760
1739692610.68,2,DATA,SOFT2,1618,2787
1739692611.14,3,DATA,SOFT2,2071,2775
1739692611.16,1,DATA,SOFT2,2114,2760
1739692611.18,2,DATA,SOFT2,2118,2787
1739692611.64,3,DATA,SOFT2,2571,2776
1739692611.66,1,DATA,SOFT2,2614,2760
1739692611.68,2,DATA,SOFT2,2618,2787
1739692669.55,1,DATA,SOFT2,519,2760
1739692669.62,2,DATA,SOFT2,553,2787
1739692669.66,3,DATA,SOFT2,587,2776
1739692670.05,1,DATA,SOFT2,1019,2760
1739692670.12,2,DATA,SOFT2,1053,2787
1739692670.16,3,DATA,SOFT2,1087,2776
1739692670.55,1,DATA,SOFT2,1519,2760
1739692670.62,2,DATA,SOFT2,1553,2787
1739692670.66,3,DATA,SOFT2,1587,2776
1739692671.05,1,DATA,SOFT2,2019,2760
1739692671.12,2,DATA,SOFT2,2053,2787
1739692671.16,3,DATA,SOFT2,2087,2776
1739692671.55,1,DATA,SOFT2,2519,2760
1739692671.62,2,DATA,SOFT2,2553,2787
1739692671.66,3,DATA,SOFT2,2587,2776
1739692729.59,3,DATA,SOFT2,519,2776
1739692729.66,1,DATA,SOFT2,631,2760
1739692729.69,2,DATA,SOFT2,631,2787
1739692730.09,3,DATA,SOFT2,1019,2776
1739692730.16,1,DATA,SOFT2,1131,2759
1739692730.19,2,DATA,SOFT2,1131,2787
1739692730.59,3,DATA,SOFT2,1519,2776
1739692730.66,1,DATA,SOFT2,1631,2759
1739692730.75,2,DATA,SOFT2,1631,2787
1739692731.09,3,DATA,SOFT2,2019,2776
1739692731.16,1,DATA,SOFT2,2131,2759
1739692731.25,2,DATA,SOFT2,2131,2787
1739692731.59,3,DATA,SOFT2,2519,2776
1739692731.66,1,DATA,SOFT2,2631,2759
1739692731.75,2,DATA,SOFT2,2631,2787
1739692789.59,3,DATA,SOFT2,520,2776
1739692789.63,2,DATA,SOFT2,567,2787
1739692789.65,1,DATA,SOFT2,625,2759
1739692790.09,3,DATA,SOFT2,1020,2776
1739692790.13,2,DATA,SOFT2,1067,2787
1739692790.15,1,DATA,SOFT2,1125,2759
1739692790.59,3,DATA,SOFT2,1520,2776
1739692790.63,2,DATA,SOFT2,1567,2787
1739692790.65,1,DATA,SOFT2,1625,2759
1739692791.09,3,DATA,SOFT2,2020,2776
1739692791.13,2,DATA,SOFT2,2067,2787
1739692791.15,1,DATA,SOFT2,2125,2759
1739692791.59,3,DATA,SOFT2,2520,2776
1739692791.63,2,DATA,SOFT2,2567,2787
1739692791.65,1,DATA,SOFT2,2625,2759
1739692849.59,3,DATA,SOFT2,519,2776
1739692849.63,1,DATA,SOFT2,602,2759
1739692849.65,2,DATA,SOFT2,570,2786
1739692850.09,3,DATA,SOFT2,1019,2776
1739692850.13,1,DATA,SOFT2,1102,2759
1739692850.15,2,DATA,SOFT2,1070,2786
1739692850.59,3,DATA,SOFT2,1519,2776
1739692850.63,1,DATA,SOFT2,1602,2758
1739692850.65,2,DATA,SOFT2,1570,2786
1739692851.09,3,DATA,SOFT2,2019,2776
1739692851.13,1,DATA,SOFT2,2102,2759
1739692851.15,2,DATA,SOFT2,2070,2786
1739692851.59,3,DATA,SOFT2,2519,2776
1739692851.63,1,DATA,SOFT2,2602,2758
1739692851.65,2,DATA,SOFT2,2570,2787
1739692909.59,2,DATA,SOFT2,525,2786
1739692909.69,1,DATA,SOFT2,660,2758
1739692909.73,3,DATA,SOFT2,639,2776
1739692910.09,2,DATA,SOFT2,1025,2786
1739692910.19,1,DATA,SOFT2,1160,2758
1739692910.23,3,DATA,SOFT2,1139,2776
1739692910.59,2,DATA,SOFT2,1525,2786
1739692910.69,1,DATA,SOFT2,1660,2758
1739692910.73,3,DATA,SOFT2,1639,2776
1739692911.09,2,DATA,SOFT2,2025,2786
1739692911.19,1,DATA,SOFT2,2160,2758
1739692911.23,3,DATA,SOFT2,2139,2777
1739692911.59,2,DATA,SOFT2,2525,2786
1739692911.69,1,DATA,SOFT2,2660,2758
1739692911.73,3,DATA,SOFT2,2639,2776
1739692969.64,1,DATA,SOFT2,610,2758
1739692969.67,2,DATA,SOFT2,600,2786
1739692969.71,3,DATA,SOFT2,641,2776
1739692970.14,1,DATA,SOFT2,1110,2758
1739692970.17,2,DATA,SOFT2,1100,2785
1739692970.21,3,DATA,SOFT2,1141,2776
1739692970.64,1,DATA,SOFT2,1610,2758
1739692970.67,2,DATA,SOFT2,1600,2786
1739692970.71,3,DATA,SOFT2,1641,2776
1739692971.14,1,DATA,SOFT2,2110,2758
1739692971.17,2,DATA,SOFT2,2100,2785
1739692971.21,3,DATA,SOFT2,2141,2776
1739692971.64,1,DATA,SOFT2,2610,2758
1739692971.67,2,DATA,SOFT2,2600,2786
1739692971.71,3,DATA,SOFT2,2641,2776
1739693029.66,1,DATA,SOFT2,633,2757
1739693029.70,3,DATA,SOFT2,605,2775
1739693029.78,2,DATA,SOFT2,642,2785
1739693030.16,1,DATA,SOFT2,1133,2758
1739693030.20,3,DATA,SOFT2,1105,2776
1739693030.28,2,DATA,SOFT2,1142,2785
1739693030.66,1,DATA,SOFT2,1633,2757
1739693030.70,3,DATA,SOFT2,1605,2775
1739693030.78,2,DATA,SOFT2,1642,2785
1739693031.16,1,DATA,SOFT2,2133,2757
1739693031.20,3,DATA,SOFT2,2105,2776
1739693031.28,2,DATA,SOFT2,2142,2785
1739693031.66,1,DATA,SOFT2,2633,2757
1739693031.70,3,DATA,SOFT2,2605,2776
1739693031.78,2,DATA,SOFT2,2642,2785
1739693089.64,2,DATA,SOFT2,584,2784
1739693089.67,1,DATA,SOFT2,624,2757
1739693089.70,3,DATA,SOFT2,633,2776
1739693090.14,2,DATA,SOFT2,1084,2784
1739693090.17,1,DATA,SOFT2,1124,2757
1739693090.20,3,DATA,SOFT2,1133,2776
1739693090.64,2,DATA,SOFT2,1584,2784
1739693090.67,1,DATA,SOFT2,1624,2757
1739693090.70,3,DATA,SOFT2,1633,2776
1739693091.14,2,DATA,SOFT2,2084,2784
1739693091.17,1,DATA,SOFT2,2124,2757
1739693091.20,3,DATA,SOFT2,2133,2776
1739693091.64,2,DATA,SOFT2,2584,2783
1739693091.67,1,DATA,SOFT2,2624,2757
1739693091.70,3,DATA,SOFT2,2633,2776
1739693149.56,1,DATA,SOFT2,533,2757
1739693149.60,3,DATA,SOFT2,518,2776
1739693149.66,2,DATA,SOFT2,603,2782
1739693150.06,1,DATA,SOFT2,1033,2756
1739693150.10,3,DATA,SOFT2,1018,2776
1739693150.16,2,DATA,SOFT2,1103,2783
1739693150.56,1,DATA,SOFT2,1533,2757
1739693150.60,3,DATA,SOFT2,1518,2776
1739693150.67,2,DATA,SOFT2,1603,2782
1739693151.06,1,DATA,SOFT2,2033,2757
1739693151.10,3,DATA,SOFT2,2018,2776
1739693151.16,2,DATA,SOFT2,2103,2783
1739693151.56,1,DATA,SOFT2,2533,2757
1739693151.60,3,DATA,SOFT2,2518,2776
1739693151.66,2,DATA,SOFT2,2603,2782
1739693209.66,2,DATA,SOFT2,599,2782
1739693209.68,1,DATA,SOFT2,644,2757
1739693209.71,3,DATA,SOFT2,642,2776
1739693210.16,2,DATA,SOFT2,1099,2781
1739693210.18,1,DATA,SOFT2,1144,2757
1739693210.21,3,DATA,SOFT2,1142,2776
1739693210.66,2,DATA,SOFT2,1599,2782
1739693210.68,1,DATA,SOFT2,1644,2757
1739693210.71,3,DATA,SOFT2,1642,2776
1739693211.16,2,DATA,SOFT2,2099,2781
1739693211.18,1,DATA,SOFT2,2144,2757
1739693211.21,3,DATA,SOFT2,2142,2776
1739693211.66,2,DATA,SOFT2,2599,2781
1739693211.68,1,DATA,SOFT2,2644,2757
1739693211.71,3,DATA,SOFT2,2642,2776
1739693269.57,1,DATA,SOFT2,542,2755
1739693269.63,2,DATA,SOFT2,569,2781
1739693269.67,3,DATA,SOFT2,605,2776
1739693270.07,1,DATA,SOFT2,1042,2756
1739693270.13,2,DATA,SOFT2,1069,2781
1739693270.17,3,DATA,SOFT2,1105,2776
