epoch,sensor,link,log type,data,SST
1739712590.69,2,DATA,SOFT2,1546,2607
1739712590.71,1,DATA,SOFT2,1657,2564
1739712591.10,3,DATA,SOFT2,2030,2619
1739712591.18,2,DATA,SOFT2,2046,2608
1739712591.21,1,DATA,SOFT2,2157,2564
1739712591.60,3,DATA,SOFT2,2530,2619
1739712591.68,2,DATA,SOFT2,2546,2608
1739712591.71,1,DATA,SOFT2,2657,2564
1739712649.55,1,DATA,SOFT2,519,2564
1739712649.61,2,DATA,SOFT2,549,2607
1739712649.70,3,DATA,SOFT2,633,2618
1739712650.05,1,DATA,SOFT2,1019,2563
1739712650.11,2,DATA,SOFT2,1049,2607
1739712650.20,3,DATA,SOFT2,1133,2619
1739712650.55,1,DATA,SOFT2,1519,2564
1739712650.61,2,DATA,SOFT2,1549,2607
1739712650.70,3,DATA,SOFT2,1633,2619
1739712651.05,1,DATA,SOFT2,2019,2564
1739712651.11,2,DATA,SOFT2,2049,2607
1739712651.20,3,DATA,SOFT2,2133,2619
1739712651.55,1,DATA,SOFT2,2519,2564
1739712651.61,2,DATA,SOFT2,2549,2607
1739712651.70,3,DATA,SOFT2,2633,2618
1739712709.59,2,DATA,SOFT2,526,2606
1739712709.61,1,DATA,SOFT2,561,2563
1739712709.73,3,DATA,SOFT2,559,2619
1739712710.09,2,DATA,SOFT2,1026,2606
1739712710.11,1,DATA,SOFT2,1061,2563
1739712710.23,3,DATA,SOFT2,1059,2618
1739712710.59,2,DATA,SOFT2,1526,2606
1739712710.61,1,DATA,SOFT2,1561,2563
1739712710.73,3,DATA,SOFT2,1559,2618
1739712711.09,2,DATA,SOFT2,2026,2606
1739712711.11,1,DATA,SOFT2,2061,2563
1739712711.23,3,DATA,SOFT2,2059,2618
1739712711.59,2,DATA,SOFT2,2526,2605
1739712711.61,1,DATA,SOFT2,2561,2563
1739712711.73,3,DATA,SOFT2,2559,2618
1739712769.59,1,DATA,SOFT2,553,2562
1739712769.65,2,DATA,SOFT2,581,2606
1739712769.73,3,DATA,SOFT2,573,2618
1739712770.09,1,DATA,SOFT2,1053,2563
1739712770.15,2,DATA,SOFT2,1081,2606
1739712770.23,3,DATA,SOFT2,1073,2618
1739712770.59,1,DATA,SOFT2,1553,2563
1739712770.65,2,DATA,SOFT2,1581,2606
1739712770.73,3,DATA,SOFT2,1573,2618
1739712771.09,1,DATA,SOFT2,2053,2562
1739712771.15,2,DATA,SOFT2,2080,2606
1739712771.23,3,DATA,SOFT2,2073,2618
1739712771.59,1,DATA,SOFT2,2553,2563
1739712771.65,2,DATA,SOFT2,2581,2606
1739712771.73,3,DATA,SOFT2,2573,2618
1739712829.55,1,DATA,SOFT2,516,2562
1739712829.63,2,DATA,SOFT2,560,2605
1739712829.66,3,DATA,SOFT2,588,2618
1739712830.05,1,DATA,SOFT2,1016,2562
1739712830.13,2,DATA,SOFT2,1060,2605
1739712830.16,3,DATA,SOFT2,1088,2618
1739712830.55,1,DATA,SOFT2,1516,2562
1739712830.63,2,DATA,SOFT2,1560,2605
1739712830.66,3,DATA,SOFT2,1588,2618
1739712831.05,1,DATA,SOFT2,2016,2562
1739712831.13,2,DATA,SOFT2,2060,2605
1739712831.16,3,DATA,SOFT2,2088,2618
1739712831.55,1,DATA,SOFT2,2516,2562
1739712831.63,2,DATA,SOFT2,2560,2605
1739712831.70,3,DATA,SOFT2,2588,2618
1739712889.64,2,DATA,SOFT2,574,2603
1739712889.66,1,DATA,SOFT2,630,2561
1739712889.70,3,DATA,SOFT2,634,2618
1739712890.14,2,DATA,SOFT2,1074,2603
1739712890.16,1,DATA,SOFT2,1130,2562
1739712890.20,3,DATA,SOFT2,1134,2618
1739712890.64,2,DATA,SOFT2,1574,2603
1739712890.66,1,DATA,SOFT2,1630,2562
1739712890.70,3,DATA,SOFT2,1634,2618
1739712891.14,2,DATA,SOFT2,2074,2603
1739712891.16,1,DATA,SOFT2,2130,2561
1739712891.20,3,DATA,SOFT2,2134,2617
1739712891.64,2,DATA,SOFT2,2574,2603
1739712891.66,1,DATA,SOFT2,2630,2562
1739712891.70,3,DATA,SOFT2,2634,2618
1739712949.60,1,DATA,SOFT2,561,2561
1739712949.63,2,DATA,SOFT2,564,2602
1739712949.67,3,DATA,SOFT2,596,2617
1739712950.10,1,DATA,SOFT2,1061,2561
1739712950.13,2,DATA,SOFT2,1064,2602
1739712950.17,3,DATA,SOFT2,1096,2617
1739712950.60,1,DATA,SOFT2,1561,2561
1739712950.63,2,DATA,SOFT2,1564,2603
1739712950.70,3,DATA,SOFT2,1596,2616
1739712951.10,1,DATA,SOFT2,2061,2561
1739712951.13,2,DATA,SOFT2,2064,2602
1739712951.17,3,DATA,SOFT2,2096,2617
1739712951.60,1,DATA,SOFT2,2561,2561
1739712951.63,2,DATA,SOFT2,2564,2602
1739712951.67,3,DATA,SOFT2,2596,2617
1739713009.58,2,DATA,SOFT2,519,2603
1739713009.60,1,DATA,SOFT2,558,2561
1739713009.78,3,DATA,SOFT2,623,2615
1739713010.08,2,DATA,SOFT2,1019,2603
1739713010.10,1,DATA,SOFT2,1058,2560
1739713010.21,3,DATA,SOFT2,1123,2615
1739713010.58,2,DATA,SOFT2,1519,2602
1739713010.60,1,DATA,SOFT2,1558,2561
1739713010.71,3,DATA,SOFT2,1623,2615
1739713011.08,2,DATA,SOFT2,2019,2603
1739713011.10,1,DATA,SOFT2,2058,2561
1739713011.21,3,DATA,SOFT2,2123,2615
1739713011.58,2,DATA,SOFT2,2519,2603
1739713011.60,1,DATA,SOFT2,2558,2561
1739713011.71,3,DATA,SOFT2,2623,2615
1739713069.60,1,DATA,SOFT2,563,2561
1739713069.67,3,DATA,SOFT2,600,2614
1739713069.69,2,DATA,SOFT2,627,2602
1739713070.10,1,DATA,SOFT2,1063,2561
1739713070.17,3,DATA,SOFT2,1100,2614
1739713070.19,2,DATA,SOFT2,1127,2602
1739713070.60,1,DATA,SOFT2,1563,2561
1739713070.67,3,DATA,SOFT2,1600,2614
1739713070.69,2,DATA,SOFT2,1627,2602
1739713071.10,1,DATA,SOFT2,2063,2560
1739713071.17,3,DATA,SOFT2,2100,2614
1739713071.19,2,DATA,SOFT2,2127,2603
1739713071.60,1,DATA,SOFT2,2563,2560
1739713071.67,3,DATA,SOFT2,2600,2614
1739713071.69,2,DATA,SOFT2,2627,2603
1739713129.60,1,DATA,SOFT2,565,2560
1739713129.72,2,DATA,SOFT2,659,2602
1739713129.76,3,DATA,SOFT2,663,2614
1739713130.10,1,DATA,SOFT2,1065,2560
1739713130.22,2,DATA,SOFT2,1159,2601
1739713130.26,3,DATA,SOFT2,1163,2614
1739713130.60,1,DATA,SOFT2,1565,2560
1739713130.72,2,DATA,SOFT2,1659,2601
1739713130.76,3,DATA,SOFT2,1663,2614
1739713131.10,1,DATA,SOFT2,2065,2560
1739713131.22,2,DATA,SOFT2,2159,2602
1739713131.26,3,DATA,SOFT2,2163,2614
1739713131.60,1,DATA,SOFT2,2565,2560
1739713131.72,2,DATA,SOFT2,2659,2601
1739713131.76,3,DATA,SOFT2,2663,2614
1739713189.59,2,DATA,SOFT2,520,2601
1739713189.61,1,DATA,SOFT2,576,2560
1739713189.79,3,DATA,SOFT2,640,2614
1739713190.09,2,DATA,SOFT2,1020,2601
1739713190.11,1,DATA,SOFT2,1076,2560
1739713190.29,3,DATA,SOFT2,1140,2614
1739713190.59,2,DATA,SOFT2,1520,2601
1739713190.61,1,DATA,SOFT2,1576,2560
1739713190.72,3,DATA,SOFT2,1640,2614
1739713191.09,2,DATA,SOFT2,2020,2601
1739713191.11,1,DATA,SOFT2,2076,2560
1739713191.22,3,DATA,SOFT2,2140,2614
1739713191.59,2,DATA,SOFT2,2520,2601
1739713191.61,1,DATA,SOFT2,2576,2560
1739713191.72,3,DATA,SOFT2,2640,2614
1739713249.66,1,DATA,SOFT2,626,2559
1739713249.70,2,DATA,SOFT2,627,2601
1739713249.73,3,DATA,SOFT2,634,2614
1739713250.16,1,DATA,SOFT2,1126,2559
1739713250.26,3,DATA,SOFT2,1134,2614
1739713250.34,2,DATA,SOFT2,1127,2601
1739713250.66,1,DATA,SOFT2,1626,2560
1739713250.70,2,DATA,SOFT2,1627,2601
1739713250.73,3,DATA,SOFT2,1634,2614
1739713251.16,1,DATA,SOFT2,2126,2559
1739713251.20,2,DATA,SOFT2,2127,2601
1739713251.23,3,DATA,SOFT2,2134,2614
1739713251.66,1,DATA,SOFT2,2626,2560
1739713251.70,2,DATA,SOFT2,2627,2601
1739713251.73,3,DATA,SOFT2,2634,2614
1739713309.59,3,DATA,SOFT2,519,2614
1739713309.65,1,DATA,SOFT2,612,2559
1739713309.83,2,DATA,SOFT2,655,2601
1739713310.09,3,DATA,SOFT2,1019,2615
1739713310.15,1,DATA,SOFT2,1112,2559
1739713310.25,2,DATA,SOFT2,1155,2601
1739713310.59,3,DATA,SOFT2,1519,2615
1739713310.65,1,DATA,SOFT2,1612,2559
1739713310.75,2,DATA,SOFT2,1655,2601
1739713311.09,3,DATA,SOFT2,2019,2615
1739713311.15,1,DATA,SOFT2,2112,2559
1739713311.25,2,DATA,SOFT2,2155,2601
1739713311.59,3,DATA,SOFT2,2519,2614
1739713311.65,1,DATA,SOFT2,2612,2559
1739713311.75,2,DATA,SOFT2,2655,2601
1739713369.61,1,DATA,SOFT2,571,2559
1739713369.66,2,DATA,SOFT2,591,2601
1739713369.71,3,DATA,SOFT2,636,2614
1739713370.11,1,DATA,SOFT2,1071,2559
1739713370.16,2,DATA,SOFT2,1091,2601
1739713370.21,3,DATA,SOFT2,1136,2614
1739713370.61,1,DATA,SOFT2,1571,2558
1739713370.66,2,DATA,SOFT2,1591,2601
1739713370.71,3,DATA,SOFT2,1636,2614
1739713371.11,1,DATA,SOFT2,2071,2559
1739713371.16,2,DATA,SOFT2,2091,2601
1739713371.21,3,DATA,SOFT2,2136,2614
1739713371.61,1,DATA,SOFT2,2571,2558
1739713371.66,2,DATA,SOFT2,2591,2601
1739713371.71,3,DATA,SOFT2,2636,2615
1739713429.59,3,DATA,SOFT2,514,2614
1739713429.67,1,DATA,SOFT2,630,2558
1739713429.70,2,DATA,SOFT2,627,2601
1739713430.09,3,DATA,SOFT2,1014,2614
1739713430.17,1,DATA,SOFT2,1130,2559
1739713430.20,2,DATA,SOFT2,1127,2601
1739713430.59,3,DATA,SOFT2,1514,2614
1739713430.67,1,DATA,SOFT2,1630,2558
1739713430.70,2,DATA,SOFT2,1627,2601
1739713431.09,3,DATA,SOFT2,2014,2614
1739713431.17,1,DATA,SOFT2,2130,2558
1739713431.20,2,DATA,SOFT2,2127,2601
1739713431.59,3,DATA,SOFT2,2514,2614
1739713431.67,1,DATA,SOFT2,2630,2558
1739713431.70,2,DATA,SOFT2,2627,2601
1739713489.58,2,DATA,SOFT2,517,2601
1739713489.62,3,DATA,SOFT2,536,2614
1739713489.67,1,DATA,SOFT2,637,2558
1739713490.08,2,DATA,SOFT2,1017,2601
1739713490.12,3,DATA,SOFT2,1036,2614
1739713490.17,1,DATA,SOFT2,1137,2558
1739713490.58,2,DATA,SOFT2,1517,2601
1739713490.62,3,DATA,SOFT2,1536,2614
1739713490.67,1,DATA,SOFT2,1637,2558
1739713491.08,2,DATA,SOFT2,2017,2601
1739713491.12,3,DATA,SOFT2,2036,2614
1739713491.17,1,DATA,SOFT2,2137,2558
1739713491.58,2,DATA,SOFT2,2517,2601
1739713491.62,3,DATA,SOFT2,2536,2614
1739713491.67,1,DATA,SOFT2,2637,2558
1739713549.58,1,DATA,SOFT2,543,2558
1739713549.69,2,DATA,SOFT2,625,2601
1739713549.72,3,DATA,SOFT2,648,2613
1739713550.08,1,DATA,SOFT2,1043,2558
1739713550.19,2,DATA,SOFT2,1125,2601
1739713550.22,3,DATA,SOFT2,1148,2614
1739713550.58,1,DATA,SOFT2,1543,2558
1739713550.69,2,DATA,SOFT2,1625,2601
1739713550.72,3,DATA,SOFT2,1648,2614
1739713551.08,1,DATA,SOFT2,2043,2558
1739713551.19,2,DATA,SOFT2,2125,2602
1739713551.22,3,DATA,SOFT2,2148,2614
1739713551.58,1,DATA,SOFT2,2543,2558
1739713551.69,2,DATA,SOFT2,2625,2601
1739713551.72,3,DATA,SOFT2,2648,2614
1739713609.58,1,DATA,SOFT2,548,2558
1739713609.62,2,DATA,SOFT2,531,2601
1739713609.71,3,DATA,SOFT2,518,2614
1739713610.08,1,DATA,SOFT2,1048,2558
1739713610.12,2,DATA,SOFT2,1031,2601
1739713610.21,3,DATA,SOFT2,1018,2614
1739713610.58,1,DATA,SOFT2,1548,2558
1739713610.62,2,DATA,SOFT2,1531,2601
1739713610.71,3,DATA,SOFT2,1518,2614
1739713611.08,1,DATA,SOFT2,2048,2558
1739713611.12,2,DATA,SOFT2,2031,2601
1739713611.21,3,DATA,SOFT2,2018,2614
1739713611.58,1,DATA,SOFT2,2548,2558
1739713611.62,2,DATA,SOFT2,2531,2601
1739713611.71,3,DATA,SOFT2,2518,2614
1739713669.62,1,DATA,SOFT2,585,2558
1739713669.66,3,DATA,SOFT2,558,2613
1739713669.71,2,DATA,SOFT2,639,2602
1739713670.12,1,DATA,SOFT2,1085,2557
1739713670.16,3,DATA,SOFT2,1058,2613
1739713670.21,2,DATA,SOFT2,1139,2601
1739713670.62,1,DATA,SOFT2,1585,2558
1739713670.66,3,DATA,SOFT2,1558,2613
1739713670.71,2,DATA,SOFT2,1639,2601
1739713671.12,1,DATA,SOFT2,2085,2558
1739713671.16,3,DATA,SOFT2,2058,2614
1739713671.20,2,DATA,SOFT2,2139,2601
1739713671.62,1,DATA,SOFT2,2585,2558
1739713671.66,3,DATA,SOFT2,2558,2613
1739713671.70,2,DATA,SOFT2,2639,2601
1739713729.65,2,DATA,SOFT2,582,2601
1739713729.67,1,DATA,SOFT2,620,2557
1739713729.70,3,DATA,SOFT2,625,2613
1739713730.15,2,DATA,SOFT2,1082,2601
1739713730.17,1,DATA,SOFT2,1120,2558
1739713730.20,3,DATA,SOFT2,1125,2614
1739713730.65,2,DATA,SOFT2,1582,2601
1739713730.67,1,DATA,SOFT2,1620,2557
1739713730.70,3,DATA,SOFT2,1625,2614
1739713731.15,2,DATA,SOFT2,2082,2601
1739713731.17,1,DATA,SOFT2,2120,2558
1739713731.20,3,DATA,SOFT2,2125,2613
1739713731.65,2,DATA,SOFT2,2582,2601
1739713731.67,1,DATA,SOFT2,2620,2558
1739713731.70,3,DATA,SOFT2,2625,2613
1739713789.58,2,DATA,SOFT2,514,2601
1739713789.60,1,DATA,SOFT2,554,2557
1739713789.80,3,DATA,SOFT2,662,2614
1739713790.08,2,DATA,SOFT2,1014,2601
1739713790.10,1,DATA,SOFT2,1054,2557
1739713790.23,3,DATA,SOFT2,1162,2614
1739713790.58,2,DATA,SOFT2,1514,2601
1739713790.60,1,DATA,SOFT2,1554,2557
1739713790.73,3,DATA,SOFT2,1662,2614
1739713791.08,2,DATA,SOFT2,2014,2601
1739713791.10,1,DATA,SOFT2,2054,2556
1739713791.23,3,DATA,SOFT2,2162,2614
1739713791.58,2,DATA,SOFT2,2514,2601
1739713791.60,1,DATA,SOFT2,2554,2557
1739713791.73,3,DATA,SOFT2,2662,2614
1739713849.55,1,DATA,SOFT2,515,2556
1739713849.67,3,DATA,SOFT2,598,2611
1739713849.70,2,DATA,SOFT2,633,2601
1739713850.05,1,DATA,SOFT2,1015,2556
1739713850.17,3,DATA,SOFT2,1098,2611
1739713850.20,2,DATA,SOFT2,1133,2601
1739713850.55,1,DATA,SOFT2,1515,2557
1739713850.67,3,DATA,SOFT2,1598,2611
1739713850.70,2,DATA,SOFT2,1633,2601
1739713851.05,1,DATA,SOFT2,2015,2556
1739713851.17,3,DATA,SOFT2,2098,2611
1739713851.20,2,DATA,SOFT2,2133,2601
1739713851.55,1,DATA,SOFT2,2515,2556
1739713851.67,3,DATA,SOFT2,2598,2611
1739713851.69,2,DATA,SOFT2,2633,2601
1739713909.57,1,DATA,SOFT2,537,2556
1739713909.61,2,DATA,SOFT2,533,2601
1739713909.70,3,DATA,SOFT2,633,2610
1739713910.07,1,DATA,SOFT2,1037,2556
1739713910.10,2,DATA,SOFT2,1033,2601
1739713910.20,3,DATA,SOFT2,1133,2609
1739713910.57,1,DATA,SOFT2,1537,2556
1739713910.60,2,DATA,SOFT2,1533,2601
1739713910.70,3,DATA,SOFT2,1633,2610
1739713911.07,1,DATA,SOFT2,2037,2556
1739713911.10,2,DATA,SOFT2,2033,2601
1739713911.20,3,DATA,SOFT2,2133,2610
1739713911.57,1,DATA,SOFT2,2537,2556
1739713911.60,2,DATA,SOFT2,2533,2601
1739713911.70,3,DATA,SOFT2,2633,2610
1739713969.63,2,DATA,SOFT2,561,2601
1739713969.66,3,DATA,SOFT2,558,2609
1739713969.68,1,DATA,SOFT2,638,2556
1739713970.13,2,DATA,SOFT2,1061,2601
1739713970.16,3,DATA,SOFT2,1058,2609
1739713970.18,1,DATA,SOFT2,1138,2556
1739713970.63,2,DATA,SOFT2,1561,2601
1739713970.66,3,DATA,SOFT2,1558,2609
1739713970.68,1,DATA,SOFT2,1638,2556
1739713971.13,2,DATA,SOFT2,2061,2601
1739713971.16,3,DATA,SOFT2,2059,2609
1739713971.18,1,DATA,SOFT2,2138,2556
1739713971.63,2,DATA,SOFT2,2561,2601
1739713971.66,3,DATA,SOFT2,2558,2609
1739713971.68,1,DATA,SOFT2,2638,2556
1739714029.61,3,DATA,SOFT2,542,2608
1739714029.69,1,DATA,SOFT2,657,2556
1739714029.73,2,DATA,SOFT2,649,2601
1739714030.11,3,DATA,SOFT2,1042,2608
1739714030.19,1,DATA,SOFT2,1157,2556
1739714030.23,2,DATA,SOFT2,1149,2601
1739714030.61,3,DATA,SOFT2,1542,2608
1739714030.69,1,DATA,SOFT2,1657,2556
1739714030.73,2,DATA,SOFT2,1649,2601
1739714031.11,3,DATA,SOFT2,2042,2608
1739714031.19,1,DATA,SOFT2,2157,2555
1739714031.23,2,DATA,SOFT2,2149,2601
1739714031.61,3,DATA,SOFT2,2542,2608
1739714031.69,1,DATA,SOFT2,2657,2556
1739714031.73,2,DATA,SOFT2,2649,2601
1739714089.58,1,DATA,SOFT2,541,2555
1739714089.61,2,DATA,SOFT2,546,2601
1739714089.69,3,DATA,SOFT2,518,2607
1739714090.08,1,DATA,SOFT2,1041,2555
1739714090.11,2,DATA,SOFT2,1046,2601
1739714090.19,3,DATA,SOFT2,1018,2607
1739714090.58,1,DATA,SOFT2,1541,2555
1739714090.61,2,DATA,SOFT2,1546,2601
1739714090.69,3,DATA,SOFT2,1518,2607
1739714091.08,1,DATA,SOFT2,2041,2555
1739714091.11,2,DATA,SOFT2,2046,2600
1739714091.19,3,DATA,SOFT2,2018,2607
1739714091.58,1,DATA,SOFT2,2541,2555
1739714091.61,2,DATA,SOFT2,2546,2601
1739714091.69,3,DATA,SOFT2,2518,2608
1739714149.61,1,DATA,SOFT2,575,2555
1739714149.69,2,DATA,SOFT2,621,2600
1739714149.72,3,DATA,SOFT2,628,2607
1739714150.11,1,DATA,SOFT2,1075,2555
1739714150.19,2,DATA,SOFT2,1121,2600
1739714150.22,3,DATA,SOFT2,1128,2607
1739714150.61,1,DATA,SOFT2,1575,2555
1739714150.69,2,DATA,SOFT2,1621,2600
1739714150.72,3,DATA,SOFT2,1628,2607
1739714151.11,1,DATA,SOFT2,2075,2555
1739714151.18,2,DATA,SOFT2,2121,2601
1739714151.22,3,DATA,SOFT2,2128,2607
1739714151.61,1,DATA,SOFT2,2575,2555
1739714151.68,2,DATA,SOFT2,2621,2600
1739714151.72,3,DATA,SOFT2,2628,2607
1739714209.62,1,DATA,SOFT2,581,2554
1739714209.69,3,DATA,SOFT2,619,2605
1739714209.73,2,DATA,SOFT2,660,2600
1739714210.12,1,DATA,SOFT2,1081,2554
1739714210.19,3,DATA,SOFT2,1119,2606
1739714210.23,2,DATA,SOFT2,1160,2600
1739714210.62,1,DATA,SOFT2,1581,2554
1739714210.69,3,DATA,SOFT2,1619,2606
1739714210.73,2,DATA,SOFT2,1660,2600
1739714211.12,1,DATA,SOFT2,2081,2554
1739714211.19,3,DATA,SOFT2,2119,2605
1739714211.23,2,DATA,SOFT2,2160,2600
1739714211.62,1,DATA,SOFT2,2581,2555
1739714211.69,3,DATA,SOFT2,2619,2605
1739714211.73,2,DATA,SOFT2,2660,2600
1739714269.63,3,DATA,SOFT2,561,2605
1739714269.67,2,DATA,SOFT2,608,2600
1739714269.70,1,DATA,SOFT2,652,2554
1739714270.13,3,DATA,SOFT2,1061,2605
1739714270.17,2,DATA,SOFT2,1108,2600
1739714270.20,1,DATA,SOFT2,1152,2554
1739714270.63,3,DATA,SOFT2,1561,2605
1739714270.67,2,DATA,SOFT2,1608,2599
1739714270.70,1,DATA,SOFT2,1652,2554
1739714271.13,3,DATA,SOFT2,2061,2605
1739714271.17,2,DATA,SOFT2,2108,2600
1739714271.19,1,DATA,SOFT2,2152,2555
1739714271.63,3,DATA,SOFT2,2561,2605
1739714271.67,2,DATA,SOFT2,2608,2599
1739714271.69,1,DATA,SOFT2,2652,2554
1739714329.60,3,DATA,SOFT2,533,2604
1739714329.63,1,DATA,SOFT2,597,2554
1739714329.81,2,DATA,SOFT2,642,2599
1739714330.10,3,DATA,SOFT2,1033,2604
1739714330.13,1,DATA,SOFT2,1097,2554
1739714330.24,2,DATA,SOFT2,1142,2599
1739714330.60,3,DATA,SOFT2,1533,2604
1739714330.63,1,DATA,SOFT2,1597,2554
1739714330.74,2,DATA,SOFT2,1642,2599
1739714331.10,3,DATA,SOFT2,2033,2604
1739714331.13,1,DATA,SOFT2,2097,2554
1739714331.23,2,DATA,SOFT2,2142,2599
1739714331.60,3,DATA,SOFT2,2533,2604
1739714331.63,1,DATA,SOFT2,2597,2554
1739714331.73,2,DATA,SOFT2,2642,2599
1739714389.58,1,DATA,SOFT2,548,2554
1739714389.62,3,DATA,SOFT2,525,2605
1739714389.71,2,DATA,SOFT2,643,2599
1739714390.08,1,DATA,SOFT2,1048,2554
1739714390.12,3,DATA,SOFT2,1025,2604
1739714390.21,2,DATA,SOFT2,1143,2599
1739714390.58,1,DATA,SOFT2,1548,2554
1739714390.62,3,DATA,SOFT2,1525,2605
1739714390.71,2,DATA,SOFT2,1643,2599
1739714391.09,1,DATA,SOFT2,2048,2554
1739714391.12,3,DATA,SOFT2,2025,2605
1739714391.21,2,DATA,SOFT2,2143,2599
1739714391.59,1,DATA,SOFT2,2548,2554
1739714391.62,3,DATA,SOFT2,2525,2605
1739714391.71,2,DATA,SOFT2,2643,2599
1739714449.64,1,DATA,SOFT2,603,2554
1739714449.72,2,DATA,SOFT2,656,2598
1739714449.81,3,DATA,SOFT2,649,2603
1739714450.14,1,DATA,SOFT2,1103,2553
1739714450.22,2,DATA,SOFT2,1156,2598
1739714450.31,3,DATA,SOFT2,1149,2603
1739714450.64,1,DATA,SOFT2,1603,2554
1739714450.72,2,DATA,SOFT2,1656,2598
1739714450.81,3,DATA,SOFT2,1649,2603
1739714451.14,1,DATA,SOFT2,2103,2554
1739714451.22,2,DATA,SOFT2,2156,2598
1739714451.31,3,DATA,SOFT2,2149,2603
1739714451.64,1,DATA,SOFT2,2603,2554
1739714451.72,2,DATA,SOFT2,2656,2598
1739714451.81,3,DATA,SOFT2,2649,2603
1739714509.62,2,DATA,SOFT2,555,2598
1739714509.65,3,DATA,SOFT2,559,2602
1739714509.69,1,DATA,SOFT2,656,2553
1739714510.12,2,DATA,SOFT2,1055,2598
1739714510.15,3,DATA,SOFT2,1059,2602
1739714510.19,1,DATA,SOFT2,1156,2553
1739714510.62,2,DATA,SOFT2,1555,2598
1739714510.65,3,DATA,SOFT2,1559,2602
1739714510.69,1,DATA,SOFT2,1656,2553
1739714511.12,2,DATA,SOFT2,2055,2598
1739714511.16,3,DATA,SOFT2,2059,2602
1739714511.19,1,DATA,SOFT2,2156,2553
1739714511.62,2,DATA,SOFT2,2555,2598
1739714511.66,3,DATA,SOFT2,2559,2602
1739714511.69,1,DATA,SOFT2,2656,2553
1739714569.60,1,DATA,SOFT2,569,2553
1739714569.64,2,DATA,SOFT2,575,2597
1739714569.68,3,DATA,SOFT2,609,2603
1739714570.10,1,DATA,SOFT2,1069,2553
1739714570.14,2,DATA,SOFT2,1075,2597
1739714570.18,3,DATA,SOFT2,1109,2602
1739714570.60,1,DATA,SOFT2,1569,2553
1739714570.64,2,DATA,SOFT2,1575,2597
1739714570.68,3,DATA,SOFT2,1609,2603
1739714571.10,1,DATA,SOFT2,2069,2553
1739714571.14,2,DATA,SOFT2,2075,2598
1739714571.18,3,DATA,SOFT2,2109,2603
1739714571.60,1,DATA,SOFT2,2569,2553
1739714571.64,2,DATA,SOFT2,2575,2597
1739714571.68,3,DATA,SOFT2,2609,2603
1739714629.62,1,DATA,SOFT2,587,2553
1739714629.67,2,DATA,SOFT2,604,2595
1739714629.70,3,DATA,SOFT2,625,2603
1739714630.12,1,DATA,SOFT2,1087,2553
1739714630.17,2,DATA,SOFT2,1104,2595
1739714630.20,3,DATA,SOFT2,1125,2603
1739714630.62,1,DATA,SOFT2,1587,2553
1739714630.67,2,DATA,SOFT2,1604,2595
1739714630.70,3,DATA,SOFT2,1625,2603
1739714631.12,1,DATA,SOFT2,2087,2553
1739714631.17,2,DATA,SOFT2,2104,2595
1739714631.20,3,DATA,SOFT2,2125,2603
1739714631.62,1,DATA,SOFT2,2587,2553
1739714631.67,2,DATA,SOFT2,2604,2596
1739714631.70,3,DATA,SOFT2,2625,2603
1739714689.64,3,DATA,SOFT2,563,2602
1739714689.70,1,DATA,SOFT2,662,2552
1739714689.81,2,DATA,SOFT2,646,2595
1739714690.14,3,DATA,SOFT2,1063,2603
1739714690.20,1,DATA,SOFT2,1162,2553
1739714690.31,2,DATA,SOFT2,1146,2595
1739714690.64,3,DATA,SOFT2,1563,2603
1739714690.70,1,DATA,SOFT2,1662,2552
1739714690.81,2,DATA,SOFT2,1646,2595
1739714691.14,3,DATA,SOFT2,2063,2602
1739714691.20,1,DATA,SOFT2,2162,2553
1739714691.31,2,DATA,SOFT2,2146,2595
1739714691.64,3,DATA,SOFT2,2563,2603
1739714691.70,1,DATA,SOFT2,2662,2553
1739714691.81,2,DATA,SOFT2,2646,2595
1739714749.58,1,DATA,SOFT2,540,2553
1739714749.64,2,DATA,SOFT2,569,2594
1739714749.73,3,DATA,SOFT2,655,2603
1739714750.08,1,DATA,SOFT2,1040,2553
1739714750.14,2,DATA,SOFT2,1069,2595
1739714750.23,3,DATA,SOFT2,1155,2603
1739714750.58,1,DATA,SOFT2,1540,2553
1739714750.64,2,DATA,SOFT2,1569,2595
1739714750.73,3,DATA,SOFT2,1655,2602
1739714751.08,1,DATA,SOFT2,2040,2552
1739714751.14,2,DATA,SOFT2,2069,2595
1739714751.23,3,DATA,SOFT2,2155,2603
1739714751.58,1,DATA,SOFT2,2540,2552
1739714751.64,2,DATA,SOFT2,2569,2595
1739714751.73,3,DATA,SOFT2,2655,2603
1739714809.62,3,DATA,SOFT2,546,2601
1739714809.64,2,DATA,SOFT2,575,2595
1739714809.69,1,DATA,SOFT2,654,2552
1739714810.12,3,DATA,SOFT2,1046,2601
1739714810.14,2,DATA,SOFT2,1075,2594
1739714810.19,1,DATA,SOFT2,1154,2552
1739714810.62,3,DATA,SOFT2,1546,2601
1739714810.64,2,DATA,SOFT2,1575,2595
1739714810.69,1,DATA,SOFT2,1654,2552
1739714811.12,3,DATA,SOFT2,2046,2601
1739714811.14,2,DATA,SOFT2,2075,2594
1739714811.19,1,DATA,SOFT2,2154,2552
1739714811.62,3,DATA,SOFT2,2546,2601
1739714811.64,2,DATA,SOFT2,2575,2594
1739714811.69,1,DATA,SOFT2,2654,2552
