timestamp(ticks/UTC),solar(V),batt(V),bus(V),solar(I),batt(I),bus(I),batt_temp(C),chg_stat,chg_fault
1739698830.523,0.14,3.96,3.94,0.000,-0.176,0.179,0.0,0,0
1739698859.250,0.14,3.96,3.93,0.000,-0.179,0.182,0.0,0,0
1739698887.972,0.14,3.96,3.93,0.000,-0.185,0.188,0.0,0,0
1739698916.699,0.14,3.96,3.93,0.000,-0.189,0.192,0.0,0,0
1739698945.421,0.14,3.96,3.94,0.000,-0.175,0.178,0.0,0,0
1739698974.148,0.14,3.96,3.93,0.000,-0.180,0.183,0.0,0,0
1739699002.875,0.14,3.96,3.94,0.000,-0.172,0.175,0.0,0,0
1739699031.597,0.14,3.96,3.93,0.000,-0.175,0.178,0.0,0,0
1739699060.324,0.14,3.95,3.93,0.000,-0.185,0.188,0.0,0,0
1739699089.046,0.14,3.95,3.93,0.000,-0.195,0.198,0.0,0,0
1739699117.773,0.14,3.95,3.93,0.000,-0.210,0.212,0.0,0,0
1739699146.496,0.14,3.95,3.93,0.000,-0.202,0.205,0.0,0,0
1739699175.222,0.14,3.94,3.90,0.000,-0.299,0.303,0.0,0,0
1739699203.949,0.14,3.94,3.91,0.000,-0.262,0.264,0.0,0,0
1739699232.671,0.14,3.94,3.91,0.000,-0.271,0.274,0.0,0,0
1739699261.398,0.14,3.94,3.92,0.000,-0.250,0.253,0.0,0,0
1739699290.121,0.14,3.95,3.92,0.000,-0.253,0.256,0.0,0,0
1739699318.847,0.14,3.95,3.92,0.000,-0.244,0.247,0.0,0,0
1739699347.570,0.14,3.95,3.91,0.000,-0.253,0.255,0.0,0,0
1739699376.296,0.14,3.94,3.91,0.000,-0.251,0.254,0.0,0,0
1739699405.019,0.14,3.94,3.91,0.000,-0.286,0.288,0.0,0,0
1739699433.746,0.14,3.95,3.91,0.000,-0.258,0.260,0.0,0,0
1739699462.472,0.14,3.95,3.93,0.000,-0.207,0.210,0.0,0,0
1739699491.195,0.14,3.95,3.93,0.000,-0.182,0.185,0.0,0,0
1739699519.964,0.14,3.95,3.93,0.000,-0.178,0.181,0.0,0,0
1739699548.644,0.14,3.95,3.93,0.000,-0.170,0.173,0.0,0,0
1739699577.371,0.14,3.95,3.92,0.000,-0.202,0.205,0.0,0,0
1739699606.093,0.14,3.95,3.93,0.000,-0.181,0.184,0.0,0,0
1739699634.820,0.14,3.95,3.93,0.000,-0.187,0.190,0.0,0,0
1739699663.546,0.14,3.95,3.93,0.000,-0.183,0.186,0.0,0,0
1739699692.269,0.14,3.95,3.93,0.000,-0.179,0.182,0.0,0,0
1739699720.996,0.14,3.95,3.92,0.000,-0.242,0.244,0.0,0,0
1739699749.718,0.14,3.95,3.92,0.000,-0.228,0.230,0.0,0,0
1739699778.445,0.14,3.95,3.92,0.000,-0.213,0.216,0.0,0,0
1739699807.167,0.14,3.94,3.91,0.000,-0.245,0.248,0.0,0,0
1739699835.906,0.14,3.95,3.92,0.000,-0.220,0.222,0.0,0,0
1739699864.617,0.14,3.95,3.94,0.000,-0.161,0.164,0.0,0,0
1739699893.343,0.14,3.95,3.93,0.000,-0.178,0.181,0.0,0,0
1739699922.070,0.14,3.95,3.93,0.000,-0.187,0.190,0.0,0,0
1739699950.792,0.14,3.95,3.93,0.000,-0.178,0.180,0.0,0,0
1739699979.519,0.14,3.95,3.93,0.000,-0.169,0.172,0.0,0,0
1739700008.242,0.14,3.95,3.93,0.000,-0.177,0.180,0.0,0,0
1739700036.968,0.14,3.95,3.93,0.000,-0.169,0.171,0.0,0,0
1739700065.691,0.14,3.95,3.93,0.000,-0.171,0.174,0.0,0,0
1739700094.417,0.14,3.95,3.93,0.000,-0.164,0.167,0.0,0,0
1739700123.144,0.14,3.95,3.93,0.000,-0.175,0.178,0.0,0,0
1739700151.867,0.14,3.95,3.93,0.000,-0.173,0.175,0.0,0,0
1739700180.593,0.14,3.95,3.93,0.000,-0.185,0.188,0.0,0,0
1739700209.316,0.14,3.95,3.93,0.000,-0.167,0.170,0.0,0,0
1739700238.042,0.14,3.95,3.93,0.000,-0.175,0.178,0.0,0,0
1739700266.828,0.14,3.95,3.93,0.000,-0.162,0.165,0.0,0,0
1739700295.492,0.14,3.95,3.93,0.000,-0.172,0.175,0.0,0,0
1739700324.214,0.14,3.95,3.93,0.000,-0.168,0.170,0.0,0,0
1739700352.941,0.14,3.95,3.93,0.000,-0.178,0.180,0.0,0,0
1739700381.667,0.14,3.95,3.93,0.000,-0.168,0.171,0.0,0,0
1739700410.390,0.14,3.95,3.93,0.000,-0.168,0.171,0.0,0,0
1739700439.117,0.14,3.95,3.93,0.000,-0.173,0.176,0.0,0,0
1739700467.839,0.14,3.95,3.93,0.000,-0.166,0.168,0.0,0,0
1739700496.566,0.14,3.95,3.93,0.000,-0.177,0.180,0.0,0,0
1739700525.289,0.14,3.95,3.93,0.000,-0.172,0.175,0.0,0,0
1739700554.015,0.14,3.95,3.92,0.000,-0.198,0.201,0.0,0,0
1739700582.773,0.14,3.94,3.92,0.000,-0.214,0.216,0.0,0,0
1739700611.464,0.14,3.94,3.91,0.000,-0.233,0.236,0.0,0,0
1739700640.191,0.14,3.94,3.91,0.000,-0.227,0.229,0.0,0,0
1739700668.914,0.14,3.94,3.91,0.000,-0.247,0.250,0.0,0,0
1739700697.640,0.14,3.94,3.91,0.000,-0.253,0.255,0.0,0,0
1739700726.363,0.14,3.94,3.91,0.000,-0.260,0.262,0.0,0,0
1739700755.089,0.14,3.94,3.91,0.000,-0.253,0.256,0.0,0,0
1739700783.812,0.14,3.94,3.91,0.000,-0.243,0.246,0.0,0,0
1739700812.539,0.14,3.94,3.92,0.000,-0.212,0.215,0.0,0,0
1739700841.265,0.14,3.94,3.91,0.000,-0.244,0.246,0.0,0,0
1739700869.988,0.14,3.94,3.91,0.000,-0.226,0.230,0.0,0,0
1739700898.714,0.14,3.94,3.91,0.000,-0.230,0.233,0.0,0,0
1739700927.437,0.14,3.94,3.92,0.000,-0.217,0.220,0.0,0,0
1739700956.164,0.14,3.94,3.91,0.000,-0.234,0.237,0.0,0,0
1739700984.886,0.14,3.94,3.92,0.000,-0.213,0.216,0.0,0,0
1739701013.613,0.14,3.95,3.92,0.000,-0.179,0.181,0.0,0,0
1739701042.335,0.14,3.95,3.93,0.000,-0.141,0.144,0.0,0,0
1739701071.062,0.14,3.95,3.93,0.000,-0.146,0.149,0.0,0,0
1739701099.789,0.14,3.95,3.93,0.000,-0.174,0.176,0.0,0,0
1739701128.511,0.14,3.94,3.92,0.000,-0.202,0.204,0.0,0,0
1739701157.238,0.14,3.95,3.92,0.000,-0.179,0.182,0.0,0,0
1739701185.964,0.14,3.95,3.93,0.000,-0.140,0.143,0.0,0,0
1739701214.687,0.14,3.95,3.93,0.000,-0.150,0.153,0.0,0,0
1739701243.410,0.14,3.95,3.94,0.000,-0.131,0.134,0.0,0,0
1739701272.136,0.14,3.94,3.91,0.000,-0.257,0.260,0.0,0,0
1739701300.863,0.14,3.94,3.91,0.000,-0.249,0.252,0.0,0,0
1739701329.640,0.14,3.94,3.91,0.000,-0.251,0.253,0.0,0,0
1739701358.312,0.14,3.94,3.91,0.000,-0.222,0.225,0.0,0,0
1739701387.035,0.14,3.94,3.92,0.000,-0.193,0.196,0.0,0,0
1739701415.761,0.14,3.94,3.92,0.000,-0.177,0.180,0.0,0,0
1739701444.484,0.14,3.94,3.92,0.000,-0.186,0.189,0.0,0,0
1739701473.210,0.14,3.94,3.92,0.000,-0.181,0.183,0.0,0,0
1739701501.933,0.14,3.94,3.92,0.000,-0.192,0.195,0.0,0,0
1739701530.660,0.14,3.94,3.92,0.000,-0.173,0.176,0.0,0,0
1739701559.386,0.14,3.94,3.92,0.000,-0.187,0.190,0.0,0,0
1739701588.109,0.14,3.94,3.92,0.000,-0.183,0.186,0.0,0,0
1739701616.835,0.14,3.94,3.92,0.000,-0.195,0.198,0.0,0,0
1739701645.582,0.14,3.94,3.92,0.000,-0.186,0.189,0.0,0,0
1739701674.285,0.14,3.94,3.92,0.000,-0.195,0.198,0.0,0,0
1739701703.007,0.14,3.94,3.92,0.000,-0.183,0.186,0.0,0,0
1739701731.734,0.14,3.94,3.92,0.000,-0.185,0.188,0.0,0,0
1739701760.460,0.14,3.94,3.92,0.000,-0.184,0.186,0.0,0,0
1739701789.183,0.14,3.94,3.92,0.000,-0.185,0.188,0.0,0,0
1739701817.910,0.14,3.94,3.92,0.000,-0.187,0.190,0.0,0,0
1739701846.632,0.14,3.94,3.92,0.000,-0.177,0.180,0.0,0,0
1739701875.359,0.14,3.94,3.92,0.000,-0.188,0.191,0.0,0,0
1739701904.082,0.14,3.94,3.92,0.000,-0.179,0.182,0.0,0,0
1739701932.808,0.14,3.94,3.92,0.000,-0.188,0.191,0.0,0,0
1739701961.531,0.14,3.94,3.92,0.000,-0.180,0.183,0.0,0,0
1739701990.257,0.14,3.94,3.92,0.000,-0.183,0.186,0.0,0,0
1739702018.984,0.14,3.94,3.92,0.000,-0.178,0.181,0.0,0,0
1739702047.707,0.14,3.94,3.92,0.000,-0.193,0.196,0.0,0,0
1739702076.433,0.14,3.94,3.92,0.000,-0.187,0.190,0.0,0,0
1739702105.156,0.14,3.94,3.92,0.000,-0.192,0.194,0.0,0,0
1739702133.882,0.14,3.94,3.92,0.000,-0.178,0.181,0.0,0,0
1739702162.605,0.14,3.94,3.92,0.000,-0.190,0.193,0.0,0,0
1739702191.332,0.14,3.94,3.92,0.000,-0.179,0.182,0.0,0,0
1739702220.058,0.14,3.94,3.92,0.000,-0.184,0.187,0.0,0,0
1739702248.781,0.14,3.94,3.92,0.000,-0.191,0.193,0.0,0,0
1739702277.507,0.14,3.94,3.92,0.000,-0.198,0.201,0.0,0,0
1739702306.230,0.14,3.94,3.92,0.000,-0.186,0.189,0.0,0,0
1739702334.957,0.14,3.94,3.92,0.000,-0.189,0.192,0.0,0,0
1739702363.679,0.14,3.94,3.92,0.000,-0.181,0.183,0.0,0,0
1739702392.449,0.14,3.94,3.92,0.000,-0.182,0.185,0.0,0,0
1739702421.128,0.14,3.94,3.93,0.000,-0.139,0.142,0.0,0,0
1739702449.855,0.14,3.94,3.93,0.000,-0.148,0.151,0.0,0,0
1739702478.582,0.14,3.94,3.93,0.000,-0.152,0.155,0.0,0,0
1739702507.304,0.14,3.94,3.93,0.000,-0.145,0.148,0.0,0,0
1739702536.031,0.14,3.94,3.92,0.000,-0.157,0.160,0.0,0,0
1739702564.753,0.14,3.94,3.92,0.000,-0.170,0.173,0.0,0,0
1739702593.480,0.14,3.94,3.92,0.000,-0.164,0.166,0.0,0,0
1739702622.203,0.14,3.94,3.92,0.000,-0.164,0.167,0.0,0,0
1739702650.929,0.14,3.94,3.92,0.000,-0.193,0.196,0.0,0,0
1739702679.652,0.14,3.94,3.92,0.000,-0.187,0.190,0.0,0,0
1739702708.390,0.14,3.94,3.93,0.000,-0.142,0.145,0.0,0,0
1739702737.105,0.14,3.94,3.91,0.000,-0.189,0.192,0.0,0,0
1739702765.828,0.14,3.94,3.91,0.000,-0.194,0.197,0.0,0,0
1739702794.554,0.14,3.94,3.92,0.000,-0.182,0.185,0.0,0,0
1739702823.277,0.14,3.94,3.91,0.000,-0.192,0.195,0.0,0,0
1739702852.003,0.14,3.94,3.92,0.000,-0.177,0.180,0.0,0,0
1739702880.730,0.14,3.94,3.92,0.000,-0.183,0.185,0.0,0,0
1739702909.453,0.14,3.94,3.92,0.000,-0.172,0.175,0.0,0,0
1739702938.179,0.14,3.94,3.91,0.000,-0.196,0.199,0.0,0,0
1739702966.902,0.14,3.94,3.92,0.000,-0.148,0.151,0.0,0,0
1739702995.628,0.14,3.94,3.91,0.000,-0.192,0.195,0.0,0,0
1739703024.351,0.14,3.94,3.92,0.000,-0.179,0.182,0.0,0,0
1739703053.078,0.14,3.94,3.91,0.000,-0.188,0.191,0.0,0,0
1739703081.800,0.14,3.94,3.92,0.000,-0.161,0.164,0.0,0,0
1739703110.527,0.14,3.94,3.92,0.000,-0.176,0.179,0.0,0,0
1739703139.312,0.14,3.94,3.92,0.000,-0.155,0.158,0.0,0,0
1739703167.976,0.14,3.94,3.92,0.000,-0.144,0.147,0.0,0,0
1739703196.703,0.14,3.94,3.91,0.000,-0.184,0.186,0.0,0,0
1739703225.425,0.14,3.94,3.92,0.000,-0.166,0.169,0.0,0,0
1739703254.152,0.14,3.94,3.91,0.000,-0.187,0.190,0.0,0,0
1739703282.875,0.14,3.94,3.91,0.000,-0.184,0.186,0.0,0,0
1739703311.601,0.14,3.93,3.89,0.000,-0.278,0.281,0.0,0,0
1739703340.328,0.14,3.93,3.90,0.000,-0.222,0.224,0.0,0,0
1739703369.050,0.14,3.93,3.90,0.000,-0.256,0.258,0.0,0,0
1739703397.777,0.14,3.93,3.90,0.000,-0.257,0.260,0.0,0,0
1739703426.500,0.14,3.93,3.90,0.000,-0.264,0.267,0.0,0,0
1739703455.257,0.14,3.93,3.89,0.000,-0.261,0.264,0.0,0,0
1739703483.949,0.14,3.93,3.89,0.000,-0.273,0.276,0.0,0,0
1739703512.675,0.14,3.93,3.90,0.000,-0.251,0.254,0.0,0,0
1739703541.398,0.14,3.93,3.91,0.000,-0.192,0.194,0.0,0,0
1739703570.125,0.14,3.94,3.92,0.000,-0.167,0.170,0.0,0,0
1739703598.847,0.14,3.94,3.92,0.000,-0.162,0.165,0.0,0,0
1739703627.574,0.14,3.94,3.92,0.000,-0.156,0.159,0.0,0,0
1739703656.300,0.14,3.93,3.91,0.000,-0.194,0.196,0.0,0,0
1739703685.023,0.14,3.93,3.91,0.000,-0.192,0.195,0.0,0,0
1739703713.750,0.14,3.93,3.91,0.000,-0.195,0.197,0.0,0,0
1739703742.472,0.14,3.94,3.91,0.000,-0.173,0.175,0.0,0,0
1739703771.199,0.14,3.94,3.91,0.000,-0.178,0.180,0.0,0,0
1739703799.921,0.14,3.94,3.92,0.000,-0.166,0.169,0.0,0,0
1739703828.648,0.14,3.94,3.92,0.000,-0.172,0.175,0.0,0,0
1739703857.375,0.14,3.94,3.92,0.000,-0.159,0.162,0.0,0,0
1739703886.097,0.14,3.94,3.92,0.000,-0.151,0.154,0.0,0,0
1739703914.824,0.14,3.93,3.91,0.000,-0.202,0.205,0.0,0,0
1739703943.546,0.14,3.93,3.91,0.000,-0.173,0.176,0.0,0,0
1739703972.273,0.14,3.93,3.91,0.000,-0.181,0.183,0.0,0,0
1739704000.996,0.14,3.94,3.92,0.000,-0.147,0.150,0.0,0,0
1739704029.722,0.14,3.94,3.92,0.000,-0.153,0.156,0.0,0,0
1739704058.445,0.14,3.94,3.92,0.000,-0.148,0.151,0.0,0,0
1739704087.171,0.14,3.93,3.90,0.000,-0.215,0.218,0.0,0,0
1739704115.898,0.14,3.92,3.88,0.000,-0.300,0.302,0.0,0,0
1739704144.621,0.14,3.93,3.91,0.000,-0.180,0.183,0.0,0,0
1739704173.347,0.14,3.92,3.88,0.000,-0.304,0.307,0.0,0,0
1739704202.125,0.14,3.92,3.88,0.000,-0.339,0.341,0.0,0,0
1739704230.796,0.14,3.92,3.88,0.000,-0.314,0.317,0.0,0,0
1739704259.519,0.14,3.92,3.88,0.000,-0.327,0.329,0.0,0,0
1739704288.246,0.14,3.92,3.88,0.000,-0.294,0.297,0.0,0,0
1739704316.972,0.14,3.92,3.89,0.000,-0.292,0.294,0.0,0,0
1739704345.695,0.14,3.92,3.89,0.000,-0.278,0.280,0.0,0,0
1739704374.421,0.14,3.93,3.90,0.000,-0.232,0.235,0.0,0,0
1739704403.144,0.14,3.94,3.91,0.000,-0.156,0.158,0.0,0,0
1739704431.871,0.14,3.94,3.91,0.000,-0.161,0.164,0.0,0,0
1739704460.593,0.14,3.94,3.92,0.000,-0.154,0.157,0.0,0,0
1739704489.320,0.14,3.94,3.92,0.000,-0.154,0.157,0.0,0,0
1739704518.066,0.14,3.94,3.91,0.000,-0.158,0.161,0.0,0,0
1739704546.769,0.14,3.94,3.92,0.000,-0.151,0.154,0.0,0,0
1739704575.496,0.14,3.93,3.91,0.000,-0.161,0.163,0.0,0,0
1739704604.218,0.14,3.93,3.91,0.000,-0.180,0.183,0.0,0,0
1739704632.945,0.14,3.93,3.90,0.000,-0.200,0.202,0.0,0,0
1739704661.667,0.14,3.94,3.91,0.000,-0.151,0.154,0.0,0,0
1739704690.394,0.14,3.93,3.91,0.000,-0.162,0.164,0.0,0,0
1739704719.117,0.14,3.94,3.91,0.000,-0.151,0.154,0.0,0,0
1739704747.843,0.14,3.93,3.91,0.000,-0.161,0.164,0.0,0,0
1739704776.566,0.14,3.94,3.91,0.000,-0.149,0.152,0.0,0,0
1739704805.292,0.14,3.93,3.91,0.000,-0.160,0.163,0.0,0,0
1739704834.019,0.14,3.94,3.91,0.000,-0.149,0.152,0.0,0,0
1739704862.742,0.14,3.93,3.91,0.000,-0.161,0.163,0.0,0,0
1739704891.468,0.14,3.94,3.91,0.000,-0.149,0.152,0.0,0,0
1739704920.191,0.14,3.93,3.91,0.000,-0.160,0.162,0.0,0,0
1739704948.917,0.14,3.94,3.91,0.000,-0.148,0.151,0.0,0,0
1739704977.640,0.14,3.93,3.91,0.000,-0.160,0.163,0.0,0,0
1739705006.367,0.14,3.94,3.91,0.000,-0.148,0.151,0.0,0,0
1739705035.093,0.14,3.93,3.91,0.000,-0.160,0.163,0.0,0,0
1739705063.816,0.14,3.94,3.91,0.000,-0.150,0.153,0.0,0,0
1739705092.542,0.14,3.93,3.91,0.000,-0.159,0.162,0.0,0,0
1739705121.265,0.14,3.94,3.91,0.000,-0.152,0.155,0.0,0,0
1739705149.992,0.14,3.93,3.91,0.000,-0.154,0.157,0.0,0,0
1739705178.714,0.14,3.93,3.91,0.000,-0.157,0.160,0.0,0,0
1739705207.441,0.14,3.94,3.91,0.000,-0.151,0.153,0.0,0,0
1739705236.164,0.14,3.93,3.91,0.000,-0.159,0.162,0.0,0,0
1739705264.933,0.14,3.94,3.91,0.000,-0.149,0.151,0.0,0,0
1739705293.617,0.14,3.93,3.91,0.000,-0.160,0.162,0.0,0,0
1739705322.339,0.14,3.94,3.91,0.000,-0.148,0.151,0.0,0,0
1739705351.066,0.14,3.93,3.91,0.000,-0.161,0.164,0.0,0,0
1739705379.789,0.14,3.94,3.91,0.000,-0.148,0.151,0.0,0,0
1739705408.515,0.14,3.93,3.91,0.000,-0.160,0.163,0.0,0,0
1739705437.238,0.14,3.93,3.91,0.000,-0.147,0.151,0.0,0,0
1739705465.964,0.14,3.93,3.91,0.000,-0.160,0.163,0.0,0,0
1739705494.691,0.14,3.93,3.91,0.000,-0.148,0.150,0.0,0,0
1739705523.414,0.14,3.93,3.91,0.000,-0.159,0.161,0.0,0,0
1739705552.140,0.14,3.93,3.91,0.000,-0.148,0.151,0.0,0,0
1739705580.875,0.14,3.93,3.91,0.000,-0.159,0.162,0.0,0,0
1739705609.589,0.14,3.93,3.91,0.000,-0.148,0.150,0.0,0,0
1739705638.312,0.14,3.93,3.91,0.000,-0.158,0.161,0.0,0,0
1739705667.039,0.14,3.93,3.91,0.000,-0.147,0.150,0.0,0,0
1739705695.761,0.14,3.93,3.91,0.000,-0.158,0.160,0.0,0,0
1739705724.488,0.14,3.93,3.91,0.000,-0.148,0.151,0.0,0,0
1739705753.214,0.14,3.93,3.91,0.000,-0.156,0.159,0.0,0,0
1739705781.937,0.14,3.92,3.89,0.000,-0.227,0.230,0.0,0,0
1739705810.664,0.14,3.92,3.88,0.000,-0.275,0.278,0.0,0,0
1739705839.386,0.14,3.92,3.88,0.000,-0.291,0.293,0.0,0,0
1739705868.113,0.14,3.92,3.88,0.000,-0.280,0.282,0.0,0,0
1739705896.835,0.14,3.91,3.88,0.000,-0.294,0.296,0.0,0,0
1739705925.562,0.14,3.91,3.88,0.000,-0.284,0.286,0.0,0,0
1739705954.289,0.14,3.91,3.88,0.000,-0.306,0.308,0.0,0,0
1739705983.011,0.14,3.91,3.88,0.000,-0.299,0.302,0.0,0,0
1739706011.800,0.14,3.91,3.88,0.000,-0.301,0.303,0.0,0,0
1739706040.460,0.14,3.91,3.88,0.000,-0.300,0.303,0.0,0,0
1739706069.187,0.14,3.91,3.87,0.000,-0.307,0.310,0.0,0,0
1739706097.910,0.14,3.91,3.88,0.000,-0.299,0.302,0.0,0,0
1739706126.636,0.14,3.91,3.87,0.000,-0.332,0.334,0.0,0,0
1739706155.359,0.14,3.91,3.87,0.000,-0.328,0.331,0.0,0,0
1739706184.085,0.14,3.92,3.89,0.000,-0.221,0.223,0.0,0,0
1739706212.812,0.14,3.92,3.90,0.000,-0.192,0.195,0.0,0,0
1739706241.535,0.14,3.92,3.90,0.000,-0.194,0.197,0.0,0,0
1739706270.261,0.14,3.93,3.90,0.000,-0.178,0.181,0.0,0,0
1739706298.984,0.14,3.93,3.90,0.000,-0.186,0.189,0.0,0,0
1739706327.742,0.14,3.93,3.90,0.000,-0.174,0.177,0.0,0,0
1739706356.433,0.14,3.93,3.90,0.000,-0.184,0.187,0.0,0,0
1739706385.160,0.14,3.93,3.90,0.000,-0.174,0.176,0.0,0,0
1739706413.882,0.14,3.93,3.90,0.000,-0.182,0.185,0.0,0,0
1739706442.609,0.14,3.93,3.90,0.000,-0.174,0.177,0.0,0,0
1739706471.335,0.14,3.93,3.90,0.000,-0.178,0.181,0.0,0,0
1739706500.058,0.14,3.93,3.90,0.000,-0.176,0.178,0.0,0,0
1739706528.785,0.14,3.93,3.90,0.000,-0.172,0.175,0.0,0,0
1739706557.507,0.14,3.93,3.90,0.000,-0.181,0.183,0.0,0,0
1739706586.234,0.14,3.93,3.90,0.000,-0.169,0.172,0.0,0,0
1739706614.957,0.14,3.93,3.90,0.000,-0.181,0.184,0.0,0,0
1739706643.687,0.14,3.93,3.90,0.000,-0.169,0.172,0.0,0,0
1739706672.410,0.14,3.92,3.90,0.000,-0.179,0.182,0.0,0,0
1739706701.132,0.14,3.93,3.90,0.000,-0.167,0.169,0.0,0,0
1739706729.859,0.14,3.92,3.90,0.000,-0.177,0.180,0.0,0,0
1739706758.582,0.14,3.93,3.90,0.000,-0.166,0.169,0.0,0,0
1739706787.308,0.14,3.93,3.90,0.000,-0.175,0.178,0.0,0,0
1739706816.031,0.14,3.93,3.90,0.000,-0.166,0.169,0.0,0,0
1739706844.757,0.14,3.92,3.90,0.000,-0.175,0.178,0.0,0,0
1739706873.480,0.14,3.93,3.90,0.000,-0.164,0.168,0.0,0,0
1739706902.207,0.14,3.92,3.90,0.000,-0.194,0.196,0.0,0,0
1739706930.933,0.14,3.92,3.89,0.000,-0.235,0.238,0.0,0,0
1739706959.656,0.14,3.91,3.89,0.000,-0.250,0.252,0.0,0,0
1739706988.382,0.14,3.91,3.89,0.000,-0.242,0.245,0.0,0,0
1739707017.105,0.14,3.91,3.88,0.000,-0.272,0.275,0.0,0,0
1739707045.832,0.14,3.91,3.87,0.000,-0.317,0.320,0.0,0,0
1739707074.609,0.14,3.91,3.88,0.000,-0.254,0.256,0.0,0,0
1739707103.281,0.14,3.92,3.90,0.000,-0.188,0.191,0.0,0,0
1739707132.007,0.14,3.92,3.90,0.000,-0.168,0.171,0.0,0,0
1739707160.730,0.14,3.92,3.90,0.000,-0.165,0.168,0.0,0,0
1739707189.457,0.14,3.92,3.90,0.000,-0.164,0.166,0.0,0,0
1739707218.179,0.14,3.92,3.90,0.000,-0.169,0.172,0.0,0,0
1739707246.906,0.14,3.92,3.90,0.000,-0.161,0.164,0.0,0,0
1739707275.628,0.14,3.92,3.90,0.000,-0.171,0.174,0.0,0,0
1739707304.355,0.14,3.92,3.90,0.000,-0.160,0.163,0.0,0,0
1739707333.078,0.14,3.92,3.90,0.000,-0.171,0.174,0.0,0,0
1739707361.804,0.14,3.92,3.90,0.000,-0.162,0.165,0.0,0,0
1739707390.550,0.14,3.92,3.90,0.000,-0.172,0.175,0.0,0,0
1739707419.253,0.14,3.92,3.90,0.000,-0.160,0.163,0.0,0,0
1739707447.980,0.14,3.92,3.90,0.000,-0.171,0.173,0.0,0,0
1739707476.703,0.14,3.92,3.90,0.000,-0.161,0.165,0.0,0,0
1739707505.429,0.14,3.92,3.90,0.000,-0.171,0.173,0.0,0,0
1739707534.152,0.14,3.92,3.90,0.000,-0.160,0.163,0.0,0,0
1739707562.878,0.14,3.92,3.90,0.000,-0.170,0.173,0.0,0,0
1739707591.605,0.14,3.92,3.90,0.000,-0.161,0.164,0.0,0,0
1739707620.328,0.14,3.92,3.90,0.000,-0.171,0.174,0.0,0,0
1739707649.054,0.14,3.92,3.90,0.000,-0.162,0.165,0.0,0,0
1739707677.777,0.14,3.92,3.90,0.000,-0.171,0.174,0.0,0,0
1739707706.503,0.14,3.91,3.88,0.000,-0.244,0.247,0.0,0,0
1739707735.226,0.14,3.92,3.89,0.000,-0.219,0.222,0.0,0,0
1739707763.953,0.14,3.92,3.89,0.000,-0.224,0.227,0.0,0,0
1739707792.675,0.14,3.91,3.88,0.000,-0.247,0.249,0.0,0,0
1739707821.402,0.14,3.92,3.90,0.000,-0.162,0.165,0.0,0,0
1739707850.128,0.14,3.92,3.90,0.000,-0.162,0.165,0.0,0,0
1739707878.851,0.14,3.92,3.90,0.000,-0.167,0.170,0.0,0,0
1739707907.578,0.14,3.92,3.90,0.000,-0.161,0.164,0.0,0,0
1739707936.300,0.14,3.92,3.90,0.000,-0.170,0.173,0.0,0,0
1739707965.027,0.14,3.92,3.90,0.000,-0.160,0.162,0.0,0,0
1739707993.750,0.14,3.92,3.90,0.000,-0.171,0.173,0.0,0,0
1739708022.476,0.14,3.92,3.90,0.000,-0.161,0.163,0.0,0,0
1739708051.203,0.14,3.92,3.90,0.000,-0.171,0.173,0.0,0,0
1739708079.925,0.14,3.92,3.90,0.000,-0.159,0.162,0.0,0,0
1739708108.652,0.14,3.92,3.90,0.000,-0.169,0.172,0.0,0,0
1739708137.417,0.14,3.92,3.90,0.000,-0.158,0.161,0.0,0,0
1739708166.101,0.14,3.92,3.90,0.000,-0.169,0.172,0.0,0,0
1739708194.824,0.14,3.92,3.90,0.000,-0.159,0.162,0.0,0,0
1739708223.550,0.14,3.92,3.90,0.000,-0.167,0.170,0.0,0,0
1739708252.273,0.14,3.92,3.90,0.000,-0.158,0.161,0.0,0,0
1739708281.000,0.14,3.92,3.90,0.000,-0.167,0.170,0.0,0,0
1739708309.726,0.14,3.92,3.90,0.000,-0.158,0.160,0.0,0,0
1739708338.449,0.14,3.92,3.90,0.000,-0.167,0.170,0.0,0,0
1739708367.175,0.14,3.92,3.90,0.000,-0.159,0.162,0.0,0,0
1739708395.898,0.14,3.92,3.90,0.000,-0.168,0.172,0.0,0,0
1739708424.625,0.14,3.92,3.90,0.000,-0.160,0.163,0.0,0,0
1739708453.363,0.14,3.92,3.90,0.000,-0.168,0.171,0.0,0,0
1739708482.074,0.14,3.92,3.90,0.000,-0.162,0.165,0.0,0,0
1739708510.796,0.14,3.92,3.90,0.000,-0.166,0.169,0.0,0,0
1739708539.523,0.14,3.92,3.90,0.000,-0.164,0.167,0.0,0,0
1739708568.250,0.14,3.92,3.90,0.000,-0.160,0.163,0.0,0,0
1739708596.972,0.14,3.92,3.90,0.000,-0.169,0.171,0.0,0,0
1739708625.699,0.14,3.92,3.90,0.000,-0.159,0.162,0.0,0,0
1739708654.421,0.14,3.92,3.90,0.000,-0.169,0.171,0.0,0,0
1739708683.148,0.14,3.92,3.90,0.000,-0.158,0.161,0.0,0,0
1739708711.871,0.14,3.92,3.90,0.000,-0.168,0.171,0.0,0,0
1739708740.597,0.14,3.92,3.90,0.000,-0.158,0.161,0.0,0,0
1739708769.324,0.14,3.92,3.90,0.000,-0.168,0.170,0.0,0,0
1739708798.046,0.14,3.92,3.90,0.000,-0.160,0.163,0.0,0,0
