"max_temp","time","set_point"
29,"2025/12/05 02:34:00",29
29,"2025/12/05 02:35:00",29
29,"2025/12/05 02:36:00",29
29,"2025/12/05 02:37:00",29
29,"2025/12/05 02:38:00",29
29,"2025/12/05 02:39:00",29
29,"2025/12/05 02:40:00",29
29,"2025/12/05 02:41:00",29
29,"2025/12/05 02:42:00",29
29,"2025/12/05 02:43:00",29
29,"2025/12/05 02:44:00",29
29,"2025/12/05 02:45:00",29
29,"2025/12/05 02:46:00",29
29,"2025/12/05 02:47:00",29
29,"2025/12/05 02:48:00",29
29,"2025/12/05 02:49:00",29
29,"2025/12/05 02:50:00",29
29,"2025/12/05 02:51:00",29
29,"2025/12/05 02:52:00",29
29,"2025/12/05 02:53:00",29
29,"2025/12/05 02:54:00",29
29,"2025/12/05 02:55:00",29
29,"2025/12/05 02:56:00",29
29,"2025/12/05 02:57:00",29
29,"2025/12/05 02:58:00",29
29,"2025/12/05 02:59:00",29
29,"2025/12/05 03:00:00",29
29,"2025/12/05 03:01:00",29
29,"2025/12/05 03:02:00",29
29,"2025/12/05 03:03:00",29
29,"2025/12/05 03:04:00",29
29,"2025/12/05 03:05:00",29
29,"2025/12/05 03:06:00",29
29,"2025/12/05 03:07:00",29
29,"2025/12/05 03:08:00",29
29,"2025/12/05 03:09:00",29
29,"2025/12/05 03:10:00",29
29,"2025/12/05 03:11:00",29
29,"2025/12/05 03:12:00",29
29,"2025/12/05 03:13:00",29
29,"2025/12/05 03:14:00",29
29,"2025/12/05 03:15:00",29
29,"2025/12/05 03:16:00",29
29,"2025/12/05 03:17:00",29
29,"2025/12/05 03:18:00",29
29,"2025/12/05 03:19:00",29
29,"2025/12/05 03:20:00",29
29,"2025/12/05 03:21:00",29
29,"2025/12/05 03:22:00",29
29,"2025/12/05 03:23:00",29
29,"2025/12/05 03:24:00",29
29,"2025/12/05 03:25:00",29
29,"2025/12/05 03:26:00",29
29,"2025/12/05 03:27:00",29
29,"2025/12/05 03:28:00",29
29,"2025/12/05 03:29:00",29
29,"2025/12/05 03:30:00",29
29,"2025/12/05 03:31:00",29
29,"2025/12/05 03:32:00",29
29,"2025/12/05 03:33:00",29
29,"2025/12/05 03:34:00",29
29,"2025/12/05 03:35:00",29
29,"2025/12/05 03:36:00",29
29,"2025/12/05 03:37:00",29
29,"2025/12/05 03:38:00",29
29,"2025/12/05 03:39:00",29
29,"2025/12/05 03:40:00",29
29,"2025/12/05 03:41:00",29
29,"2025/12/05 03:42:00",29
29,"2025/12/05 03:43:00",29
29,"2025/12/05 03:44:00",29
29,"2025/12/05 03:45:00",29
29,"2025/12/05 03:46:00",29
29,"2025/12/05 03:47:00",29
29,"2025/12/05 03:48:00",29
29,"2025/12/05 03:49:00",29
29,"2025/12/05 03:50:00",29
29,"2025/12/05 03:51:00",29
29,"2025/12/05 03:52:00",29
29,"2025/12/05 03:53:00",29
29,"2025/12/05 03:54:00",29
29,"2025/12/05 03:55:00",29
29,"2025/12/05 03:56:00",29
29,"2025/12/05 03:57:00",29
29,"2025/12/05 03:58:00",29
29,"2025/12/05 03:59:00",29
29,"2025/12/05 04:00:00",29
29,"2025/12/05 04:01:00",29
29,"2025/12/05 04:02:00",29
29,"2025/12/05 04:03:00",29
29,"2025/12/05 04:04:00",29
29,"2025/12/05 04:05:00",29
29,"2025/12/05 04:06:00",29
29,"2025/12/05 04:07:00",29
29,"2025/12/05 04:08:00",29
29,"2025/12/05 04:09:00",29
29,"2025/12/05 04:10:00",29
29,"2025/12/05 04:11:00",29
29,"2025/12/05 04:12:00",29
29,"2025/12/05 04:13:00",29
29,"2025/12/05 04:14:00",29
29,"2025/12/05 04:15:00",29
29,"2025/12/05 04:16:00",29
29,"2025/12/05 04:17:00",29
29,"2025/12/05 04:18:00",29
29,"2025/12/05 04:19:00",29
29,"2025/12/05 04:20:00",29
29,"2025/12/05 04:21:00",29
29,"2025/12/05 04:22:00",29
29,"2025/12/05 04:23:00",29
29,"2025/12/05 04:24:00",29
29,"2025/12/05 04:25:00",29
29,"2025/12/05 04:26:00",29
29,"2025/12/05 04:27:00",29
29,"2025/12/05 04:28:00",29
29,"2025/12/05 04:29:00",29
29,"2025/12/05 04:30:00",29
29,"2025/12/05 04:31:00",29
29,"2025/12/05 04:32:00",29
29,"2025/12/05 04:33:00",29
29,"2025/12/05 04:34:00",29
29,"2025/12/05 04:35:00",29
29,"2025/12/05 04:36:00",29
29,"2025/12/05 04:37:00",29
29,"2025/12/05 04:38:00",29
29,"2025/12/05 04:39:00",29
29,"2025/12/05 04:40:00",29
29,"2025/12/05 04:41:00",29
29,"2025/12/05 04:42:00",29
29,"2025/12/05 04:43:00",29
29,"2025/12/05 04:44:00",29
29,"2025/12/05 04:45:00",29
29,"2025/12/05 04:46:00",29
29,"2025/12/05 04:47:00",29
29,"2025/12/05 04:48:00",29
29,"2025/12/05 04:49:00",29
29,"2025/12/05 04:50:00",29
