Chamber	Time	Logtime_min	OxyPercent_airsat	Phase	Amp	TempC	per_air-sat	per_oxygen	pO2_hPa	pO2_Torr	cO2_mg_L	cO2_umol_L	Salinity	chlorinity	SalCorcO2_mg_L	SalCorcO2_umol_L
6	7:12:01	0.00	81.540	28.450	19069.000	29.000	81.922357	17.1627338	166.965967	125.235120	6.28985156	196.557861	36	19.8171745	5.06852864	158.391520
6	7:12:02	0.02	80.850	28.550	19079.000	29.000	81.169527	17.0050160	165.431624	124.084265	6.23205064	194.751583	36	19.8171745	5.02195113	156.935973
6	7:12:09	0.13	80.250	28.630	19089.000	29.000	80.573282	16.8801026	164.216417	123.172782	6.18627200	193.321000	36	19.8171745	4.98506149	155.783172
6	7:12:24	0.38	81.020	28.520	19102.000	29.000	81.394494	17.0521464	165.890129	124.428173	6.24932316	195.291349	36	19.8171745	5.03586978	157.370931
6	7:12:39	0.63	81.010	28.520	19110.000	29.000	81.394494	17.0521464	165.890129	124.428173	6.24932316	195.291349	36	19.8171745	5.03586978	157.370931
6	7:12:54	0.88	81.380	28.480	19156.000	29.000	81.695624	17.1152332	166.503862	124.888512	6.27244340	196.013856	36	19.8171745	5.05450068	157.953146
6	7:13:09	1.13	81.860	28.410	19138.000	29.000	82.225855	17.2263167	167.584527	125.699079	6.31315361	197.286050	36	19.8171745	5.08730605	158.978314
6	7:13:24	1.38	80.580	28.580	19141.000	29.000	80.945312	16.9580430	164.974652	123.741507	6.21483583	194.213620	36	19.8171745	5.00807898	156.502468
6	7:13:39	1.63	80.270	28.620	19162.000	29.000	80.647523	16.8956560	164.367726	123.286274	6.19197206	193.499127	36	19.8171745	4.98965475	155.926711
6	7:13:54	1.88	80.730	28.560	19197.000	29.000	81.094706	16.9893408	165.279130	123.969885	6.22630597	194.572062	36	19.8171745	5.01732192	156.791310
6	7:14:09	2.13	79.900	28.670	19177.000	29.000	80.277144	16.8180616	163.612858	122.720074	6.16353504	192.610470	36	19.8171745	4.96673945	155.210608
6	7:14:24	2.38	80.730	28.560	19203.000	29.000	81.094706	16.9893408	165.279130	123.969885	6.22630597	194.572062	36	19.8171745	5.01732192	156.791310
6	7:14:39	2.63	80.680	28.570	19251.000	29.000	81.019967	16.9736832	165.126806	123.855633	6.22056770	194.392741	36	19.8171745	5.01269787	156.646809
