GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1658232104.00,-14,-2197290,-170,-4586688
1658232164.80,-14,-2197300,-170,-4586702
1658232225.20,-14,-2197236,-170,-4586639
1658232285.60,-14,-2197246,-170,-4586633
1658232346.00,-14,-2197285,-170,-4586650
1658232406.40,-14,-2197278,-170,-4586704
1658232466.80,-14,-2197355,-170,-4586682
1658232527.20,-14,-2197337,-170,-4586646
1658232587.60,-14,-2197307,-170,-4586682
1658232647.20,-14,-2197279,-170,-4586612
1658232708.00,-14,-2197227,-170,-4586595
1658232768.40,-14,-2197242,-170,-4586555
1658232828.80,-14,-2197242,-170,-4586552
1658232889.20,-14,-2197312,-170,-4586597
1658232949.60,-14,-2197300,-170,-4586634
1658233010.00,-14,-2197335,-170,-4586665
1658233070.40,-14,-2197408,-170,-4586715
1658233130.80,-14,-2197381,-170,-4586690
1658233191.20,-14,-2197381,-170,-4586634
1658233251.60,-14,-2197382,-170,-4586567
1658233312.00,-14,-2197396,-170,-4586636
1658233372.40,-14,-2197406,-170,-4586646
1658233432.80,-14,-2197355,-170,-4586604
1658233493.20,-14,-2197357,-170,-4586538
1658233553.60,-14,-2197283,-170,-4586577
1658233614.00,-14,-2197336,-170,-4586595
1658233674.40,-14,-2197311,-170,-4586587
1658233734.80,-14,-2197360,-170,-4586550
1658233795.20,-14,-2197344,-170,-4586584
1658233855.60,-14,-2197309,-170,-4586484
1658233916.00,-14,-2197283,-170,-4586454
1658233976.40,-14,-2197209,-170,-4586443
1658234036.80,-14,-2197317,-170,-4586476
1658234097.20,-14,-2197251,-170,-4586532
1658234157.60,-14,-2197289,-170,-4586620
1658234218.00,-14,-2197276,-170,-4586566
1658234278.40,-14,-2197280,-170,-4586516
1658234338.80,-14,-2197318,-170,-4586550
1658234399.20,-14,-2197276,-170,-4586529
1658234459.60,-14,-2197300,-170,-4586522
1658234520.00,-14,-2197230,-170,-4586538
1658234580.40,-14,-2197241,-170,-4586522
1658234640.80,-14,-2197269,-170,-4586577
1658234701.20,-14,-2197264,-170,-4586587
1658234761.60,-14,-2197280,-170,-4586585
1658234822.00,-14,-2197313,-170,-4586577
1658234882.40,-14,-2197278,-170,-4586595
1658234942.80,-14,-2197206,-170,-4586593
1658235003.20,-14,-2197309,-170,-4586667
1658235063.60,-14,-2197267,-170,-4586655
1658235124.00,-14,-2197217,-170,-4586609
1658235184.40,-14,-2197260,-170,-4586581
1658235244.80,-14,-2197278,-170,-4586616
1658235305.20,-14,-2197257,-170,-4586636
1658235365.60,-14,-2197231,-170,-4586608
1658235426.00,-14,-2197250,-170,-4586623
1658235486.40,-14,-2197284,-170,-4586555
1658235546.80,-14,-2197279,-170,-4586519
1658235607.20,-14,-2197262,-170,-4586604
1658235667.60,-14,-2197217,-170,-4586580
1658235727.60,-14,-2197260,-170,-4586549
1658235789.20,-14,-2197208,-170,-4586493
1658235849.60,-14,-2197176,-170,-4586514
1658235910.00,-14,-2197130,-170,-4586504
1658235970.40,-14,-2197197,-170,-4586428
