millis,type,message
747469668,INFO,0271_SYS.csv created
747470012,WARN,Disabling IridiumMessageSender transmissions
747471306,INFO,Completed analysis m: 207 t: 1 e: 21
747471329,INFO,Enabling IridiumMessageSender transmissions
747520382,INFO,Starting analysis m: 207 t: 1 e: 22
747520663,WARN,Disabling IridiumMessageSender transmissions
747521925,INFO,Completed analysis m: 207 t: 1 e: 22
747521947,INFO,Enabling IridiumMessageSender transmissions
747571537,INFO,Starting analysis m: 207 t: 1 e: 23
747571826,WARN,Disabling IridiumMessageSender transmissions
747573123,INFO,Completed analysis m: 207 t: 1 e: 23
747573147,INFO,Enabling IridiumMessageSender transmissions
747622688,INFO,Starting analysis m: 207 t: 1 e: 24
747622971,WARN,Disabling IridiumMessageSender transmissions
747624351,INFO,Completed analysis m: 207 t: 1 e: 24
747624378,INFO,Enabling IridiumMessageSender transmissions
747631781,INFO,powerData | solV: 0.00
747631808,INFO,powerData | solI: 0.00
747631828,INFO,powerData | battV: 4.06
747631853,INFO,powerData | battI: -0.27
747631874,INFO,powerData | busV: 4.02
747631894,INFO,powerData | busI: 0.27
747631915,INFO,powerData | BQ status reg: 0
747631935,INFO,powerData | Fault reg: 0
747631955,INFO,powerData | Charge status: 0
747631976,INFO,powerData | DPM status: 0
747673825,INFO,Starting analysis m: 207 t: 1 e: 25
747674107,WARN,Disabling IridiumMessageSender transmissions
747675453,INFO,Completed analysis m: 207 t: 1 e: 25
747675478,INFO,Enabling IridiumMessageSender transmissions
747724974,INFO,Starting analysis m: 207 t: 1 e: 26
747725303,WARN,Disabling IridiumMessageSender transmissions
747726606,INFO,Completed analysis m: 207 t: 1 e: 26
747726628,INFO,Enabling IridiumMessageSender transmissions
747776114,INFO,Starting analysis m: 207 t: 1 e: 27
747776397,WARN,Disabling IridiumMessageSender transmissions
747777665,INFO,Completed analysis m: 207 t: 1 e: 27
747777687,INFO,Enabling IridiumMessageSender transmissions
747827267,INFO,Starting analysis m: 207 t: 1 e: 28
747827562,WARN,Disabling IridiumMessageSender transmissions
747828856,INFO,Completed analysis m: 207 t: 1 e: 28
747828881,INFO,Enabling IridiumMessageSender transmissions
747878416,INFO,Starting analysis m: 207 t: 1 e: 29
747878696,WARN,Disabling IridiumMessageSender transmissions
747879903,INFO,Completed analysis m: 207 t: 1 e: 29
747879929,INFO,Enabling IridiumMessageSender transmissions
747929618,INFO,Starting analysis m: 207 t: 1 e: 30
747929972,WARN,Disabling IridiumMessageSender transmissions
747931242,INFO,Completed analysis m: 207 t: 1 e: 30
747931265,INFO,Enabling IridiumMessageSender transmissions
747931787,INFO,powerData | solV: 0.00
747931809,INFO,powerData | solI: 0.00
747931830,INFO,powerData | battV: 4.02
747931850,INFO,powerData | battI: -0.54
747931875,INFO,powerData | busV: 3.97
747931897,INFO,powerData | busI: 0.53
747931918,INFO,powerData | BQ status reg: 0
747931938,INFO,powerData | Fault reg: 0
747931959,INFO,powerData | Charge status: 0
747931979,INFO,powerData | DPM status: 0
747980703,INFO,Starting analysis m: 207 t: 1 e: 31
747980986,WARN,Disabling IridiumMessageSender transmissions
747982245,INFO,Completed analysis m: 207 t: 1 e: 31
747982270,INFO,Enabling IridiumMessageSender transmissions
748031858,INFO,Starting analysis m: 207 t: 1 e: 32
748032139,WARN,Disabling IridiumMessageSender transmissions
748033441,INFO,Completed analysis m: 207 t: 1 e: 32
748033464,INFO,Processing stats m: 207 t: 1 e: 33
748039911,INFO,Finished collection for m: 207 in 1748
748039936,INFO,Submitting 48 byte / 378 bit message: 
748039985,DEBUG,m 159 sub to Q at i 0 count: 159
748040007,DEBUG,1 msgs in Q
748040054,INFO,Enabling IridiumMessageSender transmissions
748040089,DEBUG,Sending Q index: 0 id: 159
748049491,INFO,Send complete: Q index: 0 count_id 159
748091334,INFO,Starting collection m: 208 t: 0 at 1666175809.20
748103909,INFO,Submitting 19 byte / 150 bit SMC message: 
748103952,DEBUG,m 160 sub to Q at i 0 count: 160
748103974,DEBUG,1 msgs in Q
748104130,DEBUG,Sending Q index: 0 id: 160
748111165,INFO,Send complete: Q index: 0 count_id 160
748193284,INFO,Starting analysis m: 208 t: 0 e: 0
748193566,WARN,Disabling IridiumMessageSender transmissions
748194611,INFO,Completed analysis m: 208 t: 0 e: 0
748194637,INFO,Enabling IridiumMessageSender transmissions
748231794,INFO,powerData | solV: 0.00
748231817,INFO,powerData | solI: 0.00
748231837,INFO,powerData | battV: 4.06
748231858,INFO,powerData | battI: -0.16
748231878,INFO,powerData | busV: 4.05
748231899,INFO,powerData | busI: 0.16
748231921,INFO,powerData | BQ status reg: 0
748231944,INFO,powerData | Fault reg: 0
748231968,INFO,powerData | Charge status: 0
748231993,INFO,powerData | DPM status: 0
748244418,INFO,Starting analysis m: 208 t: 0 e: 1
748244699,WARN,Disabling IridiumMessageSender transmissions
748246044,INFO,Completed analysis m: 208 t: 0 e: 1
748246069,INFO,Enabling IridiumMessageSender transmissions
748295571,INFO,Starting analysis m: 208 t: 0 e: 2
748295911,WARN,Disabling IridiumMessageSender transmissions
748297207,INFO,Completed analysis m: 208 t: 0 e: 2
748297232,INFO,Enabling IridiumMessageSender transmissions
748346714,INFO,Starting analysis m: 208 t: 0 e: 3
748346996,WARN,Disabling IridiumMessageSender transmissions
748348375,INFO,Completed analysis m: 208 t: 0 e: 3
748348399,INFO,Enabling IridiumMessageSender transmissions
748397854,INFO,Starting analysis m: 208 t: 0 e: 4
748398135,WARN,Disabling IridiumMessageSender transmissions
748399337,INFO,Completed analysis m: 208 t: 0 e: 4
748399368,INFO,Enabling IridiumMessageSender transmissions
748449009,INFO,Starting analysis m: 208 t: 0 e: 5
748449300,WARN,Disabling IridiumMessageSender transmissions
748450549,INFO,Completed analysis m: 208 t: 0 e: 5
748450574,INFO,Enabling IridiumMessageSender transmissions
748500154,INFO,Starting analysis m: 208 t: 0 e: 6
748500436,WARN,Disabling IridiumMessageSender transmissions
748501755,INFO,Completed analysis m: 208 t: 0 e: 6
