millis,type,message
1171570597,INFO,0233_SYS.csv created
1171571064,WARN,Disabling IridiumMessageSender transmissions
1171572375,INFO,Completed analysis m: 2714 t: 0 e: 21
1171572400,INFO,Enabling IridiumMessageSender transmissions
1171599452,INFO,powerData | solV: 7.14
1171599474,INFO,powerData | solI: 0.05
1171599495,INFO,powerData | battV: 4.15
1171599515,INFO,powerData | battI: -0.01
1171599536,INFO,powerData | busV: 4.30
1171599556,INFO,powerData | busI: 0.05
1171599577,INFO,powerData | BQ status reg: 180
1171599601,INFO,powerData | Fault reg: 0
1171599622,INFO,powerData | Charge status: 3
1171599642,INFO,powerData | DPM status: 0
1171621369,INFO,Starting analysis m: 2714 t: 0 e: 22
1171621652,WARN,Disabling IridiumMessageSender transmissions
1171622901,INFO,Completed analysis m: 2714 t: 0 e: 22
1171622928,INFO,Enabling IridiumMessageSender transmissions
1171672537,INFO,Starting analysis m: 2714 t: 0 e: 23
1171672817,WARN,Disabling IridiumMessageSender transmissions
1171674118,INFO,Completed analysis m: 2714 t: 0 e: 23
1171674146,INFO,Enabling IridiumMessageSender transmissions
1171723679,INFO,Starting analysis m: 2714 t: 0 e: 24
1171723972,WARN,Disabling IridiumMessageSender transmissions
1171725400,INFO,Completed analysis m: 2714 t: 0 e: 24
1171725424,INFO,Enabling IridiumMessageSender transmissions
1171774832,INFO,Starting analysis m: 2714 t: 0 e: 25
1171775119,WARN,Disabling IridiumMessageSender transmissions
1171776464,INFO,Completed analysis m: 2714 t: 0 e: 25
1171776491,INFO,Enabling IridiumMessageSender transmissions
1171825987,INFO,Starting analysis m: 2714 t: 0 e: 26
1171826272,WARN,Disabling IridiumMessageSender transmissions
1171827595,INFO,Completed analysis m: 2714 t: 0 e: 26
1171827619,INFO,Enabling IridiumMessageSender transmissions
1171877136,INFO,Starting analysis m: 2714 t: 0 e: 27
1171877423,WARN,Disabling IridiumMessageSender transmissions
1171878725,INFO,Completed analysis m: 2714 t: 0 e: 27
1171878750,INFO,Enabling IridiumMessageSender transmissions
1171899453,INFO,powerData | solV: 6.91
1171899475,INFO,powerData | solI: 0.05
1171899496,INFO,powerData | battV: 4.15
1171899518,INFO,powerData | battI: -0.01
1171899539,INFO,powerData | busV: 4.30
1171899559,INFO,powerData | busI: 0.06
1171899580,INFO,powerData | BQ status reg: 180
1171899600,INFO,powerData | Fault reg: 0
1171899621,INFO,powerData | Charge status: 3
1171899641,INFO,powerData | DPM status: 0
1171928289,INFO,Starting analysis m: 2714 t: 0 e: 28
1171928569,WARN,Disabling IridiumMessageSender transmissions
1171929909,INFO,Completed analysis m: 2714 t: 0 e: 28
1171929935,INFO,Enabling IridiumMessageSender transmissions
1171979442,INFO,Starting analysis m: 2714 t: 0 e: 29
1171979728,WARN,Disabling IridiumMessageSender transmissions
1171981027,INFO,Completed analysis m: 2714 t: 0 e: 29
1171981051,INFO,Enabling IridiumMessageSender transmissions
1172030590,INFO,Starting analysis m: 2714 t: 0 e: 30
1172030873,WARN,Disabling IridiumMessageSender transmissions
1172032184,INFO,Completed analysis m: 2714 t: 0 e: 30
1172032215,INFO,Enabling IridiumMessageSender transmissions
1172081741,INFO,Starting analysis m: 2714 t: 0 e: 31
1172082024,WARN,Disabling IridiumMessageSender transmissions
1172083335,INFO,Completed analysis m: 2714 t: 0 e: 31
1172083359,INFO,Enabling IridiumMessageSender transmissions
1172132886,INFO,Starting analysis m: 2714 t: 0 e: 32
1172133173,WARN,Disabling IridiumMessageSender transmissions
1172134426,INFO,Completed analysis m: 2714 t: 0 e: 32
1172134451,INFO,Processing stats m: 2714 t: 0 e: 33
1172139737,WARN,Lost GPS signal. GpsSigErr changed to NO_SIG
1172139759,INFO,GpsSigErr changed to NO_ERR
1172140437,WARN,EXCEED MAX GAP: dt: 5.20 from 1663117534.00 to 1663117539.20
1172145537,INFO,Enabling IridiumMessageSender transmissions
1172192380,INFO,Starting collection m: 2714 t: 1 at 1663117591.20
1172199462,INFO,powerData | solV: 7.24
1172199485,INFO,powerData | solI: 0.05
1172199505,INFO,powerData | battV: 4.15
1172199528,INFO,powerData | battI: -0.01
1172199557,INFO,powerData | busV: 4.30
1172199579,INFO,powerData | busI: 0.06
1172199602,INFO,powerData | BQ status reg: 180
1172199622,INFO,powerData | Fault reg: 0
1172199643,INFO,powerData | Charge status: 3
1172199663,INFO,powerData | DPM status: 0
1172294334,INFO,Starting analysis m: 2714 t: 1 e: 0
1172294617,WARN,Disabling IridiumMessageSender transmissions
1172295665,INFO,Completed analysis m: 2714 t: 1 e: 0
1172295690,INFO,Enabling IridiumMessageSender transmissions
1172345491,INFO,Starting analysis m: 2714 t: 1 e: 1
1172345778,WARN,Disabling IridiumMessageSender transmissions
1172347080,INFO,Completed analysis m: 2714 t: 1 e: 1
1172347105,INFO,Enabling IridiumMessageSender transmissions
1172396642,INFO,Starting analysis m: 2714 t: 1 e: 2
1172396931,WARN,Disabling IridiumMessageSender transmissions
1172398227,INFO,Completed analysis m: 2714 t: 1 e: 2
1172398252,INFO,Enabling IridiumMessageSender transmissions
1172447787,INFO,Starting analysis m: 2714 t: 1 e: 3
1172448067,WARN,Disabling IridiumMessageSender transmissions
1172449331,INFO,Completed analysis m: 2714 t: 1 e: 3
1172449357,INFO,Enabling IridiumMessageSender transmissions
1172498941,INFO,Starting analysis m: 2714 t: 1 e: 4
1172499228,WARN,Disabling IridiumMessageSender transmissions
1172499955,INFO,powerData | solV: 7.14
1172499978,INFO,powerData | solI: 0.05
1172499998,INFO,powerData | battV: 4.15
1172500021,INFO,powerData | battI: -0.01
1172500043,INFO,powerData | busV: 4.30
1172500066,INFO,powerData | busI: 0.05
1172500094,INFO,powerData | BQ status reg: 180
1172500115,INFO,powerData | Fault reg: 0
1172500135,INFO,powerData | Charge status: 3
1172500156,INFO,powerData | DPM status: 0
1172500809,INFO,Completed analysis m: 2714 t: 1 e: 4
1172500834,INFO,Enabling IridiumMessageSender transmissions
1172550088,INFO,Starting analysis m: 2714 t: 1 e: 5
1172550408,WARN,Disabling IridiumMessageSender transmissions
1172551725,INFO,Completed analysis m: 2714 t: 1 e: 5
1172551749,INFO,Enabling IridiumMessageSender transmissions
1172601241,INFO,Starting analysis m: 2714 t: 1 e: 6
1172601522,WARN,Disabling IridiumMessageSender transmissions
1172602775,INFO,Completed analysis m: 2714 t: 1 e: 6
1172602800,INFO,Enabling IridiumMessageSender transmissions
1172652388,INFO,Starting analysis m: 2714 t: 1 e: 7
1172652675,WARN,Disabling IridiumMessageSender transmissions
1172653936,INFO,Completed analysis m: 2714 t: 1 e: 7
1172653961,INFO,Enabling IridiumMessageSender transmissions
1172703553,INFO,Starting analysis m: 2714 t: 1 e: 8
1172703842,WARN,Disabling IridiumMessageSender transmissions
1172705140,INFO,Completed analysis m: 2714 t: 1 e: 8
1172705165,INFO,Enabling IridiumMessageSender transmissions
1172754706,INFO,Starting analysis m: 2714 t: 1 e: 9
1172754993,WARN,Disabling IridiumMessageSender transmissions
1172756285,INFO,Completed analysis m: 2714 t: 1 e: 9
1172756310,INFO,Enabling IridiumMessageSender transmissions
1172799956,INFO,powerData | solV: 6.78
1172799979,INFO,powerData | solI: 0.05
1172800000,INFO,powerData | battV: 4.15
1172800026,INFO,powerData | battI: -0.01
1172800047,INFO,powerData | busV: 4.30
1172800067,INFO,powerData | busI: 0.05
1172800090,INFO,powerData | BQ status reg: 180
1172800110,INFO,powerData | Fault reg: 0
1172800131,INFO,powerData | Charge status: 3
1172800153,INFO,powerData | DPM status: 0
1172805844,INFO,Starting analysis m: 2714 t: 1 e: 10
1172806125,WARN,Disabling IridiumMessageSender transmissions
1172807380,INFO,Completed analysis m: 2714 t: 1 e: 10
1172807405,INFO,Enabling IridiumMessageSender transmissions
1172857006,INFO,Starting analysis m: 2714 t: 1 e: 11
1172857286,WARN,Disabling IridiumMessageSender transmissions
1172858591,INFO,Completed analysis m: 2714 t: 1 e: 11
1172858615,INFO,Enabling IridiumMessageSender transmissions
1172908148,INFO,Starting analysis m: 2714 t: 1 e: 12
1172908435,WARN,Disabling IridiumMessageSender transmissions
1172909780,INFO,Completed analysis m: 2714 t: 1 e: 12
1172909805,INFO,Enabling IridiumMessageSender transmissions
1172959299,INFO,Starting analysis m: 2714 t: 1 e: 13
1172959582,WARN,Disabling IridiumMessageSender transmissions
1172960925,INFO,Completed analysis m: 2714 t: 1 e: 13
1172960950,INFO,Enabling IridiumMessageSender transmissions
1173010454,INFO,Starting analysis m: 2714 t: 1 e: 14
1173010780,WARN,Disabling IridiumMessageSender transmissions
1173012084,INFO,Completed analysis m: 2714 t: 1 e: 14
1173012109,INFO,Enabling IridiumMessageSender transmissions
1173061605,INFO,Starting analysis m: 2714 t: 1 e: 15
1173061890,WARN,Disabling IridiumMessageSender transmissions
1173063194,INFO,Completed analysis m: 2714 t: 1 e: 15
1173063221,INFO,Enabling IridiumMessageSender transmissions
1173099960,INFO,powerData | solV: 7.35
1173099984,INFO,powerData | solI: 0.04
1173100005,INFO,powerData | battV: 4.15
1173100025,INFO,powerData | battI: -0.01
1173100048,INFO,powerData | busV: 4.30
1173100068,INFO,powerData | busI: 0.04
1173100089,INFO,powerData | BQ status reg: 180
1173100109,INFO,powerData | Fault reg: 0
1173100136,INFO,powerData | Charge status: 3
1173100156,INFO,powerData | DPM status: 0
1173112764,INFO,Starting analysis m: 2714 t: 1 e: 16
1173113044,WARN,Disabling IridiumMessageSender transmissions
1173114345,INFO,Completed analysis m: 2714 t: 1 e: 16
1173114370,INFO,Enabling IridiumMessageSender transmissions
1173163917,INFO,Starting analysis m: 2714 t: 1 e: 17
1173164290,WARN,Disabling IridiumMessageSender transmissions
1173165600,INFO,Completed analysis m: 2714 t: 1 e: 17
1173165625,INFO,Enabling IridiumMessageSender transmissions
1173215066,INFO,Starting analysis m: 2714 t: 1 e: 18
1173215348,WARN,Disabling IridiumMessageSender transmissions
1173216651,INFO,Completed analysis m: 2714 t: 1 e: 18
1173216675,INFO,Enabling IridiumMessageSender transmissions
1173266219,INFO,Starting analysis m: 2714 t: 1 e: 19
1173266499,WARN,Disabling IridiumMessageSender transmissions
1173267802,INFO,Completed analysis m: 2714 t: 1 e: 19
1173267826,INFO,Enabling IridiumMessageSender transmissions
1173317361,INFO,Starting analysis m: 2714 t: 1 e: 20
1173317642,WARN,Disabling IridiumMessageSender transmissions
1173318901,INFO,Completed analysis m: 2714 t: 1 e: 20
1173318926,INFO,Enabling IridiumMessageSender transmissions
1173368518,INFO,Starting analysis m: 2714 t: 1 e: 21
1173369018,WARN,Disabling IridiumMessageSender transmissions
1173370259,INFO,Completed analysis m: 2714 t: 1 e: 21
1173370284,INFO,Enabling IridiumMessageSender transmissions
1173399969,INFO,powerData | solV: 5.74
