millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
51920,1668974041.00,0.00,0.00,0.00,I
52092,1668974041.40,-208.23,164.44,3.57,I
52146,1668974041.80,-177.46,160.32,-61.56,I
52867,1668974042.20,-164.57,180.86,-137.43,I
52893,1668974042.60,-149.94,192.76,-109.28,I
52920,1668974043.00,-133.98,197.19,-28.55,I
53264,1668974043.40,-6.27,70.10,35.50,I
53661,1668974043.80,49.34,-18.70,-9.94,I
54061,1668974044.20,110.27,-74.05,-54.60,I
54458,1668974044.60,190.14,-201.44,-70.81,I
54859,1668974045.00,218.94,-217.43,180.25,I
55267,1668974045.40,221.96,-162.25,362.14,I
55668,1668974045.80,220.04,-115.30,333.18,I
56068,1668974046.20,262.15,-9.66,204.99,I
56461,1668974046.60,241.78,41.60,135.47,I
56862,1668974047.00,219.62,-49.29,120.49,I
57260,1668974047.40,244.42,-154.79,169.92,I
57667,1668974047.80,289.88,-72.94,140.97,I
58054,1668974048.20,270.04,-103.46,-104.18,I
58466,1668974048.60,262.15,-225.06,-181.39,I
58855,1668974049.00,215.30,-218.40,-201.65,I
59254,1668974049.40,137.80,-207.92,-297.10,I
59662,1668974049.80,22.76,-178.18,-372.70,I
60925,1668974050.20,-42.34,-231.63,-323.92,I
60975,1668974050.60,-33.90,-251.98,-143.80,I
61059,1668974051.00,-78.44,-227.97,54.03,I
61251,1668974051.40,-178.82,-168.49,103.63, 
61650,1668974051.80,-180.51,-82.41,-105.31, 
62062,1668974052.20,-227.99,57.36,-166.68, 
62451,1668974052.60,-280.54,138.03,-238.64, 
62861,1668974053.00,-319.67,268.70,-286.82, 
63262,1668974053.40,-395.06,337.20,-198.28, 
63653,1668974053.80,-384.82,255.71,-46.36, 
64051,1668974054.20,-354.78,153.64,-30.78, 
64450,1668974054.60,-387.65,37.08,-63.98, 
64849,1668974055.00,-406.26,-5.56,-23.74, 
65251,1668974055.40,-412.44,-4.94,8.51, 
65658,1668974055.80,-440.08,61.67,52.49, 
66048,1668974056.20,-403.22,99.30,252.41, 
66457,1668974056.60,-315.65,161.95,286.86, 
66846,1668974057.00,-283.46,144.82,240.28, 
67246,1668974057.40,-216.30,177.41,179.46, 
67657,1668974057.80,-139.05,136.32,142.22, 
68046,1668974058.20,-70.20,117.28,192.43, 
68458,1668974058.60,54.15,148.32,382.04, 
68855,1668974059.00,157.01,72.97,423.29, 
69400,1668974059.40,145.65,92.53,291.35, 
69646,1668974059.80,200.17,303.81,315.12, 
70041,1668974060.20,308.01,433.33,278.66, 
70443,1668974060.60,375.58,378.62,51.20, 
70842,1668974061.00,409.00,309.01,-207.66, 
71243,1668974061.40,319.13,310.62,-236.67, 
71647,1668974061.80,290.10,138.22,-249.42, 
72046,1668974062.20,277.94,-55.10,-270.89, 
72441,1668974062.60,280.11,-162.83,-137.70, 
72845,1668974063.00,325.55,-198.63,-25.25, 
73250,1668974063.40,323.84,-225.87,-81.04, 
73641,1668974063.80,268.71,-229.35,-162.34, 
74043,1668974064.20,187.61,-262.61,-153.13, 
74450,1668974064.60,102.31,-301.76,-326.03, 
74848,1668974065.00,-33.00,-263.13,-388.85, 
75243,1668974065.40,-14.28,-293.08,-347.19, 
75640,1668974065.80,16.72,-361.82,-80.02, 
76044,1668974066.20,24.68,-245.22,91.68, 
76439,1668974066.60,-0.38,-163.56,24.95, 
76849,1668974067.00,-21.02,-191.81,51.75, 
77236,1668974067.40,-7.32,-193.82,172.59, 
77635,1668974067.80,-27.15,-173.55,220.42, 
78034,1668974068.20,-27.89,-185.60,239.69, 
78442,1668974068.60,-13.28,-75.55,195.11, 
78833,1668974069.00,-17.07,-49.38,218.88, 
79245,1668974069.40,10.91,-58.73,110.74, 
79640,1668974069.80,-30.09,18.17,69.64, 
80041,1668974070.20,-127.32,33.05,49.11, 
80445,1668974070.60,-154.84,-53.02,58.80, 
80832,1668974071.00,-141.75,-68.85,196.10, 
81242,1668974071.40,-113.18,36.49,320.79, 
81639,1668974071.80,-56.57,138.48,275.86, 
82032,1668974072.20,22.30,236.37,73.08, 
82444,1668974072.60,21.70,409.97,66.00, 
82833,1668974073.00,20.79,476.53,-28.14, 
83232,1668974073.40,34.83,454.30,-103.45, 
83640,1668974073.80,14.90,459.90,-55.63, 
84041,1668974074.20,77.18,403.93,7.70, 
84441,1668974074.60,109.20,267.87,58.82, 
84842,1668974075.00,69.64,135.27,-19.94, 
85231,1668974075.40,3.79,57.14,-267.34, 
85628,1668974075.80,12.95,23.29,-414.75, 
86040,1668974076.20,-26.99,108.66,-385.39, 
86431,1668974076.60,-75.07,106.17,-378.81, 
86839,1668974077.00,-65.11,-15.21,-433.02, 
87226,1668974077.40,-71.32,-115.05,-415.35, 
87631,1668974077.80,-59.87,-261.55,-410.40, 
88039,1668974078.20,-34.45,-442.09,-354.35, 
88432,1668974078.60,-108.23,-431.07,-168.58, 
88825,1668974079.00,-116.86,-333.14,-80.79, 
89227,1668974079.40,-137.26,-329.80,-88.42, 
89632,1668974079.80,-150.37,-336.69,-22.93, 
90036,1668974080.20,-124.95,-352.06,62.41, 
90431,1668974080.60,-70.78,-339.42,95.73, 
90830,1668974081.00,-103.60,-223.64,282.31, 
91236,1668974081.40,-31.93,-58.52,410.59, 
91623,1668974081.80,43.44,60.59,405.79, 
92035,1668974082.20,41.52,156.36,288.50, 
92434,1668974082.60,102.75,149.00,183.21, 
92831,1668974083.00,166.74,25.88,114.56, 
93220,1668974083.40,199.20,-6.04,115.04, 
93632,1668974083.80,205.43,117.23,186.86, 
94021,1668974084.20,127.65,263.90,269.44, 
94431,1668974084.60,109.98,459.86,341.53, 
94830,1668974085.00,156.80,508.26,303.09, 
95219,1668974085.40,174.58,404.43,146.00, 
95619,1668974085.80,281.02,213.19,2.28, 
96020,1668974086.20,359.37,36.89,-114.32, 
96430,1668974086.60,348.63,-106.83,-156.55, 
96829,1668974087.00,266.13,-188.20,-140.77, 
97226,1668974087.40,176.52,-70.19,-117.06, 
97626,1668974087.80,50.61,24.74,-191.04, 
98017,1668974088.20,-38.48,-130.59,-268.25, 
98426,1668974088.60,-49.74,-253.48,-381.80, 
98816,1668974089.00,-107.39,-232.14,-239.16, 
99217,1668974089.40,-139.32,-243.64,-211.90, 
99614,1668974089.80,-149.84,-214.76,-251.49, 
100016,1668974090.20,-220.59,-138.61,-221.91, 
100417,1668974090.60,-243.18,-171.61,-129.99, 
100827,1668974091.00,-290.73,-193.77,-62.16, 
101216,1668974091.40,-421.30,-75.99,-55.15, 
101617,1668974091.80,-405.99,38.18,-58.49, 
102014,1668974092.20,-307.44,-1.34,-23.42, 
102424,1668974092.60,-254.60,-97.96,13.21, 
102813,1668974093.00,-237.39,-105.89,211.23, 
103219,1668974093.40,-155.79,-157.62,396.63, 
103614,1668974093.80,-118.78,-63.47,501.36, 
104024,1668974094.20,-148.47,130.62,520.64, 
104421,1668974094.60,-120.83,285.35,511.39, 
104810,1668974095.00,-94.96,306.58,418.84, 
105211,1668974095.40,-23.48,252.98,192.92, 
105611,1668974095.80,-11.58,270.68,83.47, 
106010,1668974096.20,-31.53,279.55,83.83, 
106407,1668974096.60,-13.94,263.79,-27.22, 
106817,1668974097.00,33.49,262.19,50.86, 
107216,1668974097.40,56.48,303.76,150.12, 
107606,1668974097.80,107.65,247.22,100.43, 
108017,1668974098.20,228.49,129.79,-37.47, 
108408,1668974098.60,162.89,96.25,-177.08, 
108808,1668974099.00,91.97,65.24,-196.97, 
109209,1668974099.40,81.65,-11.50,-191.73, 
109604,1668974099.80,41.43,-59.00,-209.13, 
110016,1668974100.20,25.41,-98.14,-116.28, 
110413,1668974100.60,-83.46,-64.43,-16.39, 
110811,1668974101.00,-167.82,10.91,92.37, 
111204,1668974101.40,-166.11,101.88,76.19, 
111603,1668974101.80,-143.42,87.96,10.97, 
112003,1668974102.20,-88.92,7.01,-97.63, 
112402,1668974102.60,-9.88,-60.83,-100.09, 
112812,1668974103.00,55.96,-165.85,-123.64, 
113205,1668974103.40,78.52,-266.14,-200.11, 
113612,1668974103.80,128.42,-310.15,-239.39, 
114008,1668974104.20,121.32,-242.48,-127.04, 
114411,1668974104.60,82.82,-233.84,-47.25, 
114804,1668974105.00,178.98,-288.50,-3.22, 
115200,1668974105.40,286.13,-327.12,1.36, 
115599,1668974105.80,240.39,-302.45,-41.86, 
115998,1668974106.20,229.98,-228.00,-65.26, 
116410,1668974106.60,297.86,-163.12,-39.09, 
116797,1668974107.00,235.40,-56.97,-95.23, 
117196,1668974107.40,148.04,79.27,-63.20, 
117598,1668974107.80,121.86,154.47,25.53, 
117997,1668974108.20,82.53,113.72,-72.73, 
118401,1668974108.60,0.26,79.04,-249.03, 
118800,1668974109.00,-3.03,17.72,-222.86, 
119220,1668974109.40,-6.41,-130.70,-333.93, 
119605,1668974109.80,-25.03,-213.34,-353.78, 
120008,1668974110.20,-72.45,-208.08,-242.31, 
120406,1668974110.60,-190.17,-100.83,27.92, 
120805,1668974111.00,-184.59,5.71,117.73, 
121212,1668974111.40,-145.27,26.37,120.75, 
121604,1668974111.80,-79.54,11.70,262.26, 
121991,1668974112.20,6.98,-31.83,308.65, 
122394,1668974112.60,43.96,-130.55,120.12, 
122793,1668974113.00,9.98,-121.93,142.09, 
123195,1668974113.40,60.99,-110.31,314.35, 
123600,1668974113.80,148.59,-162.42,460.08, 
123994,1668974114.20,150.84,-83.70,472.67, 
124391,1668974114.60,117.43,115.45,395.45, 
124790,1668974115.00,102.40,292.49,295.51, 
125196,1668974115.40,56.68,430.75,211.17, 
125599,1668974115.80,80.12,452.24,99.65, 
126001,1668974116.20,127.99,313.80,-125.35, 
126400,1668974116.60,67.30,180.11,-202.33, 
126789,1668974117.00,110.14,119.85,-153.43, 
