millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
56926,1668643135.00,0.00,0.00,0.00,I
57124,1668643135.40,-95.62,-164.44,1.79,I
57176,1668643135.80,-170.14,-160.32,5.86,I
57257,1668643136.20,-66.84,-170.13,51.00,I
57649,1668643136.60,33.98,-173.68,86.03,I
58046,1668643137.00,50.22,-138.79,178.22,I
58458,1668643137.40,47.39,-139.71,154.07,I
58859,1668643137.80,91.83,-70.79,180.79,I
59246,1668643138.20,125.75,-12.42,207.24,I
59654,1668643138.60,55.61,20.24,124.45,I
60737,1668643139.00,60.72,63.79,115.57,I
60788,1668643139.40,79.50,66.84,77.45,I
60846,1668643139.80,30.09,117.75,99.64,I
61245,1668643140.20,52.09,223.70,66.75,I
61655,1668643140.60,21.79,272.06,156.46,I
62042,1668643141.00,-3.39,240.70,88.49,I
62449,1668643141.40,70.80,276.22,-7.28,I
62844,1668643141.80,176.50,298.98,-11.67,I
63246,1668643142.20,192.36,327.59,-156.34,I
63643,1668643142.60,121.25,292.76,-343.27,I
64055,1668643143.00,12.09,209.12,-439.95,I
64448,1668643143.40,-109.26,69.89,-440.22,I
64843,1668643143.80,-141.18,-28.01,-356.31,I
65245,1668643144.20,-70.16,-107.73,-263.38,I
65654,1668643144.60,-76.23,-204.15,-247.92,I
66052,1668643145.00,-224.32,-196.42,-279.34,I
66453,1668643145.40,-226.39,-236.48,-147.98,I
66840,1668643145.80,-207.53,-183.24,-38.74, 
67252,1668643146.20,-172.89,-71.28,-13.79, 
67639,1668643146.60,-109.99,-30.70,-80.13, 
68038,1668643147.00,-72.95,1.84,-188.61, 
68458,1668643147.40,-87.70,-4.93,-267.48, 
68837,1668643147.80,-80.94,-60.08,-310.67, 
69249,1668643148.20,-89.13,-136.71,-294.32, 
69640,1668643148.60,-173.30,-145.64,-203.26, 
70043,1668643149.00,-252.00,-101.69,-111.90, 
70449,1668643149.40,-292.06,-80.48,47.76, 
70838,1668643149.80,-235.48,-29.57,273.15, 
71247,1668643150.20,-7.47,-69.37,489.03, 
71645,1668643150.60,162.04,-82.65,617.96, 
72036,1668643151.00,200.46,-26.90,524.39, 
72439,1668643151.40,150.63,35.71,378.83, 
72849,1668643151.80,172.14,52.43,243.30, 
73246,1668643152.20,235.92,64.99,118.35, 
73635,1668643152.60,205.06,25.62,-59.99, 
74035,1668643153.00,161.26,25.84,-161.11, 
74434,1668643153.40,140.00,41.69,-157.72, 
74833,1668643153.80,104.91,21.42,-149.90, 
75243,1668643154.20,106.70,-61.37,-154.56, 
75632,1668643154.60,91.42,-60.18,-125.99, 
76032,1668643155.00,45.67,-41.63,-30.94, 
76433,1668643155.40,71.12,-41.66,-65.94, 
76843,1668643155.80,-36.43,-40.43,-97.11, 
77244,1668643156.20,-105.32,-22.06,97.28, 
77639,1668643156.60,-109.43,58.87,323.54, 
78041,1668643157.00,-30.96,139.92,495.98, 
78454,1668643157.40,97.81,136.06,508.34, 
78829,1668643157.80,119.30,146.22,354.71, 
79239,1668643158.20,104.18,184.20,223.53, 
79630,1668643158.60,136.75,161.17,66.29, 
80031,1668643159.00,160.19,187.79,-11.25, 
80427,1668643159.40,144.29,171.13,-40.26, 
80838,1668643159.80,113.05,88.58,-144.12, 
81229,1668643160.20,69.10,-47.02,-230.60, 
81627,1668643160.60,-0.35,-222.27,-270.63, 
82036,1668643161.00,-56.62,-260.00,-211.44, 
82436,1668643161.40,-37.65,-188.12,-49.55, 
82827,1668643161.80,25.19,-110.03,63.55, 
83238,1668643162.20,74.45,-45.47,186.86, 
83636,1668643162.60,111.64,40.01,215.38, 
84025,1668643163.00,122.08,57.29,153.56, 
84428,1668643163.40,48.08,21.21,-77.05, 
84826,1668643163.80,-13.53,-8.67,-145.82, 
85229,1668643164.20,-1.38,-49.03,1.69, 
85626,1668643164.60,-39.42,-146.92,73.74, 
86030,1668643165.00,8.22,-206.46,18.37, 
86433,1668643165.40,28.77,-118.41,2.25, 
86822,1668643165.80,43.15,-62.04,34.00, 
87224,1668643166.20,52.19,17.88,66.74, 
87629,1668643166.60,-38.12,81.92,70.86, 
88020,1668643167.00,-48.00,82.62,32.14, 
88455,1668643167.40,-41.42,65.49,-8.04, 
88829,1668643167.80,11.30,34.33,110.53, 
89231,1668643168.20,115.91,-57.50,140.07, 
89630,1668643168.60,98.86,-145.91,-18.81, 
90021,1668643169.00,34.44,-147.27,-190.50, 
90421,1668643169.40,-20.22,-96.45,-187.21, 
90826,1668643169.80,-114.20,-19.89,-198.95, 
91228,1668643170.20,-253.70,42.67,-177.57, 
91629,1668643170.60,-378.19,92.66,-137.89, 
92016,1668643171.00,-374.92,114.42,-133.36, 
92426,1668643171.40,-270.55,81.67,-30.03, 
92817,1668643171.80,-181.67,54.05,-30.15, 
93224,1668643172.20,-139.01,47.17,-90.83, 
93618,1668643172.60,-69.75,8.73,-180.79, 
94015,1668643173.00,-60.04,10.16,-120.49, 
94418,1668643173.40,-82.10,-4.76,-11.38, 
94828,1668643173.80,-35.19,15.81,87.21, 
95215,1668643174.20,51.82,16.13,117.09, 
95614,1668643174.60,56.49,-15.89,61.60, 
96026,1668643175.00,-51.47,-8.81,-124.70, 
96417,1668643175.40,-152.65,13.42,-191.04, 
96819,1668643175.80,-181.64,31.23,-176.48, 
97214,1668643176.20,-184.03,78.14,-139.99, 
97622,1668643176.60,-102.16,81.16,-118.62, 
98013,1668643177.00,-48.99,49.70,-110.53, 
98420,1668643177.40,-66.30,-9.71,-98.75, 
98813,1668643177.80,-44.88,-90.26,-13.48, 
99221,1668643178.20,5.50,-135.90,47.66, 
99620,1668643178.60,128.14,-153.27,-29.83, 
100009,1668643179.00,177.31,-146.50,-48.73, 
100421,1668643179.40,119.88,-121.17,-5.83, 
100820,1668643179.80,120.17,-130.47,-97.43, 
101222,1668643180.20,87.96,-117.07,-55.24, 
101613,1668643180.60,13.31,-54.28,105.99, 
102021,1668643181.00,-29.43,-17.44,161.66, 
102420,1668643181.40,-61.67,30.05,179.61, 
102809,1668643181.80,-21.25,52.91,223.91, 
103223,1668643182.20,-18.06,71.58,286.34, 
103618,1668643182.60,33.02,86.43,308.89, 
104007,1668643183.00,74.95,146.98,330.73, 
104413,1668643183.40,78.20,193.55,426.14, 
104816,1668643183.80,159.34,243.78,362.53, 
105213,1668643184.20,190.20,230.29,193.66, 
105607,1668643184.60,212.03,214.84,127.71, 
106018,1668643185.00,225.87,197.82,82.89, 
106405,1668643185.40,216.62,163.52,25.39, 
106815,1668643185.80,158.35,115.83,-82.27, 
107204,1668643186.20,154.72,74.29,-76.81, 
107612,1668643186.60,164.35,5.36,-24.51, 
108007,1668643187.00,105.50,-18.00,-119.88, 
108410,1668643187.40,71.46,-53.50,-116.16, 
108804,1668643187.80,120.43,-114.92,-91.06, 
109205,1668643188.20,107.83,-162.65,-126.11, 
109604,1668643188.60,94.17,-132.96,-246.07, 
110014,1668643189.00,208.45,-122.98,-290.07, 
110403,1668643189.40,261.69,-178.90,-281.67, 
110800,1668643189.80,216.16,-153.99,-335.63, 
111200,1668643190.20,109.88,-82.45,-467.45, 
111599,1668643190.60,19.43,-87.52,-373.17, 
112011,1668643191.00,-72.61,-57.27,-156.21, 
112408,1668643191.40,-147.90,0.76,68.12, 
112814,1668643191.80,-208.05,64.64,75.52, 
113201,1668643192.20,-222.40,130.90,87.50, 
113608,1668643192.60,-216.48,100.06,24.18, 
113999,1668643193.00,-224.56,57.13,-42.76, 
114407,1668643193.40,-260.43,21.39,-82.48, 
114808,1668643193.80,-317.50,8.24,-29.65, 
115212,1668643194.20,-357.78,-35.70,65.08, 
115599,1668643194.60,-399.33,-53.30,196.73, 
115998,1668643195.00,-376.12,-18.07,281.70, 
116408,1668643195.40,-270.54,-5.55,307.41, 
116807,1668643195.80,-179.36,-60.64,256.07, 
117200,1668643196.20,-117.45,-38.22,266.99, 
117608,1668643196.60,-15.75,-3.23,307.59, 
118003,1668643197.00,4.08,25.03,279.51, 
118405,1668643197.40,6.16,113.39,218.87, 
118796,1668643197.80,136.10,148.72,150.05, 
119197,1668643198.20,174.45,156.64,32.95, 
119603,1668643198.60,91.87,143.08,-87.41, 
119990,1668643199.00,56.99,128.44,-183.65, 
120391,1668643199.40,12.78,96.96,-130.51, 
120823,1668643199.80,-37.94,68.55,-87.26, 
121200,1668643200.20,-76.63,43.07,-106.40, 
121604,1668643200.60,-88.63,85.61,-145.54, 
