millis,type,message
16506,DEBUG,SD Card init SUCCESS!
16525,DEBUG,ext ram fail reset count: 0
16543,INFO,session id: 1704
16553,INFO,reset source: 1
16570,INFO,Device Id: 65477320
16588,INFO,Firmware SHA: 93CE0B95
16609,INFO,MAX_SAMPLE_GAP_S: 3.00
16619,INFO,SPIKE_G_TH: 3.00
16625,INFO,MAX_MESSAGE_LEN_FULL: 301
16633,INFO,MAX_MESSAGE_LEN_BASIC: 51
16642,INFO,MAX_MESSAGE_LEN_SM: 341
16646,INFO,MESSAGE_QUEUE_LEN: 10
16652,INFO,STRICT_NMEA: 1
16658,INFO,MAIN_DECK_HW_VERSION: 7
16664,INFO,F_MIN: 0.03
16674,INFO,F_MAX: 0.80
16691,INFO, sysConfig | sd reset max: 5
16701,INFO, sysConfig | wd enable: 1
16709,INFO, sysConfig | prod log mode: 1
16719,INFO, sysConfig | log filt sd: 1
16728,INFO, sysConfig | log gps sd: 1
16736,INFO, sysConfig | gps log lvl: 0
16744,INFO, sysConfig | log pow sd: 1
16752,INFO, sysConfig | log nmea sd: 1
16760,INFO, sysConfig | log irid sd: 1
16769,INFO, sysConfig | log fft sd: 1
16777,INFO, sysConfig | log spec sd: 0
16785,INFO, sysConfig | log speca sd: 0
16793,INFO, sysConfig | log dre sd: 1
16805,INFO, sysConfig | log message sd: 1
16816,INFO, sysConfig | statistics mode: 0
16824,INFO, sysConfig | log gmn sd: 1
16832,INFO, sysConfig | min messages period basic: 0
16844,INFO, sysConfig | min messages period full: 0
16855,INFO, sysConfig | gps power lvl: 1
16865,INFO, sysConfig | log gmn 1s: 0
16873,INFO, sysConfig | log bin sd: 0
16881,INFO, sysConfig | message samples basic: 2
16891,INFO, sysConfig | self test: 0
16900,INFO, sysConfig | self test reset max: 2
16914,INFO, sysConfig | vis led enable: 1
16922,INFO, sysConfig | log sst sd: 1
16930,INFO, sysConfig | external hardware reset max: 5
16943,INFO, sysConfig | sst sampling period: 1
16953,INFO, sysConfig | sst n samples to avg: 6
16963,INFO, sysConfig | partition thresh bin: 7
16973,INFO, sysConfig | gps sleep enable: 1
16984,INFO, sysConfig | idle checkin period: 3
16994,INFO, sysConfig | bridge enable: 1
17002,INFO, sysConfig | log smdata sd: 1
17252,INFO,External hw available: 00000100
17285,INFO,Initializing Bridge
19806,INFO,Starting Bridge Self Test
21256,INFO,Bridge initialized
21426,INFO,powerData | solV: 5.70
21446,INFO,powerData | solI: 0.08
21467,INFO,powerData | battV: 2.64
21487,INFO,powerData | battI: -0.01
21506,INFO,powerData | busV: 2.58
21526,INFO,powerData | busI: 0.17
21547,INFO,powerData | BQ status reg: 157
21565,INFO,powerData | Fault reg: 0
21585,INFO,powerData | Charge status: 1
21606,INFO,powerData | DPM status: 1
21633,INFO,Loaded OP MODE: 40962
