millis,type,message
1231777771,INFO,0128_SYS.csv created
1231851284,INFO,powerData | solV: 4.05
1231851307,INFO,powerData | solI: 0.00
1231851327,INFO,powerData | battV: 4.13
1231851347,INFO,powerData | battI: -0.06
1231851368,INFO,powerData | busV: 4.12
1231851388,INFO,powerData | busI: 0.05
1231851409,INFO,powerData | BQ status reg: 0
1231851429,INFO,powerData | Fault reg: 0
1231851452,INFO,powerData | Charge status: 0
1231851476,INFO,powerData | DPM status: 0
1231879516,INFO,Starting analysis m: 342 t: 1 e: 0
1231879800,WARN,Disabling IridiumMessageSender transmissions
1231880847,INFO,Completed analysis m: 342 t: 1 e: 0
1231880871,INFO,Enabling IridiumMessageSender transmissions
1231930667,INFO,Starting analysis m: 342 t: 1 e: 1
1231930949,WARN,Disabling IridiumMessageSender transmissions
1231932321,INFO,Completed analysis m: 342 t: 1 e: 1
1231932346,INFO,Enabling IridiumMessageSender transmissions
1231981834,INFO,Starting analysis m: 342 t: 1 e: 2
1231982141,WARN,Disabling IridiumMessageSender transmissions
1231983427,INFO,Completed analysis m: 342 t: 1 e: 2
1231983452,INFO,Enabling IridiumMessageSender transmissions
1232032962,INFO,Starting analysis m: 342 t: 1 e: 3
1232033245,WARN,Disabling IridiumMessageSender transmissions
1232034578,INFO,Completed analysis m: 342 t: 1 e: 3
1232034600,INFO,Enabling IridiumMessageSender transmissions
1232084111,INFO,Starting analysis m: 342 t: 1 e: 4
1232084393,WARN,Disabling IridiumMessageSender transmissions
1232085698,INFO,Completed analysis m: 342 t: 1 e: 4
1232085729,INFO,Enabling IridiumMessageSender transmissions
1232135254,INFO,Starting analysis m: 342 t: 1 e: 5
1232135555,WARN,Disabling IridiumMessageSender transmissions
1232136841,INFO,Completed analysis m: 342 t: 1 e: 5
1232136865,INFO,Enabling IridiumMessageSender transmissions
1232151287,INFO,powerData | solV: 3.24
1232151310,INFO,powerData | solI: 0.00
1232151330,INFO,powerData | battV: 4.13
1232151351,INFO,powerData | battI: -0.05
1232151371,INFO,powerData | busV: 4.12
1232151396,INFO,powerData | busI: 0.05
1232151416,INFO,powerData | BQ status reg: 0
1232151437,INFO,powerData | Fault reg: 0
1232151457,INFO,powerData | Charge status: 0
1232151478,INFO,powerData | DPM status: 0
1232186408,INFO,Starting analysis m: 342 t: 1 e: 6
1232186691,WARN,Disabling IridiumMessageSender transmissions
1232187996,INFO,Completed analysis m: 342 t: 1 e: 6
1232188018,INFO,Enabling IridiumMessageSender transmissions
1232237543,INFO,Starting analysis m: 342 t: 1 e: 7
1232237834,WARN,Disabling IridiumMessageSender transmissions
1232239144,INFO,Completed analysis m: 342 t: 1 e: 7
1232239167,INFO,Enabling IridiumMessageSender transmissions
1232288692,INFO,Starting analysis m: 342 t: 1 e: 8
1232288972,WARN,Disabling IridiumMessageSender transmissions
1232290232,INFO,Completed analysis m: 342 t: 1 e: 8
1232290256,INFO,Enabling IridiumMessageSender transmissions
1232339838,INFO,Starting analysis m: 342 t: 1 e: 9
1232340129,WARN,Disabling IridiumMessageSender transmissions
1232341374,INFO,Completed analysis m: 342 t: 1 e: 9
1232341403,INFO,Enabling IridiumMessageSender transmissions
1232390995,INFO,Starting analysis m: 342 t: 1 e: 10
1232391278,WARN,Disabling IridiumMessageSender transmissions
1232392642,INFO,Completed analysis m: 342 t: 1 e: 10
1232392667,INFO,Enabling IridiumMessageSender transmissions
1232442134,INFO,Starting analysis m: 342 t: 1 e: 11
1232442454,WARN,Disabling IridiumMessageSender transmissions
1232443766,INFO,Completed analysis m: 342 t: 1 e: 11
1232443791,INFO,Enabling IridiumMessageSender transmissions
1232451319,INFO,powerData | solV: 2.37
1232451342,INFO,powerData | solI: 0.00
1232451362,INFO,powerData | battV: 4.12
1232451383,INFO,powerData | battI: -0.06
1232451403,INFO,powerData | busV: 4.12
1232451424,INFO,powerData | busI: 0.05
1232451444,INFO,powerData | BQ status reg: 0
1232451465,INFO,powerData | Fault reg: 0
1232451485,INFO,powerData | Charge status: 0
1232451508,INFO,powerData | DPM status: 0
1232493279,INFO,Starting analysis m: 342 t: 1 e: 12
1232493574,WARN,Disabling IridiumMessageSender transmissions
1232494907,INFO,Completed analysis m: 342 t: 1 e: 12
1232494934,INFO,Enabling IridiumMessageSender transmissions
1232544436,INFO,Starting analysis m: 342 t: 1 e: 13
1232544716,WARN,Disabling IridiumMessageSender transmissions
1232546021,INFO,Completed analysis m: 342 t: 1 e: 13
1232546045,INFO,Enabling IridiumMessageSender transmissions
1232595578,INFO,Starting analysis m: 342 t: 1 e: 14
1232595867,WARN,Disabling IridiumMessageSender transmissions
1232597121,INFO,Completed analysis m: 342 t: 1 e: 14
1232597145,INFO,Enabling IridiumMessageSender transmissions
1232646727,INFO,Starting analysis m: 342 t: 1 e: 15
1232647008,WARN,Disabling IridiumMessageSender transmissions
1232648314,INFO,Completed analysis m: 342 t: 1 e: 15
1232648339,INFO,Enabling IridiumMessageSender transmissions
1232697870,INFO,Starting analysis m: 342 t: 1 e: 16
1232698152,WARN,Disabling IridiumMessageSender transmissions
1232699416,INFO,Completed analysis m: 342 t: 1 e: 16
1232699443,INFO,Enabling IridiumMessageSender transmissions
1232749023,INFO,Starting analysis m: 342 t: 1 e: 17
1232749314,WARN,Disabling IridiumMessageSender transmissions
1232750614,INFO,Completed analysis m: 342 t: 1 e: 17
1232750639,INFO,Enabling IridiumMessageSender transmissions
1232751321,INFO,powerData | solV: 1.64
1232751347,INFO,powerData | solI: 0.00
1232751370,INFO,powerData | battV: 4.12
1232751390,INFO,powerData | battI: -0.05
1232751411,INFO,powerData | busV: 4.12
1232751437,INFO,powerData | busI: 0.05
1232751458,INFO,powerData | BQ status reg: 0
1232751478,INFO,powerData | Fault reg: 0
1232751499,INFO,powerData | Charge status: 0
1232751519,INFO,powerData | DPM status: 0
1232800178,INFO,Starting analysis m: 342 t: 1 e: 18
1232800460,WARN,Disabling IridiumMessageSender transmissions
1232801773,INFO,Completed analysis m: 342 t: 1 e: 18
1232801798,INFO,Enabling IridiumMessageSender transmissions
1232851318,INFO,Starting analysis m: 342 t: 1 e: 19
1232851609,WARN,Disabling IridiumMessageSender transmissions
1232852944,INFO,Completed analysis m: 342 t: 1 e: 19
1232852969,INFO,Enabling IridiumMessageSender transmissions
1232902461,INFO,Starting analysis m: 342 t: 1 e: 20
1232902744,WARN,Disabling IridiumMessageSender transmissions
1232904118,INFO,Completed analysis m: 342 t: 1 e: 20
1232904142,INFO,Enabling IridiumMessageSender transmissions
1232953628,INFO,Starting analysis m: 342 t: 1 e: 21
1232954140,WARN,Disabling IridiumMessageSender transmissions
1232955389,INFO,Completed analysis m: 342 t: 1 e: 21
1232955414,INFO,Enabling IridiumMessageSender transmissions
1233004761,INFO,Starting analysis m: 342 t: 1 e: 22
1233005041,WARN,Disabling IridiumMessageSender transmissions
1233006352,INFO,Completed analysis m: 342 t: 1 e: 22
