millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
60110,1670183451.00,0.00,0.00,0.00,I
61523,1670183451.40,385.18,-164.44,22.34,I
61669,1670183451.80,204.54,-45.93,23.67,I
62025,1670183452.20,54.51,127.24,-0.86,I
62052,1670183452.60,-67.90,263.54,-19.68,I
62076,1670183453.00,-165.53,367.02,-41.55,I
62103,1670183453.40,-240.99,441.48,-63.56,I
62130,1670183453.80,-296.78,490.42,-86.00,I
62156,1670183454.20,-335.19,517.14,-107.31,I
62427,1670183454.60,-374.46,447.79,-96.71,I
62820,1670183455.00,-396.95,412.08,-36.47,I
63234,1670183455.40,-533.59,501.70,-41.30,I
63635,1670183455.80,-484.59,409.34,-56.11,I
64034,1670183456.20,-304.87,254.49,-128.57,I
64425,1670183456.60,-102.24,70.13,-247.29,I
64829,1670183457.00,-60.40,-37.77,-247.40,I
65232,1670183457.40,-53.45,-80.44,-155.58,I
65628,1670183457.80,52.50,-218.33,-49.80,I
66027,1670183458.20,173.09,-364.30,33.79,I
66424,1670183458.60,191.93,-463.30,73.71,I
66834,1670183459.00,285.94,-555.99,31.26,I
67231,1670183459.40,311.93,-690.19,152.45,I
67627,1670183459.80,298.58,-754.77,311.87,I
68034,1670183460.20,379.62,-843.40,298.00,I
68425,1670183460.60,407.29,-816.90,221.06,I
68831,1670183461.00,344.57,-730.59,242.32,I
69228,1670183461.40,272.81,-597.05,226.26,I
69632,1670183461.80,259.29,-493.71,133.83, 
70021,1670183462.20,274.52,-415.07,78.43, 
70420,1670183462.60,297.80,-373.28,115.43, 
70819,1670183463.00,294.42,-296.91,204.10, 
71225,1670183463.40,317.53,-209.95,254.27, 
71632,1670183463.80,360.92,-164.12,209.55, 
72017,1670183464.20,307.35,-103.56,114.36, 
72417,1670183464.60,303.55,-96.50,-40.06, 
72818,1670183465.00,259.69,-67.80,-128.79, 
73220,1670183465.40,137.67,-38.14,-155.70, 
73627,1670183465.80,49.98,-8.10,-127.85, 
74016,1670183466.20,37.93,21.85,-134.27, 
74424,1670183466.60,-70.67,83.42,-219.75, 
74819,1670183467.00,-175.79,153.06,-233.36, 
75216,1670183467.40,-179.27,211.58,-138.71, 
75626,1670183467.80,-181.46,243.78,-26.10, 
76019,1670183468.20,-152.05,204.86,96.78, 
76423,1670183468.60,-222.93,240.10,244.81, 
76822,1670183469.00,-198.24,236.48,196.81, 
77223,1670183469.40,-113.34,184.62,79.92, 
77621,1670183469.80,-61.40,144.19,83.49, 
78022,1670183470.20,-20.90,195.06,102.99, 
78411,1670183470.60,-37.84,252.66,193.64, 
78811,1670183471.00,-37.94,265.96,205.05, 
79222,1670183471.40,40.70,291.42,108.55, 
79620,1670183471.80,-10.58,375.85,88.20, 
80021,1670183472.20,-86.35,439.17,62.12, 
80410,1670183472.60,-115.76,450.62,-84.35, 
80809,1670183473.00,-109.07,419.63,-238.42, 
81221,1670183473.40,-182.51,420.82,-305.70, 
81625,1670183473.80,-191.53,381.06,-445.48, 
82022,1670183474.20,-102.03,276.59,-572.81, 
82419,1670183474.60,-94.38,187.23,-490.99, 
82817,1670183475.00,-134.55,128.55,-348.82, 
83212,1670183475.40,-103.03,28.45,-175.05, 
