GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1652545799.20,-14,-2197359,-170,-4585939
1652545859.60,-14,-2197357,-170,-4585996
1652545920.00,-14,-2197291,-170,-4586091
1652545980.40,-14,-2197290,-170,-4586082
1652546040.80,-14,-2197292,-170,-4586052
1652546101.20,-14,-2197339,-170,-4586081
1652546161.60,-14,-2197293,-170,-4586070
1652546222.00,-14,-2197171,-170,-4586009
1652546282.40,-14,-2197191,-170,-4585986
1652546342.80,-14,-2197161,-170,-4586041
1652546403.20,-14,-2197242,-170,-4586053
1652546463.60,-14,-2197233,-170,-4586065
1652546524.00,-14,-2197195,-170,-4586030
1652546584.40,-14,-2197247,-170,-4586105
1652546644.80,-14,-2197263,-170,-4586139
1652546705.20,-14,-2197222,-170,-4586100
1652546765.60,-14,-2197226,-170,-4586166
1652546826.00,-14,-2197166,-170,-4586172
1652546886.40,-14,-2197223,-170,-4586109
1652546946.80,-14,-2197231,-170,-4586081
1652547007.20,-14,-2197229,-170,-4586058
1652547067.60,-14,-2197130,-170,-4586113
1652547128.00,-14,-2197174,-170,-4586110
1652547188.40,-14,-2197174,-170,-4586093
1652547248.80,-14,-2197210,-170,-4586094
1652547309.20,-14,-2197190,-170,-4586111
1652547368.80,-14,-2197186,-170,-4586085
1652547429.60,-14,-2197054,-170,-4586121
1652547490.00,-14,-2197045,-170,-4586096
1652547550.40,-14,-2197123,-170,-4586144
1652547610.80,-14,-2197130,-170,-4586145
1652547671.20,-14,-2197144,-170,-4586145
1652547731.60,-14,-2197161,-170,-4586162
1652547792.00,-14,-2197137,-170,-4586163
1652547852.40,-14,-2197177,-170,-4586205
1652547912.80,-14,-2197183,-170,-4586337
1652547973.20,-14,-2197226,-170,-4586379
1652548033.60,-14,-2197198,-170,-4586337
1652548093.60,-14,-2197179,-170,-4586354
1652548154.40,-14,-2197164,-170,-4586301
1652548214.80,-14,-2197153,-170,-4586251
1652548275.20,-14,-2197220,-170,-4586268
1652548335.60,-14,-2197210,-170,-4586265
1652548396.00,-14,-2197237,-170,-4586285
1652548456.40,-14,-2197258,-170,-4586239
1652548516.80,-14,-2197264,-170,-4586170
1652548577.20,-14,-2197339,-170,-4586149
1652548637.60,-14,-2197281,-170,-4586136
1652548698.00,-14,-2197213,-170,-4586007
1652548758.40,-14,-2197234,-170,-4586117
1652548818.80,-14,-2197175,-170,-4586184
1652548879.20,-14,-2197101,-170,-4586210
1652548939.60,-14,-2197142,-170,-4586202
1652549000.00,-14,-2197202,-170,-4586379
1652549060.40,-14,-2197156,-170,-4586254
1652549120.80,-14,-2197124,-170,-4586267
1652549181.20,-14,-2197122,-170,-4586214
1652549241.60,-14,-2197179,-170,-4586280
1652549302.00,-14,-2197051,-170,-4586228
1652549362.40,-14,-2197169,-170,-4586334
1652549422.80,-14,-2197147,-170,-4586348
1652549483.20,-14,-2197134,-170,-4586297
1652549543.60,-14,-2197162,-170,-4586291
1652549604.00,-14,-2197164,-170,-4586307
1652549664.40,-14,-2197197,-170,-4586375
1652549724.80,-14,-2197229,-170,-4586349
1652549785.20,-14,-2197172,-170,-4586313
1652549845.60,-14,-2197215,-170,-4586342
1652549906.00,-14,-2197147,-170,-4586304
1652549966.40,-14,-2197243,-170,-4586339
1652550026.80,-14,-2197253,-170,-4586312
1652550087.20,-14,-2197218,-170,-4586311
1652550147.60,-14,-2197230,-170,-4586277
1652550208.00,-14,-2197196,-170,-4586363
1652550268.40,-14,-2197226,-170,-4586370
1652550328.80,-14,-2197287,-170,-4586429
1652550389.20,-14,-2197226,-170,-4586344
1652550449.60,-14,-2197232,-170,-4586380
1652550510.00,-14,-2197204,-170,-4586272
1652550570.40,-14,-2197309,-170,-4586234
1652550630.80,-14,-2197289,-170,-4586210
1652550691.20,-14,-2197196,-170,-4586141
1652550751.60,-14,-2197200,-170,-4586246
1652550812.00,-14,-2197225,-170,-4586276
1652550872.40,-14,-2197203,-170,-4586217
1652550932.80,-14,-2197168,-170,-4586246
1652550993.20,-14,-2197159,-170,-4586228
1652551053.60,-14,-2197224,-170,-4586310
1652551114.00,-14,-2197157,-170,-4586168
1652551173.60,-14,-2197141,-170,-4586144
1652551234.40,-14,-2197163,-170,-4586098
1652551294.80,-14,-2197178,-170,-4586084
1652551355.20,-14,-2197104,-170,-4586033
1652551415.60,-14,-2197119,-170,-4586139
1652551476.00,-14,-2197136,-170,-4586241
1652551536.40,-14,-2197198,-170,-4586277
1652551596.80,-14,-2197210,-170,-4586232
1652551657.20,-14,-2197242,-170,-4586220
1652551717.60,-14,-2197221,-170,-4586113
1652551778.00,-14,-2197252,-170,-4586113
1652551838.40,-14,-2197277,-170,-4586020
1652551898.40,-14,-2197216,-170,-4586039
1652551959.20,-14,-2197167,-170,-4586109
1652552019.60,-14,-2197114,-170,-4586161
1652552080.00,-14,-2197097,-170,-4586238
1652552140.40,-14,-2197102,-170,-4586217
1652552200.80,-14,-2197183,-170,-4586119
1652552261.20,-14,-2197172,-170,-4586131
1652552321.60,-14,-2197210,-170,-4586137
1652552382.00,-14,-2197272,-170,-4586105
1652552442.40,-14,-2197244,-170,-4586131
1652552502.80,-14,-2197233,-170,-4586062
1652552563.20,-14,-2197239,-170,-4586090
1652552623.60,-14,-2197190,-170,-4586150
1652552684.00,-14,-2197141,-170,-4586187
1652552744.40,-14,-2197079,-170,-4586340
1652552804.80,-14,-2197164,-170,-4586418
1652552865.20,-14,-2197164,-170,-4586373
1652552925.60,-14,-2197095,-170,-4586357
1652552986.00,-14,-2197231,-170,-4586383
1652553046.40,-14,-2197183,-170,-4586233
1652553106.80,-14,-2197129,-170,-4586246
1652553167.20,-14,-2197216,-170,-4586278
1652553227.60,-14,-2197151,-170,-4586269
1652553288.00,-14,-2197253,-170,-4586313
1652553348.40,-14,-2197213,-170,-4586364
1652553408.40,-14,-2197218,-170,-4586379
1652553468.80,-14,-2197241,-170,-4586335
1652553529.20,-14,-2197154,-170,-4586326
1652553589.60,-14,-2197242,-170,-4586335
1652553650.00,-14,-2197328,-170,-4586359
1652553710.40,-14,-2197184,-170,-4586312
1652553770.80,-14,-2197247,-170,-4586256
1652553831.20,-14,-2197244,-170,-4586243
1652553891.60,-14,-2197254,-170,-4586291
1652553952.00,-14,-2197254,-170,-4586280
1652554012.40,-14,-2197226,-170,-4586209
1652554072.80,-14,-2197256,-170,-4586277
1652554133.20,-14,-2197235,-170,-4586290
1652554193.60,-14,-2197282,-170,-4586310
1652554254.00,-14,-2197248,-170,-4586288
1652554314.40,-14,-2197230,-170,-4586337
1652554374.80,-14,-2197276,-170,-4586306
1652554435.20,-14,-2197284,-170,-4586359
1652554495.60,-14,-2197232,-170,-4586374
1652554556.00,-14,-2197245,-170,-4586297
1652554616.40,-14,-2197268,-170,-4586314
1652554676.80,-14,-2197288,-170,-4586355
1652554737.20,-14,-2197273,-170,-4586377
1652554797.60,-14,-2197264,-170,-4586354
1652554858.00,-14,-2197279,-170,-4586354
1652554918.40,-14,-2197290,-170,-4586329
1652554978.40,-14,-2197315,-170,-4586320
1652555039.20,-14,-2197264,-170,-4586260
1652555099.60,-14,-2197319,-170,-4586216
1652555160.00,-14,-2197299,-170,-4586183
1652555220.40,-14,-2197239,-170,-4586207
1652555280.80,-14,-2197290,-170,-4586281
1652555341.20,-14,-2197256,-170,-4586350
1652555401.60,-14,-2197286,-170,-4586379
1652555462.00,-14,-2197253,-170,-4586288
1652555522.40,-14,-2197294,-170,-4586263
1652555582.80,-14,-2197344,-170,-4586234
1652555643.20,-14,-2197309,-170,-4586225
1652555703.20,-14,-2197281,-170,-4586279
1652555764.00,-14,-2197338,-170,-4586337
1652555824.40,-14,-2197304,-170,-4586292
1652555884.80,-14,-2197270,-170,-4586239
1652555945.20,-14,-2197258,-170,-4586303
1652556005.60,-14,-2197348,-170,-4586340
1652556066.00,-14,-2197316,-170,-4586360
1652556126.40,-14,-2197342,-170,-4586363
1652556186.80,-14,-2197295,-170,-4586334
1652556247.20,-14,-2197272,-170,-4586235
1652556307.60,-14,-2197331,-170,-4586257
1652556368.00,-14,-2197371,-170,-4586318
1652556428.40,-14,-2197393,-170,-4586324
1652556488.80,-14,-2197324,-170,-4586305
1652556549.20,-14,-2197371,-170,-4586339
1652556609.60,-14,-2197407,-170,-4586331
1652556670.00,-14,-2197341,-170,-4586355
1652556730.40,-14,-2197332,-170,-4586307
1652556790.80,-14,-2197312,-170,-4586308
1652556851.20,-14,-2197437,-170,-4586446
1652556911.60,-14,-2197320,-170,-4586409
1652556972.00,-14,-2197306,-170,-4586374
1652557032.40,-14,-2197363,-170,-4586402
1652557092.80,-14,-2197396,-170,-4586375
1652557153.20,-14,-2197319,-170,-4586334
1652557213.60,-14,-2197353,-170,-4586298
1652557274.00,-14,-2197343,-170,-4586315
1652557334.40,-14,-2197373,-170,-4586365
1652557394.80,-14,-2197372,-170,-4586294
1652557455.20,-14,-2197429,-170,-4586270
1652557515.60,-14,-2197413,-170,-4586261
1652557576.00,-14,-2197387,-170,-4586183
1652557636.40,-14,-2197341,-170,-4586201
1652557696.80,-14,-2197332,-170,-4586173
1652557757.20,-14,-2197380,-170,-4586165
1652557817.60,-14,-2197360,-170,-4586202
1652557878.00,-14,-2197421,-170,-4586091
1652557938.40,-14,-2197422,-170,-4586123
1652557998.80,-14,-2197421,-170,-4586137
1652558059.20,-14,-2197478,-170,-4586156
1652558119.60,-14,-2197413,-170,-4586139
1652558180.00,-14,-2197432,-170,-4586120
1652558240.40,-14,-2197428,-170,-4586110
1652558300.80,-14,-2197454,-170,-4586020
1652558361.20,-14,-2197460,-170,-4585986
1652558421.60,-14,-2197437,-170,-4586010
1652558482.00,-14,-2197454,-170,-4585969
1652558542.40,-14,-2197437,-170,-4585971
1652558602.80,-14,-2197401,-170,-4586008
1652558663.20,-14,-2197446,-170,-4586028
