epoch,link,log type,data
1647090335.00,0,BSYS,415924012,enable SM bus
1647090335.00,0,BSYS,415924013,INFO,ss until ms 415929013
1647090335.00,0,BSYS,415924014,INFO,inc new sample
1647090335.00,0,BSYS,415924016,INFO,sample 2 complete
1647090335.00,0,BSYS,415924017,INFO,next ss et 1647090335
1647090335.00,0,BSYS,415924019,INFO,next sa et 1647090935
1647090339.99,0,BSYS,415929013,disable SM bus
1647090339.99,0,BSYS,415929014,INFO,next ss et 1647090395
1647090395.00,0,BSYS,415984127,enable SM bus
1647090395.00,0,BSYS,415984128,INFO,ss until ms 415989128
1647090399.99,0,BSYS,415989128,disable SM bus
1647090399.99,0,BSYS,415989129,INFO,next ss et 1647090455
1647090455.00,0,BSYS,416044288,enable SM bus
1647090455.00,0,BSYS,416044289,INFO,ss until ms 416049289
1647090459.99,0,BSYS,416049289,disable SM bus
1647090459.99,0,BSYS,416049290,INFO,next ss et 1647090515
1647090515.00,0,BSYS,416104405,enable SM bus
1647090515.00,0,BSYS,416104406,INFO,ss until ms 416109406
1647090519.98,0,BSYS,416109406,disable SM bus
1647090519.98,0,BSYS,416109407,INFO,next ss et 1647090575
1647090575.00,0,BSYS,416164512,enable SM bus
1647090575.00,0,BSYS,416164513,INFO,ss until ms 416169513
1647090579.99,0,BSYS,416169513,disable SM bus
1647090579.99,0,BSYS,416169514,INFO,next ss et 1647090635
1647090635.00,0,BSYS,416223662,enable SM bus
1647090635.00,0,BSYS,416223663,INFO,ss until ms 416228663
1647090639.99,0,BSYS,416228663,disable SM bus
1647090639.99,0,BSYS,416228664,INFO,next ss et 1647090695
1647090695.00,0,BSYS,416283785,enable SM bus
1647090695.00,0,BSYS,416283786,INFO,ss until ms 416288786
1647090700.49,0,BSYS,416288786,disable SM bus
1647090700.49,0,BSYS,416288787,INFO,next ss et 1647090755
1647090755.00,0,BSYS,416343989,enable SM bus
1647090755.00,0,BSYS,416343990,INFO,ss until ms 416348990
1647090759.99,0,BSYS,416348990,disable SM bus
1647090759.99,0,BSYS,416348991,INFO,next ss et 1647090815
1647090815.00,0,BSYS,416404136,enable SM bus
1647090815.00,0,BSYS,416404137,INFO,ss until ms 416409137
1647090819.99,0,BSYS,416409137,disable SM bus
1647090819.99,0,BSYS,416409138,INFO,next ss et 1647090875
1647090875.00,0,BSYS,416464250,enable SM bus
1647090875.00,0,BSYS,416464251,INFO,ss until ms 416469251
1647090879.99,0,BSYS,416469251,disable SM bus
1647090879.99,0,BSYS,416469252,INFO,next ss et 1647090935
1647090935.00,0,BSYS,416524359,enable SM bus
1647090935.00,0,BSYS,416524360,INFO,ss until ms 416529360
1647090935.00,0,BSYS,416524361,INFO,inc new sample
1647090935.00,0,BSYS,416524363,INFO,sample 3 complete
