millis,type,message
2528182583,INFO,0144_SYS.csv created
2528182915,WARN,Disabling IridiumMessageSender transmissions
2528184207,INFO,Completed analysis m: 702 t: 1 e: 32
2528184231,INFO,Processing stats m: 702 t: 1 e: 33
2528190251,INFO,Finished collection for m: 702 in 1748
2528190277,INFO,Submitting 48 byte / 378 bit message: 
2528190332,DEBUG,m 126 sub to Q at i 0 count: 126
2528190357,DEBUG,1 msgs in Q
2528190404,INFO,Enabling IridiumMessageSender transmissions
2528190439,DEBUG,Sending Q index: 0 id: 126
2528199882,INFO,Send complete: Q index: 0 count_id 126
2528205602,INFO,powerData | solV: 0.16
2528205625,INFO,powerData | solI: 0.00
2528205645,INFO,powerData | battV: 4.10
2528205666,INFO,powerData | battI: -0.26
2528205686,INFO,powerData | busV: 4.07
2528205707,INFO,powerData | busI: 0.24
2528205729,INFO,powerData | BQ status reg: 0
2528205750,INFO,powerData | Fault reg: 0
2528205770,INFO,powerData | Charge status: 0
2528205791,INFO,powerData | DPM status: 0
2528241833,INFO,Starting collection m: 703 t: 0 at 1655876191.20
2528254996,INFO,Submitting 19 byte / 150 bit SMC message: 
2528255041,DEBUG,m 127 sub to Q at i 0 count: 127
2528255064,DEBUG,1 msgs in Q
2528255215,DEBUG,Sending Q index: 0 id: 127
2528279867,INFO,Send complete: Q index: 0 count_id 127
2528343818,INFO,Starting analysis m: 703 t: 0 e: 0
2528344123,WARN,Disabling IridiumMessageSender transmissions
2528345151,INFO,Completed analysis m: 703 t: 0 e: 0
2528345176,INFO,Enabling IridiumMessageSender transmissions
2528394928,INFO,Starting analysis m: 703 t: 0 e: 1
2528395210,WARN,Disabling IridiumMessageSender transmissions
2528396519,INFO,Completed analysis m: 703 t: 0 e: 1
2528396544,INFO,Enabling IridiumMessageSender transmissions
2528446072,INFO,Starting analysis m: 703 t: 0 e: 2
2528446363,WARN,Disabling IridiumMessageSender transmissions
2528447610,INFO,Completed analysis m: 703 t: 0 e: 2
2528447635,INFO,Enabling IridiumMessageSender transmissions
2528497225,INFO,Starting analysis m: 703 t: 0 e: 3
2528497506,WARN,Disabling IridiumMessageSender transmissions
2528499073,INFO,Completed analysis m: 703 t: 0 e: 3
2528499097,INFO,Enabling IridiumMessageSender transmissions
2528505604,INFO,powerData | solV: 0.06
2528505626,INFO,powerData | solI: 0.00
2528505647,INFO,powerData | battV: 4.10
2528505667,INFO,powerData | battI: -0.21
2528505688,INFO,powerData | busV: 4.08
2528505708,INFO,powerData | busI: 0.19
2528505731,INFO,powerData | BQ status reg: 0
2528505751,INFO,powerData | Fault reg: 0
2528505772,INFO,powerData | Charge status: 0
2528505796,INFO,powerData | DPM status: 0
2528548370,INFO,Starting analysis m: 703 t: 0 e: 4
2528548651,WARN,Disabling IridiumMessageSender transmissions
2528549908,INFO,Completed analysis m: 703 t: 0 e: 4
2528549933,INFO,Enabling IridiumMessageSender transmissions
2528599523,INFO,Starting analysis m: 703 t: 0 e: 5
2528599824,WARN,Disabling IridiumMessageSender transmissions
2528601110,INFO,Completed analysis m: 703 t: 0 e: 5
2528601135,INFO,Enabling IridiumMessageSender transmissions
2528650657,INFO,Starting analysis m: 703 t: 0 e: 6
2528650940,WARN,Disabling IridiumMessageSender transmissions
2528652255,INFO,Completed analysis m: 703 t: 0 e: 6
2528652279,INFO,Enabling IridiumMessageSender transmissions
2528701814,INFO,Starting analysis m: 703 t: 0 e: 7
2528702105,WARN,Disabling IridiumMessageSender transmissions
2528703350,INFO,Completed analysis m: 703 t: 0 e: 7
2528703375,INFO,Enabling IridiumMessageSender transmissions
2528752959,INFO,Starting analysis m: 703 t: 0 e: 8
2528753246,WARN,Disabling IridiumMessageSender transmissions
2528754589,INFO,Completed analysis m: 703 t: 0 e: 8
2528754612,INFO,Enabling IridiumMessageSender transmissions
2528804108,INFO,Starting analysis m: 703 t: 0 e: 9
2528804440,WARN,Disabling IridiumMessageSender transmissions
2528805607,INFO,powerData | solV: 0.02
2528805634,INFO,powerData | solI: 0.00
2528805656,INFO,powerData | battV: 4.11
2528805677,INFO,powerData | battI: -0.14
2528805697,INFO,powerData | busV: 4.10
2528805722,INFO,powerData | busI: 0.13
2528805742,INFO,powerData | BQ status reg: 0
2528805763,INFO,powerData | Fault reg: 0
2528805783,INFO,powerData | Charge status: 0
2528805804,INFO,powerData | DPM status: 0
2528805947,INFO,Completed analysis m: 703 t: 0 e: 9
2528805969,INFO,Enabling IridiumMessageSender transmissions
2528855252,INFO,Starting analysis m: 703 t: 0 e: 10
2528855533,WARN,Disabling IridiumMessageSender transmissions
2528856793,INFO,Completed analysis m: 703 t: 0 e: 10
