GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1662377580.40,-14,-2198550,-170,-4586721
1662377641.20,-14,-2198574,-170,-4586779
1662377701.60,-14,-2198580,-170,-4586738
1662377762.00,-14,-2198582,-170,-4586704
1662377822.40,-14,-2198584,-170,-4586678
1662377882.80,-14,-2198629,-170,-4586746
1662377943.20,-14,-2198700,-170,-4586736
1662378003.60,-14,-2198617,-170,-4586780
1662378064.00,-14,-2198707,-170,-4586716
1662378124.40,-14,-2198668,-170,-4586698
1662378184.80,-14,-2198649,-170,-4586685
1662378245.20,-14,-2198727,-170,-4586731
1662378305.60,-14,-2198702,-170,-4586718
1662378366.00,-14,-2198613,-170,-4586717
1662378426.40,-14,-2198723,-170,-4586806
1662378486.80,-14,-2198778,-170,-4586835
1662378547.20,-14,-2198745,-170,-4586798
1662378607.60,-14,-2198658,-170,-4586703
1662378668.00,-14,-2198662,-170,-4586655
1662378728.40,-14,-2198623,-170,-4586717
1662378788.80,-14,-2198679,-170,-4586656
1662378849.20,-14,-2198673,-170,-4586653
1662378909.60,-14,-2198654,-170,-4586601
1662378969.60,-14,-2198591,-170,-4586696
1662379030.00,-14,-2198626,-170,-4586801
1662379090.40,-14,-2198610,-170,-4586785
1662379150.80,-14,-2198606,-170,-4586779
1662379211.20,-14,-2198620,-170,-4586773
1662379271.60,-14,-2198548,-170,-4586744
1662379332.00,-14,-2198624,-170,-4586745
1662379392.40,-14,-2198638,-170,-4586810
1662379452.80,-14,-2198642,-170,-4586789
1662379513.20,-14,-2198666,-170,-4586765
1662379573.60,-14,-2198684,-170,-4586757
1662379634.00,-14,-2198678,-170,-4586795
1662379693.60,-14,-2198643,-170,-4586805
1662379754.40,-14,-2198645,-170,-4586781
1662379814.80,-14,-2198619,-170,-4586766
1662379875.20,-14,-2198634,-170,-4586790
1662379935.60,-14,-2198634,-170,-4586806
1662379996.00,-14,-2198624,-170,-4586856
1662380056.40,-14,-2198567,-170,-4586841
1662380116.80,-14,-2198526,-170,-4586886
1662380177.20,-14,-2198517,-170,-4586866
1662380237.60,-14,-2198473,-170,-4586871
1662380298.00,-14,-2198494,-170,-4586890
1662380358.40,-14,-2198436,-170,-4586918
1662380418.80,-14,-2198456,-170,-4586912
1662380479.20,-14,-2198429,-170,-4586946
1662380539.60,-14,-2198447,-170,-4586868
1662380600.00,-14,-2198431,-170,-4586858
1662380660.40,-14,-2198430,-170,-4586902
1662380720.80,-14,-2198391,-170,-4586938
1662380781.20,-14,-2198394,-170,-4586913
