millis,type,message
599340462,INFO,0103_SYS.csv created
599340806,WARN,Disabling IridiumMessageSender transmissions
599342039,INFO,Completed analysis m: 1360 t: 1 e: 25
599342061,INFO,Enabling IridiumMessageSender transmissions
599391426,INFO,Starting analysis m: 1360 t: 1 e: 26
599391709,WARN,Disabling IridiumMessageSender transmissions
599393056,INFO,Completed analysis m: 1360 t: 1 e: 26
599393079,INFO,Enabling IridiumMessageSender transmissions
599442575,INFO,Starting analysis m: 1360 t: 1 e: 27
599442898,WARN,Disabling IridiumMessageSender transmissions
599444213,INFO,Completed analysis m: 1360 t: 1 e: 27
599444238,INFO,Enabling IridiumMessageSender transmissions
599467253,INFO,powerData | solV: 0.00
599467280,INFO,powerData | solI: 0.00
599467300,INFO,powerData | battV: 4.08
599467323,INFO,powerData | battI: -0.05
599467343,INFO,powerData | busV: 4.07
599467364,INFO,powerData | busI: 0.05
599467384,INFO,powerData | BQ status reg: 0
599467405,INFO,powerData | Fault reg: 0
599467425,INFO,powerData | Charge status: 0
599467450,INFO,powerData | DPM status: 0
599493724,INFO,Starting analysis m: 1360 t: 1 e: 28
599494014,WARN,Disabling IridiumMessageSender transmissions
599495264,INFO,Completed analysis m: 1360 t: 1 e: 28
599495288,INFO,Enabling IridiumMessageSender transmissions
599522260,INFO,Max CNO changed from 47 to 44
599544868,INFO,Starting analysis m: 1360 t: 1 e: 29
599545151,WARN,Disabling IridiumMessageSender transmissions
599546462,INFO,Completed analysis m: 1360 t: 1 e: 29
599546490,INFO,Enabling IridiumMessageSender transmissions
599596017,INFO,Starting analysis m: 1360 t: 1 e: 30
599596394,WARN,Disabling IridiumMessageSender transmissions
599597680,INFO,Completed analysis m: 1360 t: 1 e: 30
599597705,INFO,Enabling IridiumMessageSender transmissions
599602173,INFO,Max CNO changed from 44 to 49
599647172,INFO,Starting analysis m: 1360 t: 1 e: 31
599647453,WARN,Disabling IridiumMessageSender transmissions
599648776,INFO,Completed analysis m: 1360 t: 1 e: 31
599648798,INFO,Enabling IridiumMessageSender transmissions
599682084,INFO,Max CNO changed from 49 to 46
599698305,INFO,Starting analysis m: 1360 t: 1 e: 32
599698585,WARN,Disabling IridiumMessageSender transmissions
599699845,INFO,Completed analysis m: 1360 t: 1 e: 32
599699867,INFO,Processing stats m: 1360 t: 1 e: 33
599707047,INFO,Finished collection for m: 1360 in 1749
599707072,INFO,Submitting 48 byte / 378 bit message: 
599707127,DEBUG,m 161 sub to Q at i 0 count: 161
599707150,DEBUG,1 msgs in Q
599707197,INFO,Enabling IridiumMessageSender transmissions
599707236,DEBUG,Sending Q index: 0 id: 161
599727013,INFO,Send complete: Q index: 0 count_id 161
599757797,INFO,Starting collection m: 1361 t: 0 at 1652546191.20
599762010,INFO,Max CNO changed from 46 to 40
599767261,INFO,powerData | solV: 0.00
599767283,INFO,powerData | solI: 0.00
599767304,INFO,powerData | battV: 4.08
599767324,INFO,powerData | battI: -0.06
599767349,INFO,powerData | busV: 4.07
599767373,INFO,powerData | busI: 0.05
599767394,INFO,powerData | BQ status reg: 0
599767420,INFO,powerData | Fault reg: 0
599767441,INFO,powerData | Charge status: 0
599767463,INFO,powerData | DPM status: 0
599776483,INFO,Submitting 19 byte / 150 bit SMC message: 
599776526,DEBUG,m 162 sub to Q at i 0 count: 162
599776552,DEBUG,1 msgs in Q
599776706,DEBUG,Sending Q index: 0 id: 162
599781980,INFO,Max CNO changed from 40 to 48
599816204,INFO,Send complete: Q index: 0 count_id 162
599821938,INFO,Max CNO changed from 48 to 44
599841918,INFO,Max CNO changed from 44 to 48
599859736,INFO,Starting analysis m: 1361 t: 0 e: 0
599860017,WARN,Disabling IridiumMessageSender transmissions
599861063,INFO,Completed analysis m: 1361 t: 0 e: 0
599861098,INFO,Enabling IridiumMessageSender transmissions
599901851,INFO,Max CNO changed from 48 to 45
599910887,INFO,Starting analysis m: 1361 t: 0 e: 1
599911168,WARN,Disabling IridiumMessageSender transmissions
599912470,INFO,Completed analysis m: 1361 t: 0 e: 1
599912495,INFO,Enabling IridiumMessageSender transmissions
599961790,INFO,Max CNO changed from 45 to 48
599962036,INFO,Starting analysis m: 1361 t: 0 e: 2
599962329,WARN,Disabling IridiumMessageSender transmissions
599963668,INFO,Completed analysis m: 1361 t: 0 e: 2
599963693,INFO,Enabling IridiumMessageSender transmissions
599981768,INFO,Max CNO changed from 48 to 45
600013189,INFO,Starting analysis m: 1361 t: 0 e: 3
600013508,WARN,Disabling IridiumMessageSender transmissions
600014817,INFO,Completed analysis m: 1361 t: 0 e: 3
600014841,INFO,Enabling IridiumMessageSender transmissions
600041709,INFO,Max CNO changed from 45 to 35
600061691,INFO,Max CNO changed from 35 to 44
600064321,INFO,Starting analysis m: 1361 t: 0 e: 4
600064612,WARN,Disabling IridiumMessageSender transmissions
600065865,INFO,Completed analysis m: 1361 t: 0 e: 4
600065890,INFO,Enabling IridiumMessageSender transmissions
600067262,INFO,powerData | solV: 0.00
600067284,INFO,powerData | solI: 0.00
600067305,INFO,powerData | battV: 4.08
600067325,INFO,powerData | battI: -0.05
600067352,INFO,powerData | busV: 4.07
600067373,INFO,powerData | busI: 0.05
600067393,INFO,powerData | BQ status reg: 0
600067416,INFO,powerData | Fault reg: 0
600067440,INFO,powerData | Charge status: 0
600067465,INFO,powerData | DPM status: 0
600081666,INFO,Max CNO changed from 44 to 47
600115470,INFO,Starting analysis m: 1361 t: 0 e: 5
600115750,WARN,Disabling IridiumMessageSender transmissions
600117061,INFO,Completed analysis m: 1361 t: 0 e: 5
600117086,INFO,Enabling IridiumMessageSender transmissions
600166612,INFO,Starting analysis m: 1361 t: 0 e: 6
600166893,WARN,Disabling IridiumMessageSender transmissions
600168155,INFO,Completed analysis m: 1361 t: 0 e: 6
600168179,INFO,Enabling IridiumMessageSender transmissions
600217759,INFO,Starting analysis m: 1361 t: 0 e: 7
600218050,WARN,Disabling IridiumMessageSender transmissions
600219365,INFO,Completed analysis m: 1361 t: 0 e: 7
600219389,INFO,Enabling IridiumMessageSender transmissions
600268902,INFO,Starting analysis m: 1361 t: 0 e: 8
600269189,WARN,Disabling IridiumMessageSender transmissions
600270499,INFO,Completed analysis m: 1361 t: 0 e: 8
600270524,INFO,Enabling IridiumMessageSender transmissions
600320051,INFO,Starting analysis m: 1361 t: 0 e: 9
600320342,WARN,Disabling IridiumMessageSender transmissions
600321431,INFO,Max CNO changed from 47 to 44
600321904,INFO,Completed analysis m: 1361 t: 0 e: 9
600321929,INFO,Enabling IridiumMessageSender transmissions
600367271,INFO,powerData | solV: 0.00
600367294,INFO,powerData | solI: 0.00
600367319,INFO,powerData | battV: 4.08
600367341,INFO,powerData | battI: -0.06
600367362,INFO,powerData | busV: 4.07
600367382,INFO,powerData | busI: 0.05
600367403,INFO,powerData | BQ status reg: 0
600367425,INFO,powerData | Fault reg: 0
600367446,INFO,powerData | Charge status: 0
600367466,INFO,powerData | DPM status: 0
600371200,INFO,Starting analysis m: 1361 t: 0 e: 10
600371480,WARN,Disabling IridiumMessageSender transmissions
600372793,INFO,Completed analysis m: 1361 t: 0 e: 10
600372822,INFO,Enabling IridiumMessageSender transmissions
600401332,INFO,Max CNO changed from 44 to 48
600421316,INFO,Max CNO changed from 48 to 45
600422359,INFO,Starting analysis m: 1361 t: 0 e: 11
600422639,WARN,Disabling IridiumMessageSender transmissions
600423989,INFO,Completed analysis m: 1361 t: 0 e: 11
600424013,INFO,Enabling IridiumMessageSender transmissions
600473493,INFO,Starting analysis m: 1361 t: 0 e: 12
600473784,WARN,Disabling IridiumMessageSender transmissions
600475133,INFO,Completed analysis m: 1361 t: 0 e: 12
600475162,INFO,Enabling IridiumMessageSender transmissions
600524650,INFO,Starting analysis m: 1361 t: 0 e: 13
600524935,WARN,Disabling IridiumMessageSender transmissions
600526241,INFO,Completed analysis m: 1361 t: 0 e: 13
600526266,INFO,Enabling IridiumMessageSender transmissions
600575797,INFO,Starting analysis m: 1361 t: 0 e: 14
600576086,WARN,Disabling IridiumMessageSender transmissions
600577382,INFO,Completed analysis m: 1361 t: 0 e: 14
600577406,INFO,Enabling IridiumMessageSender transmissions
600626931,INFO,Starting analysis m: 1361 t: 0 e: 15
600627214,WARN,Disabling IridiumMessageSender transmissions
600628525,INFO,Completed analysis m: 1361 t: 0 e: 15
600628549,INFO,Enabling IridiumMessageSender transmissions
600667281,INFO,powerData | solV: 0.00
600667303,INFO,powerData | solI: 0.00
600667326,INFO,powerData | battV: 4.08
600667346,INFO,powerData | battI: -0.07
600667367,INFO,powerData | busV: 4.07
600667387,INFO,powerData | busI: 0.07
600667412,INFO,powerData | BQ status reg: 0
600667435,INFO,powerData | Fault reg: 0
600667455,INFO,powerData | Charge status: 0
600667478,INFO,powerData | DPM status: 0
600678090,INFO,Starting analysis m: 1361 t: 0 e: 16
600678381,WARN,Disabling IridiumMessageSender transmissions
600679682,INFO,Completed analysis m: 1361 t: 0 e: 16
600679706,INFO,Enabling IridiumMessageSender transmissions
600701020,INFO,Max CNO changed from 45 to 48
600729221,INFO,Starting analysis m: 1361 t: 0 e: 17
600729503,WARN,Disabling IridiumMessageSender transmissions
600730816,INFO,Completed analysis m: 1361 t: 0 e: 17
600730841,INFO,Enabling IridiumMessageSender transmissions
600780369,INFO,Starting analysis m: 1361 t: 0 e: 18
600780662,WARN,Disabling IridiumMessageSender transmissions
600781858,INFO,Completed analysis m: 1361 t: 0 e: 18
600781885,INFO,Enabling IridiumMessageSender transmissions
600831524,INFO,Starting analysis m: 1361 t: 0 e: 19
600831805,WARN,Disabling IridiumMessageSender transmissions
600833110,INFO,Completed analysis m: 1361 t: 0 e: 19
600833134,INFO,Enabling IridiumMessageSender transmissions
600860854,INFO,Max CNO changed from 48 to 36
600880844,INFO,Max CNO changed from 36 to 45
600882669,INFO,Starting analysis m: 1361 t: 0 e: 20
600882950,WARN,Disabling IridiumMessageSender transmissions
600884262,INFO,Completed analysis m: 1361 t: 0 e: 20
600884287,INFO,Enabling IridiumMessageSender transmissions
600900820,INFO,Max CNO changed from 45 to 48
600933820,INFO,Starting analysis m: 1361 t: 0 e: 21
600934115,WARN,Disabling IridiumMessageSender transmissions
600935479,INFO,Completed analysis m: 1361 t: 0 e: 21
600935503,INFO,Enabling IridiumMessageSender transmissions
600967282,INFO,powerData | solV: 0.00
600967309,INFO,powerData | solI: 0.00
600967331,INFO,powerData | battV: 4.08
600967352,INFO,powerData | battI: -0.06
600967372,INFO,powerData | busV: 4.07
600967393,INFO,powerData | busI: 0.05
600967415,INFO,powerData | BQ status reg: 0
600967436,INFO,powerData | Fault reg: 0
600967460,INFO,powerData | Charge status: 0
600967483,INFO,powerData | DPM status: 0
600980725,INFO,Max CNO changed from 48 to 45
600984961,INFO,Starting analysis m: 1361 t: 0 e: 22
600985280,WARN,Disabling IridiumMessageSender transmissions
600986591,INFO,Completed analysis m: 1361 t: 0 e: 22
600986615,INFO,Enabling IridiumMessageSender transmissions
601000706,INFO,Max CNO changed from 45 to 48
601036107,INFO,Starting analysis m: 1361 t: 0 e: 23
601036398,WARN,Disabling IridiumMessageSender transmissions
601037692,INFO,Completed analysis m: 1361 t: 0 e: 23
601037717,INFO,Enabling IridiumMessageSender transmissions
601080623,INFO,Max CNO changed from 48 to 45
601087244,INFO,Starting analysis m: 1361 t: 0 e: 24
601087526,WARN,Disabling IridiumMessageSender transmissions
601088790,INFO,Completed analysis m: 1361 t: 0 e: 24
601088815,INFO,Enabling IridiumMessageSender transmissions
601138407,INFO,Starting analysis m: 1361 t: 0 e: 25
601138688,WARN,Disabling IridiumMessageSender transmissions
601140008,INFO,Completed analysis m: 1361 t: 0 e: 25
601140033,INFO,Enabling IridiumMessageSender transmissions
601160540,INFO,Max CNO changed from 45 to 48
601189552,INFO,Starting analysis m: 1361 t: 0 e: 26
601189842,WARN,Disabling IridiumMessageSender transmissions
601191135,INFO,Completed analysis m: 1361 t: 0 e: 26
601191159,INFO,Enabling IridiumMessageSender transmissions
601240688,INFO,Starting analysis m: 1361 t: 0 e: 27
601240971,WARN,Disabling IridiumMessageSender transmissions
601242284,INFO,Completed analysis m: 1361 t: 0 e: 27
601242310,INFO,Enabling IridiumMessageSender transmissions
601260429,INFO,Max CNO changed from 48 to 45
601267286,INFO,powerData | solV: 0.01
601267308,INFO,powerData | solI: 0.00
601267329,INFO,powerData | battV: 4.08
601267349,INFO,powerData | battI: -0.07
601267374,INFO,powerData | busV: 4.07
601267398,INFO,powerData | busI: 0.06
601267419,INFO,powerData | BQ status reg: 0
601267439,INFO,powerData | Fault reg: 0
601267462,INFO,powerData | Charge status: 0
601267486,INFO,powerData | DPM status: 0
601291841,INFO,Starting analysis m: 1361 t: 0 e: 28
601292134,WARN,Disabling IridiumMessageSender transmissions
601293432,INFO,Completed analysis m: 1361 t: 0 e: 28
601293457,INFO,Enabling IridiumMessageSender transmissions
601342984,INFO,Starting analysis m: 1361 t: 0 e: 29
601343266,WARN,Disabling IridiumMessageSender transmissions
601344571,INFO,Completed analysis m: 1361 t: 0 e: 29
601344595,INFO,Enabling IridiumMessageSender transmissions
601394128,INFO,Starting analysis m: 1361 t: 0 e: 30
601394409,WARN,Disabling IridiumMessageSender transmissions
601395845,INFO,Completed analysis m: 1361 t: 0 e: 30
601395869,INFO,Enabling IridiumMessageSender transmissions
601440243,INFO,Max CNO changed from 45 to 48
601445279,INFO,Starting analysis m: 1361 t: 0 e: 31
601445572,WARN,Disabling IridiumMessageSender transmissions
601446916,INFO,Completed analysis m: 1361 t: 0 e: 31
601446940,INFO,Enabling IridiumMessageSender transmissions
601496438,INFO,Starting analysis m: 1361 t: 0 e: 32
601496733,WARN,Disabling IridiumMessageSender transmissions
601498028,INFO,Completed analysis m: 1361 t: 0 e: 32
601498052,INFO,Processing stats m: 1361 t: 0 e: 33
601503948,INFO,Enabling IridiumMessageSender transmissions
601555902,INFO,Starting collection m: 1361 t: 1 at 1652547991.20
601567291,INFO,powerData | solV: 0.02
601567313,INFO,powerData | solI: 0.00
601567334,INFO,powerData | battV: 4.08
601567354,INFO,powerData | battI: -0.06
601567375,INFO,powerData | busV: 4.07
601567399,INFO,powerData | busI: 0.05
601567420,INFO,powerData | BQ status reg: 0
601567440,INFO,powerData | Fault reg: 0
601567465,INFO,powerData | Charge status: 0
601567490,INFO,powerData | DPM status: 0
601657858,INFO,Starting analysis m: 1361 t: 1 e: 0
601658150,WARN,Disabling IridiumMessageSender transmissions
601659230,INFO,Completed analysis m: 1361 t: 1 e: 0
601659254,INFO,Enabling IridiumMessageSender transmissions
601709004,INFO,Starting analysis m: 1361 t: 1 e: 1
601709289,WARN,Disabling IridiumMessageSender transmissions
601710589,INFO,Completed analysis m: 1361 t: 1 e: 1
601710614,INFO,Enabling IridiumMessageSender transmissions
601760141,INFO,Starting analysis m: 1361 t: 1 e: 2
601760432,WARN,Disabling IridiumMessageSender transmissions
601761689,INFO,Completed analysis m: 1361 t: 1 e: 2
601761714,INFO,Enabling IridiumMessageSender transmissions
601811298,INFO,Starting analysis m: 1361 t: 1 e: 3
601811578,WARN,Disabling IridiumMessageSender transmissions
601812885,INFO,Completed analysis m: 1361 t: 1 e: 3
601812908,INFO,Enabling IridiumMessageSender transmissions
601819846,INFO,Max CNO changed from 48 to 45
601862447,INFO,Starting analysis m: 1361 t: 1 e: 4
601862737,WARN,Disabling IridiumMessageSender transmissions
601864030,INFO,Completed analysis m: 1361 t: 1 e: 4
601864054,INFO,Enabling IridiumMessageSender transmissions
601867294,INFO,powerData | solV: 0.06
601867317,INFO,powerData | solI: 0.00
601867337,INFO,powerData | battV: 4.08
601867358,INFO,powerData | battI: -0.07
601867382,INFO,powerData | busV: 4.07
601867401,INFO,powerData | busI: 0.07
601867421,INFO,powerData | BQ status reg: 0
601867442,INFO,powerData | Fault reg: 0
