millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
43415,1668532711.00,0.00,0.00,0.00,I
43464,1668532711.40,0.00,49.15,-10.72,I
43513,1668532711.80,47.37,-109.15,-145.09,I
43864,1668532712.20,68.19,-168.46,-311.21,I
44267,1668532712.60,83.28,-195.15,-388.00,I
44662,1668532713.00,-33.57,-178.75,-335.57,I
45062,1668532713.40,-126.82,-193.99,-280.20,I
45471,1668532713.80,-215.07,-184.83,-254.46,I
45862,1668532714.20,-232.81,-139.02,-131.06,I
46270,1668532714.60,-225.45,-130.67,22.74,I
46665,1668532715.00,-151.33,-152.29,84.22,I
47065,1668532715.40,-87.54,-98.03,41.74,I
47456,1668532715.80,-160.14,-33.89,7.09,I
47859,1668532716.20,-181.20,-44.40,110.90,I
48257,1668532716.60,-128.03,65.23,260.01,I
48666,1668532717.00,-112.73,89.23,439.32,I
49063,1668532717.40,-176.15,60.09,557.16,I
49459,1668532717.80,-204.52,168.57,539.38,I
49866,1668532718.20,-219.90,304.51,555.45,I
50255,1668532718.60,-143.70,376.10,571.63,I
50655,1668532719.00,-13.24,509.38,561.66,I
51052,1668532719.40,32.97,672.52,443.41,I
51451,1668532719.80,41.09,656.81,236.53,I
51851,1668532720.20,66.81,580.16,84.05,I
52252,1668532720.60,122.20,537.61,107.76,I
52652,1668532721.00,230.52,489.38,-12.22,I
53063,1668532721.40,205.38,289.34,-258.40,I
53452,1668532721.80,120.04,68.67,-329.55, 
53864,1668532722.20,165.07,-163.24,-470.29, 
54259,1668532722.60,184.84,-366.11,-512.27, 
54650,1668532723.00,183.74,-376.60,-359.13, 
55050,1668532723.40,197.89,-266.15,-160.45, 
55451,1668532723.80,207.65,-109.97,-74.04, 
55859,1668532724.20,133.00,-50.83,-22.22, 
56260,1668532724.60,247.67,-136.91,17.76, 
56647,1668532725.00,320.14,-206.16,-25.06, 
57049,1668532725.40,310.33,-243.25,-119.94, 
57458,1668532725.80,312.06,-336.63,-321.45, 
58202,1668532726.20,227.79,-357.46,-352.64, 
58531,1668532726.60,91.19,-287.06,-170.15, 
58855,1668532727.00,27.95,-274.19,-45.12, 
59187,1668532727.40,-7.41,-259.11,96.51, 
59445,1668532727.80,12.48,-176.98,201.85, 
59848,1668532728.20,106.56,-173.03,138.88, 
60835,1668532728.60,227.56,-150.28,33.24, 
60891,1668532729.00,270.67,-79.64,-92.83, 
61046,1668532729.40,250.86,-54.16,-126.12, 
61442,1668532729.80,180.58,-97.50,-130.60, 
61843,1668532730.20,118.32,-112.71,-56.30, 
62248,1668532730.60,47.45,-171.87,-62.38, 
62652,1668532731.00,35.34,-181.63,97.88, 
63053,1668532731.40,100.84,-52.94,252.18, 
63440,1668532731.80,84.81,2.76,125.51, 
63846,1668532732.20,-44.74,48.86,-198.02, 
64239,1668532732.60,-118.76,103.26,-359.51, 
64638,1668532733.00,-99.28,96.95,-377.31, 
65050,1668532733.40,-116.03,206.46,-348.64, 
65447,1668532733.80,-114.06,323.17,-99.58, 
65839,1668532734.20,-50.60,345.35,110.23, 
66236,1668532734.60,-1.76,289.91,121.38, 
66646,1668532735.00,-124.85,190.87,140.90, 
67051,1668532735.40,-240.14,73.90,254.15, 
67448,1668532735.80,-202.61,11.02,426.45, 
67846,1668532736.20,-59.21,-57.21,381.82, 
68249,1668532736.60,6.08,-177.39,253.02, 
68648,1668532737.00,-71.36,-204.18,15.31, 
69048,1668532737.40,-166.86,-140.03,-105.47, 
69447,1668532737.80,-162.05,-2.32,-83.31, 
69836,1668532738.20,-126.79,140.53,-13.92, 
70236,1668532738.60,-176.75,202.97,-53.80, 
70647,1668532739.00,-295.59,215.42,-78.49, 
71036,1668532739.40,-273.72,138.95,-41.23, 
71442,1668532739.80,-92.66,-57.46,22.64, 
71835,1668532740.20,5.01,-165.31,42.12, 
72249,1668532740.60,49.81,-232.71,21.07, 
72640,1668532741.00,83.37,-315.09,-20.46, 
73043,1668532741.40,187.50,-357.23,-46.22, 
73433,1668532741.80,200.96,-268.29,8.30, 
73842,1668532742.20,157.20,-174.00,173.39, 
74244,1668532742.60,180.84,-60.15,226.79, 
74635,1668532743.00,225.54,-113.41,104.29, 
75042,1668532743.40,46.32,-69.63,51.37, 
75436,1668532743.80,-117.56,100.33,91.02, 
75833,1668532744.20,-217.31,269.52,170.85, 
76232,1668532744.60,-184.63,318.88,78.95, 
76640,1668532745.00,-124.88,352.95,-20.17, 
77037,1668532745.40,-92.81,340.49,-215.94, 
77436,1668532745.80,-83.51,242.27,-410.62, 
77856,1668532746.20,-92.59,174.42,-424.61, 
78227,1668532746.60,-130.40,99.92,-369.68, 
78626,1668532747.00,-159.91,69.78,-344.11, 
79038,1668532747.40,-246.26,27.45,-224.15, 
