millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
58497,1670005141.00,0.00,0.00,0.00,I
58697,1670005141.40,0.00,-16.09,-63.45,I
58748,1670005141.80,0.00,-61.69,-91.45,I
59353,1670005142.20,-52.73,-4.79,-83.15,I
59381,1670005142.60,-93.82,41.06,-76.17,I
59408,1670005143.00,-124.57,77.02,-61.34,I
59736,1670005143.40,-124.75,176.58,-69.04,I
61114,1670005143.80,-169.93,104.92,-114.17,I
61296,1670005144.20,-201.72,93.06,-115.79,I
61362,1670005144.60,-110.97,32.71,-124.30,I
61411,1670005145.00,-65.78,-17.03,-76.29,I
61732,1670005145.40,-41.85,-25.05,-24.03,I
62132,1670005145.80,42.38,-31.60,-40.90,I
62531,1670005146.20,48.05,-20.72,13.28,I
62930,1670005146.60,99.61,3.92,123.31,I
63330,1670005147.00,140.31,39.94,195.24,I
63739,1670005147.40,155.20,67.27,215.18,I
64131,1670005147.80,164.98,69.96,230.29,I
64530,1670005148.20,170.23,53.61,200.68,I
64931,1670005148.60,187.61,6.14,94.44,I
65327,1670005149.00,166.73,-33.14,27.18,I
65738,1670005149.40,210.10,-114.15,13.11,I
66140,1670005149.80,256.40,-177.63,124.18,I
66529,1670005150.20,239.34,-128.06,123.05,I
66936,1670005150.60,188.46,-134.40,90.77,I
67411,1670005151.00,142.49,-104.82,110.91,I
67725,1670005151.40,148.55,-111.26,98.28,I
68136,1670005151.80,116.39,-163.26,87.20, 
68536,1670005152.20,134.47,-152.16,69.38, 
68935,1670005152.60,143.93,-139.60,58.03, 
69324,1670005153.00,82.54,-77.66,51.07, 
69736,1670005153.40,44.08,24.49,55.72, 
70131,1670005153.80,-20.90,139.75,66.77, 
70522,1670005154.20,-28.99,114.57,11.08, 
70922,1670005154.60,-37.80,92.45,-21.95, 
71471,1670005155.00,-63.13,105.32,-99.58, 
71720,1670005155.40,-85.09,49.32,-182.65, 
72120,1670005155.80,-103.83,19.67,-199.30, 
72521,1670005156.20,-134.73,11.73,-182.65, 
72929,1670005156.60,-206.79,37.47,-226.11, 
73330,1670005157.00,-278.82,9.19,-258.45, 
73730,1670005157.40,-316.79,2.53,-294.25, 
74129,1670005157.80,-342.34,-34.92,-310.19, 
74520,1670005158.20,-340.85,-97.09,-256.69, 
74934,1670005158.60,-349.41,-79.32,-158.96, 
75331,1670005159.00,-333.17,-128.18,-70.47, 
75718,1670005159.40,-313.00,-147.90,49.11, 
76122,1670005159.80,-273.53,-159.71,126.74, 
76527,1670005160.20,-219.88,-180.73,89.41, 
76916,1670005160.60,-186.01,-159.27,142.93, 
77318,1670005161.00,-153.18,-88.72,182.20, 
77715,1670005161.40,-106.39,-28.38,211.68, 
78116,1670005161.80,-33.07,22.60,265.48, 
78524,1670005162.20,-2.45,131.15,355.15, 
78925,1670005162.60,55.95,266.47,378.25, 
79314,1670005163.00,136.30,271.71,258.45, 
79724,1670005163.40,152.01,271.39,222.81, 
80113,1670005163.80,163.70,283.23,179.09, 
80515,1670005164.20,187.84,270.24,74.09, 
80924,1670005164.60,221.27,238.12,51.60, 
81315,1670005165.00,212.93,240.14,-50.97, 
81711,1670005165.40,188.00,219.08,-156.59, 
82112,1670005165.80,196.54,132.25,-198.82, 
82511,1670005166.20,216.31,58.63,-242.72, 
82915,1670005166.60,196.12,-2.98,-268.87, 
83318,1670005167.00,161.04,-53.70,-204.81, 
83720,1670005167.40,98.44,-78.51,-167.82, 
84115,1670005167.80,14.07,-32.81,-197.78, 
84520,1670005168.20,-37.74,-62.01,-164.33, 
84924,1670005168.60,-46.22,-118.44,-189.55, 
