GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1656038341.20,-14,-2197446,-170,-4586777
1656038401.60,-14,-2197533,-170,-4586717
1656038462.00,-14,-2197501,-170,-4586658
1656038522.40,-14,-2197475,-170,-4586591
1656038582.80,-14,-2197494,-170,-4586615
1656038643.20,-14,-2197447,-170,-4586555
1656038703.20,-14,-2197478,-170,-4586527
1656038764.00,-14,-2197566,-170,-4586545
1656038824.40,-14,-2197575,-170,-4586585
1656038884.80,-14,-2197620,-170,-4586570
1656038945.20,-14,-2197628,-170,-4586602
1656039005.60,-14,-2197647,-170,-4586583
1656039066.00,-14,-2197648,-170,-4586596
1656039126.40,-14,-2197571,-170,-4586577
1656039186.80,-14,-2197546,-170,-4586518
1656039247.20,-14,-2197608,-170,-4586519
1656039307.60,-14,-2197604,-170,-4586579
1656039368.00,-14,-2197467,-170,-4586637
1656039428.40,-14,-2197448,-170,-4586678
1656039488.80,-14,-2197527,-170,-4586631
1656039549.20,-14,-2197530,-170,-4586589
1656039609.60,-14,-2197496,-170,-4586494
1656039670.00,-14,-2197492,-170,-4586431
1656039730.40,-14,-2197526,-170,-4586481
1656039790.80,-14,-2197554,-170,-4586469
1656039851.20,-14,-2197470,-170,-4586415
1656039911.60,-14,-2197489,-170,-4586525
1656039972.00,-14,-2197582,-170,-4586490
1656040032.40,-14,-2197548,-170,-4586335
1656040092.80,-14,-2197567,-170,-4586365
1656040153.20,-14,-2197504,-170,-4586302
1656040213.60,-14,-2197511,-170,-4586368
1656040274.00,-14,-2197544,-170,-4586533
1656040334.40,-14,-2197515,-170,-4586572
1656040394.80,-14,-2197645,-170,-4586663
1656040455.20,-14,-2197582,-170,-4586680
1656040515.60,-14,-2197557,-170,-4586625
1656040576.00,-14,-2197589,-170,-4586721
1656040636.40,-14,-2197628,-170,-4586782
1656040696.80,-14,-2197604,-170,-4586777
1656040757.20,-14,-2197568,-170,-4586722
1656040817.60,-14,-2197564,-170,-4586675
1656040878.00,-14,-2197689,-170,-4586655
1656040938.40,-14,-2197626,-170,-4586631
1656040998.80,-14,-2197645,-170,-4586647
1656041059.20,-14,-2197563,-170,-4586586
1656041119.60,-14,-2197596,-170,-4586589
1656041180.00,-14,-2197612,-170,-4586643
1656041240.40,-14,-2197628,-170,-4586566
1656041300.80,-14,-2197645,-170,-4586531
1656041361.20,-14,-2197637,-170,-4586569
1656041421.60,-14,-2197632,-170,-4586558
1656041482.00,-14,-2197645,-170,-4586523
1656041542.40,-14,-2197623,-170,-4586538
1656041602.80,-14,-2197685,-170,-4586517
1656041663.20,-14,-2197693,-170,-4586441
1656041723.60,-14,-2197678,-170,-4586446
1656041784.00,-14,-2197653,-170,-4586463
1656041844.40,-14,-2197667,-170,-4586411
1656041904.80,-14,-2197699,-170,-4586335
1656041965.20,-14,-2197703,-170,-4586317
1656042025.60,-14,-2197664,-170,-4586349
1656042086.00,-14,-2197710,-170,-4586328
1656042146.40,-14,-2197650,-170,-4586325
1656042206.80,-14,-2197675,-170,-4586312
1656042267.20,-14,-2197693,-170,-4586397
1656042327.60,-14,-2197688,-170,-4586508
1656042388.00,-14,-2197723,-170,-4586487
1656042448.40,-14,-2197694,-170,-4586556
1656042508.00,-14,-2197732,-170,-4586552
1656042568.80,-14,-2197740,-170,-4586569
1656042629.20,-14,-2197618,-170,-4586509
1656042689.60,-14,-2197638,-170,-4586534
1656042750.00,-14,-2197634,-170,-4586521
1656042810.40,-14,-2197606,-170,-4586587
1656042870.80,-14,-2197694,-170,-4586508
1656042931.20,-14,-2197652,-170,-4586535
1656042991.60,-14,-2197720,-170,-4586580
1656043052.00,-14,-2197704,-170,-4586596
1656043112.40,-14,-2197692,-170,-4586665
1656043172.80,-14,-2197666,-170,-4586599
1656043233.20,-14,-2197637,-170,-4586592
1656043293.60,-14,-2197642,-170,-4586622
1656043354.00,-14,-2197679,-170,-4586628
1656043414.40,-14,-2197683,-170,-4586632
1656043474.80,-14,-2197721,-170,-4586725
1656043535.20,-14,-2197687,-170,-4586688
1656043595.60,-14,-2197606,-170,-4586627
1656043656.00,-14,-2197515,-170,-4586603
1656043716.40,-14,-2197510,-170,-4586631
1656043776.80,-14,-2197566,-170,-4586634
