epoch,link,log type,data
1651237973.98,0,BSYS,3592070562,disable SM bus
1651237973.98,0,BSYS,3592070563,INFO,next ss et 1651238029
1651238029.00,0,BSYS,3592125998,enable SM bus
1651238029.00,0,BSYS,3592125999,INFO,ss until ms 3592130999
1651238033.98,0,BSYS,3592130999,disable SM bus
1651238033.98,0,BSYS,3592131000,INFO,next ss et 1651238089
1651238089.00,0,BSYS,3592186259,enable SM bus
1651238089.00,0,BSYS,3592186260,INFO,ss until ms 3592191260
1651238093.98,0,BSYS,3592191260,disable SM bus
1651238093.98,0,BSYS,3592191261,INFO,next ss et 1651238149
1651238149.00,0,BSYS,3592245402,enable SM bus
1651238149.00,0,BSYS,3592245403,INFO,ss until ms 3592250403
1651238153.98,0,BSYS,3592250403,disable SM bus
1651238153.98,0,BSYS,3592250404,INFO,next ss et 1651238209
1651238209.00,0,BSYS,3592305515,enable SM bus
1651238209.00,0,BSYS,3592305516,INFO,ss until ms 3592310516
1651238209.00,0,BSYS,3592305518,INFO,inc new sample
1651238209.00,0,BSYS,3592305519,INFO,sample 3 complete
1651238209.00,0,BSYS,3592305520,INFO,next ss et 1651238209
1651238209.00,0,BSYS,3592305522,INFO,next sa et 1651238809
1651238213.99,0,BSYS,3592310516,disable SM bus
1651238213.99,0,BSYS,3592310517,INFO,next ss et 1651238269
1651238269.00,0,BSYS,3592365642,enable SM bus
1651238269.00,0,BSYS,3592365643,INFO,ss until ms 3592370643
1651238273.99,0,BSYS,3592370643,disable SM bus
1651238273.99,0,BSYS,3592370644,INFO,next ss et 1651238329
1651238329.00,0,BSYS,3592425785,enable SM bus
1651238329.00,0,BSYS,3592425786,INFO,ss until ms 3592430786
1651238333.99,0,BSYS,3592430786,disable SM bus
1651238333.99,0,BSYS,3592430787,INFO,next ss et 1651238389
1651238389.00,0,BSYS,3592485893,enable SM bus
1651238389.00,0,BSYS,3592485894,INFO,ss until ms 3592490894
1651238393.99,0,BSYS,3592490894,disable SM bus
1651238393.99,0,BSYS,3592490895,INFO,next ss et 1651238449
1651238449.00,0,BSYS,3592545993,enable SM bus
1651238449.00,0,BSYS,3592545994,INFO,ss until ms 3592550994
1651238453.98,0,BSYS,3592550994,disable SM bus
1651238453.98,0,BSYS,3592550995,INFO,next ss et 1651238509
1651238509.00,0,BSYS,3592606110,enable SM bus
1651238509.00,0,BSYS,3592606111,INFO,ss until ms 3592611111
1651238513.19,0,BSYS,3592611111,disable SM bus
1651238513.19,0,BSYS,3592611112,INFO,next ss et 1651238569
1651238569.00,0,BSYS,3592665930,enable SM bus
1651238569.00,0,BSYS,3592665931,INFO,ss until ms 3592670931
1651238573.99,0,BSYS,3592670931,disable SM bus
1651238573.99,0,BSYS,3592670932,INFO,next ss et 1651238629
1651238629.00,0,BSYS,3592726088,enable SM bus
1651238629.00,0,BSYS,3592726089,INFO,ss until ms 3592731089
1651238633.98,0,BSYS,3592731089,disable SM bus
1651238633.98,0,BSYS,3592731090,INFO,next ss et 1651238689
1651238689.00,0,BSYS,3592786204,enable SM bus
