millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
53342,1670007121.00,0.00,0.00,0.00,I
53510,1670007121.40,-15.19,-115.28,42.90,I
53561,1670007121.80,-11.84,-138.99,18.24,I
54171,1670007122.20,-45.50,-95.71,-19.89,I
54198,1670007122.60,-71.43,-58.47,-46.52,I
54224,1670007123.00,-90.50,-26.76,-68.69,I
54568,1670007123.40,-146.42,22.26,-80.44,I
54964,1670007123.80,-155.43,29.58,-68.28,I
55363,1670007124.20,-126.39,19.38,-76.43,I
55762,1670007124.60,-84.23,-21.65,-187.26,I
56164,1670007125.00,-32.29,-102.56,-247.31,I
56567,1670007125.40,-67.36,-98.29,-182.80,I
56963,1670007125.80,-92.67,-27.43,-107.93,I
57372,1670007126.20,-141.63,31.04,-12.75,I
57765,1670007126.60,-143.93,13.99,64.60,I
58167,1670007127.00,-77.22,-31.98,123.30,I
58558,1670007127.40,27.50,-50.93,158.53,I
58957,1670007127.80,50.57,-14.65,180.26,I
59357,1670007128.20,100.63,-0.03,191.38,I
59768,1670007128.60,156.89,78.27,196.19,I
61140,1670007129.00,122.03,140.65,169.66,I
61188,1670007129.40,109.45,139.63,203.22,I
61239,1670007129.80,114.88,168.94,163.33,I
61364,1670007130.20,164.91,222.62,160.76,I
61765,1670007130.60,171.68,163.93,219.21,I
62164,1670007131.00,189.88,129.62,249.93,I
62554,1670007131.40,201.40,164.56,179.64,I
62965,1670007131.80,223.15,107.47,74.21, 
63354,1670007132.20,220.13,75.03,28.46, 
63764,1670007132.60,197.89,62.89,-8.77, 
64155,1670007133.00,239.04,-14.14,-110.84, 
64555,1670007133.40,202.88,-27.22,-131.26, 
64952,1670007133.80,168.61,27.36,-144.65, 
65363,1670007134.20,183.65,-28.59,-168.93, 
65757,1670007134.60,174.14,-122.82,-206.59, 
66150,1670007135.00,144.81,-114.25,-232.50, 
66549,1670007135.40,85.65,-105.50,-216.84, 
66959,1670007135.80,17.88,-80.60,-171.47, 
67350,1670007136.20,-55.45,-59.25,-76.18, 
67749,1670007136.60,-83.47,-25.05,7.19, 
68159,1670007137.00,-91.50,-62.57,-82.53, 
68554,1670007137.40,-67.20,-124.55,-162.46, 
68958,1670007137.80,-95.24,-105.48,-113.75, 
69355,1670007138.20,-166.39,-103.87,-83.38, 
69775,1670007138.60,-173.91,-117.06,-32.47, 
70148,1670007139.00,-194.43,-59.44,57.14, 
70555,1670007139.40,-192.54,4.70,86.47, 
70957,1670007139.80,-158.21,40.53,159.68, 
71356,1670007140.20,-128.78,102.02,201.09, 
71753,1670007140.60,-71.60,132.62,215.86, 
72153,1670007141.00,-25.47,138.50,202.39, 
72556,1670007141.40,10.84,124.25,92.98, 
72953,1670007141.80,-8.90,192.28,32.15, 
73355,1670007142.20,-57.09,242.35,44.55, 
73748,1670007142.60,-111.83,276.60,-27.67, 
74151,1670007143.00,-107.08,198.70,-180.49, 
74553,1670007143.40,-133.22,162.68,-227.35, 
74954,1670007143.80,-105.67,47.22,-266.60, 
75343,1670007144.20,-97.15,-32.22,-203.81, 
75749,1670007144.60,-57.47,-48.04,-95.97, 
76150,1670007145.00,-40.92,-61.67,-95.33, 
76546,1670007145.40,-73.58,-73.22,-9.82, 
76943,1670007145.80,-82.35,-66.73,116.07, 
77340,1670007146.20,-87.73,-61.95,127.67, 
77748,1670007146.60,-74.94,-106.87,44.52, 
78139,1670007147.00,-78.11,-110.16,28.32, 
78551,1670007147.40,-16.13,-112.06,12.50, 
78950,1670007147.80,-28.27,-96.59,90.26, 
79339,1670007148.20,-53.06,-67.42,168.01, 
79749,1670007148.60,-8.70,-76.07,200.10, 
80152,1670007149.00,59.81,-114.78,198.19, 
80539,1670007149.40,81.85,-128.38,172.34, 
80951,1670007149.80,114.33,-137.48,61.44, 
81348,1670007150.20,170.46,-191.74,-34.10, 
81747,1670007150.60,163.70,-231.65,-71.49, 
82145,1670007151.00,108.23,-144.48,-103.38, 
82534,1670007151.40,91.58,-120.57,-72.88, 
82933,1670007151.80,60.71,-163.80,-78.70, 
83343,1670007152.20,-13.18,-13.90,-136.66, 
83748,1670007152.60,-10.06,57.15,-99.19, 
84133,1670007153.00,8.28,80.43,-25.16, 
84533,1670007153.40,-24.14,130.95,-104.77, 
84942,1670007153.80,-19.69,71.63,-159.18, 
85340,1670007154.20,-0.04,-10.26,-117.83, 
85751,1670007154.60,-63.36,-26.25,-124.60, 
86142,1670007155.00,-97.04,-71.23,-118.68, 
86532,1670007155.40,-75.74,-88.32,-163.29, 
86937,1670007155.80,-103.61,-18.19,-140.86, 
87341,1670007156.20,-139.80,22.14,-57.75, 
87748,1670007156.60,-118.21,22.54,4.45, 
88139,1670007157.00,-97.94,7.00,35.22, 
88537,1670007157.40,-78.99,-54.05,74.09, 
88936,1670007157.80,-61.35,-101.03,109.63, 
89337,1670007158.20,-29.82,-70.32,136.29, 
89737,1670007158.60,-33.32,-10.90,245.36, 
90126,1670007159.00,-34.37,55.16,288.31, 
90533,1670007159.40,29.23,91.15,213.49, 
90935,1670007159.80,18.20,54.81,220.68, 
91336,1670007160.20,10.13,139.93,210.05, 
91738,1670007160.60,19.83,206.10,179.69, 
92125,1670007161.00,43.59,222.33,206.25, 
92534,1670007161.40,62.89,264.01,174.79, 
92936,1670007161.80,62.98,258.71,146.34, 
93335,1670007162.20,94.06,183.31,100.08, 
93739,1670007162.60,101.89,166.51,-91.04, 
94138,1670007163.00,76.47,116.36,-165.44, 
94533,1670007163.40,6.98,56.41,-210.62, 
94924,1670007163.80,15.34,21.93,-190.96, 
95322,1670007164.20,37.68,-56.72,-271.41, 
95737,1670007164.60,40.35,-136.03,-293.35, 
96131,1670007165.00,121.86,-247.98,-299.69, 
96532,1670007165.40,153.01,-382.55,-278.66, 
96919,1670007165.80,112.52,-383.52,-113.29, 
97318,1670007166.20,61.75,-310.78,37.60, 
97738,1670007166.60,19.82,-229.16,112.90, 
98119,1670007167.00,17.09,-141.80,183.94, 
98521,1670007167.40,29.74,-67.52,248.93, 
98920,1670007167.80,-23.34,-5.18,184.92, 
99317,1670007168.20,-49.35,46.35,100.78, 
99717,1670007168.60,-6.57,39.83,87.91, 
100116,1670007169.00,11.84,51.23,32.24, 
100526,1670007169.40,-20.11,92.83,-43.24, 
100915,1670007169.80,-45.26,125.50,-121.34, 
101314,1670007170.20,-48.29,101.92,-197.95, 
101726,1670007170.60,-81.71,180.18,-199.98, 
102115,1670007171.00,-74.33,173.79,-76.65, 
102516,1670007171.40,-51.27,100.31,37.47, 
102926,1670007171.80,-46.42,56.68,-4.81, 
103313,1670007172.20,5.46,3.88,-75.08, 
103725,1670007172.60,79.65,-104.31,-128.65, 
104124,1670007173.00,89.63,-138.31,-103.17, 
104515,1670007173.40,49.58,-96.70,-15.55, 
104925,1670007173.80,16.66,-11.26,10.16, 
105322,1670007174.20,-25.95,25.31,132.25, 
105715,1670007174.60,-91.49,104.15,198.41, 
106110,1670007175.00,-77.38,116.76,93.83, 
106518,1670007175.40,-48.73,43.69,-32.96, 
106924,1670007175.80,-8.96,0.81,-0.57, 
107319,1670007176.20,39.80,16.11,28.31, 
107714,1670007176.60,78.62,-20.57,53.74, 
108111,1670007177.00,77.25,32.35,81.14, 
108523,1670007177.40,74.87,124.69,79.94, 
108922,1670007177.80,118.98,130.32,52.15, 
109307,1670007178.20,151.91,148.34,59.84, 
109717,1670007178.60,158.86,143.53,31.38, 
110110,1670007179.00,176.77,88.12,26.32, 
110516,1670007179.40,186.72,8.35,36.49, 
110913,1670007179.80,189.79,-40.15,-23.61, 
111323,1670007180.20,170.87,-111.66,-129.84, 
111708,1670007180.60,87.96,-116.88,-116.93, 
112107,1670007181.00,49.15,-102.63,-146.22, 
112510,1670007181.40,-16.18,-40.78,-86.10, 
112918,1670007181.80,-86.23,-22.44,-34.08, 
113315,1670007182.20,-126.36,-39.35,-78.05, 
113713,1670007182.60,-141.53,-35.87,-46.04, 
114116,1670007183.00,-137.10,-48.22,23.98, 
114515,1670007183.40,-84.75,-56.87,101.51, 
114907,1670007183.80,-58.44,-30.11,115.39, 
115306,1670007184.20,-99.99,24.53,164.46, 
115701,1670007184.60,-101.15,35.99,103.75, 
116101,1670007185.00,-85.85,60.80,56.24, 
116502,1670007185.40,-56.69,79.61,72.95, 
116899,1670007185.80,-33.07,93.10,73.67, 
117305,1670007186.20,-60.83,134.98,48.03, 
117710,1670007186.60,-52.28,116.30,78.56, 
118102,1670007187.00,-45.11,130.60,115.81, 
118513,1670007187.40,-101.72,155.66,7.35, 
118900,1670007187.80,-113.39,154.59,-132.59, 
119300,1670007188.20,-105.62,133.24,-209.76, 
119699,1670007188.60,-97.46,63.67,-181.96, 
120107,1670007189.00,-89.02,53.28,-172.21, 
120498,1670007189.40,-127.76,26.10,-153.67, 
120901,1670007189.80,-188.13,18.10,-67.47, 
121315,1670007190.20,-167.75,-6.60,-114.64, 
121702,1670007190.60,-100.66,-93.37,-213.94, 
122099,1670007191.00,-154.65,-162.77,-260.57, 
122505,1670007191.40,-193.50,-102.19,-88.44, 
122900,1670007191.80,-186.89,-52.98,27.77, 
123295,1670007192.20,-143.65,-112.17,-45.42, 
123695,1670007192.60,-103.84,-141.65,84.18, 
124100,1670007193.00,-4.85,-196.55,138.55, 
124506,1670007193.40,93.12,-221.27,130.38, 
124905,1670007193.80,123.80,-220.08,106.06, 
125294,1670007194.20,148.05,-182.63,33.43, 
125696,1670007194.60,136.09,-164.90,52.27, 
126093,1670007195.00,125.61,-114.85,125.24, 
126500,1670007195.40,131.61,-71.94,203.27, 
126892,1670007195.80,166.66,-35.52,214.63, 
127291,1670007196.20,176.69,-37.18,130.87, 
127700,1670007196.60,198.42,11.18,85.93, 
128104,1670007197.00,228.82,2.13,55.05, 
128493,1670007197.40,249.13,-20.56,106.61, 
128890,1670007197.80,244.49,10.69,201.57, 
129290,1670007198.20,189.22,151.58,319.18, 
129695,1670007198.60,108.52,328.07,264.30, 
130095,1670007199.00,25.06,429.73,87.06, 
130496,1670007199.40,5.42,419.50,-94.50, 
130887,1670007199.80,19.47,351.32,-216.61, 
131293,1670007200.20,110.23,239.38,-233.71, 
131694,1670007200.60,147.78,93.42,-239.25, 
132089,1670007201.00,141.62,-27.76,-322.68, 
132487,1670007201.40,101.20,-93.46,-290.31, 
132884,1670007201.80,33.97,-114.12,-107.29, 
133283,1670007202.20,-6.08,-114.20,-52.05, 
133695,1670007202.60,-55.70,-178.99,-79.80, 
134084,1670007203.00,-79.77,-228.86,-20.58, 
134496,1670007203.40,-83.66,-232.36,-14.36, 
134889,1670007203.80,-55.13,-280.51,7.35, 
135292,1670007204.20,-78.94,-199.53,-5.45, 
135682,1670007204.60,-97.66,-130.82,-22.39, 
136081,1670007205.00,-96.63,-138.46,-49.39, 
136482,1670007205.40,-94.86,-125.62,-75.76, 
136884,1670007205.80,-45.07,-161.67,-78.61, 
137293,1670007206.20,-37.34,-186.76,-43.62, 
137695,1670007206.60,-93.84,-153.07,5.85, 
138090,1670007207.00,-105.82,-89.69,-28.81, 
138479,1670007207.40,-129.97,-68.00,-103.33, 
138885,1670007207.80,-163.20,-80.06,-117.79, 
139288,1670007208.20,-154.52,-54.41,-55.88, 
139689,1670007208.60,-129.18,-47.18,20.50, 
140079,1670007209.00,-121.22,42.67,122.07, 
140480,1670007209.40,-144.15,82.48,212.07, 
140881,1670007209.80,-96.41,33.01,220.92, 
141289,1670007210.20,-39.32,75.67,136.51, 
141678,1670007210.60,8.06,93.83,161.25, 
142082,1670007211.00,62.76,107.98,174.46, 
142477,1670007211.40,122.12,102.42,177.01, 
142882,1670007211.80,119.46,113.26,211.80, 
143280,1670007212.20,115.25,136.88,241.00, 
143683,1670007212.60,94.55,154.03,262.07, 
144076,1670007213.00,60.93,149.33,116.68, 
144486,1670007213.40,63.18,143.12,26.55, 
144871,1670007213.80,1.10,217.86,17.41, 
145270,1670007214.20,-16.51,191.19,-51.80, 
145676,1670007214.60,0.15,100.48,-134.63, 
146071,1670007215.00,-16.83,58.48,-163.93, 
146483,1670007215.40,-14.83,55.43,-221.01, 
146872,1670007215.80,18.48,-13.81,-202.36, 
147269,1670007216.20,-1.60,-36.38,-209.81, 
147668,1670007216.60,-49.75,-70.15,-193.07, 
148080,1670007217.00,-54.98,-129.11,-220.48, 
152498,1670007220.40,0.00,0.00,0.00,I
152868,1670007220.80,95.62,0.00,-66.13,I
153274,1670007221.20,121.88,-82.22,-153.42,I
