millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
47843,1670175631.00,0.00,0.00,0.00,I
48011,1670175631.40,0.00,16.09,-5.36,I
48435,1670175631.80,320.83,-242.16,-95.33,I
48463,1670175632.20,570.85,-443.80,-144.76,I
48486,1670175632.60,757.98,-595.14,-225.67,I
48513,1670175633.00,889.59,-702.06,-331.56,I
48828,1670175633.40,731.28,-531.44,-418.10,I
49227,1670175633.80,376.62,-395.73,-363.34,I
49639,1670175634.20,206.46,-291.08,-198.55,I
50038,1670175634.60,12.21,-179.04,-129.16,I
50425,1670175635.00,-134.00,-63.93,-56.16,I
50825,1670175635.40,-223.40,67.54,5.87,I
51236,1670175635.80,-327.78,129.00,121.31,I
51623,1670175636.20,-603.43,278.67,266.35,I
52029,1670175636.60,-545.17,267.78,345.08,I
52424,1670175637.00,-459.25,291.68,396.27,I
52824,1670175637.40,-384.59,309.62,422.88,I
53235,1670175637.80,-430.88,403.42,478.72,I
53633,1670175638.20,-430.55,523.41,413.17,I
54032,1670175638.60,-423.54,579.00,372.62,I
54425,1670175639.00,-379.47,647.13,339.02,I
54822,1670175639.40,-273.01,656.88,269.17,I
55230,1670175639.80,-182.71,570.40,242.80,I
55619,1670175640.20,-123.07,505.16,168.32,I
56018,1670175640.60,-121.25,473.65,52.06,I
56420,1670175641.00,-101.26,420.85,-71.29,I
56821,1670175641.40,-99.11,319.20,-103.86,I
57221,1670175641.80,-173.66,228.23,-57.53, 
57630,1670175642.20,-134.46,97.22,-72.23, 
58019,1670175642.60,-146.71,-29.44,-115.89, 
58419,1670175643.00,-199.68,-67.84,-62.00, 
58818,1670175643.40,-173.89,-100.84,-108.85, 
59217,1670175643.80,-210.26,-128.82,-208.60, 
59617,1670175644.20,-232.76,-119.98,-225.10, 
61241,1670175644.60,-211.03,-229.23,-169.76, 
61589,1670175645.00,-139.58,-315.39,-109.61, 
61655,1670175645.40,-59.82,-314.75,-138.82, 
62029,1670175645.80,-58.87,-251.35,-55.68,V
62056,1670175646.20,-52.98,-197.68,-24.48,V
62083,1670175646.60,-43.03,-152.75,-3.39,V
62412,1670175647.00,-40.56,-125.47,39.52, 
