millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
62048,1668971761.00,0.00,0.00,0.00,I
62255,1668971761.40,127.80,32.17,70.60,I
62306,1668971761.80,146.96,140.36,46.08,I
62945,1668971762.20,133.79,121.12,47.62,I
62971,1668971762.60,119.81,102.70,38.67,I
62998,1668971763.00,105.27,85.17,33.94,I
63025,1668971763.40,90.42,68.59,30.85,I
63051,1668971763.80,75.47,52.99,29.99,I
63338,1668971764.20,69.56,-6.27,4.95,I
63737,1668971764.60,45.86,-87.69,-58.62,I
64145,1668971765.00,-22.09,-102.85,-115.94,I
64546,1668971765.40,-15.09,-244.95,-180.27,I
64948,1668971765.80,-41.98,-288.91,6.96,I
65349,1668971766.20,-95.46,-170.61,192.67,I
65736,1668971766.60,-153.85,-54.94,193.32,I
66140,1668971767.00,-136.11,-59.02,85.50,I
66545,1668971767.40,-166.58,20.71,17.96,I
66994,1668971767.80,-204.44,150.74,109.21,I
67334,1668971768.20,-168.53,169.80,79.03,I
67737,1668971768.60,-166.91,164.50,-83.77,I
68145,1668971769.00,-210.48,206.57,-113.45,I
68540,1668971769.40,-192.52,54.86,-125.88,I
68935,1668971769.80,-221.83,61.88,-126.75,I
69337,1668971770.20,-223.73,164.66,-59.17,I
69742,1668971770.60,-124.61,160.36,-73.02,I
70131,1668971771.00,-8.92,135.29,-115.12,I
70537,1668971771.40,53.35,62.58,-139.51,I
70940,1668971771.80,56.26,-47.82,-112.34,I
71342,1668971772.20,27.55,-186.98,-105.89,I
71731,1668971772.60,21.49,-245.94,-182.17, 
72132,1668971773.00,17.66,-207.75,-132.53, 
72536,1668971773.40,-48.64,-173.53,-84.64, 
72929,1668971773.80,-50.88,-126.88,-140.00, 
73328,1668971774.20,-33.78,-119.35,-5.95, 
73728,1668971774.60,12.89,-94.91,112.76, 
74139,1668971775.00,100.19,-138.61,120.03, 
74532,1668971775.40,185.97,-153.60,0.11, 
74934,1668971775.80,109.43,-129.83,-17.24, 
75329,1668971776.20,15.04,-123.52,-19.85, 
75726,1668971776.60,20.98,-164.21,46.69, 
76128,1668971777.00,26.80,-143.14,108.24, 
76533,1668971777.40,0.24,-121.91,187.62, 
76937,1668971777.80,43.04,-182.99,197.16, 
77326,1668971778.20,94.06,19.53,149.34, 
77735,1668971778.60,118.32,151.23,18.80, 
78133,1668971779.00,184.81,57.88,-61.83, 
78534,1668971779.40,140.53,-16.46,-15.74, 
78925,1668971779.80,119.01,40.47,54.15, 
79323,1668971780.20,115.12,87.07,47.76, 
79724,1668971780.60,110.12,141.33,-71.58, 
80261,1668971781.00,151.52,102.11,31.26, 
80531,1668971781.40,181.68,53.02,175.09, 
80922,1668971781.80,266.25,30.97,176.03, 
81332,1668971782.20,295.75,-35.95,-27.26, 
81721,1668971782.60,263.92,10.99,-52.17, 
82122,1668971783.00,295.76,66.06,68.34, 
82520,1668971783.40,232.73,62.07,67.75, 
82927,1668971783.80,128.50,25.96,-63.10, 
83322,1668971784.20,23.56,79.23,-186.52, 
83728,1668971784.60,-79.86,138.63,-184.06, 
84119,1668971785.00,-100.33,167.56,-168.93, 
84525,1668971785.40,-196.78,303.49,-138.35, 
84920,1668971785.80,-272.39,357.48,-26.10, 
85327,1668971786.20,-234.66,245.83,-100.92, 
85719,1668971786.60,-231.69,167.78,-111.30, 
86120,1668971787.00,-258.16,34.94,-30.27, 
86517,1668971787.40,-243.03,-39.91,64.31, 
86960,1668971787.80,-211.51,30.75,65.84, 
87328,1668971788.20,-245.89,52.97,-13.61, 
87726,1668971788.60,-220.34,-12.49,-15.06, 
88125,1668971789.00,-195.21,-65.59,68.46, 
88526,1668971789.40,-75.94,-189.80,144.10, 
88913,1668971789.80,-10.47,-219.84,265.26, 
89325,1668971790.20,-52.06,-109.09,333.32, 
89724,1668971790.60,-36.40,-1.16,320.26, 
90112,1668971791.00,-22.47,3.01,202.63, 
90521,1668971791.40,-73.60,88.32,125.76, 
90925,1668971791.80,-80.07,187.60,217.94, 
91326,1668971792.20,12.12,147.33,260.16, 
91719,1668971792.60,102.85,143.25,181.48, 
92110,1668971793.00,109.94,103.68,140.34, 
92510,1668971793.40,146.22,36.30,-9.50, 
92909,1668971793.80,110.22,44.47,-192.47, 
93315,1668971794.20,109.83,65.56,-220.10, 
93710,1668971794.60,107.47,14.21,-200.08, 
94121,1668971795.00,73.07,3.20,-84.87, 
94517,1668971795.40,74.36,-105.78,18.51, 
94908,1668971795.80,43.37,-159.54,54.75, 
95309,1668971796.20,-14.69,-135.53,56.80, 
95707,1668971796.60,17.59,-130.86,-0.90, 
96106,1668971797.00,75.14,-109.46,-116.98, 
96509,1668971797.40,55.99,-172.39,-276.39, 
96919,1668971797.80,23.93,-335.36,-389.99, 
97314,1668971798.20,59.88,-426.27,-295.02, 
97705,1668971798.60,8.32,-358.58,-164.00, 
98117,1668971799.00,44.93,-247.73,13.95, 
98519,1668971799.40,10.20,-37.20,21.98, 
98918,1668971799.80,-50.66,166.69,19.58, 
99313,1668971800.20,-20.31,163.26,51.74, 
99704,1668971800.60,3.90,92.66,40.25, 
100106,1668971801.00,-55.98,182.29,-40.01, 
100513,1668971801.40,-55.96,234.74,-179.02, 
100909,1668971801.80,-86.48,157.65,-204.66, 
101304,1668971802.20,-157.70,173.82,-154.63, 
101707,1668971802.60,-116.86,198.94,-81.40, 
102115,1668971803.00,-17.24,83.86,-67.82, 
102504,1668971803.40,-1.24,-10.86,-79.00, 
102901,1668971803.80,-3.48,-71.18,6.53, 
103299,1668971804.20,-36.36,-69.49,64.16, 
103710,1668971804.60,-45.70,-35.00,47.20, 
104101,1668971805.00,-21.59,-104.48,-63.20, 
104501,1668971805.40,-1.50,-142.24,-35.16, 
104912,1668971805.80,-15.44,-169.65,124.82, 
105310,1668971806.20,-58.12,-154.87,63.57, 
105701,1668971806.60,-58.50,-155.50,-21.91, 
106106,1668971807.00,-105.28,-103.88,16.24, 
106502,1668971807.40,-107.68,-140.87,4.37, 
106936,1668971807.80,-11.70,-183.56,-84.85, 
107309,1668971808.20,18.19,-146.51,-89.31, 
107698,1668971808.60,12.33,-128.26,-76.47, 
108099,1668971809.00,8.32,-60.89,-53.47, 
108498,1668971809.40,-58.43,29.39,65.79, 
108908,1668971809.80,-30.10,86.10,207.83, 
109307,1668971810.20,25.71,34.21,264.78, 
109707,1668971810.60,103.24,-56.29,237.65, 
110096,1668971811.00,148.19,5.71,295.29, 
110495,1668971811.40,38.98,337.08,401.39, 
110905,1668971811.80,-0.33,515.09,373.72, 
111298,1668971812.20,47.66,418.21,248.66, 
111695,1668971812.60,23.37,380.31,77.23, 
112101,1668971813.00,20.28,391.75,83.88, 
112502,1668971813.40,18.15,407.97,75.73, 
112893,1668971813.80,16.82,410.99,52.12, 
113303,1668971814.20,62.63,239.16,26.31, 
113702,1668971814.60,98.71,241.34,-48.19, 
114092,1668971815.00,110.03,300.37,-117.28, 
114501,1668971815.40,54.62,239.64,-400.30, 
114890,1668971815.80,25.44,165.05,-461.42, 
115290,1668971816.20,33.07,49.28,-308.75, 
115691,1668971816.60,23.54,-115.16,-188.53, 
116099,1668971817.00,30.78,-215.91,-213.70, 
116500,1668971817.40,-27.36,-231.12,-234.86, 
116889,1668971817.80,-57.14,-258.55,-173.36, 
117301,1668971818.20,-0.90,-344.08,-71.65, 
117698,1668971818.60,44.46,-425.75,24.55, 
118097,1668971819.00,-30.73,-435.06,-64.46, 
118497,1668971819.40,-122.32,-419.56,-239.18, 
118886,1668971819.80,-112.35,-433.08,-269.47, 
119296,1668971820.20,-54.95,-551.22,-238.26, 
119695,1668971820.60,-7.12,-568.57,-35.57, 
120088,1668971821.00,32.06,-570.01,127.98, 
120496,1668971821.40,111.68,-524.76,265.51, 
120895,1668971821.80,157.55,-492.25,315.50, 
121313,1668971822.20,159.09,-452.84,194.66, 
121690,1668971822.60,189.16,-391.01,299.29, 
122093,1668971823.00,225.11,-247.44,365.86, 
122484,1668971823.40,216.41,-39.96,364.23, 
122894,1668971823.80,187.83,132.39,354.81, 
123285,1668971824.20,129.32,339.07,316.47, 
123691,1668971824.60,78.19,502.46,186.45, 
124080,1668971825.00,49.09,527.92,61.32, 
124487,1668971825.40,86.39,573.91,13.20, 
124880,1668971825.80,144.68,471.13,-56.24, 
125284,1668971826.20,121.78,364.14,-82.30, 
125689,1668971826.60,82.26,469.18,-145.35, 
126081,1668971827.00,30.96,446.48,-321.50, 
126488,1668971827.40,-28.84,305.13,-428.69, 
126920,1668971827.80,-95.13,250.82,-494.74, 
127289,1668971828.20,-117.80,119.64,-493.53, 
127688,1668971828.60,-136.23,-37.54,-358.17, 
128083,1668971829.00,-103.36,-179.17,-184.59, 
128481,1668971829.40,-139.92,-141.54,-58.79, 
128890,1668971829.80,-249.11,89.24,61.93, 
129275,1668971830.20,-285.25,140.13,-96.59, 
129687,1668971830.60,-277.77,96.40,-285.99, 
130084,1668971831.00,-347.72,58.90,-269.60, 
130478,1668971831.40,-365.20,-22.09,-327.57, 
130883,1668971831.80,-277.17,-70.99,-182.44, 
131282,1668971832.20,-279.36,-191.37,38.84, 
131678,1668971832.60,-212.22,-284.05,154.81, 
132085,1668971833.00,-183.51,-138.59,344.64, 
132474,1668971833.40,-235.96,-68.69,427.54, 
132882,1668971833.80,-255.47,-10.72,402.76, 
133279,1668971834.20,-184.26,119.59,470.40, 
133672,1668971834.60,-41.47,90.51,504.65, 
134078,1668971835.00,76.31,49.39,325.71, 
134471,1668971835.40,91.99,129.88,269.60, 
134873,1668971835.80,120.16,109.38,365.51, 
135280,1668971836.20,174.65,41.24,403.78, 
135669,1668971836.60,216.75,2.39,315.78, 
136077,1668971837.00,231.71,52.16,227.96, 
136470,1668971837.40,209.12,123.59,114.94, 
136869,1668971837.80,187.94,144.55,-99.27, 
137269,1668971838.20,168.12,76.10,-264.02, 
137674,1668971838.60,180.87,66.84,-238.79, 
138078,1668971839.00,204.05,89.91,-209.83, 
138483,1668971839.40,202.66,105.17,-205.08, 
138891,1668971839.80,134.84,129.75,-212.45, 
139288,1668971840.20,45.39,161.92,-263.09, 
139687,1668971840.60,-27.43,182.24,-222.79, 
140175,1668971841.00,-85.34,175.31,-81.54, 
