millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
59136,1670006545.00,0.00,0.00,0.00,I
59305,1670006545.40,15.19,49.15,9.83,I
59357,1670006545.80,-19.44,136.61,67.54,I
59961,1670006546.20,37.21,73.10,130.15,I
59987,1670006546.60,81.81,20.26,107.59,I
60014,1670006547.00,115.67,-22.97,40.29,I
61337,1670006547.40,87.31,-57.54,-37.40,I
61384,1670006547.80,77.45,13.03,-102.98,I
61435,1670006548.20,52.12,35.91,-218.99,I
61554,1670006548.60,14.82,4.82,-235.96,I
61964,1670006549.00,-16.14,11.52,-183.54,I
62353,1670006549.40,-26.15,49.25,-127.25,I
62754,1670006549.80,-49.54,60.93,-119.79,I
63162,1670006550.20,-67.91,-12.98,-137.15,I
63563,1670006550.60,-66.61,-88.70,-137.17,I
63965,1670006551.00,-79.85,-132.01,-117.69,I
64362,1670006551.40,-105.27,-131.25,-61.33,I
64751,1670006551.80,-107.61,-79.80,11.04,I
65165,1670006552.20,-155.58,-36.93,34.88,I
65562,1670006552.60,-158.48,-50.06,31.81,I
65955,1670006553.00,-110.63,-158.68,114.49,I
66349,1670006553.40,-84.60,-192.09,137.16,I
66770,1670006553.80,-13.92,-198.17,206.70,I
67149,1670006554.20,-18.79,-83.58,292.45,I
67549,1670006554.60,-37.63,61.15,304.09,I
67948,1670006555.00,-4.62,77.69,211.85,I
68347,1670006555.40,7.63,106.30,142.53,I
68753,1670006555.80,33.38,177.82,194.72, 
69158,1670006556.20,54.21,181.93,156.16, 
69548,1670006556.60,70.60,117.34,-15.36, 
69959,1670006557.00,99.10,63.23,-107.56, 
70348,1670006557.40,89.22,-14.49,-128.75, 
70750,1670006557.80,79.94,-76.41,-112.03, 
71145,1670006558.20,56.05,-91.18,-145.58, 
71557,1670006558.60,36.08,-117.74,-162.22, 
71944,1670006559.00,34.81,-102.96,-178.13, 
72345,1670006559.40,18.15,-88.26,-212.55, 
72751,1670006559.80,19.85,-156.00,-110.61, 
73152,1670006560.20,36.23,-205.96,-27.33, 
73543,1670006560.60,33.58,-174.13,66.99, 
73943,1670006561.00,15.69,-94.99,168.10, 
74342,1670006561.40,16.32,-75.92,254.42, 
74741,1670006561.80,47.85,-24.81,314.21, 
75143,1670006562.20,88.23,67.97,393.90, 
75552,1670006562.60,56.07,159.10,346.98, 
75945,1670006563.00,75.37,230.73,294.63, 
76351,1670006563.40,72.84,268.84,319.00, 
76740,1670006563.80,38.46,278.03,210.81, 
77144,1670006564.20,39.95,313.51,137.66, 
77543,1670006564.60,9.32,385.87,117.99, 
77946,1670006565.00,-16.05,418.70,-23.97, 
78340,1670006565.40,-6.30,337.19,-186.89, 
78737,1670006565.80,-14.18,279.59,-263.80, 
79136,1670006566.20,10.45,209.75,-279.66, 
79546,1670006566.60,29.29,82.07,-276.32, 
79937,1670006567.00,11.77,-8.19,-218.88, 
80338,1670006567.40,27.97,-65.69,-134.22, 
80738,1670006567.80,39.52,-162.74,-75.84, 
81135,1670006568.20,30.93,-206.18,-78.14, 
81534,1670006568.60,22.40,-205.50,-181.69, 
81934,1670006569.00,-16.36,-218.39,-192.43, 
82333,1670006569.40,-48.17,-209.44,-209.59, 
82735,1670006569.80,-73.68,-150.76,-234.83, 
83134,1670006570.20,-93.53,-101.52,-192.40, 
83533,1670006570.60,-93.11,-76.86,-175.86, 
83933,1670006571.00,-91.54,-40.17,-198.94, 
84336,1670006571.40,-88.96,-75.00,-158.25, 
84731,1670006571.80,-54.23,-119.00,-108.14, 
85131,1670006572.20,-72.13,-103.13,-51.34, 
85530,1670006572.60,-70.10,-72.52,41.03, 
