epoch,link,log type,data
1665303587.99,0,BSYS,3370413100,disable SM bus
1665303587.99,0,BSYS,3370413101,INFO,next ss et 1665303643
1665303643.00,0,BSYS,3370467576,enable SM bus
1665303643.00,0,BSYS,3370467577,INFO,ss until ms 3370472577
1665303647.99,0,BSYS,3370472577,disable SM bus
1665303647.99,0,BSYS,3370472578,INFO,next ss et 1665303703
1665303703.00,0,BSYS,3370527337,enable SM bus
1665303703.00,0,BSYS,3370527338,INFO,ss until ms 3370532338
1665303707.99,0,BSYS,3370532338,disable SM bus
1665303707.99,0,BSYS,3370532339,INFO,next ss et 1665303763
1665303763.00,0,BSYS,3370587474,enable SM bus
1665303763.00,0,BSYS,3370587475,INFO,ss until ms 3370592475
1665303767.99,0,BSYS,3370592475,disable SM bus
1665303767.99,0,BSYS,3370592476,INFO,next ss et 1665303823
1665303823.00,0,BSYS,3370647593,enable SM bus
1665303823.00,0,BSYS,3370647594,INFO,ss until ms 3370652594
1665303827.99,0,BSYS,3370652594,disable SM bus
1665303827.99,0,BSYS,3370652595,INFO,next ss et 1665303883
1665303883.00,0,BSYS,3370707704,enable SM bus
1665303883.00,0,BSYS,3370707705,INFO,ss until ms 3370712705
1665303887.99,0,BSYS,3370712705,disable SM bus
1665303887.99,0,BSYS,3370712706,INFO,next ss et 1665303943
1665303943.00,0,BSYS,3370767808,enable SM bus
1665303943.00,0,BSYS,3370767809,INFO,ss until ms 3370772809
1665303947.99,0,BSYS,3370772809,disable SM bus
1665303947.99,0,BSYS,3370772810,INFO,next ss et 1665304003
1665304003.00,0,BSYS,3370827953,enable SM bus
1665304003.00,0,BSYS,3370827954,INFO,ss until ms 3370832954
1665304003.00,0,BSYS,3370827956,INFO,inc new sample
1665304003.00,0,BSYS,3370827957,INFO,sample 4 complete
1665304003.00,0,BSYS,3370827958,INFO,next ss et 1665304003
1665304003.00,0,BSYS,3370827960,INFO,next sa et 1665304603
1665304007.99,0,BSYS,3370832954,disable SM bus
1665304007.99,0,BSYS,3370832955,INFO,next ss et 1665304063
1665304063.00,0,BSYS,3370888067,enable SM bus
1665304063.00,0,BSYS,3370888068,INFO,ss until ms 3370893068
1665304067.99,0,BSYS,3370893068,disable SM bus
1665304067.99,0,BSYS,3370893069,INFO,next ss et 1665304123
1665304123.00,0,BSYS,3370948212,enable SM bus
1665304123.00,0,BSYS,3370948213,INFO,ss until ms 3370953213
1665304127.97,0,BSYS,3370953213,disable SM bus
1665304127.97,0,BSYS,3370953214,INFO,next ss et 1665304183
1665304183.00,0,BSYS,3371007646,enable SM bus
1665304183.00,0,BSYS,3371007648,INFO,ss until ms 3371012648
1665304187.99,0,BSYS,3371012648,disable SM bus
