epoch,link,log type,data
1664169527.99,0,BSYS,2236153088,disable SM bus
1664169527.99,0,BSYS,2236153089,INFO,next ss et 1664169583
1664169583.00,0,BSYS,2236207856,enable SM bus
1664169583.00,0,BSYS,2236207857,INFO,ss until ms 2236212857
1664169587.97,0,BSYS,2236212857,disable SM bus
1664169587.97,0,BSYS,2236212858,INFO,next ss et 1664169643
1664169643.00,0,BSYS,2236267967,enable SM bus
1664169643.00,0,BSYS,2236267968,INFO,ss until ms 2236272968
1664169647.98,0,BSYS,2236272968,disable SM bus
1664169647.98,0,BSYS,2236272969,INFO,next ss et 1664169703
1664169703.00,0,BSYS,2236328089,enable SM bus
1664169703.00,0,BSYS,2236328090,INFO,ss until ms 2236333090
1664169707.98,0,BSYS,2236333090,disable SM bus
1664169707.98,0,BSYS,2236333091,INFO,next ss et 1664169763
1664169763.00,0,BSYS,2236388190,enable SM bus
1664169763.00,0,BSYS,2236388191,INFO,ss until ms 2236393191
1664169767.99,0,BSYS,2236393191,disable SM bus
1664169767.99,0,BSYS,2236393192,INFO,next ss et 1664169823
1664169823.00,0,BSYS,2236447334,enable SM bus
1664169823.00,0,BSYS,2236447335,INFO,ss until ms 2236452335
1664169827.99,0,BSYS,2236452335,disable SM bus
1664169827.99,0,BSYS,2236452336,INFO,next ss et 1664169883
1664169883.00,0,BSYS,2236507445,enable SM bus
1664169883.00,0,BSYS,2236507446,INFO,ss until ms 2236512446
1664169887.99,0,BSYS,2236512446,disable SM bus
1664169887.99,0,BSYS,2236512447,INFO,next ss et 1664169943
1664169943.00,0,BSYS,2236567553,enable SM bus
1664169943.00,0,BSYS,2236567554,INFO,ss until ms 2236572554
1664169947.99,0,BSYS,2236572554,disable SM bus
1664169947.99,0,BSYS,2236572555,INFO,next ss et 1664170003
1664170003.00,0,BSYS,2236627656,enable SM bus
1664170003.00,0,BSYS,2236627657,INFO,ss until ms 2236632657
1664170003.00,0,BSYS,2236627659,INFO,inc new sample
1664170003.00,0,BSYS,2236627660,INFO,sample 4 complete
1664170003.00,0,BSYS,2236627661,INFO,next ss et 1664170003
1664170003.00,0,BSYS,2236627663,INFO,next sa et 1664170603
1664170007.99,0,BSYS,2236632657,disable SM bus
1664170007.99,0,BSYS,2236632658,INFO,next ss et 1664170063
1664170063.00,0,BSYS,2236688035,enable SM bus
1664170063.00,0,BSYS,2236688036,INFO,ss until ms 2236693036
1664170067.99,0,BSYS,2236693036,disable SM bus
1664170067.99,0,BSYS,2236693037,INFO,next ss et 1664170123
1664170123.00,0,BSYS,2236748189,enable SM bus
1664170123.00,0,BSYS,2236748190,INFO,ss until ms 2236753190
1664170127.99,0,BSYS,2236753190,disable SM bus
1664170127.99,0,BSYS,2236753191,INFO,next ss et 1664170183
1664170183.00,0,BSYS,2236808306,enable SM bus
1664170183.00,0,BSYS,2236808307,INFO,ss until ms 2236813307
1664170187.98,0,BSYS,2236813307,disable SM bus
1664170187.98,0,BSYS,2236813308,INFO,next ss et 1664170243
1664170243.00,0,BSYS,2236868423,enable SM bus
1664170243.00,0,BSYS,2236868424,INFO,ss until ms 2236873424
1664170247.99,0,BSYS,2236873424,disable SM bus
1664170247.99,0,BSYS,2236873425,INFO,next ss et 1664170303
1664170303.00,0,BSYS,2236928522,enable SM bus
1664170303.00,0,BSYS,2236928523,INFO,ss until ms 2236933523
1664170307.99,0,BSYS,2236933523,disable SM bus
1664170307.99,0,BSYS,2236933524,INFO,next ss et 1664170363
1664170363.00,0,BSYS,2236987651,enable SM bus
1664170363.00,0,BSYS,2236987652,INFO,ss until ms 2236992652
1664170367.99,0,BSYS,2236992652,disable SM bus
1664170367.99,0,BSYS,2236992653,INFO,next ss et 1664170423
1664170423.00,0,BSYS,2237047764,enable SM bus
1664170423.00,0,BSYS,2237047765,INFO,ss until ms 2237052765
1664170427.98,0,BSYS,2237052765,disable SM bus
1664170427.98,0,BSYS,2237052766,INFO,next ss et 1664170483
1664170483.00,0,BSYS,2237107904,enable SM bus
1664170483.00,0,BSYS,2237107905,INFO,ss until ms 2237112905
1664170487.97,0,BSYS,2237112905,disable SM bus
1664170487.97,0,BSYS,2237112906,INFO,next ss et 1664170543
1664170543.00,0,BSYS,2237168322,enable SM bus
1664170543.00,0,BSYS,2237168323,INFO,ss until ms 2237173323
1664170547.99,0,BSYS,2237173323,disable SM bus
1664170547.99,0,BSYS,2237173324,INFO,next ss et 1664170603
1664170603.00,0,BSYS,2237227443,enable SM bus
1664170603.00,0,BSYS,2237227444,INFO,ss until ms 2237232444
1664170603.00,0,BSYS,2237227446,INFO,inc new sample
1664170603.00,0,BSYS,2237227447,INFO,sample 5 complete
1664170603.00,0,BSYS,2237227449,INFO,submitting mes
1664170603.00,0,BSYS,2237227451,INFO,old crc 700D, new crc 700D
1664170603.00,0,BSYS,2237227453,INFO,next ss et 1664170603
1664170603.00,0,BSYS,2237227454,INFO,next sa et 1664171203
1664170603.01,0,BSYS,2237227465,INFO,set mes TO to 2240847465
1664170607.99,0,BSYS,2237232444,disable SM bus
1664170607.99,0,BSYS,2237232445,INFO,next ss et 1664170663
1664170663.00,0,BSYS,2237287535,enable SM bus
1664170663.00,0,BSYS,2237287536,INFO,ss until ms 2237292536
1664170667.99,0,BSYS,2237292536,disable SM bus
1664170667.99,0,BSYS,2237292537,INFO,next ss et 1664170723
1664170723.00,0,BSYS,2237347647,enable SM bus
1664170723.00,0,BSYS,2237347648,INFO,ss until ms 2237352648
1664170727.99,0,BSYS,2237352648,disable SM bus
1664170727.99,0,BSYS,2237352649,INFO,next ss et 1664170783
1664170783.00,0,BSYS,2237407750,enable SM bus
1664170783.00,0,BSYS,2237407751,INFO,ss until ms 2237412751
1664170787.99,0,BSYS,2237412751,disable SM bus
1664170787.99,0,BSYS,2237412752,INFO,next ss et 1664170843
1664170843.00,0,BSYS,2237467907,enable SM bus
1664170843.00,0,BSYS,2237467908,INFO,ss until ms 2237472908
1664170847.99,0,BSYS,2237472908,disable SM bus
1664170847.99,0,BSYS,2237472909,INFO,next ss et 1664170903
1664170903.00,0,BSYS,2237528008,enable SM bus
1664170903.00,0,BSYS,2237528009,INFO,ss until ms 2237533009
1664170907.99,0,BSYS,2237533009,disable SM bus
1664170907.99,0,BSYS,2237533010,INFO,next ss et 1664170963
1664170963.00,0,BSYS,2237588122,enable SM bus
1664170963.00,0,BSYS,2237588123,INFO,ss until ms 2237593123
1664170967.98,0,BSYS,2237593123,disable SM bus
1664170967.98,0,BSYS,2237593124,INFO,next ss et 1664171023
1664171023.00,0,BSYS,2237648225,enable SM bus
1664171023.00,0,BSYS,2237648226,INFO,ss until ms 2237653226
1664171027.99,0,BSYS,2237653226,disable SM bus
1664171027.99,0,BSYS,2237653227,INFO,next ss et 1664171083
1664171083.00,0,BSYS,2237708376,enable SM bus
1664171083.00,0,BSYS,2237708377,INFO,ss until ms 2237713377
1664171087.98,0,BSYS,2237713377,disable SM bus
1664171087.98,0,BSYS,2237713378,INFO,next ss et 1664171143
1664171143.00,0,BSYS,2237767732,enable SM bus
1664171143.00,0,BSYS,2237767733,INFO,ss until ms 2237772733
1664171148.46,0,BSYS,2237772733,disable SM bus
1664171148.46,0,BSYS,2237772734,INFO,next ss et 1664171203
1664171203.00,0,BSYS,2237827847,enable SM bus
1664171203.00,0,BSYS,2237827848,INFO,ss until ms 2237832848
1664171203.00,0,BSYS,2237827850,INFO,inc new sample
1664171203.00,0,BSYS,2237827851,INFO,sample 0 complete
1664171203.00,0,BSYS,2237827852,INFO,next ss et 1664171203
1664171203.00,0,BSYS,2237827854,INFO,next sa et 1664171803
1664171208.00,0,BSYS,2237832848,disable SM bus
1664171208.00,0,BSYS,2237832849,INFO,next ss et 1664171263
1664171263.00,0,BSYS,2237887953,enable SM bus
1664171263.00,0,BSYS,2237887954,INFO,ss until ms 2237892954
