GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1654170338.00,-14,-2197330,-170,-4586353
1654170398.40,-14,-2197304,-170,-4586377
1654170458.80,-14,-2197338,-170,-4586384
1654170519.20,-14,-2197311,-170,-4586400
1654170579.60,-14,-2197331,-170,-4586363
1654170640.00,-14,-2197330,-170,-4586346
1654170700.40,-14,-2197325,-170,-4586346
1654170760.80,-14,-2197285,-170,-4586359
1654170821.20,-14,-2197383,-170,-4586361
1654170881.60,-14,-2197351,-170,-4586398
1654170942.00,-14,-2197346,-170,-4586531
1654171002.40,-14,-2197369,-170,-4586617
1654171062.80,-14,-2197371,-170,-4586653
1654171122.40,-14,-2197385,-170,-4586627
1654171183.20,-14,-2197452,-170,-4586583
1654171243.60,-14,-2197442,-170,-4586454
1654171304.00,-14,-2197395,-170,-4586368
1654171364.40,-14,-2197406,-170,-4586322
1654171424.80,-14,-2197386,-170,-4586295
1654171485.20,-14,-2197403,-170,-4586215
1654171545.60,-14,-2197363,-170,-4586235
1654171606.00,-14,-2197357,-170,-4586257
1654171666.40,-14,-2197302,-170,-4586283
1654171726.80,-14,-2197305,-170,-4586276
1654171787.20,-14,-2197321,-170,-4586377
1654171847.20,-14,-2197319,-170,-4586446
1654171908.00,-14,-2197343,-170,-4586509
1654171968.40,-14,-2197361,-170,-4586551
1654172028.80,-14,-2197366,-170,-4586520
1654172089.20,-14,-2197322,-170,-4586540
1654172149.60,-14,-2197290,-170,-4586492
1654172210.00,-14,-2197303,-170,-4586474
1654172270.40,-14,-2197338,-170,-4586393
1654172330.80,-14,-2197265,-170,-4586385
1654172391.20,-14,-2197272,-170,-4586350
1654172451.60,-14,-2197206,-170,-4586308
1654172512.00,-14,-2197213,-170,-4586269
1654172572.40,-14,-2197188,-170,-4586291
1654172632.80,-14,-2197224,-170,-4586289
1654172693.20,-14,-2197234,-170,-4586327
1654172753.60,-14,-2197256,-170,-4586318
1654172814.00,-14,-2197290,-170,-4586386
1654172874.40,-14,-2197298,-170,-4586383
1654172934.80,-14,-2197258,-170,-4586311
1654172995.20,-14,-2197275,-170,-4586264
1654173055.60,-14,-2197273,-170,-4586294
1654173116.00,-14,-2197266,-170,-4586326
1654173176.40,-14,-2197237,-170,-4586361
1654173236.80,-14,-2197224,-170,-4586372
1654173297.20,-14,-2197210,-170,-4586358
1654173357.60,-14,-2197255,-170,-4586392
1654173418.00,-14,-2197264,-170,-4586441
1654173478.40,-14,-2197270,-170,-4586460
1654173538.80,-14,-2197309,-170,-4586495
1654173599.20,-14,-2197284,-170,-4586559
1654173659.60,-14,-2197257,-170,-4586528
1654173720.00,-14,-2197282,-170,-4586536
1654173780.40,-14,-2197290,-170,-4586528
1654173840.80,-14,-2197260,-170,-4586483
1654173901.20,-14,-2197207,-170,-4586457
1654173961.60,-14,-2197220,-170,-4586467
1654174022.00,-14,-2197226,-170,-4586485
1654174082.40,-14,-2197186,-170,-4586491
1654174142.80,-14,-2197215,-170,-4586478
1654174203.20,-14,-2197224,-170,-4586437
1654174263.60,-14,-2197240,-170,-4586381
1654174324.00,-14,-2197199,-170,-4586347
1654174384.40,-14,-2197190,-170,-4586330
1654174444.80,-14,-2197250,-170,-4586362
1654174505.20,-14,-2197261,-170,-4586377
1654174565.60,-14,-2197229,-170,-4586412
1654174626.00,-14,-2197160,-170,-4586426
1654174686.40,-14,-2197125,-170,-4586388
1654174746.80,-14,-2197135,-170,-4586383
1654174807.20,-14,-2197135,-170,-4586360
1654174867.60,-14,-2197198,-170,-4586352
1654174927.20,-14,-2197226,-170,-4586340
1654174988.00,-14,-2197192,-170,-4586319
1654175048.40,-14,-2197210,-170,-4586330
1654175108.80,-14,-2197198,-170,-4586324
1654175169.20,-14,-2197209,-170,-4586324
1654175229.60,-14,-2197199,-170,-4586254
1654175290.00,-14,-2197188,-170,-4586234
1654175350.40,-14,-2197147,-170,-4586202
1654175410.80,-14,-2197206,-170,-4586274
1654175471.20,-14,-2197234,-170,-4586260
1654175531.60,-14,-2197255,-170,-4586255
1654175592.00,-14,-2197232,-170,-4586126
1654175652.00,-14,-2197285,-170,-4586107
1654175712.80,-14,-2197265,-170,-4586088
1654175773.20,-14,-2197287,-170,-4586019
1654175833.60,-14,-2197268,-170,-4586039
1654175894.00,-14,-2197319,-170,-4586036
1654175954.40,-14,-2197310,-170,-4586011
1654176014.80,-14,-2197383,-170,-4586111
1654176075.20,-14,-2197345,-170,-4586004
1654176135.60,-14,-2197287,-170,-4585972
1654176196.00,-14,-2197214,-170,-4586019
1654176256.40,-14,-2197260,-170,-4586083
1654176316.80,-14,-2197244,-170,-4586107
1654176377.20,-14,-2197200,-170,-4586083
1654176437.60,-14,-2197245,-170,-4586112
1654176498.00,-14,-2197229,-170,-4586097
1654176558.40,-14,-2197240,-170,-4586075
1654176618.80,-14,-2197272,-170,-4586109
1654176679.20,-14,-2197277,-170,-4586067
1654176739.60,-14,-2197257,-170,-4586062
1654176800.00,-14,-2197267,-170,-4586135
1654176860.40,-14,-2197280,-170,-4586162
1654176920.80,-14,-2197257,-170,-4586125
1654176981.20,-14,-2197235,-170,-4586150
1654177041.60,-14,-2197245,-170,-4586126
1654177102.00,-14,-2197249,-170,-4586148
1654177162.40,-14,-2197275,-170,-4586112
1654177222.80,-14,-2197282,-170,-4586145
1654177283.20,-14,-2197297,-170,-4586081
1654177343.60,-14,-2197277,-170,-4586066
1654177404.00,-14,-2197305,-170,-4586090
1654177464.40,-14,-2197240,-170,-4586074
1654177524.80,-14,-2197251,-170,-4586093
1654177585.20,-14,-2197271,-170,-4586108
1654177645.60,-14,-2197230,-170,-4586085
1654177706.00,-14,-2197315,-170,-4586091
1654177766.40,-14,-2197313,-170,-4586059
1654177826.80,-14,-2197294,-170,-4585997
1654177887.20,-14,-2197324,-170,-4585944
1654177947.60,-14,-2197370,-170,-4585939
