GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1649702186.40,-14,-2197451,-170,-4586574
1649702246.80,-14,-2197443,-170,-4586634
1649702307.20,-14,-2197403,-170,-4586593
1649702367.60,-14,-2197445,-170,-4586579
1649702428.00,-14,-2197441,-170,-4586603
1649702488.40,-14,-2197445,-170,-4586608
1649702548.80,-14,-2197470,-170,-4586578
1649702609.20,-14,-2197398,-170,-4586550
1649702669.60,-14,-2197476,-170,-4586594
1649702730.00,-14,-2197468,-170,-4586567
1649702790.40,-14,-2197440,-170,-4586530
1649702850.80,-14,-2197462,-170,-4586551
1649702911.20,-14,-2197440,-170,-4586512
1649702971.60,-14,-2197436,-170,-4586541
1649703032.00,-14,-2197414,-170,-4586524
1649703092.40,-14,-2197401,-170,-4586583
1649703152.80,-14,-2197460,-170,-4586600
1649703213.20,-14,-2197435,-170,-4586571
1649703273.60,-14,-2197447,-170,-4586549
1649703334.00,-14,-2197467,-170,-4586561
1649703394.40,-14,-2197528,-170,-4586591
1649703454.80,-14,-2197428,-170,-4586565
1649703515.20,-14,-2197533,-170,-4586505
1649703575.60,-14,-2197534,-170,-4586518
1649703636.00,-14,-2197489,-170,-4586514
1649703696.40,-14,-2197466,-170,-4586527
1649703756.80,-14,-2197492,-170,-4586548
1649703817.20,-14,-2197468,-170,-4586515
1649703877.60,-14,-2197518,-170,-4586499
1649703938.00,-14,-2197483,-170,-4586476
1649703998.40,-14,-2197503,-170,-4586480
1649704058.80,-14,-2197604,-170,-4586479
1649704119.20,-14,-2197584,-170,-4586558
1649704179.60,-14,-2197692,-170,-4586574
1649704240.00,-14,-2197748,-170,-4586582
1649704300.40,-14,-2197846,-170,-4586690
1649704360.80,-14,-2197844,-170,-4586779
1649704421.20,-14,-2197858,-170,-4586845
1649704481.60,-14,-2197939,-170,-4586793
1649704542.00,-14,-2198019,-170,-4586811
1649704602.40,-14,-2198092,-170,-4586842
1649704662.80,-14,-2198197,-170,-4586863
1649704723.20,-14,-2198210,-170,-4586853
1649704783.60,-14,-2198120,-170,-4586843
1649704844.00,-14,-2198094,-170,-4586885
1649704904.40,-14,-2198129,-170,-4586801
1649704964.00,-14,-2198050,-170,-4586821
1649705024.80,-14,-2198002,-170,-4586777
1649705085.20,-14,-2198041,-170,-4586834
1649705145.60,-14,-2198028,-170,-4586806
1649705206.00,-14,-2197933,-170,-4586856
1649705266.40,-14,-2198060,-170,-4586828
1649705326.80,-14,-2197902,-170,-4586855
1649705387.20,-14,-2197918,-170,-4586828
1649705447.60,-14,-2197897,-170,-4586765
1649705508.00,-14,-2197867,-170,-4586796
1649705568.40,-14,-2197850,-170,-4586759
1649705628.80,-14,-2197825,-170,-4586706
1649705689.20,-14,-2197687,-170,-4586745
1649705749.60,-14,-2197673,-170,-4586736
1649705810.00,-14,-2197672,-170,-4586681
1649705870.80,-14,-2197681,-170,-4586643
1649705931.20,-14,-2197687,-170,-4586720
1649705991.60,-14,-2197709,-170,-4586676
1649706052.00,-14,-2197709,-170,-4586709
1649706112.40,-14,-2197665,-170,-4586682
1649706172.80,-14,-2197705,-170,-4586655
1649706233.20,-14,-2197600,-170,-4586596
1649706293.60,-14,-2197581,-170,-4586647
1649706354.00,-14,-2197631,-170,-4586655
1649706414.40,-14,-2197655,-170,-4586686
1649706474.80,-14,-2197641,-170,-4586724
1649706535.20,-14,-2197746,-170,-4586743
1649706595.60,-14,-2197785,-170,-4586757
1649706656.00,-14,-2197751,-170,-4586816
1649706716.40,-14,-2197707,-170,-4586780
1649706776.80,-14,-2197826,-170,-4586806
1649706837.20,-14,-2197731,-170,-4586799
1649706897.60,-14,-2197685,-170,-4586745
1649706958.00,-14,-2197654,-170,-4586751
1649707018.40,-14,-2197680,-170,-4586764
1649707078.80,-14,-2197599,-170,-4586749
1649707139.20,-14,-2197488,-170,-4586723
1649707199.60,-14,-2197568,-170,-4586685
1649707260.00,-14,-2197532,-170,-4586657
1649707320.40,-14,-2197528,-170,-4586645
1649707380.80,-14,-2197500,-170,-4586547
1649707441.20,-14,-2197415,-170,-4586553
1649707501.60,-14,-2197428,-170,-4586550
1649707562.00,-14,-2197433,-170,-4586555
1649707622.40,-14,-2197409,-170,-4586531
1649707682.80,-14,-2197440,-170,-4586495
1649707743.20,-14,-2197401,-170,-4586440
1649707803.60,-14,-2197421,-170,-4586497
1649707864.00,-14,-2197501,-170,-4586511
1649707924.40,-14,-2197479,-170,-4586630
1649707984.80,-14,-2197454,-170,-4586610
1649708045.20,-14,-2197415,-170,-4586614
1649708105.60,-14,-2197501,-170,-4586610
1649708166.00,-14,-2197440,-170,-4586674
1649708226.40,-14,-2197414,-170,-4586595
1649708286.80,-14,-2197446,-170,-4586563
1649708347.20,-14,-2197427,-170,-4586570
1649708407.60,-14,-2197453,-170,-4586549
1649708468.00,-14,-2197472,-170,-4586589
1649708528.40,-14,-2197474,-170,-4586668
1649708588.80,-14,-2197542,-170,-4586725
1649708649.20,-14,-2197531,-170,-4586776
1649708709.60,-14,-2197522,-170,-4586791
1649708770.00,-14,-2197461,-170,-4586778
1649708830.40,-14,-2197541,-170,-4586767
1649708890.80,-14,-2197573,-170,-4586793
1649708951.20,-14,-2197574,-170,-4586787
1649709011.60,-14,-2197594,-170,-4586794
1649709072.00,-14,-2197561,-170,-4586694
1649709132.40,-14,-2197569,-170,-4586688
1649709192.80,-14,-2197556,-170,-4586739
1649709253.20,-14,-2197658,-170,-4586792
1649709313.60,-14,-2197602,-170,-4586795
1649709374.00,-14,-2197601,-170,-4586768
1649709434.40,-14,-2197597,-170,-4586778
1649709495.20,-14,-2197658,-170,-4586791
1649709555.60,-14,-2197574,-170,-4586722
1649709616.00,-14,-2197536,-170,-4586767
1649709676.40,-14,-2197559,-170,-4586777
1649709736.80,-14,-2197638,-170,-4586814
1649709797.20,-14,-2197590,-170,-4586781
1649709857.60,-14,-2197600,-170,-4586752
1649709918.00,-14,-2197606,-170,-4586708
1649709978.40,-14,-2197563,-170,-4586696
1649710038.80,-14,-2197601,-170,-4586736
1649710099.20,-14,-2197634,-170,-4586760
1649710159.20,-14,-2197658,-170,-4586779
1649710220.00,-14,-2197589,-170,-4586798
1649710280.40,-14,-2197664,-170,-4586758
1649710340.80,-14,-2197679,-170,-4586724
1649710401.20,-14,-2197562,-170,-4586689
1649710461.60,-14,-2197573,-170,-4586720
1649710522.00,-14,-2197610,-170,-4586645
1649710582.40,-14,-2197600,-170,-4586681
1649710642.80,-14,-2197613,-170,-4586711
1649710703.20,-14,-2197616,-170,-4586768
1649710763.60,-14,-2197642,-170,-4586763
1649710824.00,-14,-2197586,-170,-4586769
1649710884.40,-14,-2197532,-170,-4586703
1649710944.80,-14,-2197626,-170,-4586716
1649711005.20,-14,-2197562,-170,-4586677
1649711065.60,-14,-2197630,-170,-4586691
1649711126.00,-14,-2197549,-170,-4586649
1649711186.40,-14,-2197602,-170,-4586659
1649711246.80,-14,-2197585,-170,-4586680
1649711307.20,-14,-2197586,-170,-4586622
1649711367.60,-14,-2197667,-170,-4586673
1649711428.00,-14,-2197639,-170,-4586713
1649711488.40,-14,-2197611,-170,-4586674
1649711548.80,-14,-2197610,-170,-4586717
1649711609.20,-14,-2197658,-170,-4586667
1649711669.60,-14,-2197563,-170,-4586648
1649711730.00,-14,-2197606,-170,-4586617
1649711790.40,-14,-2197604,-170,-4586562
1649711850.80,-14,-2197585,-170,-4586621
1649711911.20,-14,-2197636,-170,-4586653
1649711971.60,-14,-2197622,-170,-4586624
1649712032.00,-14,-2197549,-170,-4586632
1649712092.40,-14,-2197589,-170,-4586603
1649712152.80,-14,-2197612,-170,-4586740
1649712213.20,-14,-2197629,-170,-4586743
1649712273.60,-14,-2197588,-170,-4586806
1649712334.00,-14,-2197618,-170,-4586789
1649712394.40,-14,-2197608,-170,-4586847
1649712454.80,-14,-2197619,-170,-4586841
1649712515.20,-14,-2197552,-170,-4586811
1649712575.60,-14,-2197508,-170,-4586815
1649712636.00,-14,-2197485,-170,-4586771
1649712696.40,-14,-2197519,-170,-4586798
1649712756.80,-14,-2197552,-170,-4586831
1649712817.20,-14,-2197605,-170,-4586837
1649712877.60,-14,-2197572,-170,-4586827
1649712938.00,-14,-2197572,-170,-4586794
1649712998.40,-14,-2197625,-170,-4586779
1649713058.80,-14,-2197536,-170,-4586777
1649713119.20,-14,-2197541,-170,-4586807
1649713179.60,-14,-2197560,-170,-4586797
1649713240.00,-14,-2197531,-170,-4586739
1649713300.40,-14,-2197534,-170,-4586719
1649713360.80,-14,-2197532,-170,-4586754
1649713421.20,-14,-2197480,-170,-4586707
1649713481.60,-14,-2197561,-170,-4586697
1649713542.00,-14,-2197533,-170,-4586731
1649713602.40,-14,-2197513,-170,-4586762
1649713662.80,-14,-2197439,-170,-4586743
1649713723.20,-14,-2197437,-170,-4586709
1649713783.60,-14,-2197466,-170,-4586769
1649713844.00,-14,-2197509,-170,-4586832
1649713904.40,-14,-2197534,-170,-4586723
1649713964.00,-14,-2197518,-170,-4586775
1649714024.80,-14,-2197541,-170,-4586795
1649714085.20,-14,-2197527,-170,-4586749
1649714145.60,-14,-2197556,-170,-4586715
1649714206.00,-14,-2197564,-170,-4586723
1649714266.40,-14,-2197549,-170,-4586714
1649714326.80,-14,-2197565,-170,-4586706
1649714387.20,-14,-2197551,-170,-4586731
1649714447.60,-14,-2197592,-170,-4586714
1649714508.00,-14,-2197625,-170,-4586764
1649714568.40,-14,-2197647,-170,-4586722
1649714628.80,-14,-2197607,-170,-4586765
1649714689.20,-14,-2197642,-170,-4586763
1649714749.60,-14,-2197625,-170,-4586828
1649714810.00,-14,-2197665,-170,-4586837
