GPS_Epoch_Time(s),lat(deg),lat(min*1e5),long(deg),long(min*1e5)
1666425110.40,-14,-2198770,-170,-4586721
1666425171.20,-14,-2198769,-170,-4586735
1666425231.60,-14,-2198765,-170,-4586741
1666425292.00,-14,-2198764,-170,-4586719
1666425352.40,-14,-2198761,-170,-4586690
1666425412.80,-14,-2198749,-170,-4586708
1666425473.20,-14,-2198753,-170,-4586671
1666425533.60,-14,-2198752,-170,-4586662
1666425594.00,-14,-2198769,-170,-4586668
1666425654.40,-14,-2198786,-170,-4586700
1666425714.80,-14,-2198778,-170,-4586674
1666425775.20,-14,-2198794,-170,-4586661
1666425835.60,-14,-2198731,-170,-4586675
1666425896.00,-14,-2198757,-170,-4586704
1666425956.40,-14,-2198760,-170,-4586691
1666426016.80,-14,-2198791,-170,-4586683
1666426077.20,-14,-2198775,-170,-4586683
1666426137.60,-14,-2198777,-170,-4586663
1666426198.00,-14,-2198749,-170,-4586699
1666426258.40,-14,-2198778,-170,-4586725
1666426318.80,-14,-2198730,-170,-4586697
1666426379.20,-14,-2198754,-170,-4586692
1666426439.60,-14,-2198742,-170,-4586743
1666426500.00,-14,-2198712,-170,-4586730
1666426560.40,-14,-2198703,-170,-4586766
1666426620.80,-14,-2198691,-170,-4586753
1666426681.20,-14,-2198682,-170,-4586738
1666426741.60,-14,-2198678,-170,-4586770
1666426802.00,-14,-2198682,-170,-4586783
1666426862.40,-14,-2198698,-170,-4586780
1666426922.80,-14,-2198641,-170,-4586802
1666426982.80,-14,-2198644,-170,-4586818
1666427043.20,-14,-2198646,-170,-4586819
1666427103.60,-14,-2198662,-170,-4586807
1666427164.00,-14,-2198646,-170,-4586815
1666427224.40,-14,-2198593,-170,-4586843
1666427284.80,-14,-2198631,-170,-4586824
1666427345.20,-14,-2198614,-170,-4586877
1666427405.60,-14,-2198635,-170,-4586893
1666427466.00,-14,-2198568,-170,-4586872
1666427526.40,-14,-2198583,-170,-4586866
1666427586.80,-14,-2198565,-170,-4586861
1666427647.20,-14,-2198569,-170,-4586850
1666427707.60,-14,-2198599,-170,-4586851
1666427768.00,-14,-2198612,-170,-4586842
