millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
54474,1668886351.00,0.00,0.00,0.00,I
54642,1668886351.40,-47.37,16.09,38.43,I
54697,1668886351.80,-100.36,127.82,72.84,I
54753,1668886352.20,-61.88,181.44,135.38,I
55128,1668886352.60,-59.79,154.00,117.96,I
55531,1668886353.00,-169.05,194.16,45.55,I
55937,1668886353.40,-220.26,204.28,111.02,I
56330,1668886353.80,-223.51,125.42,160.37,I
56731,1668886354.20,-93.14,106.24,90.05,I
57126,1668886354.60,-1.20,70.79,160.13,I
57524,1668886355.00,74.11,6.78,183.76,I
57923,1668886355.40,182.69,84.72,247.08,I
58331,1668886355.80,171.57,175.45,63.44,I
58724,1668886356.20,96.65,110.66,-188.48,I
59121,1668886356.60,114.14,-11.55,-317.15,I
59531,1668886357.00,158.76,-95.08,-361.76,I
59934,1668886357.40,144.44,-228.86,-229.41,I
61067,1668886357.80,145.52,-317.65,-107.80,I
61153,1668886358.20,97.07,-236.71,-26.74,I
61204,1668886358.60,-56.36,29.85,24.60,I
61528,1668886359.00,-81.53,92.77,-32.15,I
61927,1668886359.40,-4.99,-8.19,-172.55,I
62316,1668886359.80,-37.97,-58.82,-185.57,I
62724,1668886360.20,-111.56,-1.86,-169.20,I
63139,1668886360.60,-119.46,8.76,-189.23,I
63522,1668886361.00,-122.62,32.01,-286.01,I
63930,1668886361.40,-121.72,-50.49,-268.47,I
64317,1668886361.80,9.50,-315.19,-119.01, 
64720,1668886362.20,36.03,-341.08,45.71, 
65144,1668886362.60,26.27,-291.54,-13.17, 
65525,1668886363.00,81.44,-360.87,-46.28, 
66013,1668886363.40,124.85,-458.32,-1.60, 
66324,1668886363.80,46.94,-395.03,-2.67, 
66725,1668886364.20,16.33,-302.80,50.82, 
67143,1668886364.60,70.74,-302.31,77.19, 
67514,1668886365.00,50.88,-260.48,25.81, 
67923,1668886365.40,96.95,-252.06,101.75, 
68321,1668886365.80,260.88,-286.23,178.88, 
68722,1668886366.20,211.65,-140.61,158.62, 
69242,1668886366.60,6.50,65.12,100.71, 
69519,1668886367.00,-45.89,68.98,22.66, 
69920,1668886367.40,7.47,8.34,-211.98, 
70322,1668886367.80,-12.82,-36.48,-285.39, 
70721,1668886368.20,-45.27,-50.51,-257.92, 
71110,1668886368.60,-86.75,-40.21,-85.36, 
71520,1668886369.00,-118.41,137.90,36.52, 
71919,1668886369.40,-141.36,232.29,196.53, 
72318,1668886369.80,-61.94,143.86,370.11, 
72714,1668886370.20,51.51,57.18,458.37, 
73117,1668886370.60,93.25,155.21,490.94, 
73508,1668886371.00,124.72,250.81,395.26, 
73912,1668886371.40,100.64,392.24,242.88, 
74309,1668886371.80,125.31,418.63,104.18, 
74706,1668886372.20,110.59,400.86,13.17, 
75114,1668886372.60,48.33,315.36,21.23, 
75515,1668886373.00,59.09,193.04,10.19, 
75905,1668886373.40,50.30,207.09,42.09, 
76304,1668886373.80,41.11,264.67,16.50, 
76716,1668886374.20,62.97,306.42,-41.33, 
77113,1668886374.60,31.38,318.07,-141.65, 
77514,1668886375.00,-92.54,337.04,-257.67, 
77916,1668886375.40,-94.75,230.48,-335.25, 
78315,1668886375.80,-111.83,57.31,-250.34, 
78702,1668886376.20,-77.80,-17.39,-226.03, 
79101,1668886376.60,-65.09,52.75,-221.03, 
79501,1668886377.00,-69.68,41.69,-208.06, 
79910,1668886377.40,-72.78,63.03,-94.81, 
80310,1668886377.80,-59.36,160.70,-38.33, 
80709,1668886378.20,-79.37,20.49,-189.34, 
81108,1668886378.60,-94.39,-77.92,-82.31, 
81498,1668886379.00,-58.50,-90.67,-6.39, 
81909,1668886379.40,-28.96,-166.66,-124.97, 
82309,1668886379.80,-35.46,-323.78,-83.11, 
82698,1668886380.20,-56.40,-312.55,121.56, 
83099,1668886380.60,-41.02,-216.22,343.30, 
83505,1668886381.00,-12.87,-84.70,426.16, 
83906,1668886381.40,25.82,-10.75,465.03, 
84297,1668886381.80,24.76,64.60,604.81, 
84707,1668886382.20,70.46,8.91,450.80, 
85096,1668886382.60,73.04,28.90,255.03, 
85493,1668886383.00,57.86,59.93,227.02, 
85970,1668886383.40,91.24,34.72,134.43, 
86306,1668886383.80,115.34,111.41,57.00, 
86693,1668886384.20,115.22,87.48,-100.66, 
87095,1668886384.60,95.50,16.28,-264.73, 
87502,1668886385.00,46.03,56.08,-146.89, 
87902,1668886385.40,19.22,101.69,1.62, 
88291,1668886385.80,11.09,85.58,16.01, 
88702,1668886386.20,35.05,102.36,-111.48, 
89102,1668886386.60,19.79,161.05,-229.32, 
89501,1668886387.00,5.52,120.44,-314.32, 
89892,1668886387.40,8.39,83.05,-320.73, 
90302,1668886387.80,-102.01,48.83,-390.49, 
90699,1668886388.20,-254.33,1.66,-440.20, 
91092,1668886388.60,-308.02,-71.08,-255.00, 
91500,1668886389.00,-281.07,-49.27,-127.15, 
91887,1668886389.40,-253.98,-66.49,-26.34, 
92299,1668886389.80,-180.52,-212.93,-16.28, 
92688,1668886390.20,-37.18,-344.39,70.99, 
93100,1668886390.60,-32.91,-378.39,33.28, 
93487,1668886391.00,-59.73,-333.94,57.01, 
93886,1668886391.40,-63.44,-324.48,56.17, 
94287,1668886391.80,-80.58,-262.40,-100.23, 
94699,1668886392.20,-75.81,-288.65,-158.05, 
95088,1668886392.60,-101.67,-270.35,-270.27, 
95483,1668886393.00,-119.20,-201.11,-99.81, 
95895,1668886393.40,-34.71,-188.67,90.16, 
96294,1668886393.80,51.25,-256.58,204.11, 
96681,1668886394.20,57.02,-220.83,275.92, 
97081,1668886394.60,61.79,-153.26,193.20, 
97486,1668886395.00,145.16,-240.93,204.36, 
97896,1668886395.40,210.11,-254.20,306.39, 
98283,1668886395.80,226.48,-190.06,285.67, 
98693,1668886396.20,219.34,-82.71,138.85, 
99092,1668886396.60,130.67,108.22,220.00, 
99491,1668886397.00,40.87,345.11,210.24, 
99883,1668886397.40,46.75,415.99,138.17, 
100290,1668886397.80,20.13,450.08,107.70, 
100679,1668886398.20,44.85,372.96,157.49, 
101089,1668886398.60,79.76,206.05,205.98, 
101482,1668886399.00,58.54,332.37,149.27, 
101890,1668886399.40,40.04,444.07,61.85, 
102279,1668886399.80,8.85,409.69,-15.44, 
102676,1668886400.20,29.79,357.55,-130.40, 
103077,1668886400.60,14.28,307.81,-137.19, 
103483,1668886401.00,48.49,244.50,-225.87, 
103884,1668886401.40,122.66,171.26,-310.18, 
104282,1668886401.80,68.03,139.56,-370.94, 
104685,1668886402.20,116.71,44.15,-317.20, 
105078,1668886402.60,152.28,-117.42,-177.73, 
105486,1668886403.00,65.52,-197.18,-257.29, 
105943,1668886403.40,39.66,-340.81,-382.65, 
106276,1668886403.80,1.43,-350.78,-221.58, 
106700,1668886404.20,-45.96,-221.62,-115.42, 
107100,1668886404.60,-84.48,-80.77,-61.56, 
107489,1668886405.00,-131.08,-15.63,62.83, 
107888,1668886405.40,-199.10,19.60,65.07, 
108298,1668886405.80,-234.36,47.03,113.15, 
108697,1668886406.20,-195.81,-79.90,160.21, 
109094,1668886406.60,-223.74,-196.46,39.04, 
109492,1668886407.00,-241.52,-285.89,-124.22, 
109891,1668886407.40,-155.69,-318.20,-266.64, 
110297,1668886407.80,-99.17,-270.49,-78.80, 
110696,1668886408.20,-82.37,-225.36,86.74, 
111087,1668886408.60,-18.98,-118.55,299.65, 
111495,1668886409.00,49.22,169.75,565.32, 
111894,1668886409.40,71.53,414.96,537.14, 
112283,1668886409.80,42.23,406.32,417.96, 
112693,1668886410.20,2.50,457.39,325.12, 
113086,1668886410.60,17.86,455.41,181.58, 
113491,1668886411.00,46.67,345.04,38.55, 
113891,1668886411.40,53.45,263.95,-29.68, 
114290,1668886411.80,74.56,142.40,-52.59, 
114692,1668886412.20,59.26,171.22,10.48, 
115095,1668886412.60,46.31,270.54,100.88, 
115496,1668886413.00,115.01,161.09,70.76, 
115892,1668886413.40,168.05,-32.46,-94.85, 
116289,1668886413.80,142.83,-25.76,-230.58, 
116690,1668886414.20,151.72,-72.29,-303.49, 
117080,1668886414.60,123.20,-143.53,-339.29, 
117487,1668886415.00,18.64,-119.49,-447.81, 
117889,1668886415.40,-50.00,-182.11,-353.45, 
118292,1668886415.80,-9.68,-231.40,-228.38, 
