millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
55801,1668641659.00,0.00,0.00,0.00,I
55969,1668641659.40,0.00,16.09,-107.24,I
56020,1668641659.80,-47.37,77.77,-110.38,I
56111,1668641660.20,-5.63,158.53,22.91,I
56510,1668641660.60,76.29,170.41,101.89,I
56909,1668641661.00,75.99,158.74,103.35,I
57313,1668641661.40,90.09,129.07,80.90,I
57706,1668641661.80,115.31,85.39,45.89,I
58107,1668641662.20,116.56,-1.83,55.11,I
58509,1668641662.60,130.57,-89.08,34.27,I
58912,1668641663.00,138.20,-191.41,24.56,I
59310,1668641663.40,188.61,-204.22,-35.04,I
59705,1668641663.80,128.06,-162.59,-48.45,I
60798,1668641664.20,106.51,-126.24,2.33,I
60884,1668641664.60,69.10,-94.70,-3.75,I
60938,1668641665.00,-26.84,-51.49,-3.46,I
61304,1668641665.40,-57.80,-31.91,76.11,I
61714,1668641665.80,-35.95,33.58,101.26,I
62103,1668641666.20,-19.61,36.16,-25.15,I
62517,1668641666.60,-8.03,5.18,-13.91,I
62906,1668641667.00,-0.58,-102.12,-4.24,I
63313,1668641667.40,19.45,-38.51,-124.72,I
63703,1668641667.80,-77.83,-19.67,-175.28,I
64106,1668641668.20,-268.86,-102.32,-277.49,I
64507,1668641668.60,-418.09,-83.93,-328.30,I
64907,1668641669.00,-449.65,15.22,-176.36,I
65308,1668641669.40,-386.46,44.78,22.61,I
65701,1668641669.80,-327.61,-13.41,104.95, 
66101,1668641670.20,-288.19,-42.41,39.19, 
66512,1668641670.60,-154.82,-48.19,74.10, 
66904,1668641671.00,-91.64,-35.14,86.15, 
67301,1668641671.40,-84.10,-39.37,159.04, 
67702,1668641671.80,-28.21,-74.27,275.42, 
68098,1668641672.20,18.90,-50.68,238.82, 
68696,1668641672.60,41.94,-13.63,275.71, 
68900,1668641673.00,-1.27,17.37,190.73, 
69308,1668641673.40,-66.24,75.95,81.01, 
69709,1668641673.80,-131.02,89.20,-45.48, 
70105,1668641674.20,-177.95,98.78,-192.55, 
70498,1668641674.60,-98.41,89.03,-207.09, 
70901,1668641675.00,-76.21,79.94,-185.38, 
71309,1668641675.40,-37.70,169.80,-248.33, 
71706,1668641675.80,124.05,189.41,-189.80, 
72095,1668641676.20,189.87,135.93,-138.49, 
72505,1668641676.60,130.73,73.91,-66.15, 
72902,1668641677.00,178.08,54.51,-28.40, 
73306,1668641677.40,231.01,53.51,45.23, 
73693,1668641677.80,270.94,35.03,45.04, 
74106,1668641678.20,204.56,-30.23,-91.23, 
74496,1668641678.60,164.90,-82.44,-180.77, 
74903,1668641679.00,66.87,-122.98,-172.57, 
75302,1668641679.40,-43.77,-153.15,-117.17, 
75694,1668641679.80,-33.41,-141.10,-19.52, 
76093,1668641680.20,-22.68,-144.40,109.13, 
76496,1668641680.60,19.46,-193.69,73.92, 
76900,1668641681.00,134.15,-195.42,64.40, 
77293,1668641681.40,224.90,-158.68,149.81, 
77705,1668641681.80,294.23,-108.59,208.36, 
78102,1668641682.20,328.44,-80.85,261.76, 
78495,1668641682.60,254.65,-71.44,326.52, 
78901,1668641683.00,236.64,-12.46,233.24, 
79292,1668641683.40,232.98,152.13,162.32, 
79695,1668641683.80,129.73,233.32,54.28, 
80089,1668641684.20,59.39,244.73,-43.80, 
80500,1668641684.60,-15.40,249.68,-80.86, 
80902,1668641685.00,-140.47,249.00,-121.72, 
81287,1668641685.40,-126.12,211.31,-95.82, 
81688,1668641685.80,-50.21,176.61,-50.76, 
82092,1668641686.20,-36.43,79.53,44.52, 
82491,1668641686.60,54.15,-0.40,169.92, 
82903,1668641687.00,140.82,16.39,287.10, 
83288,1668641687.40,222.27,12.94,344.72, 
83685,1668641687.80,233.10,-6.72,281.34, 
84099,1668641688.20,124.13,-22.90,130.78, 
84490,1668641688.60,126.68,-3.76,-78.73, 
84905,1668641689.00,91.44,44.16,-198.75, 
85288,1668641689.40,-52.21,47.93,-243.39, 
85696,1668641689.80,-136.79,-16.05,-279.06, 
86093,1668641690.20,-172.11,-2.54,-244.78, 
86495,1668641690.60,-215.29,-8.53,-190.56, 
86906,1668641691.00,-231.45,-30.05,-152.53, 
87289,1668641691.40,-130.60,-47.46,-70.88, 
87685,1668641691.80,31.67,-29.01,1.20, 
88092,1668641692.20,78.81,34.81,-66.38, 
88496,1668641692.60,96.81,51.36,-75.52, 
88885,1668641693.00,28.32,30.46,-46.45, 
89280,1668641693.40,-45.61,12.06,-24.80, 
89681,1668641693.80,4.55,45.17,-25.62, 
90081,1668641694.20,-22.07,4.39,26.22, 
90490,1668641694.60,-156.20,-111.81,28.89, 
90886,1668641695.00,-182.27,-187.58,-107.15, 
91289,1668641695.40,-171.00,-146.88,-151.19, 
91688,1668641695.80,-271.02,-177.00,-207.89, 
92080,1668641696.20,-298.74,-164.74,-165.09, 
92481,1668641696.60,-283.59,-103.32,-35.10, 
92889,1668641697.00,-235.77,-100.16,96.90, 
93288,1668641697.40,-144.55,-111.45,273.20, 
93677,1668641697.80,-84.58,-101.75,293.28, 
94081,1668641698.20,-18.62,-140.50,260.54, 
94482,1668641698.60,18.62,-151.81,193.82, 
94887,1668641699.00,-14.42,-107.58,124.23, 
95275,1668641699.40,-25.31,-84.79,113.49, 
95686,1668641699.80,-112.89,-47.35,80.27, 
96088,1668641700.20,-116.02,83.40,17.09, 
96487,1668641700.60,11.37,154.74,85.77, 
96880,1668641701.00,65.61,144.61,103.97, 
97271,1668641701.40,92.15,166.59,-22.54, 
97683,1668641701.80,49.36,181.49,-67.60, 
98072,1668641702.20,-33.86,190.15,-169.66, 
98494,1668641702.60,-99.39,193.38,-200.67, 
98883,1668641703.00,-149.19,143.65,-213.13, 
99272,1668641703.40,-152.89,165.79,-203.00, 
99684,1668641703.80,-183.64,212.69,-58.52, 
100083,1668641704.20,-124.29,178.92,20.92, 
100472,1668641704.60,-72.35,163.12,134.09, 
100882,1668641705.00,-11.20,129.61,198.44, 
101269,1668641705.40,40.04,50.22,148.71, 
101681,1668641705.80,3.63,-0.06,71.79, 
102090,1668641706.20,23.78,-91.24,-40.62, 
102494,1668641706.60,26.33,-214.10,-112.94, 
102885,1668641707.00,29.95,-243.33,-161.29, 
103286,1668641707.40,64.75,-213.54,-266.91, 
103684,1668641707.80,109.50,-235.08,-314.88, 
104089,1668641708.20,113.82,-280.92,-229.36, 
104482,1668641708.60,69.45,-261.78,-255.42, 
104890,1668641709.00,-30.05,-224.52,-346.78, 
105281,1668641709.40,-42.87,-189.27,-313.75, 
105691,1668641709.80,-82.32,-156.07,-229.44, 
106080,1668641710.20,-126.03,-108.87,-82.15, 
106483,1668641710.60,-60.28,-99.50,70.72, 
106889,1668641711.00,11.57,-40.05,172.10, 
107290,1668641711.40,71.65,10.17,385.39, 
107681,1668641711.80,169.25,51.97,393.89, 
108079,1668641712.20,198.18,86.11,346.52, 
108498,1668641712.60,267.72,129.41,341.60, 
108886,1668641713.00,208.95,146.83,260.43, 
109285,1668641713.40,62.58,192.13,267.83, 
109684,1668641713.80,-22.32,192.45,289.41, 
110086,1668641714.20,-104.34,222.59,146.31, 
110481,1668641714.60,-133.88,258.73,121.51, 
110884,1668641715.00,-88.32,217.23,224.05, 
111278,1668641715.40,63.12,163.20,314.46, 
111687,1668641715.80,153.23,116.10,264.05, 
112076,1668641716.20,240.32,140.61,214.83, 
112474,1668641716.60,387.20,139.58,165.44, 
112887,1668641717.00,401.42,70.49,-81.77, 
113274,1668641717.40,326.27,109.91,-314.35, 
113684,1668641717.80,418.28,72.65,-313.66, 
114094,1668641718.20,466.59,-124.65,-384.72, 
114483,1668641718.60,351.23,-199.33,-564.08, 
114870,1668641719.00,265.55,-173.88,-552.26, 
115275,1668641719.40,172.85,-166.76,-397.35, 
115685,1668641719.80,11.76,-109.93,-310.03, 
116084,1668641720.20,-56.09,-45.60,-224.69, 
116484,1668641720.60,-128.24,22.55,-62.82, 
116873,1668641721.00,-170.05,93.16,31.99, 
117280,1668641721.40,-123.96,147.13,187.23, 
117680,1668641721.80,-86.95,88.09,215.83, 
118069,1668641722.20,-57.95,69.99,61.59, 
118499,1668641722.60,-98.58,118.94,-93.08, 
118867,1668641723.00,-179.82,104.23,-190.13, 
119279,1668641723.40,-243.48,7.33,-151.05, 
119681,1668641723.80,-307.51,-105.23,-141.01, 
120068,1668641724.20,-321.87,-194.80,-130.08, 
120469,1668641724.60,-311.76,-197.66,7.58, 
120897,1668641725.00,-281.84,-245.98,213.61, 
121268,1668641725.40,-205.91,-182.82,309.02, 
121665,1668641725.80,-12.19,-45.68,389.28, 
122075,1668641726.20,127.14,-34.34,321.13, 
122470,1668641726.60,155.38,-90.12,147.49, 
122880,1668641727.00,95.50,-133.17,13.37, 
123277,1668641727.40,107.28,-147.92,-175.60, 
123668,1668641727.80,67.09,-156.43,-166.59, 
124076,1668641728.20,-15.84,-95.16,-43.47, 
124469,1668641728.60,-4.39,-107.77,124.84, 
124862,1668641729.00,-11.34,-114.81,168.38, 
125263,1668641729.40,-2.54,-52.70,112.50, 
125663,1668641729.80,3.50,16.30,131.65, 
126072,1668641730.20,7.18,39.34,167.46, 
126472,1668641730.60,-53.72,74.19,142.35, 
126869,1668641731.00,-150.75,216.91,98.19, 
127264,1668641731.40,-258.42,262.30,117.27, 
127672,1668641731.80,-259.40,293.60,181.11, 
128061,1668641732.20,-270.95,279.47,249.70, 
128458,1668641732.60,-147.35,212.72,131.69, 
128868,1668641733.00,-44.66,121.86,39.66, 
129267,1668641733.40,-24.27,28.60,-161.95, 
129669,1668641733.80,72.76,-30.74,-276.32, 
130068,1668641734.20,101.32,-95.55,-270.61, 
130467,1668641734.60,27.79,-162.39,-339.09, 
130871,1668641735.00,95.58,-230.12,-385.62, 
131264,1668641735.40,132.14,-229.78,-402.30, 
131665,1668641735.80,64.09,-224.61,-278.85, 
132063,1668641736.20,119.05,-248.40,-233.77, 
132456,1668641736.60,81.88,-180.15,-98.42, 
132861,1668641737.00,-62.46,-87.50,82.51, 
133261,1668641737.40,-1.82,-27.15,227.30, 
133666,1668641737.80,127.17,40.09,330.82, 
134066,1668641738.20,4.22,94.42,273.52, 
134455,1668641738.60,16.08,88.03,274.89, 
134858,1668641739.00,24.94,49.96,224.58, 
135258,1668641739.40,-63.55,19.44,83.54, 
135657,1668641739.80,-117.34,11.70,35.23, 
136050,1668641740.20,-125.91,6.33,-59.30, 
136454,1668641740.60,-210.45,68.23,-104.83, 
136859,1668641741.00,-273.39,100.49,-108.18, 
137252,1668641741.40,-236.83,125.14,-48.00, 
137662,1668641741.80,-138.76,193.09,15.42, 
138051,1668641742.20,-55.77,193.95,76.51, 
138452,1668641742.60,-2.56,142.52,5.64, 
138852,1668641743.00,41.78,114.40,29.71, 
139259,1668641743.40,31.59,57.13,90.04, 
139649,1668641743.80,40.47,-40.27,29.68, 
140058,1668641744.20,127.00,-166.85,-14.54, 
140460,1668641744.60,227.36,-231.72,39.14, 
140855,1668641745.00,239.89,-229.32,79.84, 
141258,1668641745.40,277.95,-237.93,40.34, 
141660,1668641745.80,239.67,-141.35,-34.13, 
142057,1668641746.20,140.66,-59.63,2.59, 
142458,1668641746.60,90.47,-7.53,-16.21, 
142860,1668641747.00,16.00,101.98,-62.16, 
143253,1668641747.40,19.23,205.06,36.49, 
143654,1668641747.80,68.56,170.07,122.92, 
144056,1668641748.20,106.35,204.52,50.08, 
144449,1668641748.60,149.99,343.68,0.21, 
144855,1668641749.00,117.64,431.13,-93.68, 
145256,1668641749.40,8.74,459.44,-251.15, 
145653,1668641749.80,-31.48,388.11,-227.16, 
146053,1668641750.20,-47.95,256.54,-97.19, 
146454,1668641750.60,-30.69,28.09,-86.82, 
146851,1668641751.00,15.05,-108.92,-202.83, 
147247,1668641751.40,66.51,-152.65,-200.27, 
147654,1668641751.80,41.82,-252.79,-129.20, 
148039,1668641752.20,4.74,-280.48,-119.76, 
148447,1668641752.60,20.14,-331.37,-95.41, 
148848,1668641753.00,14.66,-333.23,35.30, 
149241,1668641753.40,24.68,-311.38,54.59, 
149651,1668641753.80,79.00,-353.68,34.13, 
150050,1668641754.20,8.46,-330.72,-9.73, 
150441,1668641754.60,-49.93,-239.37,32.30, 
150841,1668641755.00,-81.24,-159.96,56.49, 
151234,1668641755.40,-106.20,-107.64,50.65, 
151640,1668641755.80,-173.67,-111.00,90.50, 
152039,1668641756.20,-241.43,-60.42,61.50, 
152438,1668641756.60,-259.40,65.54,131.56, 
152848,1668641757.00,-252.81,183.14,210.59, 
153247,1668641757.40,-242.40,259.16,203.69, 
153647,1668641757.80,-212.69,282.94,145.65, 
154048,1668641758.20,-105.27,313.11,133.40, 
154449,1668641758.60,-79.71,315.19,72.13, 
154839,1668641759.00,-41.54,310.33,-2.24, 
155246,1668641759.40,-39.55,299.58,68.16, 
155635,1668641759.80,10.35,333.03,107.37, 
156045,1668641760.20,51.16,269.34,186.69, 
156434,1668641760.60,99.88,145.65,142.49, 
156848,1668641761.00,185.99,25.35,33.91, 
157245,1668641761.40,251.76,-90.69,-35.62, 
157646,1668641761.80,203.89,-199.90,-106.32, 
158035,1668641762.20,129.98,-268.95,-143.29, 
158433,1668641762.60,83.93,-237.87,-186.23, 
158836,1668641763.00,187.98,-193.00,-83.57, 
159242,1668641763.40,250.84,-186.04,55.12, 
159631,1668641763.80,198.55,-161.13,-23.40, 
160040,1668641764.20,104.77,-72.98,-196.68, 
160438,1668641764.60,-6.19,15.85,-267.75, 
160829,1668641765.00,-48.17,53.27,-273.76, 
161239,1668641765.40,-130.44,130.81,-299.47, 
161638,1668641765.80,-194.87,91.24,-262.23, 
162035,1668641766.20,-195.14,-25.48,-238.37, 
162437,1668641766.60,-97.21,-69.29,-217.31, 
162838,1668641767.00,-144.13,-136.75,-233.43, 
163237,1668641767.40,-211.27,-188.50,-194.63, 
163631,1668641767.80,-133.83,-128.89,-59.52, 
164028,1668641768.20,-147.45,-159.80,43.77, 
164429,1668641768.60,-92.37,-214.14,209.66, 
164827,1668641769.00,-29.68,-268.83,230.77, 
165234,1668641769.40,-72.97,-223.92,140.45, 
165632,1668641769.80,-121.53,-181.96,168.10, 
166029,1668641770.20,-221.36,-142.95,91.19, 
166428,1668641770.60,-279.41,-58.61,13.31, 
166828,1668641771.00,-237.92,-85.22,78.41, 
167237,1668641771.40,-102.81,-53.49,147.71, 
168226,1668641771.80,42.19,-73.80,228.56, 
168278,1668641772.20,143.81,-36.93,331.87, 
168425,1668641772.60,192.28,94.30,388.89, 
168826,1668641773.00,181.72,216.14,366.84, 
169222,1668641773.40,186.40,262.41,340.29, 
169631,1668641773.80,157.41,278.97,269.98, 
170022,1668641774.20,210.90,338.03,239.80, 
170432,1668641774.60,250.48,379.45,192.01, 
170821,1668641775.00,261.65,372.26,88.75, 
171218,1668641775.40,249.45,325.73,7.35, 
171630,1668641775.80,188.04,281.21,-188.05, 
172015,1668641776.20,134.65,206.67,-370.47, 
172423,1668641776.60,119.01,75.32,-443.43, 
172820,1668641777.00,135.55,49.40,-415.77, 
173221,1668641777.40,97.79,26.22,-294.96, 
173631,1668641777.80,33.20,54.78,-217.78, 
174034,1668641778.20,-149.03,108.02,-244.82, 
174428,1668641778.60,-196.38,129.65,-69.43, 
174827,1668641779.00,-120.02,44.79,34.13, 
175228,1668641779.40,-88.93,-26.38,67.15, 
175626,1668641779.80,34.01,-36.85,75.90, 
176017,1668641780.20,131.40,-111.95,69.39, 
176420,1668641780.60,94.35,-171.95,-0.25, 
176816,1668641781.00,30.53,-201.43,-21.61, 
177219,1668641781.40,24.29,-255.62,-47.55, 
177616,1668641781.80,-44.76,-279.02,-66.70, 
178026,1668641782.20,-100.11,-259.90,-57.56, 
178421,1668641782.60,-159.29,-255.88,0.10, 
178814,1668641783.00,-204.00,-231.55,91.00, 
179224,1668641783.40,-268.07,-175.03,103.75, 
179625,1668641783.80,-202.93,-109.71,8.75, 
180023,1668641784.20,-161.29,-37.64,8.09, 
180422,1668641784.60,-123.93,54.46,13.40, 
180811,1668641785.00,-75.41,143.66,60.00, 
181239,1668641785.40,-64.40,114.07,126.15, 
181620,1668641785.80,-6.74,71.93,171.56, 
182024,1668641786.20,105.05,36.61,176.78, 
182423,1668641786.60,82.58,7.47,86.85, 
182827,1668641787.00,78.87,16.06,160.12, 
183216,1668641787.40,74.99,6.45,210.52, 
183613,1668641787.80,86.17,14.62,106.25, 
184025,1668641788.20,126.06,86.91,57.81, 
184414,1668641788.60,123.62,109.76,112.25, 
184813,1668641789.00,72.82,60.16,130.74, 
185225,1668641789.40,-17.56,66.92,11.65, 
185626,1668641789.80,5.24,87.34,39.38, 
186025,1668641790.20,152.26,68.12,111.76, 
186396,1668641790.60,186.44,2.20,1.91, 
186806,1668641791.00,177.42,-101.57,-105.23, 
187205,1668641791.40,165.83,-199.42,-129.21, 
187592,1668641791.80,120.90,-207.97,-202.94, 
188012,1668641792.20,33.89,-178.39,-172.69, 
188403,1668641792.60,9.62,-85.53,-250.73, 
188807,1668641793.00,-74.70,24.05,-312.66, 
189206,1668641793.40,-174.04,29.44,-278.62, 
189595,1668641793.80,-170.51,33.36,-282.34, 
190021,1668641794.20,-164.79,3.81,-211.30, 
190404,1668641794.60,-157.22,-52.84,-115.45, 
190793,1668641795.00,-117.73,-79.89,-45.34, 
191203,1668641795.40,-35.44,-83.38,-68.75, 
191598,1668641795.80,-47.44,-83.87,-86.98, 
191995,1668641796.20,-152.58,-114.85,-91.57, 
192401,1668641796.60,-136.94,-152.46,5.31, 
192792,1668641797.00,-105.89,-145.19,211.02, 
193204,1668641797.40,-78.17,-37.48,379.67, 
193677,1668641797.80,-38.38,35.08,461.78, 
193990,1668641798.20,27.30,-37.35,536.49, 
194398,1668641798.60,112.35,-43.00,408.97, 
194801,1668641799.00,162.74,69.48,181.27, 
195190,1668641799.40,121.51,126.80,-13.22, 
195590,1668641799.80,116.55,122.47,11.55, 
195987,1668641800.20,95.04,117.81,-50.31, 
196399,1668641800.60,90.97,195.08,-120.43, 
196788,1668641801.00,101.73,203.90,-138.38, 
197187,1668641801.40,76.65,273.57,-185.46, 
197597,1668641801.80,134.04,290.97,-207.32, 
197986,1668641802.20,224.88,249.60,-252.92, 
198387,1668641802.60,195.49,194.67,-300.17, 
198797,1668641803.00,55.71,194.98,-337.50, 
199196,1668641803.40,20.60,223.17,-410.28, 
199587,1668641803.80,-24.64,173.57,-340.45, 
199987,1668641804.20,-61.86,30.15,-266.25, 
200394,1668641804.60,-156.17,-87.24,-315.68, 
200796,1668641805.00,-261.90,-115.11,-256.26, 
201193,1668641805.40,-342.06,-120.53,-115.71, 
201590,1668641805.80,-303.02,-189.06,177.43, 
201988,1668641806.20,-186.69,-225.19,397.13, 
202395,1668641806.60,-24.85,-233.40,382.12, 
202797,1668641807.00,105.76,-219.65,212.71, 
203186,1668641807.40,95.82,-204.37,63.14, 
203591,1668641807.80,-24.93,-187.91,-91.52, 
203988,1668641808.20,-88.95,-122.31,-126.19, 
204386,1668641808.60,-74.72,-131.12,-5.58, 
204793,1668641809.00,-46.17,-86.61,166.45, 
205189,1668641809.40,42.49,-96.66,274.01, 
205594,1668641809.80,97.00,-134.88,252.19, 
205983,1668641810.20,90.69,-31.11,181.28, 
206385,1668641810.60,148.22,20.85,162.52, 
206780,1668641811.00,126.85,47.16,184.87, 
207192,1668641811.40,28.18,68.41,131.33, 
207581,1668641811.80,-19.61,85.08,109.01, 
207982,1668641812.20,-57.74,49.39,60.22, 
208379,1668641812.60,-71.16,36.77,133.22, 
208791,1668641813.00,-17.90,10.72,181.48, 
209180,1668641813.40,-53.48,-26.44,139.79, 
209577,1668641813.80,-112.98,-5.51,90.08, 
209985,1668641814.20,-109.82,77.66,100.04, 
210386,1668641814.60,-168.92,94.52,77.94, 
210788,1668641815.00,-101.26,139.95,40.25, 
211177,1668641815.40,-11.87,223.24,54.20, 
211587,1668641815.80,12.67,334.81,-10.62, 
211988,1668641816.20,49.05,401.00,-108.67, 
212377,1668641816.60,15.47,329.61,-145.41, 
212787,1668641817.00,-91.37,232.02,-171.38, 
213178,1668641817.40,-93.67,147.29,-210.31, 
213585,1668641817.80,-29.80,25.22,-188.84, 
213979,1668641818.20,7.21,-92.13,-112.89, 
214384,1668641818.60,86.26,-235.32,-116.26, 
214784,1668641819.00,132.94,-247.59,-225.91, 
215183,1668641819.40,106.04,-205.26,-206.35, 
215586,1668641819.80,67.05,-118.90,-116.37, 
215984,1668641820.20,113.85,-64.17,94.50, 
216379,1668641820.60,149.68,-184.23,50.97, 
216778,1668641821.00,81.00,-211.12,-178.71, 
217184,1668641821.40,71.98,-130.26,-186.12, 
217585,1668641821.80,32.24,-128.09,-160.53, 
217982,1668641822.20,31.22,-123.63,-77.49, 
218370,1668641822.60,45.13,-133.33,47.33, 
219394,1668641823.00,25.08,-137.90,103.79, 
219469,1668641823.40,-23.62,-171.11,195.29, 
219572,1668641823.80,-14.68,-177.15,210.82, 
219969,1668641824.20,-38.35,-111.85,180.02, 
220372,1668641824.60,-136.76,-87.93,124.10, 
220770,1668641825.00,-196.33,-0.12,83.02, 
221177,1668641825.40,-158.85,104.96,253.86, 
221577,1668641825.80,-29.82,171.51,353.84, 
221978,1668641826.20,139.58,206.46,254.06, 
222369,1668641826.60,224.99,165.92,195.10, 
222767,1668641827.00,240.93,130.75,81.33, 
223168,1668641827.40,248.75,132.63,-122.42, 
223565,1668641827.80,233.46,99.66,-121.33, 
223965,1668641828.20,169.21,55.40,-82.79, 
224370,1668641828.60,113.27,100.36,-16.75, 
224774,1668641829.00,80.16,150.54,-20.34, 
225175,1668641829.40,3.35,171.44,-158.34, 
225568,1668641829.80,-59.57,200.35,-229.44, 
225972,1668641830.20,-109.98,185.61,-207.57, 
226371,1668641830.60,-181.36,136.79,-205.16, 
226772,1668641831.00,-156.11,125.78,-131.46, 
227174,1668641831.40,-180.63,96.85,-22.52, 
227565,1668641831.80,-70.04,21.79,-1.09, 
227973,1668641832.20,19.73,-24.40,-44.02, 
228360,1668641832.60,-3.86,-78.66,-115.25, 
228765,1668641833.00,-103.56,-172.15,-202.13, 
229169,1668641833.40,-133.36,-211.81,-157.33, 
229562,1668641833.80,-154.56,-223.29,-79.14, 
229969,1668641834.20,-105.63,-278.68,26.98, 
230361,1668641834.60,16.52,-219.39,130.03, 
230758,1668641835.00,33.92,-183.47,125.50, 
231157,1668641835.40,63.44,-134.62,-43.10, 
231571,1668641835.80,118.06,-76.23,-143.01, 
231958,1668641836.20,127.15,-27.40,-155.11, 
232359,1668641836.60,131.51,-3.28,-141.88, 
232769,1668641837.00,4.90,32.72,-53.87, 
233172,1668641837.40,-81.08,13.09,38.74, 
233558,1668641837.80,-132.56,-2.44,93.76, 
233963,1668641838.20,-139.03,1.73,122.73, 
234354,1668641838.60,-125.17,-10.53,109.52, 
234764,1668641839.00,-127.27,-3.51,63.53, 
235153,1668641839.40,-125.87,2.77,39.54, 
235554,1668641839.80,-105.39,-7.75,14.88, 
235960,1668641840.20,-39.51,-31.48,7.21, 
236355,1668641840.60,15.01,-99.20,5.28, 
236763,1668641841.00,-3.29,-52.25,63.41, 
237152,1668641841.40,-33.10,-12.53,249.74, 
237553,1668641841.80,-103.59,20.58,436.29, 
237955,1668641842.20,-92.43,-0.56,444.18, 
238362,1668641842.60,-33.75,-49.52,322.30, 
238764,1668641843.00,31.50,10.81,170.83, 
239161,1668641843.40,148.89,77.10,36.08, 
239552,1668641843.80,321.53,112.72,-178.15, 
239951,1668641844.20,262.71,91.59,-286.94, 
240349,1668641844.60,210.43,105.73,-292.46, 
240760,1668641845.00,164.21,115.54,-267.39, 
241149,1668641845.40,107.49,170.67,-217.97, 
241577,1668641845.80,43.39,178.53,-121.18, 
241950,1668641846.20,22.91,165.05,-109.81, 
