millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
47314,1668525301.00,0.00,0.00,0.00,I
47437,1668525301.40,95.62,-98.30,54.51,I
47499,1668525301.80,-246.31,38.68,48.74,I
47859,1668525302.20,-305.96,-16.65,42.93,I
48254,1668525302.60,-123.24,-142.76,26.42,I
48650,1668525303.00,42.81,-77.00,132.12,I
49053,1668525303.40,48.08,60.91,262.77,I
49455,1668525303.80,228.11,104.45,228.88,I
49846,1668525304.20,319.87,39.08,35.69,I
50247,1668525304.60,306.27,-63.13,-266.93,I
50647,1668525305.00,272.41,-127.39,-465.57,I
51056,1668525305.40,192.20,-257.98,-553.66,I
51458,1668525305.80,106.63,-339.41,-500.40,I
51847,1668525306.20,-29.90,-248.71,-355.65,I
52244,1668525306.60,-156.14,-382.56,-276.78,I
52649,1668525307.00,-158.67,-413.31,-219.77,I
53053,1668525307.40,-63.56,-344.00,-170.39,I
53444,1668525307.80,-129.82,-376.75,-101.03,I
53843,1668525308.20,-245.26,-324.68,34.07,I
54245,1668525308.60,-381.30,-107.68,174.39,I
54642,1668525309.00,-385.66,73.73,396.20,I
55048,1668525309.40,-253.39,239.79,676.42,I
55445,1668525309.80,-60.45,388.94,652.59,I
55851,1668525310.20,80.67,374.40,501.64,I
56240,1668525310.60,225.44,275.86,375.46,I
56643,1668525311.00,305.46,277.98,233.74,I
57038,1668525311.40,204.55,277.35,87.54,I
57655,1668525311.80,71.24,224.16,-16.42, 
57837,1668525312.20,27.27,196.72,44.35, 
58247,1668525312.60,-40.68,189.38,187.55, 
58640,1668525313.00,-174.63,296.41,252.30, 
59041,1668525313.40,-86.73,395.06,304.20, 
59445,1668525313.80,146.95,401.26,194.05, 
59844,1668525314.20,202.83,300.46,91.76, 
60706,1668525314.60,163.84,197.75,-44.29, 
60755,1668525315.00,208.44,209.77,-128.61, 
61040,1668525315.40,207.11,182.70,-147.23, 
61444,1668525315.80,168.66,156.73,-160.04, 
61835,1668525316.20,117.97,164.08,-221.39, 
62234,1668525316.60,10.07,280.78,-220.94, 
62636,1668525317.00,-158.45,383.04,-270.78, 
63035,1668525317.40,-275.32,405.68,-234.46, 
63449,1668525317.80,-156.71,362.40,-195.65, 
63842,1668525318.20,-10.65,366.64,-69.65, 
64231,1668525318.60,-6.53,292.04,-89.00, 
64630,1668525319.00,-50.20,205.26,-190.44, 
65040,1668525319.40,-132.98,126.16,-269.52, 
65445,1668525319.80,-245.21,-10.71,-283.03, 
65830,1668525320.20,-346.16,-159.03,-271.87, 
66228,1668525320.60,-338.92,-214.17,-284.56, 
66631,1668525321.00,-198.09,-342.55,-240.60, 
67028,1668525321.40,0.71,-475.70,16.26, 
67457,1668525321.80,97.07,-478.87,185.52, 
67827,1668525322.20,141.34,-458.55,144.02, 
68227,1668525322.60,64.09,-453.24,96.89, 
68628,1668525323.00,-14.28,-508.69,23.80, 
69036,1668525323.40,18.96,-594.07,-12.26, 
69455,1668525323.80,94.55,-618.63,-100.92, 
69826,1668525324.20,75.49,-576.96,-75.99, 
70227,1668525324.60,59.50,-400.03,-39.90, 
70635,1668525325.00,46.25,-298.30,51.84, 
71026,1668525325.40,-12.82,-193.31,64.71, 
71454,1668525325.80,19.56,-54.52,48.85, 
71827,1668525326.20,142.45,-37.98,50.49, 
72220,1668525326.60,206.45,9.91,33.03, 
72630,1668525327.00,142.95,115.04,-20.85, 
73023,1668525327.40,8.74,231.60,-8.88, 
73433,1668525327.80,-115.00,272.38,133.43, 
73828,1668525328.20,-131.05,251.20,264.49, 
74221,1668525328.60,-108.48,361.02,392.35, 
74622,1668525329.00,-135.69,507.83,392.86, 
75022,1668525329.40,-105.51,532.15,302.30, 
75429,1668525329.80,-62.84,522.22,163.42, 
75819,1668525330.20,53.39,435.10,99.27, 
76228,1668525330.60,98.31,353.40,51.54, 
76617,1668525331.00,181.50,228.92,14.28, 
77027,1668525331.40,261.21,120.63,-147.01, 
77422,1668525331.80,193.10,-5.75,-298.74, 
77821,1668525332.20,102.35,-110.98,-411.51, 
78217,1668525332.60,59.56,-180.01,-331.02, 
78624,1668525333.00,23.86,-203.21,-128.09, 
79015,1668525333.40,105.37,-122.83,161.77, 
79415,1668525333.80,248.59,-92.40,353.23, 
79824,1668525334.20,389.62,-52.55,295.02, 
80218,1668525334.60,428.81,-39.96,166.99, 
80623,1668525335.00,290.11,-32.54,77.47, 
81012,1668525335.40,186.39,-29.44,-150.13, 
81412,1668525335.80,96.46,-95.14,-362.80, 
81813,1668525336.20,-93.34,-181.50,-526.36, 
82221,1668525336.60,-198.33,-300.27,-406.82, 
82612,1668525337.00,-281.16,-342.06,-273.14, 
83013,1668525337.40,-328.07,-273.43,-177.89, 
