millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
55615,1670185921.00,0.00,0.00,0.00,I
55818,1670185921.40,-63.45,213.59,84.01,I
55869,1670185921.80,-145.07,346.97,131.60,I
56606,1670185922.20,-131.19,317.98,138.96,I
56633,1670185922.60,-116.79,286.73,81.53,I
56659,1670185923.00,-102.09,253.87,-17.83,I
56686,1670185923.40,-87.30,220.00,-150.51,I
57006,1670185923.80,-52.94,50.70,-268.46,I
57399,1670185924.20,56.38,-171.03,-303.83,I
57810,1670185924.60,95.64,-281.60,-332.57,I
58198,1670185925.00,142.14,-333.44,-311.11,I
58603,1670185925.40,98.55,-386.72,-185.92,I
59000,1670185925.80,-2.17,-340.33,-138.08,I
59392,1670185926.20,-17.87,-296.76,-105.65,I
59811,1670185926.60,-13.28,-288.12,-53.89,I
61417,1670185927.00,-56.83,-325.15,-51.02,I
61562,1670185927.40,-26.24,-330.51,21.74,I
61624,1670185927.80,-31.53,-277.68,32.89,I
62193,1670185928.20,-39.49,-238.74,91.81,I
62220,1670185928.60,-43.99,-200.63,211.88,I
62246,1670185929.00,-45.53,-163.64,369.26,I
62586,1670185929.40,-23.12,-85.12,514.33,I
62986,1670185929.80,11.83,-33.72,520.66,I
63391,1670185930.20,-38.63,60.23,436.33,I
63813,1670185930.60,33.93,71.93,443.09,I
64196,1670185931.00,189.30,98.75,384.48,I
64587,1670185931.40,135.85,170.14,272.29,I
64999,1670185931.80,75.00,242.55,248.63, 
65396,1670185932.20,88.95,264.82,183.43, 
65816,1670185932.60,67.73,214.84,100.23, 
66185,1670185933.00,17.78,204.24,95.27, 
66586,1670185933.40,10.18,291.34,-13.33, 
66988,1670185933.80,83.15,323.18,-125.07, 
67385,1670185934.20,108.25,309.61,-326.29, 
67831,1670185934.60,96.07,342.59,-331.01, 
68190,1670185935.00,163.14,263.36,-232.20, 
68595,1670185935.40,197.37,160.66,-194.31, 
68995,1670185935.80,141.68,139.36,-207.65, 
69382,1670185936.20,139.95,70.04,-245.47, 
69816,1670185936.60,134.83,43.96,-253.57, 
70193,1670185937.00,64.29,103.03,-328.48, 
70582,1670185937.40,-10.87,64.51,-378.10, 
70991,1670185937.80,38.71,-1.58,-382.62, 
71380,1670185938.20,44.18,-56.26,-384.30, 
71790,1670185938.60,15.83,-68.45,-287.46, 
72183,1670185939.00,-8.74,-110.62,-190.08, 
72579,1670185939.40,-14.60,-111.50,-106.51, 
72990,1670185939.80,-67.93,-79.13,-108.84, 
73390,1670185940.20,-94.70,-117.26,-130.62, 
73777,1670185940.60,-84.35,-130.55,-58.25, 
74176,1670185941.00,-90.83,-139.59,107.91, 
74579,1670185941.40,-48.94,-128.77,234.89, 
74983,1670185941.80,16.59,-134.27,211.34, 
75388,1670185942.20,35.28,-185.65,87.89, 
75790,1670185942.60,64.18,-256.38,68.32, 
76187,1670185943.00,84.45,-274.66,105.60, 
76576,1670185943.40,97.19,-217.91,135.75, 
76976,1670185943.80,24.80,-151.03,170.13, 
77383,1670185944.20,-35.76,-44.12,198.03, 
77787,1670185944.60,-69.48,76.63,148.41, 
78174,1670185945.00,-129.18,90.57,137.59, 
78573,1670185945.40,-160.05,116.79,148.10, 
78985,1670185945.80,-120.50,119.99,101.11, 
79384,1670185946.20,-71.66,22.30,90.21, 
79775,1670185946.60,-64.58,-55.93,75.27, 
80173,1670185947.00,-42.83,-66.76,63.56, 
80572,1670185947.40,-72.28,-57.15,66.20, 
80971,1670185947.80,-95.62,-15.17,15.85, 
81381,1670185948.20,-193.88,68.92,-16.98, 
81780,1670185948.60,-221.19,70.52,32.85, 
82171,1670185949.00,-191.61,71.13,52.24, 
82575,1670185949.40,-211.50,119.99,47.61, 
82972,1670185949.80,-190.77,140.22,92.54, 
83372,1670185950.20,-107.24,170.85,150.19, 
83779,1670185950.60,-69.66,208.04,115.61, 
84168,1670185951.00,-52.60,135.90,116.62, 
84568,1670185951.40,10.32,57.86,47.65, 
84979,1670185951.80,29.18,26.67,-57.32, 
85379,1670185952.20,-34.17,-15.50,-163.88, 
85768,1670185952.60,-35.10,-33.40,-203.15, 
86167,1670185953.00,-3.73,-80.60,-170.38, 
86573,1670185953.40,-7.85,-100.14,-103.57, 
86970,1670185953.80,-90.33,-81.78,-143.01, 
87367,1670185954.20,-72.85,-97.66,-133.46, 
87775,1670185954.60,-88.04,-92.26,-100.74, 
88176,1670185955.00,-145.01,-37.62,-11.55, 
88569,1670185955.40,-74.94,-41.10,67.42, 
88967,1670185955.80,49.22,-42.81,53.34, 
89364,1670185956.20,85.45,-10.80,-5.65, 
89763,1670185956.60,84.31,15.40,-5.56, 
90163,1670185957.00,98.74,36.38,108.94, 
90562,1670185957.40,125.29,85.76,158.00, 
90961,1670185957.80,130.47,106.70,149.74, 
91363,1670185958.20,118.29,89.05,121.39, 
91764,1670185958.60,107.50,56.78,50.52, 
92174,1670185959.00,81.87,94.71,-59.30, 
92561,1670185959.40,44.79,138.84,-88.94, 
92971,1670185959.80,142.27,73.29,-76.79, 
93360,1670185960.20,154.17,34.54,-72.42, 
93759,1670185960.60,161.34,50.22,-9.95, 
94158,1670185961.00,133.97,60.83,37.92, 
94560,1670185961.40,109.68,18.80,-61.05, 
94959,1670185961.80,118.61,-16.37,-266.68, 
95369,1670185962.20,28.69,-45.29,-275.17, 
95758,1670185962.60,20.44,-52.49,-285.87, 
96159,1670185963.00,28.66,-90.32,-307.54, 
96565,1670185963.40,-28.79,-103.55,-180.69, 
96966,1670185963.80,-74.20,-112.75,-30.96, 
97366,1670185964.20,-60.65,-151.45,30.38, 
97765,1670185964.60,-96.54,-146.64,23.12, 
98156,1670185965.00,-74.67,-156.00,123.68, 
98566,1670185965.40,23.54,-144.13,199.41, 
98955,1670185965.80,38.76,-99.19,262.34, 
99356,1670185966.20,97.88,-44.61,280.25, 
99756,1670185966.60,96.07,17.51,284.56, 
100153,1670185967.00,77.48,83.48,255.13, 
100567,1670185967.40,123.46,69.72,190.85, 
100956,1670185967.80,173.58,89.63,156.90, 
101361,1670185968.20,225.68,87.77,99.47, 
101754,1670185968.60,261.85,68.35,14.44, 
102152,1670185969.00,235.80,116.52,-99.05, 
102551,1670185969.40,192.20,119.38,-127.38, 
102950,1670185969.80,151.19,86.57,-86.69, 
103350,1670185970.20,97.65,41.82,-111.18, 
103751,1670185970.60,65.36,52.70,-139.02, 
104159,1670185971.00,115.85,43.52,-42.76, 
104558,1670185971.40,167.06,34.46,10.70, 
104962,1670185971.80,153.07,58.69,-174.18, 
105351,1670185972.20,118.96,-5.40,-280.59, 
105754,1670185972.60,37.88,-57.65,-262.47, 
106160,1670185973.00,-16.77,-99.24,-223.13, 
106547,1670185973.40,-64.35,-148.26,-110.07, 
106948,1670185973.80,-151.76,-119.80,-39.29, 
107347,1670185974.20,-222.69,-94.88,-38.67, 
107759,1670185974.60,-294.78,-73.21,-1.29, 
108148,1670185975.00,-365.96,-21.42,-1.31, 
108544,1670185975.40,-386.21,-28.77,-16.97, 
108951,1670185975.80,-396.87,-99.41,-67.12, 
109346,1670185976.20,-431.30,-120.88,-31.11, 
109746,1670185976.60,-372.64,-119.24,4.49, 
110145,1670185977.00,-333.90,-98.93,73.02, 
110555,1670185977.40,-359.73,-96.09,108.36, 
110944,1670185977.80,-324.54,-140.22,183.26, 
111353,1670185978.20,-210.28,-155.61,177.26, 
111742,1670185978.60,-176.77,-163.45,196.56, 
112142,1670185979.00,-144.96,-147.82,241.74, 
112553,1670185979.40,-114.89,-66.07,250.98, 
112943,1670185979.80,-117.89,19.77,286.25, 
113362,1670185980.20,-99.73,90.12,285.84, 
113741,1670185980.60,-65.63,146.51,286.77, 
114143,1670185981.00,-3.19,190.35,245.42, 
114550,1670185981.40,97.73,141.66,157.24, 
114954,1670185981.80,163.00,133.15,84.92, 
115343,1670185982.20,230.34,140.80,56.14, 
115740,1670185982.60,217.25,144.99,32.35, 
116150,1670185983.00,188.87,146.13,-81.79, 
116549,1670185983.40,179.02,96.36,-135.44, 
116936,1670185983.80,168.84,37.97,-166.16, 
117348,1670185984.20,128.05,72.16,-213.42, 
117741,1670185984.60,61.66,82.35,-344.19, 
118147,1670185985.00,40.43,23.82,-362.67, 
118536,1670185985.40,23.68,57.94,-328.66, 
118935,1670185985.80,-5.22,68.14,-218.87, 
119339,1670185986.20,19.36,-23.38,-137.02, 
119748,1670185986.60,-22.72,-13.99,-142.55, 
120137,1670185987.00,-86.91,-6.07,-108.79, 
120532,1670185987.40,-24.33,0.48,0.64, 
120932,1670185987.80,11.76,21.88,-6.72, 
121331,1670185988.20,11.56,38.61,48.86, 
121751,1670185988.60,-19.49,67.27,101.86, 
122134,1670185989.00,-42.39,171.80,107.77, 
122531,1670185989.40,-10.79,201.54,146.25, 
122933,1670185989.80,16.53,171.27,111.55, 
123330,1670185990.20,39.86,126.31,0.86, 
123731,1670185990.60,28.20,102.46,51.44, 
124129,1670185991.00,36.11,47.61,8.57, 
124557,1670185991.40,58.63,-48.05,-8.27, 
124948,1670185991.80,77.15,-60.00,-0.27, 
125349,1670185992.20,76.81,-53.70,37.30, 
125755,1670185992.60,106.86,-97.21,36.06, 
126148,1670185993.00,162.30,-115.30,5.48, 
126552,1670185993.40,236.72,-161.67,48.52, 
126949,1670185993.80,244.04,-229.54,11.09, 
127354,1670185994.20,229.23,-246.78,-74.91, 
127756,1670185994.60,260.99,-271.88,-88.89, 
128145,1670185995.00,217.34,-303.27,32.13, 
128542,1670185995.40,192.43,-239.40,13.96, 
128942,1670185995.80,137.20,-166.26,5.17, 
129341,1670185996.20,104.14,-103.07,49.66, 
129751,1670185996.60,58.98,-15.92,25.95, 
130142,1670185997.00,50.50,22.51,-0.17, 
130541,1670185997.40,41.09,38.08,-5.31, 
130942,1670185997.80,-31.55,116.29,-44.47, 
131340,1670185998.20,-43.46,128.57,-86.79, 
131813,1670185998.60,-53.80,120.63,-34.09, 
132151,1670185999.00,-93.91,177.85,25.80, 
132540,1670185999.40,-14.90,171.48,16.89, 
132947,1670185999.80,-1.15,163.18,-64.91, 
133339,1670186000.20,-23.10,202.44,-54.08, 
133744,1670186000.60,21.49,229.57,31.78, 
134137,1670186001.00,38.87,229.98,146.44, 
134537,1670186001.40,33.94,240.78,-41.92, 
134944,1670186001.80,11.13,210.16,-208.29, 
135340,1670186002.20,-56.02,131.43,-147.64, 
135737,1670186002.60,-94.72,47.74,-120.52, 
