millis,GPS_Epoch_Time(s),outx(mm),outy(mm),outz(mm)
55248,1668513421.00,0.00,0.00,0.00,I
55343,1668513421.40,417.35,-213.59,31.28,I
55398,1668513421.80,597.81,-166.45,-28.35,I
55781,1668513422.20,615.80,-108.49,-126.51,I
56176,1668513422.60,502.22,-42.91,-235.44,I
56582,1668513423.00,173.92,44.45,-288.70,I
56973,1668513423.40,-96.54,164.38,-208.17,I
57401,1668513423.80,-218.36,240.66,-5.67,I
57772,1668513424.20,-314.73,296.96,-0.92,I
58179,1668513424.60,-308.76,352.62,-18.97,I
58568,1668513425.00,-284.84,273.82,-65.57,I
58974,1668513425.40,-261.90,72.36,-28.49,I
59365,1668513425.80,-239.90,-42.82,74.99,I
59777,1668513426.20,-170.57,-118.53,149.05,I
60639,1668513426.60,-96.71,-194.82,82.48,I
60688,1668513427.00,-36.76,-301.90,1.89,I
60964,1668513427.40,-5.27,-397.93,119.13,I
61366,1668513427.80,-44.65,-401.19,146.63,I
61775,1668513428.20,-139.97,-328.53,110.34,I
62171,1668513428.60,-214.51,-311.32,16.37,I
62570,1668513429.00,-175.76,-339.33,-15.50,I
62971,1668513429.40,-284.48,-286.31,-83.57,I
63365,1668513429.80,-317.46,-333.39,-104.91,I
63770,1668513430.20,-352.90,-213.41,-7.73,I
64163,1668513430.60,-421.18,-43.83,55.57,I
64567,1668513431.00,-465.44,63.82,82.26,I
64968,1668513431.40,-408.34,152.62,316.66,I
65361,1668513431.80,-303.54,274.36,516.51, 
65767,1668513432.20,-194.34,319.58,576.45, 
66160,1668513432.60,13.91,287.82,515.85, 
66570,1668513433.00,216.87,192.88,495.81, 
66959,1668513433.40,362.87,229.61,330.11, 
67364,1668513433.80,363.22,224.30,242.69, 
67760,1668513434.20,215.98,315.61,287.33, 
68157,1668513434.60,96.29,383.73,335.43, 
68558,1668513435.00,-14.91,381.26,299.74, 
68966,1668513435.40,27.05,437.87,137.18, 
69367,1668513435.80,47.98,375.57,-29.32, 
69761,1668513436.20,290.25,316.99,-225.09, 
70166,1668513436.60,465.04,278.19,-308.67, 
70557,1668513437.00,581.43,108.17,-302.05, 
70957,1668513437.40,456.52,115.10,-348.06, 
71370,1668513437.80,186.58,281.39,-375.09, 
71770,1668513438.20,111.46,240.81,-550.34, 
72163,1668513438.60,240.42,118.74,-571.07, 
72554,1668513439.00,147.47,113.25,-554.30, 
72960,1668513439.40,5.19,118.86,-458.83, 
73367,1668513439.80,33.67,51.62,-492.88, 
73752,1668513440.20,-87.58,41.56,-549.85, 
74151,1668513440.60,-183.27,-70.10,-498.96, 
74551,1668513441.00,-64.95,-81.27,-459.31, 
74958,1668513441.40,-16.97,-76.01,-401.99, 
75358,1668513441.80,-9.42,-173.00,-333.73, 
75759,1668513442.20,92.45,-317.64,-144.94, 
76152,1668513442.60,220.28,-364.85,43.00, 
76550,1668513443.00,317.63,-365.59,109.28, 
76957,1668513443.40,244.11,-361.70,227.62, 
77359,1668513443.80,99.08,-272.42,229.50, 
77752,1668513444.20,11.29,-197.55,90.39, 
78149,1668513444.60,49.80,-184.75,-155.28, 
78548,1668513445.00,-65.15,-286.99,-262.82, 
78948,1668513445.40,-302.51,-315.42,-162.11, 
79357,1668513445.80,-343.07,-299.70,78.80, 
79755,1668513446.20,-289.78,-249.38,221.50, 
80144,1668513446.60,-145.89,-269.43,342.12, 
80549,1668513447.00,36.50,-230.69,139.18, 
80953,1668513447.40,101.06,-129.17,28.61, 
81358,1668513447.80,70.52,-141.87,136.60, 
81750,1668513448.20,-51.85,-181.30,303.97, 
82145,1668513448.60,-69.17,-11.33,263.95, 
82546,1668513449.00,-19.68,126.44,186.86, 
82952,1668513449.40,-74.94,202.29,210.18, 
83363,1668513449.80,-102.12,226.67,245.34, 
83740,1668513450.20,-154.35,275.12,336.33, 
84148,1668513450.60,-114.54,325.42,363.35, 
84541,1668513451.00,-48.06,390.90,590.04, 
84942,1668513451.40,-152.79,418.38,503.80, 
85360,1668513451.80,-201.13,381.13,228.48, 
85743,1668513452.20,-124.27,259.14,249.37, 
86140,1668513452.60,21.15,38.30,320.14, 
86542,1668513453.00,234.57,-58.84,303.75, 
86947,1668513453.40,417.26,-170.88,266.46, 
87361,1668513453.80,554.78,-309.30,175.18, 
87736,1668513454.20,604.12,-398.51,-42.74, 
88137,1668513454.60,453.02,-396.70,-296.00, 
88539,1668513455.00,175.87,-290.09,-507.60, 
88938,1668513455.40,59.64,-181.73,-516.28, 
89362,1668513455.80,8.61,-173.17,-402.52, 
89739,1668513456.20,-114.28,-97.07,-368.53, 
90144,1668513456.60,-134.85,-66.56,-252.19, 
90544,1668513457.00,-214.02,-6.99,-138.97, 
90935,1668513457.40,-372.26,41.63,-200.27, 
91361,1668513457.80,-397.05,-33.96,-227.45, 
91746,1668513458.20,-315.60,-60.01,-73.55, 
92135,1668513458.60,-212.83,-62.62,139.29, 
92536,1668513459.00,-94.84,85.12,180.23, 
92932,1668513459.40,65.14,71.41,-57.20, 
93364,1668513459.80,126.62,-38.46,-101.66, 
93732,1668513460.20,12.90,-74.66,-157.40, 
94132,1668513460.60,-144.21,-100.91,-296.74, 
94531,1668513461.00,-316.52,-86.26,-306.71, 
94930,1668513461.40,-368.23,-103.28,-160.43, 
95330,1668513461.80,-275.16,-146.03,61.86, 
95731,1668513462.20,-65.75,-307.42,129.44, 
96137,1668513462.60,-24.74,-295.50,27.61, 
96528,1668513463.00,-117.77,-276.61,77.18, 
96937,1668513463.40,-62.29,-170.71,225.59, 
97329,1668513463.80,129.10,-159.56,382.80, 
97736,1668513464.20,184.00,-77.71,464.59, 
98127,1668513464.60,176.33,-5.90,514.80, 
98535,1668513465.00,231.04,56.49,397.56, 
98936,1668513465.40,269.96,142.25,248.93, 
